,ERN1 (2081)
ACH-000004,-0.041031171865699996
ACH-000007,0.329574900861
ACH-000009,-0.0341326995346
ACH-000011,-0.09062918176960001
ACH-000012,0.0184069703168
ACH-000013,0.114732562975
ACH-000014,0.00948172720393
ACH-000015,0.0423752604406
ACH-000017,0.005912482016620001
ACH-000018,0.056889981234499995
ACH-000019,0.05741092194709999
ACH-000021,0.21894514961300002
ACH-000022,0.022887105515499998
ACH-000025,0.059621636518
ACH-000028,0.08233980215560001
ACH-000030,0.115455378446
ACH-000035,-0.021654483557099997
ACH-000036,0.172129419168
ACH-000037,0.165807582216
ACH-000039,0.119664879652
ACH-000040,0.054225323889600004
ACH-000041,-0.0032128214413999997
ACH-000042,-0.0552614765113
ACH-000045,-0.0464762993707
ACH-000047,0.141040514609
ACH-000052,0.21869726325599997
ACH-000053,0.141086036197
ACH-000054,-0.06732288012860001
ACH-000055,0.115146593706
ACH-000060,0.07547485725339999
ACH-000067,-0.00703277772037
ACH-000070,0.15823050980699999
ACH-000075,0.12579118159000002
ACH-000078,0.135096463925
ACH-000082,-0.0687255473732
ACH-000085,-0.036309995823800005
ACH-000086,0.12136530474400001
ACH-000087,0.20642868942099998
ACH-000092,-0.0586190979922
ACH-000095,-0.00821833518294
ACH-000097,0.0912356710393
ACH-000098,0.100054000361
ACH-000099,0.13108871507300002
ACH-000108,-0.004274618105079999
ACH-000113,0.239436097782
ACH-000115,-0.23708410183200002
ACH-000116,-0.010712101062700001
ACH-000118,-0.137160387176
ACH-000120,-0.014274199699
ACH-000123,0.19408019301899998
ACH-000127,0.0269856300015
ACH-000128,-0.009519185120290001
ACH-000132,-0.047125335333400006
ACH-000133,0.0693554669232
ACH-000137,0.246095102131
ACH-000138,0.0306963852435
ACH-000142,0.0757289975779
ACH-000143,0.0634467806494
ACH-000146,0.0736228201795
ACH-000148,0.0852884586678
ACH-000150,-0.10746347323899999
ACH-000152,0.049044805594499995
ACH-000153,0.0689360354201
ACH-000159,0.0690822291352
ACH-000160,0.160512389131
ACH-000163,-0.125859789012
ACH-000167,0.0327830827378
ACH-000168,0.118201191105
ACH-000169,0.08323826822439999
ACH-000178,0.276072958982
ACH-000182,0.06036140782430001
ACH-000183,0.00433523518445
ACH-000188,-0.0705729525516
ACH-000189,-0.0991046115771
ACH-000190,-0.3933697358
ACH-000198,0.0535423926503
ACH-000204,0.08856547780099999
ACH-000206,0.155601823912
ACH-000207,0.0521093064332
ACH-000211,0.124499905121
ACH-000215,0.04278890639380001
ACH-000221,0.10473903492100001
ACH-000222,0.180858918076
ACH-000223,0.08351690943639999
ACH-000226,0.07329406752760001
ACH-000227,0.334997935505
ACH-000228,0.238244809076
ACH-000231,0.025864280625400003
ACH-000232,0.0841309033248
ACH-000233,0.145955706101
ACH-000234,-0.056684474803099995
ACH-000235,0.0588892623785
ACH-000237,0.0020898230714700003
ACH-000238,0.08085811870569999
ACH-000243,0.107691381237
ACH-000244,0.209014805273
ACH-000246,0.0674231414225
ACH-000248,-0.07263432943010001
ACH-000250,0.107476970747
ACH-000251,-0.0910639211743
ACH-000253,0.126652448485
ACH-000255,0.00167226340241
ACH-000256,-0.0633810419334
ACH-000257,0.18837197225699998
ACH-000258,0.136405086899
ACH-000259,0.13904647754799998
ACH-000260,0.104572484406
ACH-000261,0.10800664509999999
ACH-000262,-0.103581966479
ACH-000263,-0.029691798957599998
ACH-000264,-0.0141192692657
ACH-000265,0.0038985371513200005
ACH-000266,0.06578095676830001
ACH-000272,-0.0398045397177
ACH-000273,0.124860324132
ACH-000274,-0.023229100891299998
ACH-000277,0.058679700468899997
ACH-000278,0.12211676033800001
ACH-000279,0.0740378673288
ACH-000280,-0.0110627602201
ACH-000281,0.0770534521475
ACH-000288,0.0033611634631999995
ACH-000291,-0.0383992126074
ACH-000293,0.158421006493
ACH-000294,0.144797234695
ACH-000295,0.005389284126140001
ACH-000296,0.0292378832672
ACH-000302,0.0786318788677
ACH-000304,-0.501273253419
ACH-000307,0.0825642171207
ACH-000308,0.050848138168599996
ACH-000310,0.09130685063869999
ACH-000311,0.128972999898
ACH-000312,0.105252296896
ACH-000315,-0.183155395521
ACH-000316,0.106906117216
ACH-000317,0.128667606106
ACH-000318,0.23606161652399998
ACH-000319,-0.0808755275524
ACH-000320,0.094430188691
ACH-000322,0.290739435531
ACH-000323,0.00167556333199
ACH-000324,0.182248290319
ACH-000329,0.0158745482387
ACH-000330,0.137939207437
ACH-000331,0.303759933656
ACH-000332,0.0930304730624
ACH-000334,-0.11269405442
ACH-000335,0.21211811349800003
ACH-000336,0.142998982751
ACH-000337,0.0028045684556500003
ACH-000339,0.109780917184
ACH-000341,0.0566419064841
ACH-000348,0.0626637116717
ACH-000350,0.08700921353260001
