,PEX11G (92960)
ACH-000004,0.15387055214
ACH-000007,0.330648266204
ACH-000009,0.26478707309599997
ACH-000011,0.209546707757
ACH-000012,0.139816859219
ACH-000013,0.00027003754953099996
ACH-000014,0.07303767221860001
ACH-000015,0.029476208325400002
ACH-000017,0.005715614055850001
ACH-000018,-0.127292183335
ACH-000019,0.0932210295822
ACH-000021,0.0847255417203
ACH-000022,0.0444671937584
ACH-000025,-0.061420890076900006
ACH-000028,0.0698256778517
ACH-000030,0.0410672735993
ACH-000035,0.0474881074821
ACH-000036,0.0349126027294
ACH-000037,0.107059595987
ACH-000039,0.024203590797900004
ACH-000040,0.139341457805
ACH-000041,0.06245891880559999
ACH-000042,0.366873354554
ACH-000045,-0.21282780785900002
ACH-000047,0.08282393445519999
ACH-000052,0.0374301746445
ACH-000053,0.0842292502028
ACH-000054,0.0704687522129
ACH-000055,0.36725032892
ACH-000060,0.166324075645
ACH-000067,-0.0986545135934
ACH-000070,-0.034580618544400005
ACH-000075,0.12541673669700001
ACH-000078,0.105743479099
ACH-000082,0.161551826846
ACH-000085,-0.0692300667615
ACH-000086,0.111339060837
ACH-000087,0.111393365769
ACH-000092,0.0197220546241
ACH-000095,0.117498844655
ACH-000097,0.187353920383
ACH-000098,-0.0579896332934
ACH-000099,0.0406548719253
ACH-000108,0.08665110572180001
ACH-000113,0.12267984232200001
ACH-000115,-0.206532147558
ACH-000116,0.112764011646
ACH-000118,0.10628048632300001
ACH-000120,0.121643164355
ACH-000123,0.22444483513900002
ACH-000127,0.0227274516806
ACH-000128,-0.317371641197
ACH-000132,0.209831532289
ACH-000133,0.00617407517203
ACH-000137,-0.031129940391700004
ACH-000138,0.249200700151
ACH-000142,-0.10230539028999999
ACH-000143,0.0323879476351
ACH-000146,0.0636446443421
ACH-000148,0.177249426845
ACH-000150,0.082126970472
ACH-000152,0.133582008392
ACH-000153,0.162160713062
ACH-000159,-0.0548226029254
ACH-000160,0.269656518246
ACH-000163,-0.046273579397
ACH-000167,0.041912277795899996
ACH-000168,0.00132198179918
ACH-000169,-0.0502047121968
ACH-000178,0.238385471873
ACH-000182,0.17877647972600003
ACH-000183,0.192321405414
ACH-000188,0.10567856681099999
ACH-000189,0.0542732729819
ACH-000190,0.18161742215999999
ACH-000198,-0.10126636464500001
ACH-000204,0.020444444848799998
ACH-000206,0.0739917394013
ACH-000207,0.172800002379
ACH-000211,-0.0394617966879
ACH-000215,0.115819485557
ACH-000221,0.0684470609634
ACH-000222,0.466791139557
ACH-000223,0.0649996992313
ACH-000226,0.0788999517575
ACH-000227,0.345577775186
ACH-000228,0.0243150159387
ACH-000231,0.167604294352
ACH-000232,0.168759882986
ACH-000233,0.0151160898726
ACH-000234,-0.18786265154100001
ACH-000235,0.0946047639791
ACH-000237,0.146168800717
ACH-000238,0.24144884984499998
ACH-000243,0.09129584383469999
ACH-000244,-0.18358843814800002
ACH-000246,0.0236737923148
ACH-000248,-0.0024885902164899997
ACH-000250,0.09510268558469999
ACH-000251,0.141001217511
ACH-000253,0.000389829937791
ACH-000255,-0.023073416235
ACH-000256,0.150815656852
ACH-000257,0.164849230267
ACH-000258,0.113199744915
ACH-000259,0.135075479992
ACH-000260,0.00813884685778
ACH-000261,0.000905128667587
ACH-000262,0.133454119599
ACH-000263,-0.18041545332000003
ACH-000264,0.0556617476469
ACH-000265,0.138799103912
ACH-000266,0.157794990106
ACH-000272,0.18193383849800002
ACH-000273,0.016533058385
ACH-000274,0.100347891606
ACH-000277,0.0321478300992
ACH-000278,0.09463835995339999
ACH-000279,0.150507474518
ACH-000280,0.08488606513250001
ACH-000281,0.298876114726
ACH-000288,0.148883840501
ACH-000291,0.10067519361999999
ACH-000293,-0.142462942422
ACH-000294,0.031436520359400005
ACH-000295,-0.0735948151057
ACH-000296,0.168799996456
ACH-000302,-0.104102086704
ACH-000304,0.211329848169
