,NECAP1 (25977)
ACH-000004,0.222521357191
ACH-000007,-0.350132979707
ACH-000009,-0.193132224967
ACH-000011,-0.17469192719
ACH-000012,0.138204433118
ACH-000013,0.022454410183599997
ACH-000014,-0.012366998556999999
ACH-000015,-0.180238535518
ACH-000017,0.0364796781544
ACH-000018,0.09081229740039999
ACH-000019,-0.152173664661
ACH-000021,0.041288302943199996
ACH-000022,0.047183404400000004
ACH-000025,-0.0930915650275
ACH-000028,-0.20976037320799998
ACH-000030,-0.115502626843
ACH-000035,0.0704153646116
ACH-000036,-0.261711783239
ACH-000037,-0.44950419390600005
ACH-000039,0.08142168679480001
ACH-000040,-0.0351613522597
ACH-000041,-0.294744452258
ACH-000042,-0.0138003818837
ACH-000045,-0.146023488571
ACH-000047,0.0712807621887
ACH-000052,-0.112710202819
ACH-000053,0.06719957821219999
ACH-000054,-0.250586774483
ACH-000055,-0.194670978961
ACH-000060,-0.126880995635
ACH-000067,0.213259740244
ACH-000070,0.0557267864453
ACH-000075,-0.07401847628910001
ACH-000078,0.0737920224935
ACH-000082,0.0482464497475
ACH-000085,0.0029937900487499998
ACH-000086,-0.17018474801800001
ACH-000087,0.0531132511545
ACH-000092,0.11352487643100001
ACH-000095,-0.05164806794
ACH-000097,-0.23621156524099998
ACH-000098,-0.102188460474
ACH-000099,0.160410580317
ACH-000108,0.0725827011558
ACH-000113,-0.145445555185
ACH-000115,0.0808677649165
ACH-000116,0.0170111481095
ACH-000118,0.0387205874125
ACH-000120,-0.0508394866902
ACH-000123,-0.16619265480999998
ACH-000127,-0.0882741713391
ACH-000128,0.0776698870807
ACH-000132,-0.055922173325
ACH-000133,0.0392558272471
ACH-000137,0.08788114224739998
ACH-000138,0.035766957345300006
ACH-000142,-0.137253157274
ACH-000143,-0.041813476169599996
ACH-000146,0.0751266565276
ACH-000148,0.0235773757473
ACH-000150,0.0456762728456
ACH-000152,-0.155868225085
ACH-000153,-0.10146281353700001
ACH-000159,-0.109127344189
ACH-000160,-0.08626982095039999
ACH-000163,0.16538433634299998
ACH-000167,-0.162545749559
ACH-000168,0.00151442156139
ACH-000169,-0.13452892050999998
ACH-000178,-0.125364283602
ACH-000182,-0.242931139361
ACH-000183,-0.08921463692569999
ACH-000188,-0.27504654912500004
ACH-000189,0.0807830509144
ACH-000190,-0.22763500405099998
ACH-000198,-0.0157372247057
ACH-000204,0.307529410978
ACH-000206,-0.06438082280190001
ACH-000207,0.006628953399319999
ACH-000211,-0.0195583829995
ACH-000215,-0.08967653488539999
ACH-000221,-0.08824009302000001
ACH-000222,0.13795633169500002
ACH-000223,-0.307975711325
ACH-000226,-0.09343134357010001
ACH-000227,-0.0348279909777
ACH-000228,-0.288735723116
ACH-000231,0.09301607497749999
ACH-000232,-0.0220244538397
ACH-000233,-0.0881927828695
ACH-000234,-0.176490667423
ACH-000235,-0.026911040370800002
ACH-000237,0.00806584366291
ACH-000238,0.07777793569180001
ACH-000243,0.08213947682789999
ACH-000244,-0.0636973781655
ACH-000246,-0.0421215509073
ACH-000248,-0.004819607125890001
ACH-000250,-0.08993831510680002
ACH-000251,0.053137382872900006
ACH-000253,-0.136939689247
ACH-000255,-0.15683922313100002
ACH-000256,-0.230646163484
ACH-000257,-0.0419285448814
ACH-000258,-0.0116983468986
ACH-000259,-0.0685804520369
ACH-000260,0.0573042902219
ACH-000261,-0.060141667481699995
ACH-000262,-0.159561683688
ACH-000263,-0.07213403451839999
ACH-000264,0.0494344589264
ACH-000265,0.0542309031211
ACH-000266,-0.0560487067646
ACH-000272,-0.0927862268953
ACH-000273,-0.138049039987
ACH-000274,-0.129977463014
ACH-000277,0.0196050240821
ACH-000278,-0.059587508953300006
ACH-000279,0.08140258793829999
ACH-000280,-0.049587640793500004
ACH-000281,0.0382043079683
ACH-000288,-0.272796764234
ACH-000291,0.072934018704
ACH-000293,0.048181604022199995
ACH-000294,0.09699090904339999
ACH-000295,-0.360624772039
ACH-000296,-0.100805952467
ACH-000302,0.0140679306852
ACH-000304,0.181235727851
ACH-000307,-0.315527195621
ACH-000308,-0.115943773786
ACH-000310,0.072535933572
ACH-000311,0.12780088895
ACH-000312,-0.0424644133605
ACH-000315,0.267336197996
ACH-000316,0.192070821049
ACH-000317,0.0937901215074
ACH-000318,0.121609877984
ACH-000319,-0.07211560817580001
ACH-000320,0.127292307566
ACH-000322,0.0059556065746200005
ACH-000323,0.0275358444059
ACH-000324,0.0235597552813
ACH-000329,-0.00742509788792
ACH-000330,-0.109408865483
ACH-000331,-0.04810826703269999
ACH-000332,-0.0822814932445
ACH-000334,0.14241143593900002
ACH-000335,-0.0826619007156
ACH-000336,-0.126081350136
ACH-000337,0.0379181391794
ACH-000339,-0.0340619147898
ACH-000341,0.144828428901
ACH-000348,-0.11000401136
ACH-000350,0.00670067352748
ACH-000352,0.022585762799900003
ACH-000356,-0.325912597883
ACH-000361,-0.33821596869000004
ACH-000362,-0.0134713780724
ACH-000363,-0.0375364644181
ACH-000364,-0.059451725121400005
ACH-000365,0.030639130775799998
ACH-000366,-0.0409408265109
ACH-000368,-0.113017862389
ACH-000374,-0.0676483345075
ACH-000375,-0.0342690536271
ACH-000376,-0.121689679383
ACH-000381,0.121631090387
ACH-000383,-0.0586843459695
ACH-000387,-0.144045934615
ACH-000389,-0.0973081673475
ACH-000390,-0.150118021098
ACH-000393,-0.12801633065999998
ACH-000395,0.296001037909
ACH-000397,-0.055131830648
ACH-000401,-0.275867529338
