,ROGDI (79641)
ACH-000004,0.21859427205499998
ACH-000007,0.158870086933
ACH-000009,0.11056542091600001
ACH-000011,0.07081532205550001
ACH-000012,-0.011660688578600002
ACH-000013,0.116735940672
ACH-000014,0.160297133828
ACH-000015,0.122401030345
ACH-000017,0.115314375749
ACH-000018,-0.074883036017
ACH-000019,0.0473903929949
ACH-000021,0.0928442915923
ACH-000022,-0.11553745535
ACH-000025,-0.0366008377126
ACH-000028,0.134675210526
ACH-000030,0.0659502300872
ACH-000035,0.0315118947076
ACH-000036,0.0593321091441
ACH-000037,0.110961295062
ACH-000039,0.153387614163
ACH-000040,-0.0611930874504
ACH-000041,0.0109127221417
ACH-000042,0.236020018336
ACH-000045,-0.0227899726177
ACH-000047,-0.21025399703699998
ACH-000052,0.299670803629
ACH-000053,0.056382891941099994
ACH-000054,0.034499095786599994
ACH-000055,0.193709360533
ACH-000060,0.1551945076
ACH-000067,0.016615689662600002
ACH-000070,0.21416741394900002
ACH-000075,-0.000109149529403
ACH-000078,0.11301930616900001
ACH-000082,0.036857453729800004
ACH-000085,0.39521944520499996
ACH-000086,0.279452693353
ACH-000087,0.00884338025602
ACH-000092,0.000474800369001
ACH-000095,-0.0238460390999
ACH-000097,-0.007187675460279999
ACH-000098,0.0446307227951
ACH-000099,0.176613244456
ACH-000108,0.0174043575198
ACH-000113,0.07489078587089999
ACH-000115,-0.0946617583946
ACH-000116,-0.37463653084200005
ACH-000118,0.180915829283
ACH-000120,-0.196232401242
ACH-000123,-0.008177211651210001
ACH-000127,-0.291194340666
ACH-000128,0.106366161241
ACH-000132,-0.035301641116199996
ACH-000133,0.0601430692663
ACH-000137,0.281923405867
ACH-000138,0.142097505333
ACH-000142,-0.10788045732000001
ACH-000143,-0.013838513960400001
ACH-000146,-0.0210513820104
ACH-000148,0.183655915243
ACH-000150,-0.08975608565899999
ACH-000152,0.186385346213
ACH-000153,0.16682012773399998
ACH-000159,0.106167509816
ACH-000160,-0.00117520838527
ACH-000163,0.0105462463661
ACH-000167,-0.17337044465
ACH-000168,0.16617960417199998
ACH-000169,-0.0393215352471
ACH-000178,0.11935043253699999
ACH-000182,-0.00665828676898
ACH-000183,-0.290951156925
ACH-000188,0.26038442679699997
ACH-000189,0.017174525920500002
ACH-000190,-0.115922733654
ACH-000198,-0.011910683015000001
ACH-000204,0.0643938506209
ACH-000206,-0.12827653790100002
ACH-000207,0.28741334901099996
ACH-000211,0.163475050804
ACH-000215,-0.0184839505859
ACH-000221,0.102825240151
ACH-000222,0.45238031401699996
ACH-000223,0.272184142191
ACH-000226,-0.0186957868417
ACH-000227,-0.0907865511044
ACH-000228,0.136692471924
ACH-000231,0.12484838516699999
ACH-000232,0.14191166809699998
ACH-000233,0.220862222044
ACH-000234,0.127182372322
ACH-000235,0.100711996565
ACH-000237,0.0613362505093
ACH-000238,0.0023179902325700004
ACH-000243,0.105935157628
ACH-000244,0.07456520834119999
ACH-000246,0.0186491416926
ACH-000248,0.137475258859
ACH-000250,0.128705213014
ACH-000251,0.0799478980485
ACH-000253,0.08358697305210001
ACH-000255,0.264186093098
ACH-000256,0.014220024458
ACH-000257,-0.374646865522
ACH-000258,0.16989436482099998
ACH-000259,0.132197440886
ACH-000260,0.0455399798251
ACH-000261,0.038250263558099996
ACH-000262,0.0728258301338
ACH-000263,-0.150821213491
ACH-000264,0.0216288657338
ACH-000265,0.0415537321718
ACH-000266,0.193743578479
ACH-000272,-0.000517929582183
ACH-000273,0.144084612186
ACH-000274,0.116356292091
ACH-000277,0.151612674114
ACH-000278,0.0874302885513
ACH-000279,0.162016020823
ACH-000280,-0.016844866198799997
ACH-000281,0.213635757066
ACH-000288,-0.0303399129158
ACH-000291,0.050369867026699995
ACH-000293,0.052417467010399996
ACH-000294,-0.105645735999
ACH-000295,-0.10137332079700001
ACH-000296,0.109277079366
ACH-000302,0.0476144030664
ACH-000304,-0.06370795735899999
ACH-000307,0.0832157486299
ACH-000308,0.131353630524
ACH-000310,0.0581982401826
ACH-000311,0.158525496871
ACH-000312,0.260293418563
ACH-000315,0.10123890737999999
ACH-000316,-0.177493328649
