,ADAT3 (113179)
ACH-000004,-0.328634948764
ACH-000007,-0.458307981942
ACH-000009,-0.171684695584
ACH-000011,-0.7040070949930001
ACH-000012,-0.698209635143
ACH-000013,-0.790868645301
ACH-000014,-0.534360715827
ACH-000015,-0.6579757016350001
ACH-000017,-0.33652309691
ACH-000018,-0.521387367113
ACH-000019,-0.34412481307400006
ACH-000021,-0.27805564164700003
ACH-000022,-0.720909918196
ACH-000025,-0.602070814472
ACH-000028,-0.40570554348800003
ACH-000030,-0.497205516739
ACH-000035,-0.821630540423
ACH-000036,-0.621689645092
ACH-000037,-0.58927922076
ACH-000039,-0.0632772240375
ACH-000040,-0.21147658082100002
ACH-000041,-0.973566746067
ACH-000042,-0.5416753791350001
ACH-000045,-0.131038905117
ACH-000047,-0.552829616719
ACH-000052,-0.830611053741
ACH-000053,-0.275097141002
ACH-000054,-0.36057035561800005
ACH-000055,-0.622124550316
ACH-000060,-0.7474490571879999
ACH-000067,-0.42236634620200003
ACH-000070,-0.177987650568
ACH-000075,-0.9678227994230001
ACH-000078,-0.433811781315
ACH-000082,-0.35299234551799996
ACH-000085,-0.650710016332
ACH-000086,-0.728520934951
ACH-000087,-0.459296677394
ACH-000092,-0.36619226074199995
ACH-000095,-0.400308493619
ACH-000097,-0.203269972449
ACH-000098,-0.964832089623
ACH-000099,-0.279234585709
ACH-000108,-0.462208599392
ACH-000113,-0.483389719396
ACH-000115,-0.539204233365
ACH-000116,-0.804723199676
ACH-000118,-0.36884495963799996
ACH-000120,-0.219473248188
ACH-000123,-0.188761357144
ACH-000127,-0.628514436233
ACH-000128,-0.648011231583
ACH-000132,-0.504313922859
ACH-000133,-0.30502447520799997
ACH-000137,-0.41866710594499995
ACH-000138,-0.712684200061
ACH-000142,-0.75252736962
ACH-000143,-0.711618938204
ACH-000146,-0.16674977829
ACH-000148,-0.390937077059
ACH-000150,-0.373682466343
ACH-000152,-0.270034139516
ACH-000153,-0.24282645292100002
ACH-000159,-0.43191409023
ACH-000160,-0.153315529882
ACH-000163,-0.6664838152100001
ACH-000167,-0.24903960637400002
ACH-000168,-0.177269391726
ACH-000169,-0.52972831125
ACH-000178,-0.345132111863
ACH-000182,-0.572277374105
ACH-000183,-0.519426905005
ACH-000188,-0.769359413783
ACH-000189,-0.41562273737899996
ACH-000190,-0.333936626545
ACH-000198,-0.21504132511399998
ACH-000204,-0.428590881002
ACH-000206,-0.454568090234
ACH-000207,-0.46341323618600005
ACH-000211,-0.40288056160700003
ACH-000215,-0.5620782311770001
ACH-000221,-0.46192913757799997
ACH-000222,-0.6942942757889999
ACH-000223,-0.316339349557
ACH-000226,-0.75999577843
ACH-000227,-0.562189824413
ACH-000228,-0.468316028896
ACH-000231,-0.6735297931280001
ACH-000232,-0.648289485358
ACH-000233,-0.467880078804
ACH-000234,-0.789403088697
ACH-000235,-0.592260756923
ACH-000237,-0.43193092652599996
ACH-000238,-0.5745072853540001
ACH-000243,-0.579819543917
ACH-000244,-0.432052678688
ACH-000246,-0.231552714733
ACH-000248,-0.6550091061600001
ACH-000250,-0.7173092739939999
ACH-000251,-0.8547454746590001
ACH-000253,-0.909732027232
ACH-000255,-0.479329597344
ACH-000256,-0.580893054124
ACH-000257,-0.434535784163
ACH-000258,-0.420769762442
ACH-000259,-0.473988367992
ACH-000260,-0.490340564979
ACH-000261,-0.47143700070100003
ACH-000262,-0.35536102642399997
ACH-000263,-0.818150463986
ACH-000264,-0.427520400563
ACH-000265,-0.535627382966
ACH-000266,-0.37413622472400004
ACH-000272,-0.175140248501
ACH-000273,-0.505390486938
ACH-000274,-0.354741171133
ACH-000277,-0.296555993166
ACH-000278,-0.41637085000699997
ACH-000279,-0.385563511611
ACH-000280,-0.582700190523
ACH-000281,-0.523401587629
ACH-000288,-0.41698011453
ACH-000291,-0.7571259227670001
ACH-000293,-0.498779832261
ACH-000294,-0.0399357490583
ACH-000295,-0.41417239123300004
ACH-000296,-0.528913597515
ACH-000302,-0.45477728831799996
ACH-000304,-0.248767222155
ACH-000307,-0.556035089204
ACH-000308,-0.473510531831
ACH-000310,-0.00762306604633
ACH-000311,-0.848799304191
ACH-000312,-0.337019607658
ACH-000315,-0.920740884107
ACH-000316,-0.451228462763
ACH-000317,-0.626448570305
ACH-000318,-0.7034377428059999
ACH-000319,-0.6068571240999999
ACH-000320,-0.44553977526999994
ACH-000322,-0.398275252254
ACH-000323,-0.39357695944399995
ACH-000324,-0.625074058413
ACH-000329,-0.392223202969
ACH-000330,-0.24803305698199998
ACH-000331,-0.595550914712
ACH-000332,-0.7807652812579999
ACH-000334,-0.389637976206
ACH-000335,-1.02248762197
ACH-000336,-0.580637384616
ACH-000337,-1.1528075930500001
ACH-000339,-0.399723648328
ACH-000341,-0.534363040204
