,CLNS1A (1207)
ACH-000004,-1.9047988557900002
ACH-000007,-1.55744786986
ACH-000009,-1.4554328779899999
ACH-000011,-1.47531469025
ACH-000012,-1.66379970185
ACH-000013,-0.810885665187
ACH-000014,-1.4655680893799998
ACH-000015,-1.50104123065
ACH-000017,-1.4200768721
ACH-000018,-1.69426854313
ACH-000019,-1.4413098609600001
ACH-000021,-1.36675270228
ACH-000022,-1.58844610727
ACH-000025,-1.63198308229
ACH-000028,-1.533974682
ACH-000030,-1.66756962497
ACH-000035,-1.40079196525
ACH-000036,-1.4768302037099998
ACH-000037,-2.5357996088299997
ACH-000039,-1.82279024411
ACH-000040,-1.7321218295099998
ACH-000041,-1.7393114831
ACH-000042,-1.4071561961599999
ACH-000045,-1.7743184084
ACH-000047,-1.34310392736
ACH-000052,-1.50040087192
ACH-000053,-1.5223732806799999
ACH-000054,-1.5419463945899998
ACH-000055,-1.46179154481
ACH-000060,-1.4863711844
ACH-000067,-1.39565367509
ACH-000070,-1.59191628641
ACH-000075,-1.61912522981
ACH-000078,-2.02635136315
ACH-000082,-1.8173646209799998
ACH-000085,-1.33329915585
ACH-000086,-1.49059807309
ACH-000087,-1.6299360030899999
ACH-000092,-1.64442218495
ACH-000095,-1.70144479039
ACH-000097,-1.52649407961
ACH-000098,-1.44335927606
ACH-000099,-1.78147030661
ACH-000108,-1.43305908248
ACH-000113,-1.3948940240099998
ACH-000115,-1.02075419865
ACH-000116,-1.35977808924
ACH-000118,-1.4472523923299998
ACH-000120,-1.55280637421
ACH-000123,-1.53311644938
ACH-000127,-1.51814893706
ACH-000128,-1.81160469509
ACH-000132,-1.35320204625
ACH-000133,-1.56382822792
ACH-000137,-1.6198040742200002
ACH-000138,-1.49513359758
ACH-000142,-1.78976390353
ACH-000143,-1.6306011292200002
ACH-000146,-1.7716066051
ACH-000148,-1.6844199821099999
ACH-000150,-1.8456142590200002
ACH-000152,-1.59042692605
ACH-000153,-1.7737085089400002
ACH-000159,-1.7572532366
ACH-000160,-1.9418370958099997
ACH-000163,-1.77077496211
ACH-000167,-2.12714524193
ACH-000168,-1.60772128935
ACH-000169,-1.4622767100299998
ACH-000178,-1.4863556543799998
ACH-000182,-1.66452747831
ACH-000183,-1.67488452134
ACH-000188,-1.6240051382
ACH-000189,-1.91079316905
ACH-000190,-1.58598784082
ACH-000198,-1.6295931378200001
ACH-000204,-1.66763451651
ACH-000206,-1.25311543722
ACH-000207,-2.03272832724
ACH-000211,-1.54430785842
ACH-000215,-1.8300828348700002
ACH-000221,-1.5689083578799998
ACH-000222,-1.59494248694
ACH-000223,-1.4123755218
ACH-000226,-1.56592743262
ACH-000227,-1.44074008022
ACH-000228,-1.4085405509
ACH-000231,-1.52984568231
ACH-000232,-1.5596061153999998
ACH-000233,-1.45022322803
ACH-000234,-1.66620180426
ACH-000235,-1.57671497732
ACH-000237,-1.20167563455
ACH-000238,-1.6269548064
ACH-000243,-1.3599263722
ACH-000244,-1.9348254100599998
ACH-000246,-1.76469522432
ACH-000248,-1.4590812256799999
ACH-000250,-1.62304021089
ACH-000251,-1.47487759733
ACH-000253,-2.0009219207199997
ACH-000255,-1.58275701116
ACH-000256,-1.51556724507
ACH-000257,-1.23742988509
ACH-000258,-1.6176735969100002
ACH-000259,-1.4437224640900002
ACH-000260,-1.54577605911
ACH-000261,-1.75939023963
ACH-000262,-1.36751973705
ACH-000263,-1.5333039938100002
ACH-000264,-1.79627371095
ACH-000265,-1.55226436775
ACH-000266,-1.6268462003600002
ACH-000272,-1.7475374688
ACH-000273,-1.8352069010099998
ACH-000274,-1.38868331033
ACH-000277,-1.7208968985
ACH-000278,-1.61409931912
ACH-000279,-1.57613919348
ACH-000280,-1.56534986928
ACH-000281,-1.7436605991
ACH-000288,-1.6150490972799998
ACH-000291,-1.13949297309
ACH-000293,-1.6008743573100002
ACH-000294,-2.04840124442
ACH-000295,-1.76670597802
ACH-000296,-1.23955975237
ACH-000302,-0.796674465411
ACH-000304,-1.6347949526199999
ACH-000307,-1.41057872514
ACH-000308,-1.7553214302200002
ACH-000310,-1.57026582129
ACH-000311,-1.51345918855
ACH-000312,-1.4704797420500002
ACH-000315,-1.14364795476
ACH-000316,-1.82799566884
ACH-000317,-1.05430022832
ACH-000318,-1.35806041979
ACH-000319,-1.1956982096
ACH-000320,-1.27475579315
ACH-000322,-1.30892586238
ACH-000323,-1.6223106112799999
ACH-000324,-1.6146023269999998
ACH-000329,-1.64424693163
ACH-000330,-1.69639650331
ACH-000331,-1.4114709201299998
ACH-000332,-1.25977491463
ACH-000334,-1.27997224358
ACH-000335,-1.45396939559
ACH-000336,-1.7133857404700001
ACH-000337,-1.55878222287
ACH-000339,-1.5575357825100002
ACH-000341,-1.2737148372
ACH-000348,-1.3392786431700001
ACH-000350,-1.5088341839500001
ACH-000352,-1.34348953197
ACH-000356,-1.45363890206
ACH-000361,-1.86916223067
ACH-000362,-1.6632283680000002
ACH-000363,-1.16141455105
ACH-000364,-1.12333268989
ACH-000365,-1.4077273465399998
ACH-000366,-1.5813974100100001
ACH-000368,-1.57978882908
ACH-000374,-1.6214793377599999
ACH-000375,-1.42782458461
ACH-000376,-1.59110427875
ACH-000381,-1.55081373351
ACH-000383,-1.59865557107
ACH-000387,-1.3452704761
ACH-000389,-1.7156228645299998
ACH-000390,-1.39489717752
ACH-000393,-1.5484415815
ACH-000395,-1.5534021722600002
ACH-000397,-1.6255168305399998
ACH-000401,-1.31817953767
ACH-000402,-1.37898279565
ACH-000403,-1.78468888108
ACH-000404,-1.1652867507
ACH-000406,-1.26679969264
ACH-000407,-1.45209395739
ACH-000408,-1.65402380128
ACH-000410,-1.3423378424599999
ACH-000411,-1.41358529416
ACH-000414,-1.24472630181
ACH-000415,-1.66807001341
ACH-000416,-1.4364656242200002
ACH-000420,-1.4345117057199999
ACH-000421,-1.1976939752700002
ACH-000424,-1.4916750492200002
ACH-000425,-1.3570706990799999
ACH-000426,-0.9582634559909999
ACH-000427,-1.35049631477
ACH-000433,-1.6227226213400001
ACH-000436,-1.70755392139
ACH-000444,-1.52253463113
ACH-000445,-1.8319663752700002
ACH-000448,-1.73557083871
ACH-000450,-1.2027585846200002
ACH-000452,-1.5507562023600001
ACH-000454,-1.25899033359
ACH-000458,-1.36736121002
ACH-000459,-0.7988369640530001
ACH-000460,-1.4854728948700002
ACH-000461,-1.2708650321600001
ACH-000463,-1.59127224533
ACH-000464,-1.65869905475
ACH-000466,-1.52711428496
ACH-000467,-1.40897712669
ACH-000468,-1.62396874774
ACH-000469,-1.6549665806
ACH-000470,-1.62534968662
ACH-000471,-1.64375896704
ACH-000472,-1.87521442433
ACH-000473,-1.5128878282799998
ACH-000475,-1.46476095842
ACH-000476,-1.19270978316
ACH-000477,-1.4351125516299998
ACH-000480,-1.5080978614200002
ACH-000481,-1.32249923975
ACH-000483,-1.1098156528399998
ACH-000484,-1.67478197244
ACH-000485,-1.9298720930200002
ACH-000486,-1.53039554812
ACH-000487,-1.18604140809
ACH-000488,-1.49999429869
ACH-000490,-1.42477664054
ACH-000491,-1.48775692698
ACH-000495,-1.26037467957
ACH-000496,-1.3515284826700003
ACH-000499,-1.6268911574899998
ACH-000500,-2.3732934493999998
ACH-000502,-1.7331073528799998
ACH-000503,-1.07548927185
ACH-000505,-1.6056416934399997
ACH-000507,-1.51172985948
ACH-000510,-1.1416883663700002
ACH-000511,-1.43656854339
ACH-000512,-1.63604576342
ACH-000516,-1.90380990002
ACH-000517,-1.586701125
ACH-000518,-1.2554563236799998
ACH-000520,-1.54625847896
ACH-000521,-1.3787779479700002
ACH-000522,-1.64867547182
ACH-000524,-1.52109580761
ACH-000527,-1.536758029
ACH-000528,-1.5354969177000002
ACH-000537,-1.6269360373
ACH-000541,-1.31255570694
ACH-000542,-1.61951449959
ACH-000544,-1.56832214708
ACH-000545,-1.6279832041
ACH-000547,-1.65042670477
ACH-000548,-1.37990738372
ACH-000549,-1.37871898951
ACH-000550,-1.7342366304199999
ACH-000552,-1.68144285071
ACH-000556,-1.4932636706
ACH-000557,-1.2534202321799999
ACH-000570,-1.48926505602
ACH-000571,-2.25253749814
ACH-000573,-1.76940232762
ACH-000576,-1.36436723819
ACH-000580,-1.18372425658
ACH-000584,-1.23836879851
ACH-000585,-1.5600020905
ACH-000588,-1.57008866833
ACH-000589,-1.55409398709
ACH-000591,-1.73063110267
ACH-000593,-1.65719946808
ACH-000600,-1.83688512085
ACH-000601,-1.5725429834
ACH-000604,-1.23301522879
ACH-000605,-1.33128425305
ACH-000606,-1.68067514042
ACH-000608,-1.7613138077400001
ACH-000614,-1.1215607494600002
ACH-000616,-1.35161941731
ACH-000618,-1.3314071103899998
ACH-000619,-1.58255073109
ACH-000620,-1.12490663464
ACH-000621,-1.77854390056
ACH-000622,-1.58667554308
ACH-000623,-1.7813422320299999
ACH-000624,-1.45882368968
ACH-000627,-1.4653629594
ACH-000630,-1.42715598556
ACH-000632,-1.5706263489899999
ACH-000633,-1.09144778011
ACH-000637,-1.4226871605000002
ACH-000638,-1.24156491249
ACH-000646,-1.17495013542
ACH-000647,-1.66116559551
ACH-000648,-1.41564857306
ACH-000649,-1.5778002854799997
ACH-000651,-1.5072017320700002
ACH-000652,-1.4378785484299998
ACH-000653,-0.981929564986
ACH-000657,-1.4271230293900001
ACH-000658,-1.7952818362099998
ACH-000661,-1.52074639163
ACH-000662,-1.93789995035
ACH-000663,-1.21135828123
ACH-000665,-1.6740758315600002
ACH-000671,-1.16140263087
ACH-000673,-1.84906249613
ACH-000676,-1.35861724415
ACH-000677,-1.11542126879
ACH-000681,-1.37867286308
ACH-000682,-1.4121408552099999
ACH-000683,-1.7302770984599998
ACH-000684,-1.8374156570700002
ACH-000688,-1.3950427570500001
ACH-000693,-1.51613740949
ACH-000694,-1.55223974821
ACH-000695,-1.09917115146
ACH-000696,-1.5349782545299997
ACH-000697,-1.2516349865799998
ACH-000699,-1.57762291227
ACH-000701,-1.55722874287
ACH-000706,-1.22531494456
ACH-000711,-1.47528883868
ACH-000713,-1.6166792104799999
ACH-000714,-1.55663631567
ACH-000718,-1.8156791663499998
ACH-000720,-1.49778434648
ACH-000721,-1.6412184173500002
ACH-000724,-1.9506503488599998
ACH-000725,-1.59498101449
ACH-000732,-1.03918390646
ACH-000734,-1.6133482345299999
ACH-000735,-1.6898076373299997
ACH-000736,-1.69331447082
ACH-000738,-1.5472912215
ACH-000746,-1.5952653444
ACH-000747,-1.34726973064
ACH-000748,-1.65499682149
ACH-000753,-1.6379444831299999
ACH-000756,-1.70333588349
ACH-000757,-1.28300318834
ACH-000758,-1.24930783519
ACH-000760,-1.73622098072
ACH-000763,-1.6125484323700001
ACH-000764,-1.39936866824
ACH-000765,-1.53388028347
ACH-000766,-1.6676722983399999
ACH-000767,-1.81027519582
ACH-000768,-1.5675686368700001
ACH-000769,-1.6566267231799998
ACH-000770,-1.40133149259
ACH-000771,-1.4499040216499999
ACH-000773,-1.71566929199
ACH-000776,-1.8822739534900002
ACH-000777,-1.36851558512
ACH-000778,-1.3415692764700002
ACH-000781,-1.58259160769
ACH-000782,-1.38607124449
ACH-000783,-1.77476322095
ACH-000784,-1.39305648349
ACH-000785,-1.65920564273
ACH-000787,-1.6839762719
ACH-000788,-1.64517817384
ACH-000791,-1.53719138425
ACH-000792,-1.4141585238499998
ACH-000794,-1.67151193676
ACH-000796,-1.88506683192
ACH-000799,-1.8854797057700001
ACH-000800,-1.32111128556
ACH-000802,-1.4687647829100001
ACH-000804,-1.6360102785600001
ACH-000805,-1.3556232424899999
ACH-000809,-1.4516171490099998
ACH-000810,-1.6571912853
ACH-000811,-1.75183650653
ACH-000817,-1.3189688011299998
ACH-000819,-1.4226852426299998
ACH-000820,-2.25460240679
ACH-000821,-1.3539748759999999
ACH-000822,-1.7895599585
ACH-000823,-1.4404308925799998
ACH-000824,-1.57858415278
ACH-000827,-1.2390567569600002
ACH-000829,-1.5474112464399998
ACH-000831,-1.4164488914500002
ACH-000832,-1.4512116615600001
ACH-000833,-1.7573146978999998
ACH-000834,-1.51334121748
ACH-000835,-1.06861262293
ACH-000836,-1.50916505055
ACH-000837,-1.18171374916
ACH-000838,-1.71570678019
ACH-000839,-1.3791277796099999
ACH-000840,-1.14774833638
ACH-000841,-1.6386440075100002
ACH-000843,-1.39430353641
ACH-000846,-1.73432055657
ACH-000847,-1.4404066612200002
ACH-000848,-1.5634815751499997
ACH-000849,-1.6093577504299998
ACH-000851,-1.64174150604
ACH-000855,-1.43335244067
ACH-000856,-1.23961502352
ACH-000858,-1.5619778824700001
ACH-000859,-1.64543384289
ACH-000861,-1.44019175394
ACH-000862,-1.34546223992
ACH-000865,-1.3738456279299998
ACH-000866,-1.5896343649
ACH-000867,-1.46577461472
ACH-000869,-1.3002854162200002
ACH-000872,-1.4682430388499998
ACH-000873,-1.4125893137
ACH-000876,-1.5197199350400001
ACH-000878,-1.71476972044
ACH-000880,-1.5344659092
ACH-000881,-1.4728124854
ACH-000882,-1.3961537989700001
ACH-000884,-1.3684895075499999
ACH-000885,-1.69540345977
ACH-000887,-1.51415920682
ACH-000888,-1.66484173474
ACH-000889,-0.954950026718
ACH-000890,-1.34669874574
ACH-000896,-1.61209478296
ACH-000898,-1.6488112411200002
ACH-000900,-1.47723769902
ACH-000901,-1.9486282122799998
ACH-000905,-1.5801124540399998
ACH-000906,-1.7475014548299999
ACH-000907,-1.6232540252899998
ACH-000910,-1.4183839495500001
ACH-000911,-1.3739175303600002
ACH-000912,-1.44028609837
ACH-000913,-1.46785007217
ACH-000915,-1.74831136065
ACH-000916,-1.61236237116
ACH-000917,-1.43556694382
ACH-000921,-1.5209201048899998
ACH-000924,-1.5787345368799999
ACH-000926,-1.6110347718200002
ACH-000928,-1.1386626435299998
ACH-000929,-1.60573727917
ACH-000932,-1.5127512453799998
ACH-000935,-1.5378057055899998
ACH-000936,-1.34896901933
ACH-000937,-1.63627898889
ACH-000938,-1.36618413347
ACH-000939,-1.3625973580500002
ACH-000941,-1.40692070021
ACH-000943,-1.21725092757
ACH-000946,-1.24212576622
ACH-000947,-1.51994491375
ACH-000948,-1.35794480201
ACH-000950,-1.3650963032899999
ACH-000953,-1.28899807913
ACH-000957,-1.5169756215
ACH-000958,-1.57884317842
ACH-000960,-1.5064381755200003
ACH-000963,-1.4329989449200002
ACH-000968,-1.60384088778
ACH-000969,-1.1196294489399998
ACH-000973,-1.5007820896700002
ACH-000974,-1.64411448302
ACH-000975,-1.64216222822
ACH-000976,-1.50648901
ACH-000978,-1.4649680160799998
ACH-000980,-1.46390273565
ACH-000984,-1.80020013681
ACH-000986,-1.5522681088299999
ACH-000988,-1.1804868510700002
ACH-000993,-1.3282022117399999
ACH-000994,-1.23517106293
ACH-000996,-1.6929002214
ACH-001001,-1.53718060471
ACH-001020,-1.3849703891499998
ACH-001028,-1.6272791575
ACH-001031,-1.2640310555399998
ACH-001038,-1.8596712079099997
ACH-001048,-1.72226493553
ACH-001050,-1.60736567653
ACH-001053,-1.3606278545
ACH-001054,-1.64958772104
ACH-001061,-1.53505002008
ACH-001067,-1.43029412651
ACH-001075,-1.33972291064
ACH-001096,-1.38183759817
ACH-001128,-1.96923708915
ACH-001134,-1.4616651461599999
ACH-001151,-1.55830667572
ACH-001163,-1.57498371076
ACH-001164,-1.6336283805200003
ACH-001173,-1.4599147398199999
ACH-001183,-1.5435259973
ACH-001184,-1.51514030632
ACH-001190,-1.34082304771
ACH-001192,-1.7624183208500002
ACH-001193,-1.91364807253
ACH-001196,-1.51868168399
ACH-001197,-1.7760863041900004
ACH-001205,-1.5300466512399997
ACH-001211,-1.6582346032
ACH-001212,-1.60252429826
ACH-001228,-1.66834128162
ACH-001232,-1.71403949622
ACH-001239,-1.32671670785
ACH-001274,-1.7461606901
ACH-001275,-1.49345227425
ACH-001277,-1.5328534219999999
ACH-001278,-1.2740484755200001
ACH-001280,-1.80498120681
ACH-001283,-1.41598871632
ACH-001289,-1.61358696257
ACH-001295,-1.7513673175400002
ACH-001300,-1.7770175770299999
ACH-001301,-1.59573589711
ACH-001302,-1.80143049961
ACH-001303,-1.92650436479
ACH-001306,-1.61179017295
ACH-001318,-1.46745276526
ACH-001322,-1.3187761181
ACH-001328,-1.66780683788
ACH-001332,-1.73805373444
ACH-001333,-1.26845448893
ACH-001336,-1.46344919749
ACH-001340,-1.57762500496
ACH-001346,-1.17654607631
ACH-001353,-1.50490573439
ACH-001354,-1.79037705961
ACH-001367,-1.5267428815200002
ACH-001368,-1.39720204378
ACH-001374,-1.70122311894
ACH-001375,-1.44539715587
ACH-001377,-1.78098088067
ACH-001380,-1.4905503929799997
ACH-001391,-1.33801926469
ACH-001407,-1.4006215309099999
ACH-001408,-1.56429998055
ACH-001413,-1.47911148378
ACH-001430,-1.90379668628
ACH-001431,-1.76859781763
ACH-001450,-1.6270146755200001
ACH-001496,-1.59387273223
ACH-001500,-1.6188184956799998
ACH-001521,-1.9695075797
ACH-001523,-1.34310476311
ACH-001532,-1.57330422445
ACH-001536,-1.35116901969
ACH-001550,-1.89083071817
ACH-001552,-1.8709023631000001
ACH-001554,-1.58120787303
ACH-001645,-1.64546179813
ACH-001654,-1.66564947333
ACH-001715,-1.4469859475100002
ACH-001735,-1.37692156215
ACH-001736,-1.2652219508700002
ACH-001737,-1.76850082219
ACH-001740,-1.59486799211
ACH-001745,-1.48625198995
ACH-001750,-1.61168177975
ACH-001765,-1.75569570565
ACH-001956,-1.3613485827399998
ACH-001957,-1.62636455176
