,CENPL (91687)
ACH-000004,0.00671227105783
ACH-000007,-0.236304936404
ACH-000009,-0.507555440165
ACH-000011,-0.440453573724
ACH-000012,-0.334534782695
ACH-000013,-0.289028850557
ACH-000014,-0.46316786401199994
ACH-000015,-0.22013044558400002
ACH-000017,-0.390840160423
ACH-000018,-0.43758165794299997
ACH-000019,-0.46095339304899996
ACH-000021,-0.228700121484
ACH-000022,-0.41551173884900006
ACH-000025,-0.380761955586
ACH-000028,-0.488406103451
ACH-000030,-0.507048352935
ACH-000035,-0.211238480011
ACH-000036,-0.442598642971
ACH-000037,-0.17298823335900002
ACH-000039,-0.60378572421
ACH-000040,-0.39950102071000004
ACH-000041,-0.158261657536
ACH-000042,-0.273309568222
ACH-000045,-0.462252986622
ACH-000047,-0.488113551357
ACH-000052,-0.48321563258100003
ACH-000053,-0.48102482813600006
ACH-000054,-0.543016002175
ACH-000055,-0.63396207577
ACH-000060,-0.314110500992
ACH-000067,-0.331981989967
ACH-000070,-0.110880735298
ACH-000075,-0.322684531863
ACH-000078,-0.46493446703999997
ACH-000082,-0.438236093314
ACH-000085,-0.39445346232
ACH-000086,-0.717219008865
ACH-000087,-0.34361247041000004
ACH-000092,-0.449102194917
ACH-000095,-0.3690514745699999
ACH-000097,-0.172421483059
ACH-000098,-0.47438444120800005
ACH-000099,-0.286410559563
ACH-000108,-0.368293344423
ACH-000113,-0.300023082188
ACH-000115,-0.18449085913899999
ACH-000116,-0.347419052001
ACH-000118,-0.343364586212
ACH-000120,-0.336404517455
ACH-000123,-0.364313272646
ACH-000127,-0.29466687726
ACH-000128,-0.09289555571580001
ACH-000132,-0.169799476867
ACH-000133,-0.40509134352700005
ACH-000137,-0.37019623511200006
ACH-000138,-0.25122033300700003
ACH-000142,-0.429482633156
ACH-000143,-0.452052116927
ACH-000146,0.0197816244423
ACH-000148,-0.384895333738
ACH-000150,0.0402411261219
ACH-000152,-0.5710690626870001
ACH-000153,-0.405995287447
ACH-000159,-0.368171117297
ACH-000160,0.214398427098
ACH-000163,-0.415048055876
ACH-000167,0.0958907033662
ACH-000168,-0.534941255537
ACH-000169,-0.269472863684
ACH-000178,-0.20674826976500002
ACH-000182,-0.277284089175
ACH-000183,-0.46137149335699995
ACH-000188,-0.45285911774899995
ACH-000189,-0.551770750902
ACH-000190,-0.08101766020239999
ACH-000198,-0.334909286421
ACH-000204,-0.700901806578
ACH-000206,-0.21212440273299998
ACH-000207,-0.492526680026
ACH-000211,-0.4119117271
ACH-000215,-0.648695735677
ACH-000221,-0.34196945633000003
ACH-000222,-0.38340150984300003
ACH-000223,-0.424738483702
ACH-000226,-0.41220642521399997
ACH-000227,-0.550816929695
ACH-000228,-0.30276244663199997
ACH-000231,-0.410077093868
ACH-000232,-0.483680219536
ACH-000233,-0.41631508845700005
ACH-000234,-0.512623824469
ACH-000235,-0.21374697884100002
ACH-000237,-0.34936846404700006
ACH-000238,-0.360694258967
ACH-000243,-0.49063052886200004
ACH-000244,-0.631866215349
ACH-000246,-0.41535030954499996
ACH-000248,-0.343898116655
ACH-000250,-0.193468422638
ACH-000251,-0.533223291403
ACH-000253,-0.29578442916
ACH-000255,-0.254908994262
ACH-000256,-0.32307840054000003
ACH-000257,-0.528257516601
ACH-000258,-0.1986485144
ACH-000259,-0.151607722569
ACH-000260,-0.40568025476499997
ACH-000261,-0.31556011649599996
ACH-000262,-0.445005842726
ACH-000263,-0.635515690708
ACH-000264,-0.659743948274
ACH-000265,-0.36506296122599996
ACH-000266,-0.330069363827
ACH-000272,-0.446169039876
ACH-000273,-0.397879001536
ACH-000274,-0.379339188563
ACH-000277,-0.314293305106
ACH-000278,-0.146653421032
ACH-000279,-0.286571061709
ACH-000280,-0.225303456037
ACH-000281,-0.525013442888
ACH-000288,-0.45126211172700004
ACH-000291,-0.586793636196
ACH-000293,-0.330929648759
ACH-000294,-0.144338748032
ACH-000295,-0.559797605129
ACH-000296,-0.331207579232
ACH-000302,-0.230752092858
ACH-000304,-0.39562339498099997
ACH-000307,-0.281359743947
