,RAVER1 (125950)
ACH-000004,-0.565353531742
ACH-000007,-0.38707739025300003
ACH-000009,-0.104530736964
ACH-000011,-0.0550283221029
ACH-000012,-0.324878698604
ACH-000013,-0.366959901106
ACH-000014,-0.22234002563000002
ACH-000015,-0.0809087256118
ACH-000017,-0.276505902213
ACH-000018,-0.11572910945699999
ACH-000019,-0.56602130009
ACH-000021,-0.31284241732900003
ACH-000022,-0.112106061059
ACH-000025,0.10215494257999999
ACH-000028,-0.357160259161
ACH-000030,-0.104023610966
ACH-000035,-0.166997075553
ACH-000036,-0.27727855096299997
ACH-000037,0.0833664754886
ACH-000039,-0.09897749614630001
ACH-000040,0.0286376083237
ACH-000041,-0.199630075365
ACH-000042,-0.173809709049
ACH-000045,-0.33653138665
ACH-000047,-0.255464482574
ACH-000052,-0.200950036831
ACH-000053,-0.339388174764
ACH-000054,-0.245010099308
ACH-000055,-0.437808779877
ACH-000060,-0.022932815188000003
ACH-000067,-0.100708478391
ACH-000070,-0.158314997919
ACH-000075,-0.45510690283999994
ACH-000078,-0.17634822454799998
ACH-000082,0.176859695707
ACH-000085,0.0839378967582
ACH-000086,-0.27781183324700004
ACH-000087,-0.556957543587
ACH-000092,-0.240471190653
ACH-000095,-0.310523305071
ACH-000097,-0.0418912052804
ACH-000098,-0.117117035578
ACH-000099,-0.17346206700599998
ACH-000108,-0.448704631756
ACH-000113,-0.434070686655
ACH-000115,-0.322188606721
ACH-000116,-0.29034050175000004
ACH-000118,-0.09720368657680001
ACH-000120,-0.202607903163
ACH-000123,-0.11618757656999999
ACH-000127,-0.24100558449999998
ACH-000128,-0.149623862106
ACH-000132,-0.191035505193
ACH-000133,0.0167438616851
ACH-000137,-0.222263945214
ACH-000138,-0.153167452832
ACH-000142,-0.23765477130999998
ACH-000143,-0.278597461783
ACH-000146,-0.259319010603
ACH-000148,-0.044627004136100004
ACH-000150,-0.0377377420945
ACH-000152,-0.309831956412
ACH-000153,0.0213930215809
ACH-000159,-0.496260765695
ACH-000160,-0.357737045964
ACH-000163,-0.0619543025639
ACH-000167,0.063321875915
ACH-000168,-0.188762708496
ACH-000169,-0.0643097123027
ACH-000178,-0.211287686701
ACH-000182,-0.285870810266
ACH-000183,-0.049660488717999995
ACH-000188,-0.00424570986486
ACH-000189,0.0459278943433
ACH-000190,-0.10835405087500001
ACH-000198,-0.425215214127
ACH-000204,-0.443739573963
ACH-000206,-0.11585158007000002
ACH-000207,-0.573110678143
ACH-000211,-0.11779635744799999
ACH-000215,-0.20759925875500002
ACH-000221,-0.0336474324724
ACH-000222,-0.265850768145
ACH-000223,-0.389760471302
ACH-000226,-0.284179309746
ACH-000227,-0.116569822327
ACH-000228,-0.577251682844
ACH-000231,-0.21985810340599998
ACH-000232,-0.133919011326
ACH-000233,-0.340130467046
ACH-000234,-0.242650670109
ACH-000235,-0.213521571459
ACH-000237,-0.24781652587900002
