,EMB (133418)
ACH-000004,0.049021867362900005
ACH-000007,0.05200885177759999
ACH-000009,0.017750794891099996
ACH-000011,0.0699308964845
ACH-000012,-0.009765837274770001
ACH-000013,-0.0287059683794
ACH-000014,0.054181593297899996
ACH-000015,-0.189684151448
ACH-000017,-0.140147135288
ACH-000018,0.0479547877763
ACH-000019,-0.216939205088
ACH-000021,0.292923961221
ACH-000022,-0.034773007653900005
ACH-000025,-0.083642526596
ACH-000028,0.05332635563680001
ACH-000030,-0.060504605391
ACH-000035,0.06627854046090001
ACH-000036,-0.0495864252283
ACH-000037,0.109786660581
ACH-000039,-0.199208450044
ACH-000040,0.202344511439
ACH-000041,-0.129863817858
ACH-000042,0.19197532685899998
ACH-000045,-0.05486038055819999
ACH-000047,0.00972828022635
ACH-000052,-0.142236595597
ACH-000053,0.139113148449
ACH-000054,0.12407798945000001
ACH-000055,-0.009163760691420001
ACH-000060,0.05332439520980001
ACH-000067,-0.03834234636369999
ACH-000070,0.029904913419300003
ACH-000075,0.0112962903747
ACH-000078,-0.09970278168739999
ACH-000082,-0.04858190318799999
ACH-000085,-0.10630422983999999
ACH-000086,-0.15703557601
ACH-000087,0.0800410912527
ACH-000092,-0.0816408705368
ACH-000095,-0.17709886372699998
ACH-000097,-0.11016489164000001
ACH-000098,-0.029643827897200003
ACH-000099,0.04127740498909999
ACH-000108,0.0987073412831
ACH-000113,-0.039788832964
ACH-000115,-0.0922747473592
ACH-000116,0.0415150258754
ACH-000118,0.11757279705399999
ACH-000120,0.177786623219
ACH-000123,0.0473770373888
ACH-000127,-0.08770118180160001
ACH-000128,0.09517997977590001
ACH-000132,-0.200918166465
ACH-000133,-0.143761923484
ACH-000137,-0.210566540043
ACH-000138,0.131249243968
ACH-000142,-0.175230093526
ACH-000143,-0.08038459160280001
ACH-000146,-0.16715117348
ACH-000148,0.055138592031500004
ACH-000150,-0.211889772853
ACH-000152,-0.06264256632609999
ACH-000153,-0.0808944684887
ACH-000159,-0.06469898096580001
ACH-000160,0.045312191935599995
ACH-000163,0.132117241366
ACH-000167,-0.0369273405092
ACH-000168,-0.0478067613101
ACH-000169,-0.0699624245249
ACH-000178,0.102429434396
ACH-000182,0.052817014418099995
ACH-000183,0.0809373138592
ACH-000188,-0.0470649783325
ACH-000189,0.203429615589
ACH-000190,-0.19244468394900002
ACH-000198,0.0350395609376
ACH-000204,-0.23420104511999998
ACH-000206,-0.211432746943
ACH-000207,0.191659259964
ACH-000211,0.134607453936
ACH-000215,0.09139841337960002
ACH-000221,0.107373587821
ACH-000222,0.0844736583577
ACH-000223,-0.105305253135
ACH-000226,-0.190865238827
ACH-000227,0.193761862842
ACH-000228,0.140739345399
ACH-000231,0.0623960067019
ACH-000232,-0.154706212803
ACH-000233,0.236802227917
ACH-000234,0.008637255625200001
ACH-000235,0.189892099368
ACH-000237,0.049946199660599995
ACH-000238,0.0503450281365
ACH-000243,0.118617547172
ACH-000244,0.218161035029
ACH-000246,0.0965958548763
ACH-000248,-0.043320142339500003
ACH-000250,0.0982869592498
ACH-000251,0.23976597603900002
ACH-000253,0.03683622153069999
ACH-000255,0.0592548298809
ACH-000256,-0.018798523152
ACH-000257,-0.0034404999589200003
ACH-000258,0.31992417522
ACH-000259,0.0898166132227
ACH-000260,0.040059515579400004
ACH-000261,-0.133150314834
ACH-000262,-0.248035721095
ACH-000263,-0.0709410262334
ACH-000264,-0.0851777782614
ACH-000265,0.0630606045498
ACH-000266,0.0985339949102
ACH-000272,-0.0394944444971
ACH-000273,0.0866178971281
ACH-000274,-0.0637403202342
ACH-000277,-0.106924256985
ACH-000278,-0.045004133039
ACH-000279,-0.0725761478708
ACH-000280,-0.123768683278
ACH-000281,0.31796488718800003
ACH-000288,-0.0006089652457250001
ACH-000291,0.00253528900189
ACH-000293,-0.24394622233399998
ACH-000294,0.0114634695016
ACH-000295,0.272380777176
ACH-000296,-0.17287550453699999
ACH-000302,-0.15686094187799998
ACH-000304,0.0952800150591
ACH-000307,-0.0407931111951
ACH-000308,0.10193595709799999
ACH-000310,-0.11368329298299999
ACH-000311,0.012252427279299998
ACH-000312,0.148705497943
ACH-000315,0.0354890975616
ACH-000316,0.0747335621476
ACH-000317,0.0988213082034
ACH-000318,0.0166390892448
ACH-000319,0.0699301813152
ACH-000320,0.061123485105499996
ACH-000322,0.170437072069
ACH-000323,-0.196157705941
ACH-000324,-0.150587947585
ACH-000329,-0.034868945396599994
ACH-000330,-0.215804165396
ACH-000331,-0.289048558209
ACH-000332,0.10668666709899999
ACH-000334,-0.062353391677400005
ACH-000335,0.0511599119265
ACH-000336,0.0851019912787
