,LIG4 (3981)
ACH-000004,0.016560537708799998
ACH-000007,-0.0007460884954369999
ACH-000009,-0.271259402087
ACH-000011,-0.594608861667
ACH-000012,-0.0902226363562
ACH-000013,-0.106435169281
ACH-000014,-0.18411370483800002
ACH-000015,-0.182978674667
ACH-000017,-0.207319059921
ACH-000018,-0.00827231798644
ACH-000019,-0.120452681278
ACH-000021,-0.117321266791
ACH-000022,0.047083517106800005
ACH-000025,-0.24251107432100003
ACH-000028,-0.264116205317
ACH-000030,-0.214033022762
ACH-000035,-0.366781341562
ACH-000036,-0.35946228554799997
ACH-000037,-0.192110055722
ACH-000039,-0.520307636951
ACH-000040,-0.30006815175900003
ACH-000041,-0.08961052823789999
ACH-000042,-0.193900909548
ACH-000045,-0.184067252481
ACH-000047,0.021689873948
ACH-000052,-0.273425277491
ACH-000053,-0.159230741052
ACH-000054,-0.165683271509
ACH-000055,-0.00551009054589
ACH-000060,-0.362440437164
ACH-000067,-0.41462400808600003
ACH-000070,-0.34785429178800004
ACH-000075,-0.195375511691
ACH-000078,-0.329798509671
ACH-000082,-0.37510677103600004
ACH-000085,-0.204657533506
ACH-000086,-0.311567893488
ACH-000087,-0.501826711514
ACH-000092,-0.130036884711
ACH-000095,-0.279422963709
ACH-000097,-0.251598550554
ACH-000098,-0.110385226877
ACH-000099,-0.355181674184
ACH-000108,-0.17362992090100002
ACH-000113,-0.30913821075
ACH-000115,-0.006740507201810001
ACH-000116,-0.21845557659200002
ACH-000118,-0.0558605805897
ACH-000120,-0.213230760309
ACH-000123,-0.196550894138
ACH-000127,-0.14843396942700002
ACH-000128,0.0348126218117
ACH-000132,-0.495627438626
ACH-000133,-0.184189691259
ACH-000137,-0.06580018909030001
ACH-000138,-0.211079771802
ACH-000142,-0.148997662773
ACH-000143,0.140255422225
ACH-000146,-0.19885371511
ACH-000148,-0.214918073156
ACH-000150,-0.387393541482
ACH-000152,-0.218979783609
ACH-000153,-0.540857330511
ACH-000159,-0.178106534591
ACH-000160,-0.0475866556947
ACH-000163,-0.269830022898
ACH-000167,-0.21731754859299998
ACH-000168,-0.160507581531
ACH-000169,-0.234711205236
ACH-000178,-0.24579410024700002
ACH-000182,-0.07164823074980001
ACH-000183,-0.173916960069
ACH-000188,-0.25011506694
ACH-000189,-0.0993797883251
ACH-000190,-0.120356432413
ACH-000198,-0.234936206675
ACH-000204,-0.244412662725
ACH-000206,-0.172629491729
ACH-000207,-0.14314641405099998
ACH-000211,-0.195901487216
ACH-000215,-0.244035243144
ACH-000221,-0.24843224228799998
ACH-000222,-0.22303700569899998
ACH-000223,-0.183105711817
ACH-000226,-0.198986128954
ACH-000227,-0.523074414795
ACH-000228,-0.14704270014
ACH-000231,-0.200292226999
ACH-000232,-0.09731042169019999
ACH-000233,-0.128652593668
ACH-000234,-0.292191653431
ACH-000235,-0.141420450918
ACH-000237,-0.368377574173
ACH-000238,-0.255336650609
ACH-000243,-0.329094615501
ACH-000244,-0.196259393703
ACH-000246,-0.203950650678
ACH-000248,-0.029358605144599998
ACH-000250,-0.19330869332199999
ACH-000251,-0.429633452055
ACH-000253,-0.078174809551
ACH-000255,-0.213751458326
ACH-000256,-0.04344596464919999
ACH-000257,-0.125802511854
ACH-000258,-0.277628306848
ACH-000259,-0.37411275544100003
ACH-000260,-0.239849211133
ACH-000261,-0.253028302274
ACH-000262,-0.23865891552299998
ACH-000263,0.19884322088
ACH-000264,-0.332119643879
ACH-000265,-0.33779268981700006
ACH-000266,-0.36477014561099996
ACH-000272,-0.040945119984199994
ACH-000273,-0.141891381094
ACH-000274,-0.39049141856200004
ACH-000277,-0.16970799236200002
ACH-000278,-0.293805628482
ACH-000279,-0.209703101191
ACH-000280,-0.0236047152647
ACH-000281,-0.19648008312399998
ACH-000288,-0.293505174099
ACH-000291,-0.0772965082613
ACH-000293,-0.088762542038
ACH-000294,0.0086969532684
ACH-000295,0.08319086760819999
ACH-000296,-0.09495878716910001
ACH-000302,-0.285971356587
ACH-000304,-0.543532614878
ACH-000307,-0.267081876677
ACH-000308,-0.0741606993969
ACH-000310,-0.34550103765100004
ACH-000311,-0.546741528649
ACH-000312,-0.147057538804
ACH-000315,0.010310544201799998
ACH-000316,-0.26237796766
ACH-000317,-0.223745975833
ACH-000318,-0.08299957741
ACH-000319,-0.19315428331300002
ACH-000320,-0.46196874654299996
ACH-000322,-0.304883036534
ACH-000323,-0.194413115641
ACH-000324,-0.31788040167
ACH-000329,-0.21391142493700002
ACH-000330,-0.23615130879000001
ACH-000331,-0.283342443826
ACH-000332,-0.195568282168
ACH-000334,0.0520506132453
ACH-000335,-0.442487769289
ACH-000336,-0.354633775012
ACH-000337,-0.0786835852442
ACH-000339,-0.19815810502999998
ACH-000341,-0.21676698307199999
ACH-000348,-0.254047556888
ACH-000350,-0.121483121591
ACH-000352,-0.127397125972
ACH-000356,-0.0829644965746
