,LEPRE1 (64175)
ACH-000556,-0.345544967972
ACH-000557,-0.124445370165
ACH-000570,-0.347918468185
ACH-000571,-0.321253994167
ACH-000573,-0.39996313394
ACH-000576,-0.51730993989
ACH-000580,-0.427009158006
ACH-000584,-0.0652566920409
ACH-000585,-0.543983406648
ACH-000588,-0.471047500181
ACH-000589,-0.281905408495
ACH-000591,-0.435853451428
ACH-000593,-0.260518282301
ACH-000600,-0.488154386651
ACH-000601,-0.36849222429300005
ACH-000604,-0.299941675289
ACH-000605,-0.136157024886
ACH-000606,-0.35956888090899997
ACH-000608,-0.277881696379
ACH-000614,-0.44382218203
ACH-000616,-0.296050577099
ACH-000618,-0.279946286195
ACH-000619,-0.09560309384810001
ACH-000620,-0.395366746175
ACH-000621,-0.25949829607299996
ACH-000622,-0.363955866403
ACH-000623,-0.197274722715
ACH-000624,-0.251776052382
ACH-000627,-0.237147159805
ACH-000630,-1.20794970135
ACH-000632,-0.291406414007
ACH-000633,-0.320159131956
ACH-000637,-0.492314156599
ACH-000638,-0.39661815573799997
ACH-000646,-0.45113873828400003
ACH-000647,-0.335050987562
ACH-000648,-0.218523583349
ACH-000649,-0.306120154936
ACH-000651,-0.31044317304499996
ACH-000652,-0.34227467165299996
ACH-000653,-0.29839945688700004
ACH-000657,-0.356122256758
ACH-000658,-0.116781498803
ACH-000661,-0.144817332712
ACH-000662,-0.135850879302
ACH-000663,-0.18781005146899998
ACH-000665,-0.337479554738
ACH-000671,-0.37893564020000003
ACH-000673,-0.345749594449
ACH-000676,-0.311915500126
ACH-000677,-0.344177936453
ACH-000681,-0.205289764174
ACH-000682,-0.27599103992
ACH-000683,-0.409490030441
ACH-000684,-0.36039095141000005
ACH-000688,-0.431603069651
ACH-000693,-0.49223189252099997
ACH-000694,-0.15353587432399998
ACH-000695,-0.296221948354
ACH-000696,-0.425591407963
ACH-000697,-0.304936840497
ACH-000699,-0.338870399964
ACH-000701,-0.380095394035
ACH-000706,-0.37024717442500005
ACH-000711,-0.433329003693
ACH-000713,-0.48505097328900004
ACH-000714,-0.277363007118
ACH-000718,-0.516077605098
ACH-000720,-0.409125598881
ACH-000721,-0.46733031066799996
ACH-000724,-0.511182948403
ACH-000725,-0.374182749414
ACH-000732,-0.22607657610999998
ACH-000734,-0.374645631056
ACH-000735,-0.304724006736
ACH-000736,-0.446247871496
ACH-000738,-0.19682911118299998
ACH-000746,-0.329845619568
ACH-000747,-0.458230926103
ACH-000748,-0.177035657227
ACH-000753,-0.38216150537
ACH-000756,-0.302890281311
ACH-000757,-0.41868811754600005
ACH-000758,-0.521326687453
ACH-000760,-0.357425731112
ACH-000763,-0.222709698601
ACH-000764,-0.30011383443399997
ACH-000765,-0.266857134565
ACH-000766,-0.35877414576300004
ACH-000767,-0.17021919192899998
ACH-000768,-0.210557738069
ACH-000769,-0.291031853728
ACH-000770,-0.244349470106
ACH-000771,-0.14964237043
ACH-000773,-0.194810916797
ACH-000776,-0.36515016335
ACH-000777,-0.3288888275
ACH-000778,-0.21016860550299998
ACH-000781,-0.234030137884
ACH-000782,-0.24892182925099998
ACH-000783,-0.220181278304
ACH-000784,-0.34461421213
ACH-000785,-0.603968021967
ACH-000787,-0.228079045852
ACH-000788,-0.311141220327
ACH-000791,-0.421836060111
ACH-000792,-0.12180663492499999
ACH-000794,-0.44788487852
ACH-000796,-0.253540845748
ACH-000799,-0.5382052672850001
ACH-000800,-0.0038263528357700004
ACH-000802,-0.188001968547
ACH-000804,-0.04543004876130001
ACH-000805,-0.0817350378726
ACH-000809,-0.158047924258
ACH-000810,-0.5826660898229999
ACH-000811,-0.374174857127
ACH-000817,-0.300926638586
ACH-000819,-0.221280572438
ACH-000820,-0.555387102319
ACH-000821,-0.0669296153587
ACH-000822,-0.246550538875
ACH-000823,-0.307092469314
ACH-000824,-0.279260213185
ACH-000827,-0.247022077567
ACH-000829,-0.33901506409000004
ACH-000831,-0.251083261003
ACH-000832,-0.392524729789
ACH-000833,-0.366556907921
ACH-000834,-0.21326077341400002
ACH-000835,-0.292538474265
ACH-000836,-0.08161621269380001
ACH-000837,-0.283087703568
ACH-000838,-0.351186379323
ACH-000839,-0.32536006939
ACH-000840,-0.187643599159
ACH-000841,-0.119774772003
ACH-000843,-0.367292067479
ACH-000846,-0.640757944532
ACH-000847,-0.052849489963499995
ACH-000848,-0.375178450153
ACH-000849,-0.24877776601999999
ACH-000851,-0.421893988311
ACH-000855,-0.14864794687400001
ACH-000856,-0.190596573638
ACH-000858,-0.326740155737
ACH-000859,-0.294769161916
ACH-000861,-0.324718121976
ACH-000862,-0.231339755269
ACH-000865,-0.239155416051
ACH-000866,-0.252882968849
ACH-000867,-0.350894354431
ACH-000869,-0.49370829672600003
ACH-000872,-0.372878027525
ACH-000873,-0.5502286191219999
ACH-000876,-0.24730254599100002
ACH-000878,-0.282580196075
ACH-000880,-0.46832369700599996
ACH-000881,-0.282128196334
ACH-000882,-0.31773204359499996
ACH-000884,-0.272963001085
ACH-000885,-0.497667142025
ACH-000887,-0.414895732794
ACH-000888,-0.270033804908
ACH-000889,-0.23436187683499998
ACH-000890,-0.228116970795
ACH-000896,-0.210863861899
ACH-000898,-0.18016272248799997
ACH-000900,-0.306627978089
ACH-000901,-0.439198924376
ACH-000905,-0.332076664647
ACH-000906,-0.27635118823000004
ACH-000907,-0.35222920005400005
ACH-000910,-0.23101425554699997
ACH-000911,-0.40911485107600004
ACH-000912,-0.37319200045900003
ACH-000913,-0.172701362072
ACH-000915,-0.427232196197
ACH-000916,-0.461845125355
ACH-000917,-0.11485792227399999
ACH-000921,-0.429515784528
ACH-000924,-0.223622451986
ACH-000926,-0.289715029626
ACH-000928,-0.203730312959
ACH-000929,-0.485645780144
ACH-000932,-0.30765663005800004
ACH-000935,-0.111674474857
ACH-000936,-0.438625083741
ACH-000937,-0.270882356951
ACH-000938,-0.272245442104
ACH-000939,0.014086950245600001
ACH-000941,-0.12131403874800001
ACH-000943,-0.331000335888
ACH-000946,-0.215194122215
ACH-000947,-0.32325727561900003
ACH-000948,-0.32298120786
ACH-000950,-0.17542784814100001
ACH-000953,-0.566694636293
ACH-000957,-0.393316479226
ACH-000958,-0.19465004682599998
ACH-000960,-0.186701109739
ACH-000963,-0.20631795776700002
ACH-000968,-0.21359194796599998
ACH-000969,-0.357528219446
ACH-000973,-0.349942389055
ACH-000974,-0.49419188935900005
ACH-000975,-0.530874801094
ACH-000976,-0.212914608975
ACH-000978,-0.37993934366800003
ACH-000980,-0.294003914306
ACH-000984,-0.422714640244
ACH-000986,-0.284038424582
ACH-000988,-0.229374372782
ACH-000993,-0.47932435545900004
ACH-000994,-0.738833553365
ACH-000996,-0.6712371237479999
ACH-001001,-0.329467819568
ACH-001020,-0.0097109141138
ACH-001028,-0.324202322458
ACH-001031,-0.483399833685
ACH-001038,-0.318421956591
ACH-001048,-0.467811437009
ACH-001050,-0.439128223939
ACH-001053,-0.280467164803
ACH-001054,-0.426782363068
ACH-001061,-0.321246098886
ACH-001067,-0.403077873496
ACH-001075,-0.264893712455
ACH-001096,-0.437635887327
ACH-001128,0.24151248740200001
ACH-001134,-0.467271697751
ACH-001151,-0.30014844616
ACH-001163,-0.28747435844700003
ACH-001164,-0.308736046887
ACH-001173,-0.366172615238
ACH-001183,-0.369888384688
ACH-001184,-0.619323099094
ACH-001190,-0.412768531869
ACH-001192,-0.277516514274
ACH-001193,-0.305699746426
ACH-001196,-0.500387708975
ACH-001197,-0.382193356246
ACH-001205,-0.389378033174
ACH-001211,-0.199790845235
ACH-001212,-0.23456497680399999
ACH-001228,-0.484451226289
ACH-001232,-0.49384209568000004
ACH-001239,-0.360357097236
ACH-001274,-0.36558839825000006
ACH-001275,-0.196715016817
ACH-001277,-0.35944117533299996
ACH-001278,-0.0698131125062
ACH-001280,-0.322871279797
ACH-001283,-0.258785389892
ACH-001289,-0.216316444856
ACH-001295,-0.424698705203
ACH-001300,-0.295603804151
ACH-001301,-0.571244324933
ACH-001302,-0.110080290225
ACH-001303,-0.611359910687
ACH-001306,-0.378817572009
ACH-001318,-0.36120633051299994
ACH-001322,-0.384053286124
ACH-001328,-0.425536118861
ACH-001332,-0.37686958320299996
ACH-001333,-0.20918400868
ACH-001336,-0.300619094294
ACH-001340,-0.38587037032399996
ACH-001346,-0.465579550926
ACH-001353,-0.33989010830099997
ACH-001354,-0.6949477786920001
ACH-001367,-0.251092769423
ACH-001368,-0.343692939859
ACH-001374,-0.528943730679
ACH-001375,-0.226677041124
ACH-001377,-0.309236379503
ACH-001380,-0.275826256058
ACH-001391,-0.205078837982
ACH-001407,-0.218659353857
ACH-001408,-0.31321067183
ACH-001413,-0.37476616687200004
ACH-001430,-0.383159614676
ACH-001431,-0.252377176936
ACH-001450,-0.306142506948
ACH-001496,-0.153754563793
ACH-001500,-0.436341282905
ACH-001521,-0.6498610537539999
ACH-001523,-0.1823361557
ACH-001532,-0.334968080254
ACH-001536,-0.495401049654
ACH-001550,-0.041480878373800004
ACH-001552,-0.581888529412
ACH-001554,-0.34355833867799995
ACH-001645,-0.323528414041
ACH-001654,-0.406702720488
ACH-001715,-0.39183436998099996
ACH-001735,-0.22801883596099998
ACH-001736,-0.125774896676
ACH-001737,-0.611092763192
ACH-001740,-0.324949051864
ACH-001745,-0.268699032709
ACH-001750,-0.48417991311700004
ACH-001765,-0.258821447735
ACH-001956,-0.149527241279
ACH-001957,-0.259272545883
