,CBS (875)
ACH-000004,-0.122417661293
ACH-000007,0.148891205406
ACH-000009,0.00328996914976
ACH-000011,-0.217246934992
ACH-000012,-0.171912820293
ACH-000013,0.0725367396855
ACH-000014,0.037950628591400005
ACH-000015,0.0395041741431
ACH-000017,0.0203416437956
ACH-000018,0.025052646122499998
ACH-000019,0.057136715828
ACH-000021,0.0276711465025
ACH-000022,-0.00688606861148
ACH-000025,0.119291868882
ACH-000028,-0.008515300713909999
ACH-000030,-0.0532075007685
ACH-000035,0.131827066875
ACH-000036,-0.0339481504746
ACH-000037,-0.09286390362639999
ACH-000039,-0.365907134811
ACH-000040,0.12128272829000002
ACH-000041,-0.05236721509330001
ACH-000042,-0.00135763244915
ACH-000045,-0.00797997164289
ACH-000047,0.04476514332380001
ACH-000052,0.129356016106
ACH-000053,-0.0688170033191
ACH-000054,0.0331993756425
ACH-000055,0.0793397051528
ACH-000060,-0.0457140236535
ACH-000067,0.0413232118228
ACH-000070,-0.041343450472
ACH-000075,0.130001683672
ACH-000078,-0.08141724941589999
ACH-000082,-0.0442023499534
ACH-000085,0.0538925269105
ACH-000086,-0.0624481072536
ACH-000087,-0.272243068608
ACH-000092,0.11538319841499999
ACH-000095,-0.215996202034
ACH-000097,0.0073615919342799995
ACH-000098,0.0638171112359
ACH-000099,-0.009549301818120002
ACH-000108,-0.0567892283268
ACH-000113,-0.135713512945
ACH-000115,-0.22345761273000003
ACH-000116,0.061046849793499995
ACH-000118,0.08523348705910001
ACH-000120,-0.0213951325863
ACH-000123,0.0483029711445
ACH-000127,-0.0723813794446
ACH-000128,0.00919249223142
ACH-000132,-0.11445993268600001
ACH-000133,0.107958222589
ACH-000137,0.0708554378025
ACH-000138,0.141509900667
ACH-000142,-0.108283381386
ACH-000143,0.0846830542574
ACH-000146,-0.116427804641
ACH-000148,-0.00875051571643
ACH-000150,0.12235780406999999
ACH-000152,0.08759550507089998
ACH-000153,0.20825935004
ACH-000159,0.11337409679999999
ACH-000160,-0.080520911383
ACH-000163,-0.010060930365
ACH-000167,0.0408271408836
ACH-000168,-0.09841665211430001
ACH-000169,-0.110217129041
ACH-000178,-0.0230027614211
