,INTS4 (92105)
ACH-000004,-1.2969259904200001
ACH-000007,-0.955227843747
ACH-000009,-0.8765016705940001
ACH-000011,-1.12729565045
ACH-000012,-1.1398615339
ACH-000013,-0.811880601384
ACH-000014,-1.05100884817
ACH-000015,-1.1934892074899999
ACH-000017,-0.9687316733319999
ACH-000018,-1.0817028215100002
ACH-000019,-0.765443556909
ACH-000021,-1.2133576930299999
ACH-000022,-1.20221927454
ACH-000025,-1.27792186031
ACH-000028,-0.895346758258
ACH-000030,-0.910242621243
ACH-000035,-0.995124671779
ACH-000036,-0.98032789787
ACH-000037,-2.11569402327
ACH-000039,-1.26864095498
ACH-000040,-1.1133379000799999
ACH-000041,-1.08226459195
ACH-000042,-1.31741429673
ACH-000045,-1.38670083794
ACH-000047,-1.58671341488
ACH-000052,-1.17393072316
ACH-000053,-1.32855849604
ACH-000054,-1.22148907418
ACH-000055,-1.47529592622
ACH-000060,-1.20608682345
ACH-000067,-1.11116342972
ACH-000070,-1.10326659628
ACH-000075,-0.987068594034
ACH-000078,-1.22105330331
ACH-000082,-1.41151902235
ACH-000085,-0.9818141864650001
ACH-000086,-1.16704190839
ACH-000087,-1.18353631317
ACH-000092,-1.02992592223
ACH-000095,-1.20183789434
ACH-000097,-1.29671470019
ACH-000098,-1.07066223795
ACH-000099,-1.32707439183
ACH-000108,-1.20237846453
ACH-000113,-1.21228875591
ACH-000115,-0.931115192946
ACH-000116,-1.1760932042899999
ACH-000118,-1.05713281669
ACH-000120,-1.2870093322299998
ACH-000123,-1.04200907709
ACH-000127,-1.0854124982100002
ACH-000128,-1.27657768866
ACH-000132,-1.15612953318
ACH-000133,-1.19779867701
ACH-000137,-0.903388596804
ACH-000138,-1.2785528932999999
ACH-000142,-1.2649552637600001
ACH-000143,-1.10267842297
ACH-000146,-1.56453707648
ACH-000148,-1.36353514941
ACH-000150,-1.25184715212
ACH-000152,-1.32184980227
ACH-000153,-1.39728194245
ACH-000159,-1.3640115491100002
ACH-000160,-1.45157697189
ACH-000163,-1.08035081689
ACH-000167,-1.2080867039899998
ACH-000168,-1.16995279336
ACH-000169,-1.2892440697299998
ACH-000178,-1.18619849025
ACH-000182,-1.22201694379
ACH-000183,-1.27172875544
ACH-000188,-1.55605078102
ACH-000189,-1.22032964301
ACH-000190,-1.48019832439
ACH-000198,-1.35565369016
ACH-000204,-1.14929741155
ACH-000206,-1.49812611472
ACH-000207,-0.8553945615999999
