,UQCC2 (84300)
ACH-000004,-0.332396009179
ACH-000007,-0.411429385313
ACH-000009,-0.355914891868
ACH-000011,-0.151175365298
ACH-000012,-0.5227127855870001
ACH-000013,-0.612012567982
ACH-000014,-0.5498601549669999
ACH-000015,-0.680750867696
ACH-000017,-0.475917567434
ACH-000018,-0.325895289935
ACH-000019,-0.572780971722
ACH-000021,-0.326361967668
ACH-000022,-0.523884495449
ACH-000025,-0.467714130994
ACH-000028,-0.37409445441600003
ACH-000030,-0.759738362553
ACH-000035,-0.47135002581200003
ACH-000036,-0.154967464092
ACH-000037,-0.175987073364
ACH-000039,-0.330504296348
ACH-000040,-0.347345345189
ACH-000041,-0.41393215524800003
ACH-000042,-0.330941065145
ACH-000045,-0.534615174211
ACH-000047,-0.38704345839000004
ACH-000052,-0.456765814288
ACH-000053,-0.35642987653
ACH-000054,-0.0976354864129
ACH-000055,-0.619160241509
ACH-000060,-0.494846757244
ACH-000067,-0.40575964714699997
ACH-000070,-0.48896877088600005
ACH-000075,-0.366669842494
ACH-000078,-0.542905976803
ACH-000082,-0.522863435612
ACH-000085,-0.222428040346
ACH-000086,-0.602257800578
ACH-000087,-0.22450617765900002
ACH-000092,-0.44755444230700003
ACH-000095,-0.33647150385799995
ACH-000097,-0.366110409425
ACH-000098,-0.36642000743500003
ACH-000099,-0.612644870092
ACH-000108,-0.390662100125
ACH-000113,-0.8354578230130001
ACH-000115,-0.743227714545
ACH-000116,-0.22753855201900003
ACH-000118,-0.583936710639
ACH-000120,-0.39630680039000005
ACH-000123,-0.618676726809
ACH-000127,-0.43443563660400003
ACH-000128,-0.447740385676
ACH-000132,-0.544428601394
ACH-000133,-0.30351198540999996
ACH-000137,-0.405721089628
ACH-000138,-0.424054441133
ACH-000142,-0.318868857924
ACH-000143,-0.582045337254
ACH-000146,-0.468279179139
ACH-000148,-0.28196153307599997
ACH-000150,-0.652009703567
ACH-000152,-0.41180480991400004
ACH-000153,-0.633081180809
ACH-000159,-0.44438835194399995
ACH-000160,-0.338879857953
ACH-000163,-0.36911730981799995
ACH-000167,0.0199232165629
ACH-000168,-0.167118874694
ACH-000169,-0.471992983987
ACH-000178,-0.34200068569200004
ACH-000182,-0.422370663082
ACH-000183,-0.490636657949
ACH-000188,-0.35558864244599997
ACH-000189,-0.792766485244
ACH-000190,-0.824588306487
ACH-000198,-0.786294766328
ACH-000204,-0.526867708429
ACH-000206,-0.544135325845
ACH-000207,-0.640332485818
ACH-000211,-0.485355223718
ACH-000215,-0.339183338575
ACH-000221,-0.463239861137
ACH-000222,-0.420517698373
ACH-000223,-0.500425229541
ACH-000226,-0.29250349249
ACH-000227,-0.46116825868999994
ACH-000228,-0.566547379027
ACH-000231,-0.39576974941799997
ACH-000232,-0.388988975857
ACH-000233,-0.13376033422800002
ACH-000234,-0.553600967891
ACH-000235,-0.462455303488
ACH-000237,-0.312498538747
ACH-000238,-0.576397128787
ACH-000243,-0.37939977616
ACH-000244,-0.48380254028399994
ACH-000246,-0.665046728933
ACH-000248,-0.7944089934049999
ACH-000250,-0.425205430756
ACH-000251,-0.35470414378799997
ACH-000253,-0.369936240576
ACH-000255,-0.32205731028900003
ACH-000256,-0.273398845372
ACH-000257,-0.39343056274599997
ACH-000258,-0.351795529608
ACH-000259,-0.383996163912
ACH-000260,-0.35809089266599997
ACH-000261,-0.398372987103
ACH-000262,-0.128350547345
ACH-000263,-0.363404150816
ACH-000264,-0.583424543824
ACH-000265,-0.624485720594
ACH-000266,-0.542947201479
ACH-000272,-0.603562703579
ACH-000273,-0.53610171911
ACH-000274,-0.488597398119
ACH-000277,-0.49257963387599996
ACH-000278,-0.18580725268599999
ACH-000279,-0.477026297475
ACH-000280,-0.382190936733
ACH-000281,-0.5642657033030001
ACH-000288,-0.427299522552
ACH-000291,-0.39732406202
ACH-000293,-0.7220252252539999
ACH-000294,-0.058983202316500005
ACH-000295,-0.39092596312399996
ACH-000296,-0.37132755035099996
ACH-000302,-0.49374589071099995
ACH-000304,-0.934176369945
ACH-000307,-0.374250920169
ACH-000308,-0.632435599504
ACH-000310,-0.571272961254
ACH-000311,-0.559852385089
ACH-000312,-0.555605712205
ACH-000315,-0.39140701632799996
ACH-000316,-0.49637955223499997
ACH-000317,-1.0923180598200002
ACH-000318,-0.53206947183
ACH-000319,-0.485559798686
ACH-000320,-0.765478312365
ACH-000322,-0.40759634045000004
ACH-000323,-0.35542838096
ACH-000324,-0.429273906357
ACH-000329,-0.574944531972
ACH-000330,-0.44356105269100005
ACH-000331,-0.432594899439
ACH-000332,-0.34683811211300003
ACH-000334,-0.5712607018770001
ACH-000335,-0.207433856508
ACH-000336,-0.564915277478
ACH-000337,-0.36217299778000006
ACH-000339,-0.42568305437799997
ACH-000341,-0.43072001835900003
ACH-000348,-0.511157582731
ACH-000350,-0.39377661025
ACH-000352,-0.508918239856
ACH-000356,-0.594990961253
ACH-000361,-0.319748026674
ACH-000362,-0.45418263924999996
ACH-000363,-0.365744761549
ACH-000364,-0.401416569341
ACH-000365,-0.563604551963
ACH-000366,-0.321891080459
ACH-000368,-0.40433446488700003
ACH-000374,-0.77921560733
ACH-000375,-0.538769567653
ACH-000376,-0.691613687062
ACH-000381,-0.46921592973000004
ACH-000383,-0.442586030795
ACH-000387,-0.398471114005
ACH-000389,-0.213697674965
ACH-000390,-0.48573454791799997
ACH-000393,-0.482411330101
ACH-000395,-0.6142680785710001
ACH-000397,-0.38371712169699995
ACH-000401,-0.311436421347
ACH-000402,-0.532273114169
ACH-000403,-0.30317565747200004
ACH-000404,-0.290647063676
ACH-000406,-0.630652354444
ACH-000407,-0.419798913758
ACH-000408,-0.6782491480949999
ACH-000410,-0.226289693698
ACH-000411,-0.294831781385
ACH-000414,-0.33839390416000004
ACH-000415,-0.367781122558
ACH-000416,-0.357065602531
ACH-000420,-0.503024447605
ACH-000421,-0.344936449922
ACH-000424,-0.507342926459
ACH-000425,-0.513399516796
ACH-000426,-0.365489603878
ACH-000427,-0.369144962077
ACH-000433,-0.347042353081
ACH-000436,-0.465251015818
ACH-000444,-0.448334539939
ACH-000445,-0.510408794895
ACH-000448,-0.30847209622
ACH-000450,-0.521661131493
ACH-000452,-0.560450897348
ACH-000454,-0.888149218522
ACH-000458,-0.263285717105
ACH-000459,-0.7755509313160001
ACH-000460,-0.577249044214
ACH-000461,-0.5530396104249999
ACH-000463,-0.283742878079
ACH-000464,-0.357108448886
ACH-000466,-0.33835852026
ACH-000467,-0.360154501745
ACH-000468,-0.529234443314
ACH-000469,-0.38952915578599995
ACH-000470,-0.555280127531
ACH-000471,-0.345291250671
ACH-000472,-0.396144075241
ACH-000473,-0.586704638705
