,CLEC2L (154790)
ACH-000004,-0.11537595712899999
ACH-000007,0.126901196498
ACH-000009,0.221595608839
ACH-000011,-0.0516812742968
ACH-000012,0.12091855073899999
ACH-000013,0.233390642709
ACH-000014,-0.0343566577955
ACH-000015,0.11510869044199999
ACH-000017,0.0421145521427
ACH-000018,0.023061636858
ACH-000019,-0.198215823749
ACH-000021,-0.189112219017
ACH-000022,-0.00476176652526
ACH-000025,0.11272170717499999
ACH-000028,0.08160325544439999
ACH-000030,0.09430873072820001
ACH-000035,0.200157739463
ACH-000036,-0.0204582834531
ACH-000037,0.20310764740499998
ACH-000039,-0.0016509977686800003
ACH-000040,-0.09870290808450001
ACH-000041,-0.0582905645165
ACH-000042,0.0945289067646
ACH-000045,0.044110814882899994
ACH-000047,0.0549424337139
ACH-000052,-0.14387844773800001
ACH-000053,0.0967157706571
ACH-000054,-0.072756564108
ACH-000055,0.127316456283
ACH-000060,0.15427714635700002
ACH-000067,0.0361792152475
ACH-000070,0.177813059793
ACH-000075,-0.309977121706
ACH-000078,0.0156661809314
ACH-000082,0.166184312843
ACH-000085,0.03997025033030001
ACH-000086,0.21037536964
ACH-000087,-0.0389097557089
ACH-000092,0.117221052193
ACH-000095,0.051216009386300006
ACH-000097,0.0191686648489
ACH-000098,0.0296705012462
ACH-000099,0.00123180693201
ACH-000108,0.0914574505818
ACH-000113,0.0852809130208
ACH-000115,-0.014956979243399999
ACH-000116,-0.0227104638056
ACH-000118,0.066419319432
ACH-000120,0.0620452856205
ACH-000123,0.08504377178169999
ACH-000127,0.032927463013
ACH-000128,0.0322501869195
ACH-000132,-0.0700365109723
ACH-000133,0.0280075682329
ACH-000137,0.331452790815
ACH-000138,0.17077681436099998
ACH-000142,-0.0662569558964
ACH-000143,-0.04369175129649999
ACH-000146,0.011485681964
ACH-000148,-0.0244570911435
ACH-000150,-0.038054582195
ACH-000152,0.0629889319119
ACH-000153,0.106829896678
ACH-000159,0.0475174005123
ACH-000160,0.187711452336
ACH-000163,-0.107106180562
ACH-000167,0.464277600437
ACH-000168,0.021371663708799997
ACH-000169,0.053288147849599996
ACH-000178,0.0984686540758
ACH-000182,-0.07189415403089999
ACH-000183,-0.188066625123
ACH-000188,0.171862796777
ACH-000189,0.23163182664999998
ACH-000190,0.00103132603054
ACH-000198,0.0984477808317
ACH-000204,0.266399644878
ACH-000206,-0.022958064008900003
ACH-000207,0.462573062905
ACH-000211,0.18808775662399999
ACH-000215,-0.0642762625497
ACH-000221,0.141036435333
ACH-000222,0.21439741910000001
ACH-000223,0.058048864599
ACH-000226,0.107538187748
ACH-000227,-0.0112951699233
ACH-000228,-0.0783213104814
ACH-000231,0.0415580010487
ACH-000232,-0.127028428323
ACH-000233,0.167978878015
ACH-000234,0.046308777711600004
ACH-000235,-0.0278102333248
ACH-000237,-0.052275279412799996
ACH-000238,0.212232466131
ACH-000243,0.158798638217
ACH-000244,0.134389387664
ACH-000246,-0.019170149912
ACH-000248,0.134792966385
ACH-000250,0.015146697125299998
ACH-000251,0.178386982077
ACH-000253,-0.11251257134199999
ACH-000255,0.08516384100579999
ACH-000256,0.0950124839903
ACH-000257,-0.132484680461
ACH-000258,0.12198102500600001
ACH-000259,-0.09767732543580002
ACH-000260,0.0050886438157799994
ACH-000261,0.0045303117071499996
ACH-000262,-0.05509657371690001
ACH-000263,-0.08777468813400001
ACH-000264,0.0729180812241
ACH-000265,0.21485961391
ACH-000266,0.0548420325139
ACH-000272,-0.19517440653700002
ACH-000273,0.0988865315215
ACH-000274,-0.0223623507462
ACH-000277,0.0644759243165
ACH-000278,-0.04434682472109999
ACH-000279,-0.10876808409199999
ACH-000280,-0.116388011286
ACH-000281,0.181574798771
ACH-000288,0.0321036577138
ACH-000291,0.00708225677477
ACH-000293,-0.114244511258
ACH-000294,0.186263520721
ACH-000295,0.161850147162
ACH-000296,0.239808025185
ACH-000302,0.0589348745168
ACH-000304,0.111051276053
ACH-000307,-0.0356205404328
ACH-000308,0.0076911666307799996
ACH-000310,0.07506142094519999
ACH-000311,-0.125643442409
ACH-000312,-0.038231447061800004
ACH-000315,-0.22329361535599998
ACH-000316,-0.0693645694453
ACH-000317,-0.100693268337
ACH-000318,0.0416784341635
ACH-000319,0.276816905913
ACH-000320,0.10472918516100001
ACH-000322,0.139703218412
ACH-000323,0.015750973226399997
ACH-000324,-0.00422537060765
ACH-000329,0.17653495641800002
ACH-000330,0.0249225898705
ACH-000331,-0.0809342879599
ACH-000332,0.049333647949400004
ACH-000334,0.572370221362
ACH-000335,0.24929886081799998
ACH-000336,0.050688545872300005
ACH-000337,0.147920493807
ACH-000339,0.121081516959
ACH-000341,0.047783083002199994
ACH-000348,-0.0368781599156
ACH-000350,0.00132411986683
ACH-000352,0.00294715227873
ACH-000356,0.166498103052
ACH-000361,-0.119287300752
ACH-000362,0.172150654881
ACH-000363,0.035800250353300006
ACH-000364,-0.10850223757
ACH-000365,0.10365463309699999
ACH-000366,0.0841325901983
ACH-000368,0.018547495194700003
ACH-000374,-0.0600791394855
ACH-000375,-0.0406235393843
ACH-000376,-0.139616321035
ACH-000381,0.0154521584682
ACH-000383,0.0564548557933
ACH-000387,0.00151666423598
ACH-000389,0.16886656352600002
ACH-000390,0.10559379808700001
ACH-000393,0.1565496934
ACH-000395,0.0659313212805
ACH-000397,0.09960115158579999
ACH-000401,0.0288910401184
ACH-000402,-0.26170548946
ACH-000403,0.110776771191
ACH-000404,-0.0149352189197
ACH-000406,0.09494138242519999
ACH-000407,0.0308636641557
ACH-000408,0.267710367728
ACH-000410,0.00705870557547
ACH-000411,-0.0930760739002
ACH-000414,0.175000052389
ACH-000415,0.102831742478
ACH-000416,0.09185149150789998
ACH-000420,-0.11743014322100001
ACH-000421,0.06047900859040001
ACH-000424,-0.12011404767999999
ACH-000425,0.0255923878907
ACH-000426,-0.151420925732
ACH-000427,-0.06799027374950001
ACH-000433,0.227899948214
ACH-000436,0.0632249608714
ACH-000444,0.243024028516
ACH-000445,0.139323539834
ACH-000448,0.16756838771500002
ACH-000450,-0.161740593915
ACH-000452,0.0185871229784
ACH-000454,0.271437069682
ACH-000458,0.150098642496
ACH-000459,-0.35904797579899994
ACH-000460,0.0502585010579
ACH-000461,0.272626041741
ACH-000463,0.0281833407327
ACH-000464,-0.0656611573238
ACH-000466,-0.0899400876031
ACH-000467,0.189441783504
ACH-000468,0.17802912583099997
ACH-000469,0.00547078633679
ACH-000470,0.308273118708
ACH-000471,-0.0498902016761
ACH-000472,0.0833330092995
ACH-000473,0.023076342239
ACH-000475,0.08152018305910001
ACH-000476,0.17347940760699998
ACH-000477,0.00866778763918
ACH-000480,-0.184472873092
ACH-000481,0.048930463286100005
ACH-000483,-0.014949043088400001
ACH-000484,-0.11233144094900001
ACH-000485,-0.12576821645
ACH-000486,0.0929011624897
ACH-000487,-0.007423818796550001
ACH-000488,0.0578990321842
ACH-000490,0.08260462444899999
ACH-000491,0.059125083537900004
ACH-000495,-0.045357423391000004
ACH-000496,0.0748341429738
ACH-000499,0.17021792476199998
ACH-000500,0.33524582885800003
ACH-000502,0.152349493276
ACH-000503,-0.11356430628799999
ACH-000505,-0.0644408206446
ACH-000507,0.0210189837352
ACH-000510,0.0578660938742
ACH-000511,0.022805316141400002
ACH-000512,0.496910517039
ACH-000516,0.0119494722436
ACH-000517,0.11285439720999998
ACH-000518,0.0495993808947
ACH-000520,0.06875800392749999
ACH-000521,0.0633477842897
ACH-000522,0.04691247452769999
ACH-000524,-0.10529661281300001
ACH-000527,0.04924186465390001
ACH-000528,0.026444053668999996
ACH-000537,-0.0188837418284
ACH-000541,0.149877892053
ACH-000542,0.130395932039
ACH-000544,0.023903395520799998
ACH-000545,0.057380153105499994
ACH-000547,0.0845457388741
ACH-000548,0.16202856268
ACH-000549,0.00250082173408
ACH-000550,-0.062394651965800005
ACH-000552,0.0422179152582
ACH-000556,0.0185178918172
ACH-000557,-0.122110731686
ACH-000570,-0.0328932648561
ACH-000571,0.038995252617699996
ACH-000573,-0.037354269846900004
ACH-000576,0.187653621069
ACH-000580,0.07611665998
ACH-000584,0.0554443073551
ACH-000585,-0.0343430675398
ACH-000588,0.18834100063099998
ACH-000589,0.20157728152600002
ACH-000591,0.0523332237606
ACH-000593,0.0804860142158
ACH-000600,-0.010560617450700001
ACH-000601,0.149745224985
ACH-000604,0.20303233688499997
