,BTBD3 (22903)
ACH-000004,-0.207392840708
ACH-000007,-0.253624536149
ACH-000009,-0.010586976937500001
ACH-000011,-0.154035747921
ACH-000012,-0.04045750641
ACH-000013,-0.0473750235794
ACH-000014,-0.23630246672699998
ACH-000015,0.03614940852180001
ACH-000017,0.10788996826500001
ACH-000018,0.16999045377900002
ACH-000019,-0.0317744736952
ACH-000021,0.0003565450457219999
ACH-000022,0.07296073524930001
ACH-000025,0.09426960488250001
ACH-000028,0.0280733772285
ACH-000030,0.00798391777722
ACH-000035,-0.276489877986
ACH-000036,0.07924866000439999
ACH-000037,0.240352428999
ACH-000039,0.167537338123
ACH-000040,0.00198162932075
ACH-000041,0.173227060503
ACH-000042,-0.161341547493
ACH-000045,0.07883845165730001
ACH-000047,-0.0370546256798
ACH-000052,-0.09136646710169999
ACH-000053,-0.0521369766278
ACH-000054,-0.24526779855
ACH-000055,-0.186711979407
ACH-000060,-0.081101185893
ACH-000067,-0.11009961382000001
ACH-000070,-0.011002683149099999
ACH-000075,-0.00478595236184
ACH-000078,-0.35521094154700006
ACH-000082,-0.0482786518503
ACH-000085,-0.236116440997
ACH-000086,0.131044258485
ACH-000087,0.015806210601700003
ACH-000092,-0.158681433994
ACH-000095,-0.0761831117019
ACH-000097,-0.122648401983
ACH-000098,0.047411026374699995
ACH-000099,-0.314761657881
ACH-000108,-0.343891751214
ACH-000113,-0.0997010519548
ACH-000115,0.0764320391383
ACH-000116,-0.023432356326200002
ACH-000118,-0.09277624032989999
ACH-000120,-0.0836734013684
ACH-000123,0.0373306167504
ACH-000127,-0.16577740291200002
ACH-000128,-0.19123426177900002
ACH-000132,-0.0622277440266
ACH-000133,-0.17422584651599998
ACH-000137,-0.152300752018
ACH-000138,-0.0420723521926
ACH-000142,-0.0522857766926
ACH-000143,-0.244357280161
ACH-000146,-0.0730128137612
ACH-000148,-0.08638615086539998
ACH-000150,-0.0432802677283
ACH-000152,0.003933401987
ACH-000153,0.043051749696500004
ACH-000159,-0.06112354847680001
ACH-000160,0.184215757773
ACH-000163,-0.0305018124889
ACH-000167,-0.342394081777
ACH-000168,0.10502434710400001
ACH-000169,-0.0853207736537
ACH-000178,-0.0625905591187
ACH-000182,-0.159770836354
ACH-000183,-0.151041434567
ACH-000188,0.0431093094104
ACH-000189,-0.323135328324
ACH-000190,-0.0124502032777
ACH-000198,-0.16577727357
ACH-000204,-0.303976182884
ACH-000206,0.211625427846
ACH-000207,0.20416293308800001
ACH-000211,-0.130726612204
ACH-000215,-0.19696103297200002
ACH-000221,-0.0520875306641
ACH-000222,-0.0468789152448
ACH-000223,0.0247749505051
ACH-000226,0.00998119291272
ACH-000227,0.00367409917416
ACH-000228,0.107925774316
ACH-000231,-0.114689875246
ACH-000232,-0.27136463755999995
ACH-000233,0.0750794210002
ACH-000234,0.005983849569229999
ACH-000235,0.0213079803515
ACH-000237,0.0139362440216
ACH-000238,0.103119606504
ACH-000243,-0.082604605116
ACH-000244,-0.146312217445
ACH-000246,-0.128373077318
ACH-000248,-4.38411440181e-05
ACH-000250,-0.0251779904072
ACH-000251,0.180774697026
ACH-000253,0.061702039758199996
ACH-000255,-0.00891894473298
ACH-000256,-0.0333155160485
ACH-000257,-0.144384514346
ACH-000258,-0.085111073607
ACH-000259,-0.23780458629
ACH-000260,-0.0179379283704
ACH-000261,-0.029032245033900003
ACH-000262,0.050967061956599995
ACH-000263,0.160124649013
ACH-000264,-0.37608769007700005
ACH-000265,-0.200126384041
ACH-000266,-0.10606961131300001
ACH-000272,-0.199924702734
ACH-000273,-0.126469123103
ACH-000274,-0.17063723313
ACH-000277,-0.0414291020687
ACH-000278,-0.0649057692973
ACH-000279,0.0791981548097
ACH-000280,-0.27415898191
ACH-000281,-0.708308993759
ACH-000288,0.0286793699013
ACH-000291,0.0179131896488
ACH-000293,-0.080959641089
ACH-000294,0.25434514149
ACH-000295,0.016514310034299998
ACH-000296,-0.378739018173
ACH-000302,-0.336537940116
ACH-000304,-0.231374117187
ACH-000307,-0.127133271282
ACH-000308,-0.004885410530350001
ACH-000310,-0.130610973226
ACH-000311,-0.030308339865000002
ACH-000312,-0.0819625194503
ACH-000315,-0.00040135779344199995
ACH-000316,-0.00696377007492
ACH-000317,-0.038808676207300004
ACH-000318,0.0708665736387
ACH-000319,-0.0025254475653
ACH-000320,-0.156085701866
ACH-000322,0.0575998687033
ACH-000323,0.0496178057168
ACH-000324,-0.18603325871100002
ACH-000329,-0.102760456436
ACH-000330,-0.013975849852700001
ACH-000331,-0.43437389003999993
ACH-000332,-0.172473998196
ACH-000334,0.10065539436799999
ACH-000335,0.30729249656
ACH-000336,0.524745574741
ACH-000337,-0.014848161002799998
ACH-000339,-0.140890999783
ACH-000341,-0.11274677774599999
ACH-000348,-0.130434462191
ACH-000350,-0.010737224730499999
ACH-000352,-0.0820671565622
ACH-000356,0.0331751284393
ACH-000361,-0.397744519608
ACH-000362,0.0509796723898
ACH-000363,0.12838508068
ACH-000364,-0.41845176936800005
ACH-000365,0.0107453169331
ACH-000366,-0.0205225038552
ACH-000368,-0.16802517064199998
ACH-000374,0.053947933547
ACH-000375,0.0199386317143
ACH-000376,-0.0771053234275
ACH-000381,-0.12789204327099998
ACH-000383,0.08569855473989998
ACH-000387,0.0478351674268
ACH-000389,-0.334284500697
ACH-000390,-0.015346365131700002
ACH-000393,-0.0831045184399
ACH-000395,-0.282052704974
ACH-000397,-0.0684087511398
ACH-000401,0.009586279106129999
ACH-000402,0.146947616424
ACH-000403,-0.0311116727417
ACH-000404,0.048701752431100004
ACH-000406,0.0098553846928
ACH-000407,-0.20551942529
ACH-000408,0.0240417105142
ACH-000410,-0.19181779892499998
