,LTB4R (1241)
ACH-000293,-0.266649549235
ACH-000294,-0.250247469138
ACH-000295,0.013263440021200001
ACH-000296,-0.26091854732299996
ACH-000302,-0.280404388914
ACH-000304,-0.381267092373
ACH-000307,-0.435807132315
ACH-000308,-0.15868523480900001
ACH-000310,-0.199052916225
ACH-000311,-0.494707647192
ACH-000312,-0.10440068616
ACH-000315,-0.39014370447400004
ACH-000316,0.00962099335197
ACH-000317,-0.30492361955200004
ACH-000318,-0.22580265921300002
ACH-000319,-0.29878344343
ACH-000320,-0.15866656965099998
ACH-000322,-0.334773867507
ACH-000323,-0.43768117950900004
ACH-000324,-0.24123522383200002
ACH-000329,-0.22265776864
ACH-000330,-0.346384891609
ACH-000331,-0.163098086113
ACH-000332,-0.281701502318
ACH-000334,-0.49632222111100005
ACH-000335,-0.53768410321
ACH-000336,-0.648575589771
ACH-000337,-0.733151418347
ACH-000339,-0.252740908068
ACH-000341,-0.35458165658600005
ACH-000348,-0.167433525257
ACH-000350,-0.304567623813
ACH-000352,-0.41717146269199995
ACH-000356,-0.235779464245
ACH-000361,-0.056153537786800004
ACH-000362,-0.155964341981
ACH-000363,-0.266175832813
ACH-000364,-0.218790144294
ACH-000365,-0.205062034547
ACH-000366,-0.229605317057
ACH-000368,-0.528035507488
ACH-000374,-0.05398051711630001
ACH-000375,-0.357929417244
ACH-000376,-0.299470301843
ACH-000381,-0.286217844948
ACH-000383,-0.279514547412
ACH-000387,-0.284599046791
ACH-000389,-0.138210689718
ACH-000390,-0.16417787872300002
ACH-000393,-0.5567385190959999
ACH-000395,-0.231486134287
ACH-000397,-0.267234098214
ACH-000401,-0.49589622444700004
ACH-000402,-0.171060327278
ACH-000403,-0.321262582553
ACH-000404,-0.0033147089042199996
ACH-000406,-0.34263632156199997
ACH-000407,-0.281841972735
ACH-000408,-0.0271896746283
ACH-000410,-0.260599893604
ACH-000411,-0.316942096093
ACH-000414,-0.112674250539
ACH-000415,-0.330115976795
ACH-000416,-0.312501232011
ACH-000420,0.07666524228510001
ACH-000421,-0.25578985234
ACH-000424,-0.168347823628
ACH-000425,-0.311294108216
ACH-000426,-0.0776000789708
ACH-000427,-0.4114723529
ACH-000433,-0.484815124398
ACH-000436,0.132107921893
ACH-000444,-0.240469673774
ACH-000445,-0.23228873390299998
ACH-000448,-0.324765320108
ACH-000450,-0.120576993312
ACH-000452,-0.233256174718
ACH-000454,-0.34935534754299996
ACH-000458,-0.276837795572
ACH-000459,-0.622236328218
ACH-000460,-0.30152219841
ACH-000461,-0.300568669949
ACH-000463,-0.37826407168700005
ACH-000464,-0.168954131365
ACH-000466,-0.0800449810822
ACH-000467,-0.357413288099
ACH-000468,-0.273909264931
ACH-000469,-0.259408045505
ACH-000470,-0.189003569241
ACH-000471,-0.327417455405
ACH-000472,-0.331735701542
ACH-000473,-0.45123060697899997
ACH-000475,-0.34209422075400003
ACH-000476,-0.432309182195
ACH-000477,-0.345882324244
ACH-000480,-0.16131682901900002
ACH-000481,-0.638440028683
ACH-000483,-0.3102428812
ACH-000484,-0.10442673862
ACH-000485,-0.270293629035
ACH-000486,-0.303588899881
ACH-000487,-0.05987245521919999
ACH-000488,-0.26070737487
ACH-000490,-0.460501688248
ACH-000491,0.056810949563800006
ACH-000495,-0.4489456403
ACH-000496,-0.230343091281
ACH-000499,-0.351128505455
ACH-000500,-0.187820822816
ACH-000502,-0.276103446669
ACH-000503,-0.157780255033
ACH-000505,-0.137292109211
ACH-000507,-0.25166369909499997
ACH-000510,-0.213281432194
ACH-000511,-0.293472405132
ACH-000512,-0.316098103095
ACH-000516,-0.36592153407
ACH-000517,-0.19789319390299998
ACH-000518,-0.26741421104699997
ACH-000520,-0.43309793836800003
ACH-000521,-0.272250113751
ACH-000522,-0.329272088011
ACH-000524,-0.213549301805
ACH-000527,-0.25414101360999997
ACH-000528,-0.256984807302
ACH-000537,0.021353360599599996
ACH-000541,-0.174088594127
ACH-000542,-0.130207407227
ACH-000544,-0.47699390860299995
ACH-000545,-0.34475207355
ACH-000547,-0.37509908598700004
ACH-000548,-0.086141202202
ACH-000549,-0.274303535965
ACH-000550,-0.19780300677499998
ACH-000552,-0.40839161345799996
ACH-000556,-0.287749109645
ACH-000557,-0.0914506089701
ACH-000570,-0.324450044524
ACH-000571,-0.381887734898
ACH-000573,-0.253276865312
ACH-000576,-0.346723285616
ACH-000580,-0.22032519890799998
ACH-000584,-0.391519697618
ACH-000585,-0.1957213297
ACH-000588,-0.304671328234
ACH-000589,-0.39251716937299996
ACH-000591,-0.300278477594
ACH-000593,-0.108965237758
ACH-000600,-0.34168459721999994
ACH-000601,-0.309400924763
ACH-000604,-0.1912335127
ACH-000605,-0.17856417682300002
ACH-000606,-0.238308787191
ACH-000608,-0.22549917632199998
ACH-000614,-0.621571791262
ACH-000616,-0.29472234516
ACH-000618,-0.187211324969
ACH-000619,-0.395982071808
ACH-000620,-0.253994706354
ACH-000621,-0.0933896128055
ACH-000622,-0.43598510276600005
ACH-000623,-0.455849259389
ACH-000624,-0.344184167704
ACH-000627,-0.20186729074
ACH-000630,-0.20197942060899998
ACH-000632,-0.295560883004
ACH-000633,-0.241518156632
ACH-000637,-0.109562433365
ACH-000638,-0.408474167017
ACH-000646,-0.218211808198
ACH-000647,-0.08899825632660001
ACH-000648,-0.177485112881
ACH-000649,-0.296938544871
ACH-000651,-0.27858144860899997
ACH-000652,-0.19561044009700002
ACH-000653,-0.18211989921799998
ACH-000657,-0.38802154299999997
ACH-000658,-0.034103926750099996
ACH-000661,-0.27417130443000004
ACH-000662,-0.490166007764
ACH-000663,-0.589114305835
ACH-000665,-0.17822271124400002
ACH-000671,-0.199284531471
ACH-000673,-0.14921426494
ACH-000676,-0.323227832514
ACH-000677,-0.486729169143
ACH-000681,-0.245163052192
ACH-000682,-0.14156303630699998
ACH-000683,-0.132435525606
ACH-000684,-0.0875503061634
ACH-000688,-0.025853871616700004
ACH-000693,-0.33192954278000003
ACH-000694,-0.259591929802
ACH-000695,-0.704139093035
ACH-000696,-0.354172597592
ACH-000697,-0.293958499363
ACH-000699,-0.225921462707
ACH-000701,-0.236969235847
ACH-000706,-0.435560898634
ACH-000711,-0.371181288732
ACH-000713,-0.509310813335
ACH-000714,-0.112380991694
ACH-000718,-0.190390579481
ACH-000720,-0.37150558312
ACH-000721,-0.29046675229
ACH-000724,-0.537783774255
ACH-000725,-0.108977192383
ACH-000732,-0.404411580207
ACH-000734,-0.250877601404
ACH-000735,-0.307222701951
ACH-000736,-0.36045437019000004
ACH-000738,-0.446118200239
ACH-000746,-0.06773383075
ACH-000747,-0.391623642578
ACH-000748,-0.106904557728
ACH-000753,-0.389204666641
ACH-000756,-0.0638815581196
ACH-000757,-0.23935228658799998
ACH-000758,-0.24036248716699998
ACH-000760,-0.21214317684099998
ACH-000763,-0.26048371662700004
ACH-000764,-0.28297997426800003
ACH-000765,-0.361962060556
ACH-000766,-0.315102552313
ACH-000767,-0.0933230007145
ACH-000768,-0.165851216222
ACH-000769,-0.542592657129
ACH-000770,-0.36040363119
ACH-000771,-0.163629866099
ACH-000773,-0.06649388628
ACH-000776,-0.36297730526
ACH-000777,-0.283881756023
ACH-000778,-0.203730529514
ACH-000781,-0.28986476172
ACH-000782,-0.20567450272799997
ACH-000783,-0.38111689068599996
ACH-000784,-0.174213615121
ACH-000785,0.026192675251599996
ACH-000787,-0.151504031574
ACH-000788,-0.188687947847
ACH-000791,-0.38196847404600004
ACH-000792,-0.165687108037
ACH-000794,-0.397817745397
ACH-000796,-0.450921962771
ACH-000799,-0.27861021805
ACH-000800,-0.571562642064
ACH-000802,-0.253452250785
ACH-000804,-0.40291423629100004
ACH-000805,-0.414524451738
ACH-000809,-0.11916915534700001
ACH-000810,-0.47803432024899994
ACH-000811,-0.0976465354465
ACH-000817,-0.32075642936
ACH-000819,-0.239838018845
ACH-000820,-0.262751201276
ACH-000821,-0.28288938343000003
ACH-000822,-0.32976314423
ACH-000823,-0.35387670600000004
ACH-000824,-0.403699056941
ACH-000827,-0.35051563893700005
ACH-000829,-0.453115520066
ACH-000831,-0.348135409124
ACH-000832,-0.363651358839
ACH-000833,-0.15502154747400002
ACH-000834,-0.161820873408
ACH-000835,-0.24026682731999996
ACH-000836,-0.560026926649
ACH-000837,-0.31001070073000003
ACH-000838,-0.420627927316
ACH-000839,-0.423290134999
ACH-000840,-0.223273706252
ACH-000841,-0.5088490332150001
ACH-000843,-0.543945672026
ACH-000846,-0.140317661265
ACH-000847,-0.278081600885
ACH-000848,-0.270579904305
ACH-000849,-0.576130920643
ACH-000851,-0.20284708783100003
ACH-000855,-0.166053041037
ACH-000856,-0.265661108588
ACH-000858,-0.305505437357
ACH-000859,-0.641209426921
ACH-000861,-0.275639540384
ACH-000862,-0.107500249803
ACH-000865,-0.324629167811
ACH-000866,-0.240946203113
ACH-000867,-0.192569656965
ACH-000869,-0.225030587374
ACH-000872,-0.241621851063
ACH-000873,-0.264450636853
ACH-000876,-0.395863138515
ACH-000878,-0.331834436888
ACH-000880,-0.43384450473999997
ACH-000881,-0.16981033303800003
ACH-000882,-0.130750452603
ACH-000884,-0.44796181001400004
ACH-000885,-0.386758842285
ACH-000887,-0.42078303986000004
ACH-000888,-0.13215383563400002
ACH-000889,-0.43625027177000003
ACH-000890,-0.32528847719099996
ACH-000896,-0.209728505264
ACH-000898,-0.430882533345
ACH-000900,-0.47394245326300005
ACH-000901,-0.25518362722
ACH-000905,-0.389304395769
ACH-000906,-0.272306571003
ACH-000907,-0.162894089678
ACH-000910,-0.0932146437127
ACH-000911,-0.246705208049
ACH-000912,-0.39889987625900003
ACH-000913,-0.348943001905
ACH-000915,-0.08353426784260001
ACH-000916,-0.324205507688
ACH-000917,-0.7208092891869999
ACH-000921,-0.286112055084
ACH-000924,-0.20541543709600002
ACH-000926,-0.12746484184
ACH-000928,-0.290417498107
ACH-000929,-0.404245013385
ACH-000932,-0.49959719933700003
ACH-000935,-0.080225207846
ACH-000936,-0.37023861908
ACH-000937,-0.472667464587
ACH-000938,-0.436463589331
ACH-000939,-0.35631275905500004
ACH-000941,-0.404511772758
ACH-000943,-0.35342766454999996
ACH-000946,-0.412235612306
ACH-000947,-0.41162871004
ACH-000948,-0.456539944226
ACH-000950,-0.43659342364799997
ACH-000953,-0.5925392643490001
ACH-000957,-0.590653143824
ACH-000958,-0.365912489848
ACH-000960,-0.23709470385499998
ACH-000963,-0.728457861615
ACH-000968,-0.171073510471
ACH-000969,-0.390437383019
ACH-000973,-0.213409309686
ACH-000974,-0.253914114082
ACH-000975,-0.22080284746599999
ACH-000976,-0.293088415095
ACH-000978,0.009804609263740001
ACH-000980,-0.243492931762
ACH-000984,-0.161527421339
ACH-000986,-0.35540351475599996
ACH-000988,-0.285169153632
ACH-000993,-0.282683032668
ACH-000994,-0.07904519143
ACH-000996,-0.206513718267
ACH-001001,-0.274047577087
ACH-001020,-0.174808720748
ACH-001028,-0.379932282633
ACH-001031,-0.23254152094
ACH-001038,-0.38411680682099997
ACH-001048,-0.195519921479
ACH-001050,-0.40507993716300006
ACH-001053,-0.0741351261705
ACH-001054,-0.280280933981
ACH-001061,-0.39982226750600003
ACH-001067,-0.351867614078
ACH-001075,-0.281570309611
ACH-001096,-0.36404997329000005
ACH-001128,-0.28831641965300003
ACH-001134,-0.263024950912
ACH-001151,-0.24483716724500001
ACH-001163,-0.24388735501999997
ACH-001164,-0.178244481496
ACH-001173,-0.285621156451
ACH-001183,-0.48383710177699996
ACH-001184,-0.052501881492999995
ACH-001190,-0.402924095238
ACH-001192,-0.362899294829
ACH-001193,0.154285801971
ACH-001196,-0.449681011667
ACH-001197,-0.265123098003
ACH-001205,-0.357012374031
ACH-001211,-0.263560538457
ACH-001212,-0.142170501736
ACH-001228,-0.118170397863
ACH-001232,-0.407896600977
ACH-001239,-0.21386626557500002
ACH-001274,-0.307171004331
ACH-001275,-0.196051769881
ACH-001277,-0.512387885907
ACH-001278,-0.24769270016
ACH-001280,-0.124523362613
ACH-001283,-0.20705157485800002
ACH-001289,-0.450026282834
ACH-001295,-0.254423272275
ACH-001300,-0.301654852434
ACH-001301,-0.194704823414
ACH-001302,-0.436765433623
ACH-001303,-0.333787480716
ACH-001306,-0.13775284078299999
ACH-001318,-0.30195232583
ACH-001322,-0.255325559429
ACH-001328,-0.195092627473
ACH-001332,-0.425108002984
ACH-001333,-0.473527044742
ACH-001336,-0.26209929936500004
ACH-001340,-0.369245892657
ACH-001346,-0.450315699821
ACH-001353,-0.21428868116799998
ACH-001354,-0.265908467072
ACH-001367,-0.664478181932
ACH-001368,-0.270602770168
ACH-001374,-0.218942593129
ACH-001375,-0.313365214293
ACH-001377,-0.201581281628
ACH-001380,-0.326247551495
ACH-001391,-0.345061992228
ACH-001407,-0.219971069152
ACH-001408,-0.400915164784
ACH-001413,-0.469472843531
ACH-001430,0.351192094135
ACH-001431,-0.274708972801
ACH-001450,-0.19612447439199998
ACH-001496,-0.40252961862
ACH-001500,-0.207497169263
ACH-001521,-0.145496159604
ACH-001523,-0.223721911022
ACH-001532,-0.272790400942
ACH-001536,-0.35373745499
ACH-001550,-0.379580938047
ACH-001552,-0.20047613824700003
ACH-001554,-0.16976968162300002
ACH-001645,-0.20454381680199998
ACH-001654,-0.180355744615
ACH-001715,-0.331429270034
ACH-001735,-0.310384774202
ACH-001736,-0.22277141336999998
ACH-001737,-0.410532838317
ACH-001740,-0.195437428938
ACH-001745,-0.328997419114
ACH-001750,-0.262590371633
ACH-001765,-0.331733024404
ACH-001956,-0.263031381106
ACH-001957,-0.43464284449699997
