,PLCXD2 (257068)
ACH-000004,-0.0405570238353
ACH-000007,-0.145643524134
ACH-000009,-0.324545772475
ACH-000011,-0.246477509413
ACH-000012,-0.34944872870300003
ACH-000013,-0.336112752498
ACH-000014,-0.442202114398
ACH-000015,-0.21023357895300002
ACH-000017,-0.29131948703099997
ACH-000018,-0.32228597068500003
ACH-000019,-0.4950202489
ACH-000021,-0.23726688933899998
ACH-000022,-0.20802554112100002
ACH-000025,-0.508337651351
ACH-000028,-0.342627880489
ACH-000030,-0.300739303696
ACH-000035,-0.45370549619999995
ACH-000036,-0.110904442272
ACH-000037,-0.0798400505886
ACH-000039,-0.48419663753200004
ACH-000040,-0.249374211215
ACH-000041,-0.378569117404
ACH-000042,-0.348748115151
ACH-000045,-0.144137929073
ACH-000047,-0.213101477441
ACH-000052,-0.24564443937
ACH-000053,-0.316041019244
ACH-000054,-0.45618086375100003
ACH-000055,-0.123404117452
ACH-000060,-0.314663546171
ACH-000067,-0.34331626225199996
ACH-000070,-0.366445446348
ACH-000075,-0.476493550114
ACH-000078,-0.0199539058965
ACH-000082,-0.331122337422
ACH-000085,-0.21151116097
ACH-000086,-0.34974976661799995
ACH-000087,-0.13282603969
ACH-000092,-0.34298460545599996
ACH-000095,-0.356187712935
ACH-000097,-0.283449259061
ACH-000098,-0.196674991131
ACH-000099,-0.0661910419601
ACH-000108,-0.268992671392
ACH-000113,-0.165486808614
ACH-000115,-0.05255387278009999
ACH-000116,-0.224716710643
ACH-000118,-0.223733678369
ACH-000120,-0.395647877317
ACH-000123,-0.23839384821899998
ACH-000127,-0.18281866529
ACH-000128,-0.31082578236999997
ACH-000132,-0.402277107971
ACH-000133,-0.264239824763
ACH-000137,-0.343760865183
ACH-000138,-0.36343093014899996
ACH-000142,-0.143723385859
ACH-000143,-0.194742377807
ACH-000146,-0.0235481638625
ACH-000148,-0.199970143663
ACH-000150,-0.027966742995299998
ACH-000152,-0.20967530649799998
ACH-000153,-0.403629742034
ACH-000159,-0.115772785559
ACH-000160,-0.481231631497
ACH-000163,-0.352818381778
ACH-000167,-0.126765510646
ACH-000168,-0.058069750413
ACH-000169,-0.137579670842
ACH-000178,-0.189345282883
ACH-000182,-0.252301402567
ACH-000183,-0.278248648394
ACH-000188,-0.278487807473
ACH-000189,-0.443983553569
ACH-000190,-0.21184996540399997
ACH-000198,-0.21694347404199998
ACH-000204,-0.677396096672
ACH-000206,-0.247375037814
ACH-000207,-0.5701463164639999
ACH-000211,-0.294340655662
ACH-000215,-0.240907630515
ACH-000221,-0.21878182726999998
ACH-000222,-0.2897787177
ACH-000223,-0.214128174027
ACH-000226,-0.37580975797399996
ACH-000227,-0.436915242518
ACH-000228,-0.240186664923
ACH-000231,-0.272230074683
ACH-000232,-0.19089277018800002
ACH-000233,-0.0667185619178
ACH-000234,-0.126455193948
ACH-000235,-0.208935361618
ACH-000237,-0.127755152929
ACH-000238,-0.110157564813
ACH-000243,-0.29726237205
ACH-000244,-0.438256971676
ACH-000246,-0.29327024165300003
ACH-000248,-0.292826972784
ACH-000250,-0.300243067742
ACH-000251,-0.39694977617700006
ACH-000253,-0.051713451259
ACH-000255,-0.158454116247
ACH-000256,-0.246601609917
ACH-000257,-0.35953208986199997
ACH-000258,-0.15246771684399998
ACH-000259,-0.05485773344600001
ACH-000260,-0.384129482332
ACH-000261,-0.24023542457199998
ACH-000262,-0.489006697736
ACH-000263,-0.440328282783
ACH-000264,-0.193995683377
ACH-000265,-0.331117203759
ACH-000266,-0.184273921782
ACH-000272,-0.42927132856100003
ACH-000273,-0.24766897113800002
ACH-000274,-0.34119246169600004
ACH-000277,-0.0172460087428
ACH-000278,-0.151395275912
ACH-000279,-0.155743266479
ACH-000280,-0.411439055296
ACH-000281,-0.293486441506
ACH-000288,-0.22343880632399998
ACH-000291,-0.270500718533
ACH-000293,-0.120985624056
ACH-000294,-0.41349437158299995
ACH-000295,-0.33079872785799996
ACH-000296,-0.0232126284306
ACH-000302,-0.34426672284500004
ACH-000304,-0.38347081376500003
ACH-000307,-0.0377288646462
ACH-000308,-0.10145030492399999
ACH-000310,-0.329312194209
ACH-000311,-0.175024634521
ACH-000312,-0.22826469343199998
ACH-000315,-0.310556305443
ACH-000316,-0.208273579012
ACH-000317,-0.431528797862
ACH-000318,-0.298716766442
ACH-000319,-0.0821841545382
ACH-000320,-0.196515807341
ACH-000322,-0.154438882946
ACH-000323,-0.148936502982
ACH-000324,-0.145692573199
ACH-000329,-0.0690997178617
ACH-000330,-0.251369744945
ACH-000331,-0.299634901995
ACH-000332,-0.159964163051
ACH-000334,0.17854347503100002
ACH-000335,0.00930511102254
ACH-000336,-0.07322492112110002
