,PPIA (5478)
ACH-000436,-0.598534241474
ACH-000444,-0.537183369598
ACH-000445,-0.35203189445699995
ACH-000448,-0.8566947496170001
ACH-000450,-0.916068363441
ACH-000452,-0.739703020688
ACH-000454,-0.811538106591
ACH-000458,-0.8033300511079999
ACH-000459,-0.42358799324199997
ACH-000460,-0.889269054827
ACH-000461,-0.62331815016
ACH-000463,-0.822606889772
ACH-000464,-0.642884877869
ACH-000466,-0.7537051756029999
ACH-000467,-0.861647201858
ACH-000468,-0.592538025928
ACH-000469,-1.02951400148
ACH-000470,-0.8426333222050001
ACH-000471,-0.673939459454
ACH-000472,-0.749884466257
ACH-000473,-0.812023320237
ACH-000475,-0.80080238686
ACH-000476,-0.894339514049
ACH-000477,-0.7359130583750001
ACH-000480,-0.597746835298
ACH-000481,-0.9044472595149999
ACH-000483,-0.43206225915799995
ACH-000484,-0.576309536431
ACH-000485,-0.6630981159220001
ACH-000486,-0.592231783271
ACH-000487,-0.7436861378309999
ACH-000488,-0.7771100110699999
ACH-000490,-0.7085268428399999
ACH-000491,-0.749392342713
ACH-000495,-0.856154277176
ACH-000496,-0.649473073614
ACH-000499,-0.641509698733
ACH-000500,-0.18687144685600002
ACH-000502,-0.797687837392
ACH-000503,-0.366288696445
ACH-000505,-0.546493565267
ACH-000507,-0.68201366801
ACH-000510,-0.719798864875
ACH-000511,-0.8718955145739999
ACH-000512,-0.303646174971
ACH-000516,-0.908491165171
ACH-000517,-0.624110532645
ACH-000518,-0.861300400351
ACH-000520,-0.741862390367
ACH-000521,-0.743543029987
ACH-000522,-0.771927470271
ACH-000524,-0.7570249919769999
ACH-000527,-0.742399417924
ACH-000528,-0.680056132931
ACH-000537,-0.612143225965
ACH-000541,-0.452620135523
ACH-000542,-0.61466298327
ACH-000544,-0.785219872623
ACH-000545,-0.836066862866
ACH-000547,-0.872622770569
ACH-000548,-0.608799410723
ACH-000549,-0.6210268344650001
ACH-000550,-0.891453341067
ACH-000552,-0.6999606924580001
ACH-000556,-0.670760766104
ACH-000557,-0.878902643946
ACH-000570,-1.08193141191
ACH-000571,-0.5985130073520001
ACH-000573,-0.7325123062710001
ACH-000576,-0.658895387992
ACH-000580,-0.791456447107
ACH-000584,-0.8837379990500001
ACH-000585,-0.8684409329739999
ACH-000588,-0.646855916433
ACH-000589,-0.760052066673
ACH-000591,-0.896496527852
ACH-000593,-0.627625759822
ACH-000600,-0.86105429631
ACH-000601,-0.7078556414589999
ACH-000604,-0.582761590267
ACH-000605,-0.8828854942899999
ACH-000606,-0.7163803601469999
ACH-000608,-1.0735665724299999
ACH-000614,-0.826564453399
ACH-000616,-0.837375609212
ACH-000618,-0.847889166556
ACH-000619,-0.657643354093
ACH-000620,-0.625527679046
ACH-000621,-0.81412106345
ACH-000622,-0.6721024415019999
ACH-000623,-0.73871093255
ACH-000624,-0.730960116682
ACH-000627,-0.6969539446840001
ACH-000630,-0.690279422207
ACH-000632,-0.925287945319
ACH-000633,-0.71175813374
ACH-000637,-0.616027153647
ACH-000638,-0.7260990695399999
ACH-000646,-0.7326760639830001
ACH-000647,-0.648050043777
ACH-000648,-0.7146825948890001
ACH-000649,-0.562143965508
ACH-000651,-0.610219253062
ACH-000652,-0.466675891684
ACH-000653,-0.8552135058370001
ACH-000657,-0.709707670208
ACH-000658,-0.797080998476
ACH-000661,-0.7148772889049999
ACH-000662,-0.863695046496
ACH-000663,-0.711961703776
ACH-000665,-0.557577358514
ACH-000671,-0.718005686575
ACH-000673,-0.8196233369239999
ACH-000676,-0.7141914991570001
ACH-000677,-0.6312809496289999
ACH-000681,-0.9145016403659999
ACH-000682,-0.8328796828210001
ACH-000683,-0.852755987875
ACH-000684,-0.956469324364
ACH-000688,-0.262549029365
ACH-000693,-0.670747578346
ACH-000694,-0.5311001092000001
ACH-000695,-0.589731547074
ACH-000696,-0.66723507736
ACH-000697,-0.34929298424000005
ACH-000699,-0.758505200636
ACH-000701,-0.79362523425
ACH-000706,-0.816094132087
ACH-000711,-0.640916005362
ACH-000713,-0.816765555815
ACH-000714,-0.6548179744870001
ACH-000718,-0.872008637686
ACH-000720,-0.743461930152
ACH-000721,-0.702441379716
ACH-000724,-0.8647906495890001
ACH-000725,-0.7652944649410001
ACH-000732,-0.8309651119499999
ACH-000734,-0.634913993331
ACH-000735,-0.741908521668
ACH-000736,-0.708012784733
ACH-000738,-0.633793290039
ACH-000746,-0.611788408712
ACH-000747,-0.841450667291
ACH-000748,-0.619440357502
ACH-000753,-0.758771396655
ACH-000756,-0.828212649429
ACH-000757,-0.634628928153
ACH-000758,-0.688882034965
ACH-000760,-0.5296447241
ACH-000763,-0.810948358911
ACH-000764,-0.22628921818000003
ACH-000765,-0.597738055491
ACH-000766,-0.883172213041
ACH-000767,-0.694346952044
ACH-000768,-0.8142233649160001
ACH-000769,-0.873322269186
ACH-000770,-0.8115915397069999
ACH-000771,-0.8479527186460001
ACH-000773,-0.7064059871799999
ACH-000776,-0.721950729222
ACH-000777,-0.89665120935
ACH-000778,-1.26762584706
ACH-000781,-1.00342527957
ACH-000782,-0.7506181912309999
ACH-000783,-0.9710060830239999
ACH-000784,-0.7038062674510001
ACH-000785,-0.952457301705
ACH-000787,-0.6441183104370001
ACH-000788,-0.7224679803740001
ACH-000791,-0.739869809491
ACH-000792,-0.731849258436
ACH-000794,-0.8652859435439999
ACH-000796,-0.841605068545
ACH-000799,-0.592171915408
ACH-000800,-1.0798608303200001
ACH-000802,-0.6842666481659999
ACH-000804,-0.740437451664
ACH-000805,-0.9419449188719999
ACH-000809,-0.680056467424
ACH-000810,-0.986040920053
ACH-000811,-0.559284629314
ACH-000817,-0.78961225017
ACH-000819,-0.705632215362
ACH-000820,-1.0098640666
ACH-000821,-0.715894236836
ACH-000822,-0.779082287744
ACH-000823,-0.6611123983280001
ACH-000824,-1.0102008552700001
ACH-000827,-0.666601855834
ACH-000829,-0.90123496376
ACH-000831,-0.7728228670370001
ACH-000832,-0.672918530942
ACH-000833,-0.6286257557399999
ACH-000834,-0.814640898597
ACH-000835,-0.653300439136
ACH-000836,-0.620499637368
ACH-000837,-0.7342707064920001
ACH-000838,-0.172360475599
ACH-000839,-0.824484444519
ACH-000840,-0.896558893167
ACH-000841,-0.7028378158319999
ACH-000843,-0.646338194203
ACH-000846,-0.93785811327
ACH-000847,-0.7315986268889999
ACH-000848,-0.6907614208480001
ACH-000849,-0.561726452116
ACH-000851,-0.5387478875280001
ACH-000855,-1.1556974336
ACH-000856,-0.6116328873610001
ACH-000858,-0.650758699265
ACH-000859,-0.722154797695
ACH-000861,-0.785117094905
ACH-000862,-0.870416769443
ACH-000865,-0.728506446208
ACH-000866,-0.792519262499
ACH-000867,-0.831305235284
ACH-000869,-0.576854361586
ACH-000872,-0.531033751815
ACH-000873,-0.635624376595
ACH-000876,-0.9026934343649999
ACH-000878,-0.710619175899
ACH-000880,-0.892057729989
ACH-000881,-0.928452871965
ACH-000882,-0.823605645105
ACH-000884,-0.6961372175020001
ACH-000885,-0.598066183714
ACH-000887,-0.698849227816
ACH-000888,-0.821960461005
ACH-000889,-0.821871430386
ACH-000890,-0.5396059292300001
ACH-000896,-0.933849359824
ACH-000898,-0.558651224388
ACH-000900,-1.0127642551
ACH-000901,-0.654936346667
ACH-000905,-0.7451564881730001
ACH-000906,-0.58224632615
ACH-000907,-0.602670131769
ACH-000910,-0.895492825679
ACH-000911,-0.886628228435
ACH-000912,-0.7066396328
ACH-000913,-0.698249101137
ACH-000915,-0.916350445009
ACH-000916,-0.636852011464
ACH-000917,-0.729944071674
ACH-000921,-0.6810995764740001
ACH-000924,-0.625266185712
ACH-000926,-0.825306127727
ACH-000928,-0.659105577871
ACH-000929,0.10850872702099999
ACH-000932,-0.795571682774
ACH-000935,-0.828925733485
ACH-000936,-0.654289291532
ACH-000937,-0.884464778703
ACH-000938,-0.7946365133679999
ACH-000939,-0.697559231394
ACH-000941,-0.7444073544159999
ACH-000943,-0.608397122389
ACH-000946,-0.7375468639489999
ACH-000947,-0.697046522702
ACH-000948,-0.807492955195
ACH-000950,-0.7122510786149999
ACH-000953,-0.776177227386
ACH-000957,-0.8817426313400001
ACH-000958,-0.829107171778
ACH-000960,-0.660493535598
ACH-000963,-1.05967716485
ACH-000968,-0.8451710647930001
ACH-000969,-0.920648801086
ACH-000973,-0.754410394386
ACH-000974,-0.718813476998
ACH-000975,-0.612276351069
ACH-000976,-0.710837913381
ACH-000978,-1.1781732410799999
ACH-000980,-0.700258418844
ACH-000984,-0.734874595917
ACH-000986,-0.639280006407
ACH-000988,-0.8415217077889999
ACH-000993,-0.807783712121
ACH-000994,-0.525445376407
ACH-000996,-0.762187649577
ACH-001001,-0.62872924178
ACH-001020,-0.794147967511
ACH-001028,-0.6952481028569999
ACH-001031,-0.6711692290100001
ACH-001038,-0.8304672661429999
ACH-001048,-0.692538917655
ACH-001050,-0.48322609701499997
ACH-001053,-0.589160568723
ACH-001054,-0.603780755872
ACH-001061,-0.631146473185
ACH-001067,-0.616446221342
ACH-001075,-0.488595516911
ACH-001096,-0.626111141321
ACH-001128,-0.741333911634
ACH-001134,-0.739820003111
ACH-001151,-0.7946335113940001
ACH-001163,-0.501875235171
ACH-001164,-0.810139944295
ACH-001173,-0.7171639336419999
ACH-001183,-0.71071220044
ACH-001184,-0.783136031322
ACH-001190,-0.649193768417
ACH-001192,-0.660276834587
ACH-001193,-1.06267654673
ACH-001196,-1.02120822496
ACH-001197,-0.611919746021
ACH-001205,-0.6719053295540001
ACH-001211,-0.861454410249
ACH-001212,-0.793540328496
ACH-001228,-0.8602628125599999
ACH-001232,-1.00449630252
ACH-001239,-0.742521314095
ACH-001274,-0.823911758018
ACH-001275,-0.7718944027429999
ACH-001277,-0.6934522554279999
ACH-001278,-0.693223915021
ACH-001280,-0.8075194385430001
ACH-001283,-0.8340574840170001
ACH-001289,-1.12075569578
ACH-001295,-0.697171186674
ACH-001300,-1.02653213771
ACH-001301,-0.757203988321
ACH-001302,-1.0549775452399999
ACH-001303,-0.6456869404810001
ACH-001306,-0.659007492833
ACH-001318,-0.796974015573
ACH-001322,-0.938249117746
ACH-001328,-0.7410079277699999
ACH-001332,-0.7983593830399999
ACH-001333,-0.634419535658
ACH-001336,-0.8331453530290001
ACH-001340,-0.7777987473019999
ACH-001346,-0.617196836509
ACH-001353,-0.710705292676
ACH-001354,-0.35471177104
ACH-001367,-0.8771988842499999
ACH-001368,-0.7158319102330001
ACH-001374,-0.4402752703600001
ACH-001375,-0.770536290413
ACH-001377,-0.791798032879
ACH-001380,-0.812081268535
ACH-001391,-0.64604521961
ACH-001407,-0.59031022853
ACH-001408,-0.769045874208
ACH-001413,-0.663313335605
ACH-001430,-0.393087319604
ACH-001431,-1.12029375807
ACH-001450,-0.8173360495700001
ACH-001496,-0.8883795903560001
ACH-001500,-0.421784596073
ACH-001521,-0.693840649238
ACH-001523,-0.775185681233
ACH-001532,-0.663444791369
ACH-001536,-0.670818870853
ACH-001550,-0.5526617335289999
ACH-001552,-0.634196285694
ACH-001554,-0.496240416684
ACH-001645,-0.747249277526
ACH-001654,-0.8941218709280001
ACH-001715,-0.816728091669
ACH-001735,-0.6677579897770001
ACH-001736,-0.29564372709000003
ACH-001737,-0.849288920588
ACH-001740,-0.7954238240170001
ACH-001745,-0.695752919563
ACH-001750,-0.59452154571
ACH-001765,-0.679894279902
ACH-001956,-0.677523892311
ACH-001957,-0.649465339625
