,POTEM (641455)
ACH-000004,-0.128008881066
ACH-000007,-0.0886911866487
ACH-000009,-0.33534281000599997
ACH-000011,-0.333567503586
ACH-000012,-0.267918230243
ACH-000013,-0.06340022221080001
ACH-000014,-0.121542768231
ACH-000015,-0.101351564631
ACH-000017,0.0651615990844
ACH-000018,0.0472961284961
ACH-000019,-0.067775850422
ACH-000021,-0.204352709254
ACH-000022,-0.00862548532294
ACH-000025,-0.162381419434
ACH-000028,-0.153750694869
ACH-000030,-0.26225703208
ACH-000035,-0.30043250354
ACH-000036,-0.113949718581
ACH-000037,-0.06306445850480001
ACH-000039,-0.261710833602
ACH-000040,-0.27773921365299997
ACH-000041,-0.165035802245
ACH-000042,0.114784797182
ACH-000045,-0.137176029616
ACH-000047,-0.253903269132
ACH-000052,-0.364217030133
ACH-000053,-0.05690318784869999
ACH-000054,0.041652908783699996
ACH-000055,-0.29387717203200003
ACH-000060,-0.320846775878
ACH-000067,-0.317054910378
ACH-000070,-0.06654077998430001
ACH-000075,-0.0790086914683
ACH-000078,-0.274633859594
ACH-000082,-0.0828427410844
ACH-000085,-0.21273917717000002
ACH-000086,-0.140554348591
ACH-000087,-0.015213083976600001
ACH-000092,-0.38615746740199997
ACH-000095,-0.190196233936
ACH-000097,-0.17766796033799998
ACH-000098,-0.311174162815
ACH-000099,-0.0547918376157
ACH-000108,-0.0358579154362
ACH-000113,-0.270269348935
ACH-000115,-0.420126444864
ACH-000116,0.0083153213711
ACH-000118,-0.157548356565
ACH-000120,-0.25001448913400004
ACH-000123,-0.10271777602299999
ACH-000127,-0.127991712314
ACH-000128,-0.511095185065
ACH-000132,-0.09309499452230001
ACH-000133,-0.0342606568664
ACH-000137,-0.208682954281
ACH-000138,-0.050455185489800006
ACH-000142,-0.296225393383
ACH-000143,-0.054981750607
ACH-000146,-0.0326262865163
ACH-000148,-0.122962565292
ACH-000150,-0.146708397513
ACH-000152,-0.518172714524
ACH-000153,-0.770254227898
ACH-000159,-0.356502378772
ACH-000160,-0.39695289844099996
ACH-000163,-0.21892394661200001
ACH-000167,0.0857856004821
ACH-000168,-0.437612657398
ACH-000169,-0.318502568263
ACH-000178,-0.164593631499
ACH-000182,-0.078755728388
ACH-000183,-0.0916555465432
ACH-000188,-0.393276257043
ACH-000189,-0.366256307822
ACH-000190,-0.25469514050500003
ACH-000198,-0.16720764982
ACH-000204,-0.334106045711
ACH-000206,-0.08689422613769998
ACH-000207,-0.0817386981127
ACH-000211,-0.09476017962439999
ACH-000215,-0.135767071009
ACH-000221,-0.157941693416
ACH-000222,-0.11341084170299999
ACH-000223,-0.429434498592
ACH-000226,-0.297444154045
ACH-000227,-0.264272023873
ACH-000228,-0.178689756231
ACH-000231,-0.0635659940061
ACH-000232,-0.35508675211900004
ACH-000233,-0.188226744662
ACH-000234,-0.634565745855
ACH-000235,-0.08411722470960001
ACH-000237,0.11977571577400001
ACH-000238,0.0544336067514
ACH-000243,-0.0898437538022
ACH-000244,-0.291941838163
ACH-000246,-0.107368791503
ACH-000248,-0.217263180689
ACH-000250,-0.36544786418499997
ACH-000251,0.136315466693
ACH-000253,-0.16439639078600002
ACH-000255,-0.294625929267
ACH-000256,-0.12584271023399998
ACH-000257,-0.140088365167
ACH-000258,0.073251670483
ACH-000259,-0.106155198173
ACH-000260,-0.148552551028
ACH-000261,-0.27558363804
ACH-000262,-0.28496367025499997
ACH-000263,-0.15520304984000002
ACH-000264,-0.458781138927
ACH-000265,-0.125344354813
ACH-000266,-0.19195263725
ACH-000272,-0.16050352415
ACH-000273,-0.111290198676
ACH-000274,-0.025552316875900004
ACH-000277,-0.0772662520235
ACH-000278,-0.0464648665876
ACH-000279,-0.20494730523
ACH-000280,-0.360850074145
ACH-000281,-0.23960147340100002
ACH-000288,-0.12758423201
ACH-000291,-0.19520845274700002
ACH-000293,-0.010350371595700002
ACH-000294,-0.165770502949
ACH-000295,0.09773559333489999
ACH-000296,-0.157893858724
ACH-000302,-0.309423447433
ACH-000304,-0.319725331156
ACH-000307,-0.20172340831799998
ACH-000308,-0.0216289823867
ACH-000310,-0.0128836966203
ACH-000311,-0.0745113252699
ACH-000312,-0.101781403519
ACH-000315,-0.233551474797
ACH-000316,-0.197619462532
ACH-000317,-0.544425915598
ACH-000318,-0.07916640916789999
ACH-000319,-0.107065897745
ACH-000320,-0.27988291874000004
ACH-000322,-0.17762719577999997
ACH-000323,-0.39001473430399997
ACH-000324,-0.255771292271
ACH-000329,-0.14551731194599998
ACH-000330,-0.216906914172
ACH-000331,-0.029366578448099995
ACH-000332,-0.161985863313
ACH-000334,-0.12236895757999999
ACH-000335,0.0579344600634
ACH-000336,-0.38338387575000005
ACH-000337,-0.248977354974
ACH-000339,-0.0534663983935
ACH-000341,-0.0201765363884
ACH-000348,-0.269094300145
ACH-000350,-0.266532983555
ACH-000352,-0.105343567206
ACH-000356,-0.323226711012
ACH-000361,-0.0535637112103
ACH-000362,-0.11171328753399999
ACH-000363,-0.062450776593500006
ACH-000364,-0.143521397793
ACH-000365,-0.217423307729
ACH-000366,-0.142495686041
ACH-000368,0.09600131283050001
ACH-000374,-0.09618946039110002
ACH-000375,-0.024812629287999998
ACH-000376,-0.21504412544799997
ACH-000381,-0.161182377619
ACH-000383,-0.163488349921
ACH-000387,-0.0310593857107
ACH-000389,-0.177771087423
ACH-000390,-0.0589380307319
ACH-000393,-0.291396001463
ACH-000395,-0.20492051966699998
ACH-000397,-0.164064488849
ACH-000401,0.169754118761
ACH-000402,-0.164810775867
ACH-000403,-0.223935219534
ACH-000404,0.0242837183324
ACH-000406,0.0330121952687
ACH-000407,-0.17318426533700002
ACH-000408,0.0240609377409
ACH-000410,-0.0705436538395
ACH-000411,-0.167446348754
ACH-000414,0.0747498051985
ACH-000415,-0.202485065946
ACH-000416,-0.015513670769799998
ACH-000420,-0.310949149439
ACH-000421,-0.13290220121500002
ACH-000424,-0.047813520000200005
ACH-000425,-0.030534006102900003
ACH-000426,0.18488096493099998
ACH-000427,-0.593049934906
ACH-000433,-0.500441392427
ACH-000436,-0.28290524376299997
ACH-000444,-0.226926526072
ACH-000445,-0.244296417795
ACH-000448,0.0123770838975
ACH-000450,0.247940824773
ACH-000452,0.047774567765600004
ACH-000454,-0.20686593297000003
ACH-000458,-0.139711142507
ACH-000459,0.228777859428
ACH-000460,-0.30584215840100004
ACH-000461,-0.20947824306899998
ACH-000463,-0.0342865266468
ACH-000464,-0.25831272702
ACH-000466,0.00846750934508
ACH-000467,-0.09148952757680001
ACH-000468,-0.218193299276
ACH-000469,-0.21571123014000002
ACH-000470,0.00626169104856
ACH-000471,-0.0924397342839
ACH-000472,-0.31404222190299996
ACH-000473,-0.173375015535
ACH-000475,-0.276117655842
ACH-000476,-0.21476438571999998
ACH-000477,0.0476349956443
ACH-000480,-0.42929472665
ACH-000481,-0.12093797624000002
ACH-000483,-0.138417869457
ACH-000484,0.00212712009543
ACH-000485,-0.319682321934
ACH-000486,-0.163110083638
ACH-000487,-0.108997671675
ACH-000488,-0.08600427959519999
ACH-000490,-0.07076379057439999
ACH-000491,0.09572587060429999
ACH-000495,-0.358608429349
ACH-000496,-0.0595964856585
ACH-000499,-0.242458537626
ACH-000500,-0.5623137580309999
ACH-000502,-0.031745208812
ACH-000503,-0.149019679024
ACH-000505,-0.11758168240999999
ACH-000507,0.0133474134241
ACH-000510,-0.05748177124269999
ACH-000511,-0.298805849254
ACH-000512,-0.5220358110719999
ACH-000516,-0.286153381138
ACH-000517,-0.19671357645100002
ACH-000518,0.00456920146503
ACH-000520,-0.231140555624
ACH-000521,0.00760434184348
ACH-000522,-0.253803374883
ACH-000524,-0.141173710539
ACH-000527,-0.10276755080700001
ACH-000528,-0.0813671427114
ACH-000537,0.06440589353989999
ACH-000541,-0.0669379562881
ACH-000542,-0.141767082263
ACH-000544,-0.047678651333099994
ACH-000545,-0.30632598420699997
ACH-000547,-0.18979055549899998
ACH-000548,-0.308600421822
ACH-000549,-0.125641355517
ACH-000550,0.00870638163486
ACH-000552,-0.152121304067
ACH-000556,0.0356602817457
ACH-000557,-0.268467425022
ACH-000570,-0.210399232436
ACH-000571,-0.12119592181500001
ACH-000573,-0.104621573583
ACH-000576,-0.177609773625
ACH-000580,-0.178109560708
ACH-000584,-0.162889945288
ACH-000585,0.0364977955956
ACH-000588,-0.111583935479
ACH-000589,-0.061498618065599996
ACH-000591,-0.170579606287
ACH-000593,-0.0333682822754
ACH-000600,-0.310231659522
ACH-000601,-0.0575750949079
ACH-000604,-0.100425407095
ACH-000605,-0.5804557694100001
ACH-000606,-0.0629756352783
ACH-000608,-0.116599990843
ACH-000614,-0.15746358595899998
ACH-000616,-0.176997095947
ACH-000618,-0.302924145846
