,DAPK2 (23604)
ACH-000004,-0.213356251909
ACH-000007,-0.19761353834000003
ACH-000009,-0.317797711164
ACH-000011,-0.222774141016
ACH-000012,-0.183073615649
ACH-000013,-0.147945079719
ACH-000014,-0.0983109904067
ACH-000015,-0.0186043722245
ACH-000017,-0.242638351316
ACH-000018,-0.21892131391199998
ACH-000019,-0.150498203311
ACH-000021,0.0398103781099
ACH-000022,-0.286100245117
ACH-000025,-0.188218227601
ACH-000028,-0.246167218072
ACH-000030,-0.193060908016
ACH-000035,-0.09768305461539999
ACH-000036,-0.122450511064
ACH-000037,-0.108613999565
ACH-000039,-0.134211638137
ACH-000040,0.0301957848837
ACH-000041,-0.238019042267
ACH-000042,-0.157381619866
ACH-000045,-0.0790047566147
ACH-000047,-0.11544704012700001
ACH-000052,-0.224468710387
ACH-000053,-0.159680428943
ACH-000054,-0.11976731954700001
ACH-000055,0.016448544521999998
ACH-000060,-0.00426189079265
ACH-000067,-0.180080099995
ACH-000070,-0.16965847543499998
ACH-000075,-0.103898183073
ACH-000078,-0.135853166458
ACH-000082,-0.151600465779
ACH-000085,0.0868596750561
ACH-000086,-0.11103726557499999
ACH-000087,-0.225708700683
ACH-000092,-0.0512200638376
ACH-000095,-0.18841029506499998
ACH-000097,-0.20624733164099998
ACH-000098,-0.0938093401535
ACH-000099,-0.22082669886300002
ACH-000108,-0.013817258913200002
ACH-000113,-0.027521769169099996
ACH-000115,-0.253923293434
ACH-000116,-0.188646022848
ACH-000118,-0.0873836159709
ACH-000120,-0.292052599355
ACH-000123,-0.258372806197
ACH-000127,-0.11645600943600001
ACH-000128,-0.0470076934857
ACH-000132,-0.208270455186
ACH-000133,-0.0228668506011
ACH-000137,-0.231342616181
ACH-000138,-0.000242670206262
ACH-000142,-0.26232189553
ACH-000143,0.0270316851937
ACH-000146,-0.14516139204700002
ACH-000148,-0.23520381944600002
ACH-000150,-0.08351296497060001
ACH-000152,-0.057375922350900006
ACH-000153,-0.209182352899
ACH-000159,-0.11136283823200001
ACH-000160,-0.141945603104
ACH-000163,-0.210934417082
ACH-000167,0.641927731989
ACH-000168,-0.36197937213
ACH-000169,-0.08527268902
ACH-000178,-0.114092353435
ACH-000182,-0.22018983906999998
ACH-000183,0.0620196503674
ACH-000188,-0.1641878186
ACH-000189,-0.0619573700882
ACH-000190,-0.0552134364463
ACH-000198,-0.237197460413
ACH-000204,-0.25514325737300003
ACH-000206,0.0164539901303
ACH-000207,-0.100479429936
ACH-000211,-0.061817780246500004
ACH-000215,-0.146053148353
ACH-000221,-0.09141148313549999
ACH-000222,-0.249882751867
ACH-000223,-0.131193506101
ACH-000226,-0.338979206774
ACH-000227,-0.377059421024
ACH-000228,-0.211506860809
ACH-000231,-0.183634442556
ACH-000232,-0.131635424962
ACH-000233,-0.141539621033
ACH-000234,-0.15753419287
ACH-000235,-0.10072715469799999
ACH-000237,-0.0676237838456
ACH-000238,-0.149400726697
ACH-000243,-0.13162959382300002
ACH-000244,-0.213427916328
ACH-000246,-0.0678063087969
ACH-000248,-0.224902192293
ACH-000250,-0.17783362127099997
ACH-000251,-0.0032603479009299997
ACH-000253,-0.170301217337
ACH-000255,-0.355676164186
ACH-000256,-0.17428499339899997
ACH-000257,-0.130850237943
ACH-000258,-0.364506677162
