,NKAIN2 (154215)
ACH-000004,0.0734536873942
ACH-000007,-0.187846467465
ACH-000009,0.138640087643
ACH-000011,0.21004066119399997
ACH-000012,0.0704069779074
ACH-000013,0.19555604756900002
ACH-000014,0.139360038435
ACH-000015,0.229844318697
ACH-000017,0.235284708351
ACH-000018,0.1782198511
ACH-000019,-0.0495275563779
ACH-000021,-0.134676502723
ACH-000022,0.19543067462299998
ACH-000025,0.10384384813999999
ACH-000028,0.018289618529
ACH-000030,0.0478475035589
ACH-000035,0.265065789072
ACH-000036,0.314933381761
ACH-000037,0.188152695467
ACH-000039,-0.08537176743750001
ACH-000040,0.05703040196959999
ACH-000041,0.251587344753
ACH-000042,0.019746424130200002
ACH-000045,0.137633578211
ACH-000047,-0.0032758405320799998
ACH-000052,-0.0444355286938
ACH-000053,0.0705756137626
ACH-000054,0.18845117030900002
ACH-000055,0.324617175458
ACH-000060,0.056415522203900004
ACH-000067,0.196446154361
ACH-000070,0.246805996078
ACH-000075,-0.0465079010824
ACH-000078,0.126353018279
ACH-000082,0.167954256542
ACH-000085,0.31827766968800003
ACH-000086,0.150722112635
ACH-000087,0.139377185214
ACH-000092,0.0905947447446
ACH-000095,0.05825986185319999
ACH-000097,0.03617287799340001
ACH-000098,0.106196257635
ACH-000099,0.0196157052138
ACH-000108,0.145784574433
ACH-000113,0.096739869531
ACH-000115,0.359210229999
ACH-000116,-0.012684027651299999
ACH-000118,0.13041436617000002
ACH-000120,0.22607771068500002
ACH-000123,0.138410285607
ACH-000127,0.111209864613
ACH-000128,-0.0155985953611
ACH-000132,-0.0118843842188
ACH-000133,0.16611041368499999
ACH-000137,0.385225705042
ACH-000138,-0.0439278244765
ACH-000142,0.320961411325
ACH-000143,0.0751505778172
ACH-000146,0.172994683952
ACH-000148,0.152295249756
ACH-000150,0.07240579494300001
ACH-000152,0.29526481225400003
ACH-000153,0.110406598489
ACH-000159,0.169474761078
ACH-000160,-0.08563324804530001
ACH-000163,0.28680979643000004
ACH-000167,0.120575456862
ACH-000168,0.0345560285321
ACH-000169,0.282594501247
ACH-000178,-0.0334881206385
ACH-000182,0.221925591855
ACH-000183,0.305213718875
ACH-000188,0.293914181295
ACH-000189,0.14482653302999998
ACH-000190,0.0264015562744
ACH-000198,0.0375179774693
ACH-000204,0.19064269708099998
ACH-000206,0.35540965312600004
ACH-000207,0.38452649944899997
ACH-000211,0.09448759501000001
ACH-000215,0.15806416693800002
ACH-000221,0.0653492869302
ACH-000222,0.0819372813187
ACH-000223,0.0228811345347
ACH-000226,0.0547583729671
ACH-000227,0.125291015043
ACH-000228,-0.0014381529804600001
ACH-000231,0.0416007137664
ACH-000232,0.165452114909
ACH-000233,0.219921006785
ACH-000234,-0.035854204393300004
ACH-000235,0.10773950892300001
ACH-000237,0.21343674114
ACH-000238,0.17472095360800002
ACH-000243,0.0571795759853
ACH-000244,0.111641053617
ACH-000246,0.0957751902861
ACH-000248,-0.0247098267068
ACH-000250,0.20472772583299997
ACH-000251,0.027828057370500002
ACH-000253,0.136794222428
ACH-000255,0.0650323947632
ACH-000256,0.0673618087333
ACH-000257,0.0864793689856
ACH-000258,0.12370253564400001
ACH-000259,0.15777338269000002
ACH-000260,0.153419598762
ACH-000261,0.012550856612
ACH-000262,0.195313830734
ACH-000263,0.156201995905
ACH-000264,0.08410693214510001
ACH-000265,0.0552870282325
ACH-000266,0.0688267767412
ACH-000272,0.1113520242
ACH-000273,0.0991123141663
ACH-000274,0.132451583729
ACH-000277,0.208974147284
ACH-000278,0.0879000745004
ACH-000279,-0.009139163839450001
ACH-000280,0.22746739469900001
ACH-000281,0.057188570324900004
ACH-000288,0.201933857172
ACH-000291,0.036421708562800005
ACH-000293,0.15410497375
ACH-000294,0.07466360126060001
ACH-000295,-0.311139685005
ACH-000296,-0.00532332052318
ACH-000302,0.22417560313499998
ACH-000304,0.38203625870200003
ACH-000307,0.112648292544
ACH-000308,0.14375389940400002
ACH-000310,-0.0441394528027
ACH-000311,0.149703230181
ACH-000312,0.260151544954
ACH-000315,-0.047698805952000004
ACH-000316,0.103688197609
ACH-000317,0.0182981975589
ACH-000318,0.138741852195
ACH-000319,0.0883991711833
ACH-000320,-0.0970324191642
ACH-000322,0.21350410090100003
ACH-000323,0.21902620148600002
ACH-000324,0.0571488276093
ACH-000329,0.0557932344205
ACH-000330,-0.104656290377
ACH-000331,0.11304378167300001
ACH-000332,0.13434586539499999
ACH-000334,0.148595136757
ACH-000335,-0.353943830993
ACH-000336,0.195578609554
ACH-000337,0.0105071811534
ACH-000339,0.0781799819614
ACH-000341,0.43462472829099996
ACH-000348,0.111937338293
ACH-000350,0.10098152727700001
ACH-000352,0.269598032827
ACH-000356,0.34209137599699996
ACH-000361,0.023940196401999996
ACH-000362,0.018723945423299998
ACH-000363,0.19262658485999998
ACH-000364,0.28297871323
ACH-000365,0.0584370666072
ACH-000366,0.196376718104
ACH-000368,0.105560721077
ACH-000374,0.24637001605999997
ACH-000375,0.151976366901
ACH-000376,0.166845922302
ACH-000381,0.07313300407939999
ACH-000383,0.10554795703299999
ACH-000387,0.130913268792
ACH-000389,0.167517174577
ACH-000390,0.09776306340669999
ACH-000393,0.06302996012590001
ACH-000395,0.16038029586799998
ACH-000397,0.15609427348
ACH-000401,0.22581714896400001
ACH-000402,0.161936740658
ACH-000403,0.09729420034530001
ACH-000404,0.318246130698
ACH-000406,0.16247755286499999
ACH-000407,0.19907864223400001
ACH-000408,0.125896831224
ACH-000410,0.019998935398900002
ACH-000411,0.141989761239
ACH-000414,0.136579068403
ACH-000415,0.23109151200300002
ACH-000416,0.09596488706560001
ACH-000420,0.153429926932
ACH-000421,0.0178780816415
ACH-000424,-0.0150221336221
ACH-000425,0.15526623772099998
ACH-000426,0.42818589008599994
ACH-000427,0.211584698805
ACH-000433,0.09790667143819999
ACH-000436,0.169611980946
ACH-000444,-0.0035837461631300005
ACH-000445,0.0523799137155
ACH-000448,0.16607522222999999
ACH-000450,0.386804439661
ACH-000452,0.08111788490060001
ACH-000454,0.213299582199
ACH-000458,0.09996689393449999
ACH-000459,0.329364556708
ACH-000460,0.0770156322861
ACH-000461,0.05883324657359999
ACH-000463,0.100715971766
ACH-000464,0.313679657828
ACH-000466,0.293627447762
ACH-000467,0.0487727801226
ACH-000468,-0.0655046852641
ACH-000469,0.06260143203560001
ACH-000470,0.15872250451099998
ACH-000471,0.128437321902
ACH-000472,0.18395992749899998
ACH-000473,0.217184189245
ACH-000475,0.18360319403499997
ACH-000476,0.25199406811999997
ACH-000477,0.107047794684
ACH-000480,0.11961740763499999
ACH-000481,0.18210210518599998
ACH-000483,0.0535725675519
ACH-000484,0.0756845935192
ACH-000485,0.198659903064
ACH-000486,0.0484866442174
ACH-000487,0.297960748597
ACH-000488,0.162411855217
ACH-000490,0.203651712368
ACH-000491,0.0443711408645
ACH-000495,0.455562597732
ACH-000496,0.015521604591299998
ACH-000499,0.160775236658
ACH-000500,0.115568542333
ACH-000502,0.19034120217199998
ACH-000503,0.222905376618
ACH-000505,0.20621656747499997
ACH-000507,0.125929806399
ACH-000510,0.257128742114
ACH-000511,0.20527164924400002
ACH-000512,0.196944782475
