,PSMD1 (5707)
ACH-000004,-1.52781597764
ACH-000007,-0.9947171765200001
ACH-000009,-1.31833026889
ACH-000011,-1.25497692305
ACH-000012,-1.27775940167
ACH-000013,-1.2051705733700002
ACH-000014,-1.37603870206
ACH-000015,-0.887439982555
ACH-000017,-1.1947500820299999
ACH-000018,-0.971315712908
ACH-000019,-1.4266082120200003
ACH-000021,-1.11060314388
ACH-000022,-1.0210363249799999
ACH-000025,-1.36399542211
ACH-000028,-1.23457077198
ACH-000030,-1.02104093949
ACH-000035,-0.843045154225
ACH-000036,-0.704401974268
ACH-000037,-0.741853432886
ACH-000039,-1.29270647464
ACH-000040,-1.44965902616
ACH-000041,-0.8650072939740001
ACH-000042,-1.1484312044399998
ACH-000045,-1.07777816945
ACH-000047,-1.2250516492399999
ACH-000052,-1.17460076604
ACH-000053,-1.24145613117
ACH-000054,-1.39637022279
ACH-000055,-1.1756385712000001
ACH-000060,-1.15905942549
ACH-000067,-0.982343151299
ACH-000070,-1.40959694033
ACH-000075,-1.12860538542
ACH-000078,-1.14892722537
ACH-000082,-1.58392953752
ACH-000085,-1.34582846942
ACH-000086,-0.997698022946
ACH-000087,-1.3536165320200002
ACH-000092,-1.0633939242100001
ACH-000095,-1.5182267063600001
ACH-000097,-1.21447313901
ACH-000098,-1.01427775322
ACH-000099,-1.0911488281200001
ACH-000108,-1.1061285425
ACH-000113,-1.20739209729
ACH-000115,-1.0971452959299999
ACH-000116,-1.07023958754
ACH-000118,-1.11776006473
ACH-000120,-0.994459584914
ACH-000123,-1.03345119006
ACH-000127,-1.2205089429
ACH-000128,-1.28742290895
ACH-000132,-0.9405361582799999
ACH-000133,-1.5961984729499998
ACH-000137,-1.44796611345
ACH-000138,-1.0345524933299999
ACH-000142,-1.2103157725799998
ACH-000143,-1.2979966162899998
ACH-000146,-1.2136529978
ACH-000148,-1.0802508528599999
ACH-000150,-0.881983027424
ACH-000152,-1.10875582383
ACH-000153,-0.7176597998109999
ACH-000159,-1.2792854899
ACH-000160,-1.0883224867
ACH-000163,-1.47848817141
ACH-000167,-1.0446514545399999
ACH-000168,-1.1158313905600001
ACH-000169,-0.968333886021
ACH-000178,-1.1333217550499999
ACH-000182,-1.14701636184
ACH-000183,-1.03801100805
ACH-000188,-1.0982656700799998
ACH-000189,-0.736688909906
ACH-000190,-0.9477614767679999
ACH-000198,-1.26234739669
ACH-000204,-1.5453408058899998
ACH-000206,-1.0749919763200002
ACH-000207,-1.7064480603
ACH-000211,-1.30212434541
ACH-000215,-1.02182457885
ACH-000221,-1.07725236401
ACH-000222,-0.9554050619560001
ACH-000223,-1.29228828062
ACH-000226,-1.42004748637
ACH-000227,-1.3755355389200001
ACH-000228,-0.9075204832179999
ACH-000231,-1.3100258376
ACH-000232,-0.994697620979
ACH-000233,-1.47396894606
ACH-000234,-1.48338682699
ACH-000235,-1.11423370092
ACH-000237,-1.11418248324
ACH-000238,-1.02634587215
ACH-000243,-1.0556092029100002
ACH-000244,-1.02094243192
ACH-000246,-1.3256185387100001
ACH-000248,-1.11281217896
ACH-000250,-1.1932106071200002
ACH-000251,-1.17202918125
ACH-000253,-1.2484620387
ACH-000255,-0.927409894646
ACH-000256,-1.2847611863
ACH-000257,-1.10832210213
ACH-000258,-1.23158306136
ACH-000259,-1.17178242193
ACH-000260,-1.2369767017
ACH-000261,-1.21256943013
ACH-000262,-0.937068844233
ACH-000263,-1.15577847026
ACH-000264,-1.18803609471
ACH-000265,-0.9741616829799999
ACH-000266,-1.17422720991
ACH-000272,-1.03396526971
ACH-000273,-1.23862106248
ACH-000274,-1.4466555153
ACH-000277,-1.4762029690600003
ACH-000278,-1.19424353242
ACH-000279,-1.15440285185
ACH-000280,-1.05684243099
ACH-000281,-0.886768592448
ACH-000288,-0.9972974127299998
ACH-000291,-1.29873921378
ACH-000293,-1.02047463189
ACH-000294,-1.47190349633
ACH-000295,-1.1690606341
ACH-000296,-1.069350162
ACH-000302,-1.36906766845
ACH-000304,-1.32219651624
ACH-000307,-1.13218996014
ACH-000308,-1.12821822778
ACH-000310,-1.5510796748
ACH-000311,-0.958639572782
ACH-000312,-1.22733095933
ACH-000315,-0.864378786131
ACH-000316,-1.02321787395
ACH-000317,-1.1458860129100001
ACH-000318,-1.11614155188
ACH-000319,-1.22687768685
ACH-000320,-0.7435988537039999
ACH-000322,-1.4500428162999999
ACH-000323,-1.2457126864499999
ACH-000324,-1.19669900486
ACH-000329,-1.01903693069
