,UBA52 (7311)
ACH-000004,-0.453535186659
ACH-000007,-0.812461849207
ACH-000009,-0.7577938635539999
ACH-000011,-0.604700169322
ACH-000012,-0.896577127678
ACH-000013,-0.516222762529
ACH-000014,-0.331165106376
ACH-000015,-0.825704358652
ACH-000017,-0.247100343695
ACH-000018,-0.954293000187
ACH-000019,-0.8037657593690001
ACH-000021,-0.782356112852
ACH-000022,-0.531289148102
ACH-000025,-0.462545474462
ACH-000028,-0.488677337835
ACH-000030,-0.802906892401
ACH-000035,-0.457909683316
ACH-000036,-0.608373760814
ACH-000037,-0.468792017164
ACH-000039,-0.686147705493
ACH-000040,-0.618289739925
ACH-000041,-0.526278097708
ACH-000042,-0.509426076891
ACH-000045,-0.34282598147699994
ACH-000047,-0.5960277906600001
ACH-000052,-0.37340180885799995
ACH-000053,-0.694675132122
ACH-000054,-0.848136943675
ACH-000055,-0.37632053826300005
ACH-000060,-0.704266829673
ACH-000067,-0.567536910695
ACH-000070,-0.655879730335
ACH-000075,-0.5248717468190001
ACH-000078,-0.893161245078
ACH-000082,-0.400227975453
ACH-000085,-0.577970128808
ACH-000086,-0.6827756207100001
ACH-000087,-0.510550920231
ACH-000092,-0.525063306033
ACH-000095,-0.634684980469
ACH-000097,-0.849226846059
ACH-000098,-0.77256382594
ACH-000099,-0.768983508286
ACH-000108,-0.890888534008
ACH-000113,-0.6819802568790001
ACH-000115,-0.387807281078
ACH-000116,-0.398752474471
ACH-000118,-0.553671287215
ACH-000120,-0.531587644953
ACH-000123,-0.9054060139
ACH-000127,-0.584432850416
ACH-000128,-0.711985286566
ACH-000132,-0.227941611136
ACH-000133,-0.332335603696
ACH-000137,-0.527987126354
ACH-000138,-0.708080695136
ACH-000142,-0.9408981687710001
ACH-000143,-0.624031620059
ACH-000146,-0.5555194292419999
ACH-000148,-0.45687850788999995
ACH-000150,-0.8344990591220001
ACH-000152,-0.42787767430699997
ACH-000153,-0.347751634308
ACH-000159,-0.8993112812209999
ACH-000160,-0.629765507219
ACH-000163,-0.723549877193
ACH-000167,4.454355834119999
ACH-000168,-0.288778500388
ACH-000169,-0.477432900043
ACH-000178,-0.660565790183
ACH-000182,-0.782055142703
ACH-000183,-0.177367487981
ACH-000188,-0.7001547624719999
ACH-000189,-0.38818683816
ACH-000190,-0.673192773519
ACH-000198,-0.42104830469899995
ACH-000204,-0.632786479696
ACH-000206,-0.799587821762
ACH-000207,-0.5170001905780001
ACH-000211,-0.532318853411
ACH-000215,-0.498503364715
ACH-000221,-0.564544733962
ACH-000222,-0.762153274025
ACH-000223,-0.435745915263
ACH-000226,-0.5456174448219999
ACH-000227,-0.8718331662919999
ACH-000228,-0.624989342766
ACH-000231,-0.28009934157
ACH-000232,-0.621263498593
ACH-000233,-0.507665514649
ACH-000234,-0.771956089057
ACH-000235,-0.658528997592
ACH-000237,-0.673878619534
ACH-000238,-0.580830696876
ACH-000243,-0.581564708585
ACH-000244,-0.34196211249700004
ACH-000246,-0.679693592929
ACH-000248,-0.544963910427
ACH-000250,-0.9815754061409999
ACH-000251,-0.234295018055
ACH-000253,-0.572763452693
ACH-000255,-0.5988806205899999
ACH-000256,-0.676859744972
ACH-000257,-0.52534875505
ACH-000258,-0.7306743145379999
ACH-000259,-0.584743824875
ACH-000260,-0.7272525579989999
ACH-000261,-0.626728939287
ACH-000262,-0.624576629599
ACH-000263,-0.662461499635
ACH-000264,-0.500604082884
ACH-000265,-0.77458675022
ACH-000266,-0.5925760727080001
ACH-000272,-0.587590381245
ACH-000273,-0.490188716269
ACH-000274,-0.637081198622
ACH-000277,-0.444553919046
ACH-000278,-0.24237393508000002
ACH-000279,-0.37798472574299996
ACH-000280,-1.0000325593700001
ACH-000281,-0.804129524968
ACH-000288,-0.5253535306780001
ACH-000291,-0.818510783963
ACH-000293,-0.7944080909460001
ACH-000294,-0.43940439213200005
ACH-000295,-0.404155061319
ACH-000296,-0.537136215741
ACH-000302,-0.7516140545319999
ACH-000304,-0.7245018289820001
ACH-000307,-0.732716914354
ACH-000308,-0.437990864439
ACH-000310,-1.00751700897
ACH-000311,-0.963156107619
ACH-000312,-0.554418291871
ACH-000315,-0.611587107908
ACH-000316,-0.450522986144
ACH-000317,-0.367964032958
ACH-000318,-0.372291774284
ACH-000319,-0.616836625756
ACH-000320,-0.86106766911
ACH-000322,-0.6353477647029999
ACH-000323,-0.5132779303499999
ACH-000324,-0.669011291873
ACH-000329,-0.453534760797
ACH-000330,-0.7944349441580001
ACH-000331,-0.634317817812
ACH-000332,-0.661985109007
ACH-000334,-0.36545634936800003
ACH-000335,-0.767315115969
ACH-000336,-0.709114174271
ACH-000337,-0.834338635289
ACH-000339,-0.6689597060570001
ACH-000341,-0.768788292075
ACH-000348,-0.673326802071
ACH-000350,-0.67096715414
ACH-000352,-0.35025356752400005
ACH-000356,-0.877597426382
ACH-000361,-0.319224828222
ACH-000362,-0.45658991034400004
ACH-000363,-0.5069365808380001
ACH-000364,-0.795288003839
ACH-000365,-0.465202314034
ACH-000366,-0.5291224456600001
ACH-000368,-0.271873403301
ACH-000374,-0.200005552323
ACH-000375,-0.783352152091
ACH-000376,-0.706371974944
ACH-000381,-0.505806141756
ACH-000383,-0.952750314468
ACH-000387,-0.38058388162699996
ACH-000389,-0.6434441246029999
ACH-000390,-0.822958788671
ACH-000393,-0.741047405836
ACH-000395,-0.826569911542
ACH-000397,-0.7162527500660001
ACH-000401,-0.6622495689119999
ACH-000402,-1.052251377
ACH-000403,-0.722670261591
ACH-000404,-0.43889216812700005
ACH-000406,-0.363322425867
ACH-000407,-0.505349214691
ACH-000408,-0.669447067435
ACH-000410,-0.525618707669
ACH-000411,-0.6123414225770001
ACH-000414,-0.924061369823
ACH-000415,-0.460603869498
ACH-000416,-0.5158088836429999
ACH-000420,-0.604416830415
ACH-000421,-0.591383619932
ACH-000424,-0.63978517457
ACH-000425,-0.6123534461569999
ACH-000426,-0.548955653226
ACH-000427,-0.840355317973
ACH-000433,-0.894289339135
ACH-000436,-0.5529997636890001
ACH-000444,-0.546030800587
ACH-000445,-0.738424493403
ACH-000448,-0.655889410148
ACH-000450,-0.61117901305
ACH-000452,-0.5399266280899999
ACH-000454,-0.39869325696400004
ACH-000458,-0.777979419084
ACH-000459,-0.35577314484
ACH-000460,-0.731597493173
ACH-000461,-0.816026585529
ACH-000463,-1.00734598585
ACH-000464,-0.5405394241
ACH-000466,-0.295158640145
ACH-000467,-0.691836232436
ACH-000468,-0.695757626855
ACH-000469,-0.526333837959
ACH-000470,-0.6973427430149999
ACH-000471,-0.515985020644
ACH-000472,-0.8314091538699999
ACH-000473,-0.44153769000200005
ACH-000475,-0.704564509633
ACH-000476,-0.613527086395
ACH-000477,-0.289145845962
ACH-000480,-0.5918474761370001
ACH-000481,-0.6614931803999999
ACH-000483,-0.43339267431699996
ACH-000484,-0.926721876982
ACH-000485,-1.02294124844
ACH-000486,-0.624759954614
ACH-000487,-0.222720490878
ACH-000488,-0.620980982588
ACH-000490,-0.5976926661199999
ACH-000491,-0.875174461827
ACH-000495,-0.591802156681
ACH-000496,-0.726349508908
ACH-000499,-0.6879156688120001
ACH-000500,-0.522220708999
ACH-000502,-0.47861158056100006
ACH-000503,-0.35769435828
ACH-000505,-0.7112890594760001
ACH-000507,-0.500366762135
ACH-000510,-0.5970540429300001
ACH-000511,-0.584177805641
ACH-000512,-0.592008230162
ACH-000516,-0.258352614274
ACH-000517,-0.642532019933
ACH-000518,-0.639396132907
ACH-000520,-0.536171571091
ACH-000521,-0.754469724733
ACH-000522,-0.501692220537
ACH-000524,-0.656745379498
ACH-000527,-0.594597731707
ACH-000528,-0.466272990868
ACH-000537,-0.295189774124
ACH-000541,-0.670744124007
ACH-000542,-0.725953640146
ACH-000544,-0.6044191687039999
ACH-000545,-0.563920374385
ACH-000547,-0.729677774447
ACH-000548,-0.426182007135
ACH-000549,-0.921833927296
ACH-000550,-0.384822148477
ACH-000552,-0.792836788486
ACH-000556,-0.773544845377
ACH-000557,-0.573866631544
ACH-000570,-0.44722880987400004
ACH-000571,-0.948528274288
ACH-000573,-0.426406018952
ACH-000576,-0.5816570214119999
ACH-000580,-0.21642352978100002
ACH-000584,-0.290038918777
ACH-000585,-0.305386926778
ACH-000588,-0.45898663007299995
ACH-000589,-0.6613208311819999
ACH-000591,-0.864746983488
ACH-000593,-0.652946473157
ACH-000600,-0.588185913537
ACH-000601,-0.755056224896
ACH-000604,-0.504314288064
ACH-000605,-0.507788983407
ACH-000606,-0.529049672594
ACH-000608,-0.965667088426
ACH-000614,-0.495039294916
ACH-000616,-0.484455855342
ACH-000618,-0.52349383759
ACH-000619,-0.707253379008
ACH-000620,-0.506986760429
ACH-000621,-0.417869690837
ACH-000622,-0.465979163736
ACH-000623,-0.44567983453599996
ACH-000624,-0.597895069156
ACH-000627,-0.8464500310590001
ACH-000630,-0.68079241194
ACH-000632,-0.438632297997
ACH-000633,-0.510771832105
ACH-000637,-0.565176699417
ACH-000638,-0.716109820316
ACH-000646,-0.832628820783
ACH-000647,-0.479188354753
ACH-000648,-0.7316876227570001
ACH-000649,-0.586839030736
ACH-000651,-0.618160515238
ACH-000652,-0.685386490003
ACH-000653,-0.428623417816
ACH-000657,-0.837691478036
ACH-000658,-0.242918343147
ACH-000661,-0.516252088418
ACH-000662,-0.525863546551
ACH-000663,-0.5906421578859999
ACH-000665,-0.726065954214
ACH-000671,-0.5567348082370001
ACH-000673,-0.453996430352
ACH-000676,-0.565128320794
ACH-000677,-1.17698196465
ACH-000681,-0.969751562861
ACH-000682,-0.685679936512
ACH-000683,-0.636991371062
ACH-000684,-0.7752352580840001
ACH-000688,-0.182117557324
