,C2CD4B (388125)
ACH-000004,0.417946420215
ACH-000007,-0.181478146076
ACH-000009,0.21599276035
ACH-000011,0.118092449973
ACH-000012,0.308848772785
ACH-000013,0.165357628305
ACH-000014,0.0533731481834
ACH-000015,0.09554378058869999
ACH-000017,0.0603608077333
ACH-000018,0.176212721312
ACH-000019,0.493456070798
ACH-000021,0.227474683332
ACH-000022,-0.0691763268784
ACH-000025,-0.0012271940991199998
ACH-000028,0.376344007182
ACH-000030,0.263127625967
ACH-000035,0.109527208813
ACH-000036,0.22892988933400002
ACH-000037,0.0510821905269
ACH-000039,0.348541460415
ACH-000040,0.22116652694400002
ACH-000041,-0.054933351343199995
ACH-000042,0.16202567820900002
ACH-000045,0.164046450264
ACH-000047,0.228135235285
ACH-000052,-0.009740628275219999
ACH-000053,0.136724015914
ACH-000054,0.15150737267699999
ACH-000055,0.0534283892282
ACH-000060,0.0338512000336
ACH-000067,0.0374134348301
ACH-000070,0.08797445112789999
ACH-000075,-0.253962372663
ACH-000078,0.247970008796
ACH-000082,0.117705253872
ACH-000085,0.00276402391439
ACH-000086,0.0393745719443
ACH-000087,0.117890751392
ACH-000092,0.0224354869918
ACH-000095,-0.0265763214568
ACH-000097,0.178909437224
ACH-000098,0.0917425725537
ACH-000099,0.449144312772
ACH-000108,0.251208683443
ACH-000113,0.06600491950109999
ACH-000115,-0.00343225775015
ACH-000116,-0.0386001913416
ACH-000118,0.16218181620799998
ACH-000120,0.0406685195245
ACH-000123,0.35385221753
ACH-000127,0.133413596623
ACH-000128,-0.00783532002053
ACH-000132,0.13795051326
ACH-000133,0.25458530661999995
ACH-000137,0.154250069535
ACH-000138,0.246321907104
ACH-000142,0.325298532611
ACH-000143,-0.271039782816
ACH-000146,0.210683002448
ACH-000148,0.0989431213037
ACH-000150,0.23461863149599999
ACH-000152,0.0497379852322
ACH-000153,0.22890380823399997
ACH-000159,0.011350603041700002
ACH-000160,0.19179042105500002
ACH-000163,0.0695635035677
ACH-000167,0.219955731954
ACH-000168,0.508476048306
ACH-000169,0.260247019613
ACH-000178,0.136697517552
ACH-000182,0.0585787416501
ACH-000183,-0.026668789832799997
ACH-000188,0.240111477265
ACH-000189,-0.0707136080568
ACH-000190,-0.12844873149
ACH-000198,0.024307226137099996
ACH-000204,0.370179009318
ACH-000206,0.21895732134100002
ACH-000207,-0.017527303549799998
ACH-000211,0.08206823452610001
ACH-000215,0.184269461356
ACH-000221,0.125076268844
ACH-000222,0.18783350862
ACH-000223,0.10791680611300002
ACH-000226,0.108515160802
ACH-000227,0.19237622166499999
ACH-000228,0.045943588608
ACH-000231,0.164477030913
ACH-000232,0.25861803928300003
ACH-000233,-0.0461776688722
ACH-000234,0.0561693475023
ACH-000235,0.116267043335
ACH-000237,0.17264676427200001
ACH-000238,0.09190231284610001
ACH-000243,0.052585926396500005
ACH-000244,-0.0458476926306
ACH-000246,0.124524785149
ACH-000248,0.12430612829700001
ACH-000250,0.176149255405
ACH-000251,-0.146181569555
ACH-000253,0.06334609132119999
ACH-000255,-0.0508602677216
ACH-000256,-0.00224382331362
ACH-000257,-0.162482302001
ACH-000258,0.223175700274
ACH-000259,0.212779737987
ACH-000260,0.19391808984
ACH-000261,0.010185563867299999
ACH-000262,0.0792960085558
ACH-000263,-0.175649386052
ACH-000264,0.146920021637
ACH-000265,-0.11200553814099999
ACH-000266,0.19951839191100001
ACH-000272,0.155444918623
ACH-000273,0.172706817031
ACH-000274,0.256922642247
ACH-000277,0.0068170479132
ACH-000278,0.105826343202
ACH-000279,0.107024665512
ACH-000280,0.197680964337
ACH-000281,-0.00562373739296
ACH-000288,0.08300782689510001
