,CLPTM1 (1209)
ACH-000004,-0.271606564765
ACH-000007,-0.335541677228
ACH-000009,-0.39370894727
ACH-000011,-0.240766461061
ACH-000012,-0.0965230849396
ACH-000013,-0.31110255085099997
ACH-000014,0.176471720488
ACH-000015,-0.307543478664
ACH-000017,-0.189242496059
ACH-000018,-0.08390945522469999
ACH-000019,-0.263381773035
ACH-000021,-0.059425738182
ACH-000022,-0.363687297817
ACH-000025,-0.242199237501
ACH-000028,-0.281417523276
ACH-000030,-0.18323845748
ACH-000035,-0.239413380537
ACH-000036,-0.150939540225
ACH-000037,-0.0426260687203
ACH-000039,-0.14831701552
ACH-000040,-0.0964881310943
ACH-000041,-0.125146644989
ACH-000042,-0.181908355938
ACH-000045,0.248987427904
ACH-000047,-0.13351975667899998
ACH-000052,-0.128790912912
ACH-000053,-0.41280428063100005
ACH-000054,-0.28336001732099997
ACH-000055,-0.152696689238
ACH-000060,-0.24028312777600003
ACH-000067,0.0653909558521
ACH-000070,-0.202890880334
ACH-000075,-0.19544709402399998
ACH-000078,-0.052427215658700003
ACH-000082,-0.215508156
ACH-000085,-0.201397625827
ACH-000086,-0.363710180924
ACH-000087,-0.176064722025
ACH-000092,-0.286503302151
ACH-000095,-0.158213328056
ACH-000097,-0.14157689570999998
ACH-000098,-0.186357709589
ACH-000099,-0.332593480478
ACH-000108,-0.379331324393
ACH-000113,0.189523515474
ACH-000115,-0.170408975757
ACH-000116,0.00756901977177
ACH-000118,-0.0756825647508
ACH-000120,-0.28202336572299996
ACH-000123,-0.255704522224
ACH-000127,-0.184691340582
ACH-000128,-0.08799621844779999
ACH-000132,-0.16161884034399998
ACH-000133,-0.264668497534
ACH-000137,-0.192221628735
ACH-000138,-0.124069888334
ACH-000142,-0.309419094858
ACH-000143,-0.00815565208437
ACH-000146,-0.047572114479
ACH-000148,-0.193644592951
ACH-000150,-0.094823584248
ACH-000152,-0.239053447768
ACH-000153,-0.184014036765
ACH-000159,-0.323003307904
ACH-000160,-0.185089965143
ACH-000163,0.026604137412200003
ACH-000167,-0.423316680236
ACH-000168,-0.164228180912
ACH-000169,-0.323701851772
ACH-000178,-0.269904219996
ACH-000182,-0.16814171268300002
ACH-000183,-0.256170681467
ACH-000188,-0.0556747237158
ACH-000189,-0.604583910934
ACH-000190,-0.373243490699
ACH-000198,-0.14834146481
ACH-000204,-0.423131374159
ACH-000206,-0.40651848935400003
ACH-000207,-0.023261854447099998
ACH-000211,-0.217689124676
ACH-000215,-0.20369558584300002
ACH-000221,-0.217718186683
ACH-000222,-0.23965419737799998
ACH-000223,-0.17585505334899998
ACH-000226,-0.239676129329
ACH-000227,-0.203543127141
ACH-000228,-0.41703520414800005
ACH-000231,-0.158609126081
ACH-000232,-0.0917463470261
ACH-000233,-0.238901865966
ACH-000234,-0.17765908236900002
ACH-000235,-0.193463382051
ACH-000237,-0.355727011545
ACH-000238,0.133026305269
ACH-000243,-0.269039392502
ACH-000244,-0.22565674796500002
ACH-000246,-0.325362101304
ACH-000248,-0.41320786163400003
ACH-000250,-0.273117231782
ACH-000251,-0.47207410154
ACH-000253,-0.221547843634
ACH-000255,-0.348233922521
ACH-000256,-0.24217209404599999
ACH-000257,-0.40540495023100004
ACH-000258,0.154182330719
ACH-000259,-0.034759992539
ACH-000260,-0.14212469186499999
ACH-000261,-0.24400899125599998
ACH-000262,-0.051745431467900005
ACH-000263,-0.353462773786
ACH-000264,-0.12139540751599999
ACH-000265,-0.10386349542500001
ACH-000266,-0.352731180819
ACH-000272,-0.15905622119
ACH-000273,-0.138874124213
ACH-000274,-0.180311501292
ACH-000277,-0.162067382356
ACH-000278,-0.41728297245800006
ACH-000279,-0.0409542296701
ACH-000280,-0.28138805449099996
ACH-000281,-0.16267382322899998
ACH-000288,-0.08312380145060001
ACH-000291,-0.333200594671
ACH-000293,-0.296302510693
ACH-000294,0.06304096986930001
ACH-000295,-0.0510213885238
ACH-000296,-0.43056998887500003
ACH-000302,-0.6032165701169999
ACH-000304,-0.643693608968
ACH-000307,-0.156748894791
ACH-000308,-0.314108446047
ACH-000310,-0.358310481496
ACH-000311,-0.36906276205
ACH-000312,-0.210359485552
ACH-000315,-0.141335976853
ACH-000316,-0.0527815174967
ACH-000317,0.153318916795
ACH-000318,-0.5725841427480001
ACH-000319,-0.411646643496
ACH-000320,-0.288456566644
ACH-000322,0.0913106907202
ACH-000323,-0.334036341953
ACH-000324,-0.2532297432
ACH-000329,0.0220720410806
ACH-000330,-0.024171895483300003
ACH-000331,-0.129153450793
ACH-000332,-0.213804555064
ACH-000334,-0.0355201426661
ACH-000335,-0.23327056713199998
ACH-000336,-0.297621094329
ACH-000337,-0.28831158709399995
ACH-000339,-0.15602194505
ACH-000341,-0.148032457774
ACH-000348,-0.238307449041
ACH-000350,-0.192532486598
ACH-000352,-0.12399246483200001
ACH-000356,-0.104638585736
ACH-000361,0.0342931160139
ACH-000362,-0.0070029518571
ACH-000363,-0.0623228996375
ACH-000364,0.0501617924486
ACH-000365,-0.191892652068
ACH-000366,-0.232864776709
ACH-000368,-0.231041750727
ACH-000374,-0.108935258332
ACH-000375,-0.27206173533000005
ACH-000376,-0.139681600823
ACH-000381,-0.377254325296
ACH-000383,-0.166298174392
ACH-000387,-0.11519684444499999
ACH-000389,-0.285237901623
ACH-000390,-0.025621815859599998
ACH-000393,-0.19304381675500001
ACH-000395,-0.445480619203
ACH-000397,-0.127126516517
ACH-000401,-0.182821167474
ACH-000402,0.209016292401
ACH-000403,-0.162466649192
ACH-000404,0.148890784478
ACH-000406,-0.175814295502
ACH-000407,-0.237166726178
ACH-000408,-0.174454740502
ACH-000410,-0.081107309885
ACH-000411,-0.29078201632
ACH-000414,-0.22779517173
ACH-000415,-0.20460568587699998
ACH-000416,-0.267863453569
ACH-000420,-0.08555557095170001
ACH-000421,-0.153355165427
ACH-000424,-0.0546340644254
ACH-000425,-0.05783372565230001
ACH-000426,-0.425629072361
ACH-000427,-0.5047751697680001
ACH-000433,-0.123226207205
ACH-000436,-0.279405210705
ACH-000444,-0.24681762378199998
ACH-000445,-0.542533953515
ACH-000448,-0.323496521095
ACH-000450,-0.0667375880217
ACH-000452,-0.163485688585
ACH-000454,-0.19953754598700002
ACH-000458,-0.12065971519400001
ACH-000459,-0.083878521409
ACH-000460,-0.274687620058
ACH-000461,-0.06923616724710001
ACH-000463,-0.09499850647619999
ACH-000464,-0.288429205521
ACH-000466,-0.0345273495914
ACH-000467,-0.296250750221
ACH-000468,-0.398251434114
ACH-000469,-0.321184815582
ACH-000470,-0.0991239886462
ACH-000471,-0.302733503952
ACH-000472,-0.47278832414800004
ACH-000473,-0.12823567449200002
ACH-000475,-0.207488431102
ACH-000476,-0.465027795218
ACH-000477,-0.17275004215700002
ACH-000480,0.0384391459561
ACH-000481,-0.180339907419
ACH-000483,-0.142978345565
ACH-000484,-0.036845739839599996
ACH-000485,-0.383926957566
ACH-000486,-0.27533784975299996
ACH-000487,-0.103545185662
ACH-000488,-0.08596892787280001
ACH-000490,-0.48840036123
ACH-000491,-0.216519074723
ACH-000495,-0.0628884084263
ACH-000496,-0.022783631871000003
ACH-000499,-0.123891376665
ACH-000500,-0.631173665718
ACH-000502,-0.209739189888
ACH-000503,-0.21093957761399998
ACH-000505,-0.0701293985298
ACH-000507,-0.43362556671700003
ACH-000510,-0.34941806733900005
ACH-000511,-0.0224375556385
ACH-000512,0.0992045058846
ACH-000516,-0.29749903341999995
ACH-000517,-0.337596336412
ACH-000518,-0.178678551983
ACH-000520,-0.5180974248260001
ACH-000521,-0.0317095042102
ACH-000522,-0.230972043153
ACH-000524,-0.22088653285300003
ACH-000527,-0.300304379591
ACH-000528,-0.07297975829810001
ACH-000537,-0.154271467698
ACH-000541,-0.29899961291
ACH-000542,-0.278001890255
ACH-000544,-0.151450098753
ACH-000545,-0.158976950522
ACH-000547,-0.371729221783
ACH-000548,-0.30630008234
ACH-000549,-0.42958860807
ACH-000550,0.130413458295
ACH-000552,-0.2890821368
ACH-000556,-0.32984412540999997
ACH-000557,-0.191668568662
ACH-000570,-0.08929164901689998
ACH-000571,-0.255887347819
ACH-000573,-0.246024306755
ACH-000576,-0.259576159426
ACH-000580,-0.08603358792189998
ACH-000584,-0.351826503031
ACH-000585,-0.27614424310400004
ACH-000588,-0.18732275767099998
ACH-000589,-0.40190363102700005
ACH-000591,-0.304706883118
ACH-000593,-0.20555772313700002
ACH-000600,-0.15680766192099999
ACH-000601,-0.17301959472
ACH-000604,-0.0979571551855
ACH-000605,-0.239582751106
ACH-000606,-0.298531525579
ACH-000608,-0.35717873829700003
ACH-000614,-0.0631858820114
ACH-000616,-0.33281868488
ACH-000618,-0.22891121431800002
ACH-000619,-0.18821647166799998
ACH-000620,-0.242212404339
ACH-000621,-0.213404347371
ACH-000622,-0.15212103173
ACH-000623,0.0751077961668
ACH-000624,-0.23056254969700002
ACH-000627,-0.291429658446
ACH-000630,-0.34357331210299996
ACH-000632,-0.261115688823
ACH-000633,-0.321091022329
ACH-000637,-0.39056389151199994
ACH-000638,-0.217888491628
ACH-000646,-0.773363203067
ACH-000647,-0.050642532056
ACH-000648,-0.292207139087
ACH-000649,-0.190600120105
ACH-000651,-0.337345991216
ACH-000652,-0.110038285271
ACH-000653,-0.228333014124
ACH-000657,-0.246157554043
ACH-000658,-0.122061464097
ACH-000661,-0.21466701897
ACH-000662,0.06980072053610001
ACH-000663,-0.375958026876
ACH-000665,-0.05509980901980001
ACH-000671,-0.24135731034699998
ACH-000673,-0.273028699305
ACH-000676,-0.0665474259395
ACH-000677,-0.0614328450294
ACH-000681,0.0449719470694
ACH-000682,-0.298006325393
ACH-000683,-0.171751986805
ACH-000684,-0.176808345702
ACH-000688,-0.41753904251699997
ACH-000693,-0.269458711947
ACH-000694,-0.227578934059
ACH-000695,-0.0480640040506
ACH-000696,-0.303456285574
ACH-000697,-0.08556625166960001
ACH-000699,-0.416949279319
ACH-000701,-0.203043845244
ACH-000706,-0.108931965597
ACH-000711,-0.17233422961599998
ACH-000713,-0.311036022502
ACH-000714,0.0394331445535
ACH-000718,-0.124170839486
ACH-000720,-0.229920538002
ACH-000721,-0.0705284308521
ACH-000724,-0.613514290789
ACH-000725,-0.09545565072699999
ACH-000732,0.08729732120089999
ACH-000734,-0.375792675653
ACH-000735,-0.328747361888
ACH-000736,-0.23264816490200002
ACH-000738,-0.197038552725
ACH-000746,-0.27409851286200004
ACH-000747,-0.154618852134
ACH-000748,-0.407731312685
ACH-000753,-0.163545341022
ACH-000756,-0.45307670469800004
ACH-000757,-0.11250415163699999
ACH-000758,-0.28860446317099997
ACH-000760,-0.144764157044
ACH-000763,-0.229042543418
ACH-000764,-0.373264407425
ACH-000765,-0.16765526207999998
ACH-000766,-0.24841407790699999
ACH-000767,-0.014503147465700002
ACH-000768,-0.34808565686899995
ACH-000769,-0.24717545683000003
ACH-000770,-0.08479818622610001
ACH-000771,-0.291815909862
ACH-000773,-0.0792937594052
ACH-000776,-0.248912312622
ACH-000777,-0.145981748689
ACH-000778,-0.38604978130900003
ACH-000781,-0.225819557053
ACH-000782,-0.0472229264767
ACH-000783,-0.23074565356899998
ACH-000784,-0.147226792864
ACH-000785,-0.183404080009
ACH-000787,-0.118216861624
ACH-000788,-0.264834180864
ACH-000791,-0.20116367368000002
ACH-000792,-0.211703088443
ACH-000794,-0.159022281689
ACH-000796,-0.408317828958
ACH-000799,-0.36449144635499997
ACH-000800,-0.05720756902480001
ACH-000802,-0.08325367628769999
ACH-000804,-0.230056554577
ACH-000805,-0.14398876103900002
ACH-000809,0.0331617495626
ACH-000810,-0.0414699971761
ACH-000811,-0.236210100242
ACH-000817,-0.287011126307
ACH-000819,-0.195048400126
ACH-000820,-0.230351095453
ACH-000821,-0.103263093749
ACH-000822,-0.301378917696
ACH-000823,-0.237088298398
ACH-000824,-0.28707945629799997
ACH-000827,-0.17826788152399997
ACH-000829,-0.284823408903
ACH-000831,-0.25246379227
ACH-000832,-0.266486053313
ACH-000833,-0.0240314295017
ACH-000834,-0.239872406838
ACH-000835,-0.289882913343
ACH-000836,-0.343819546661
ACH-000837,-0.253692482457
ACH-000838,-0.251854956629
ACH-000839,-0.216948979993
ACH-000840,-0.161696699541
ACH-000841,-0.199459277937
ACH-000843,-0.16039650839800002
ACH-000846,-0.202753656133
ACH-000847,0.0149369509647
ACH-000848,-0.234018972899
ACH-000849,-0.119271699425
ACH-000851,-0.241901700791
ACH-000855,-0.375435033128
