,DHODH (1723)
ACH-000004,-1.53004833989
ACH-000007,-0.7540525132670001
ACH-000009,-0.586617667459
ACH-000011,-0.6918410298469999
ACH-000012,-0.472884723499
ACH-000013,-0.42613424073
ACH-000014,-0.464022976708
ACH-000015,-0.303363073094
ACH-000017,-0.9949674974539999
ACH-000018,-0.7115634106700001
ACH-000019,-0.581915858671
ACH-000021,-0.508262030628
ACH-000022,-0.45903045056599995
ACH-000025,-0.535064143785
ACH-000028,-0.683280486159
ACH-000030,-1.21051219843
ACH-000035,-0.532712607552
ACH-000036,-0.42755569019
ACH-000037,-0.853446152916
ACH-000039,-0.41185962079800004
ACH-000040,-0.5336204387560001
ACH-000041,-0.37553528425
ACH-000042,-0.7261682679420001
ACH-000045,-0.517805617491
ACH-000047,-0.701331492079
ACH-000052,-0.41356642372100005
ACH-000053,-0.9409552697560001
ACH-000054,-0.314969395632
ACH-000055,-0.58010059093
ACH-000060,-0.369650944858
ACH-000067,-0.534797781763
ACH-000070,-1.39557244365
ACH-000075,-0.35621116551
ACH-000078,-0.369454263702
ACH-000082,-0.472457949096
ACH-000085,-0.422425998171
ACH-000086,-0.471016513024
ACH-000087,-0.164774329152
ACH-000092,-0.41869899184799997
ACH-000095,-0.309718976869
ACH-000097,-0.969748736839
ACH-000098,-0.483005571298
ACH-000099,-0.388954770051
ACH-000108,-0.821259728892
ACH-000113,-0.0920690822298
ACH-000115,-0.586309009399
ACH-000116,-0.20266542896499998
ACH-000118,-0.319954298004
ACH-000120,-0.567445557135
ACH-000123,-0.24317747353799998
ACH-000127,-0.737115761107
ACH-000128,-0.515361943643
ACH-000132,-0.53987319308
ACH-000133,-0.55172762181
ACH-000137,-0.7245259486300001
ACH-000138,-0.693353213234
ACH-000142,-0.306083829262
ACH-000143,-0.501008015519
ACH-000146,-0.7260597347679999
ACH-000148,-0.411199627756
ACH-000150,-0.235955801613
ACH-000152,-0.567579480545
ACH-000153,-0.7531594108759999
ACH-000159,-0.624787829038
ACH-000160,-0.43202022442599997
ACH-000163,-0.35407270078
ACH-000167,-0.684004071523
ACH-000168,-0.643835294432
ACH-000169,-0.408507286611
ACH-000178,-0.634640002752
ACH-000182,-0.751459602202
ACH-000183,-1.05945421034
ACH-000188,-0.537521776682
ACH-000189,-0.501718042706
ACH-000190,-0.470729219275
ACH-000198,-0.941731701054
ACH-000204,-0.47066789259499997
ACH-000206,-0.5598813450919999
ACH-000207,-0.7623366136349999
ACH-000211,-0.42980941421999996
ACH-000215,-0.287549466556
ACH-000221,-0.553376534035
ACH-000222,-0.597472957356
ACH-000223,-0.718623245561
ACH-000226,-1.12965270689
ACH-000227,-0.61584150798
ACH-000228,-0.628607152091
ACH-000231,-0.39132997335299996
ACH-000232,-0.189515470476
ACH-000233,-1.06831552014
ACH-000234,-0.5293541390150001
ACH-000235,-1.2177278014
ACH-000237,-0.578728035721
ACH-000238,-0.526873029603
ACH-000243,-0.43757771378999993
ACH-000244,-0.238758803952
ACH-000246,-0.264559187539
ACH-000248,-0.659464080755
ACH-000250,-0.4626741562100001
ACH-000251,-0.431637524794
ACH-000253,-0.9987060422149999
ACH-000255,-0.293223061397
ACH-000256,-0.45890104229400003
ACH-000257,-0.721578665997
ACH-000258,-0.828857821936
ACH-000259,-0.154240652995
ACH-000260,-0.324981087986
ACH-000261,-0.342071456028
ACH-000262,-0.472251934411
ACH-000263,-0.412696869214
ACH-000264,-0.479224641896
ACH-000265,-0.325624754473
ACH-000266,-0.592622088989
ACH-000272,-0.7048899588009999
ACH-000273,-0.7858000146709999
ACH-000274,-0.430253368056
ACH-000277,-0.6593567366699999
ACH-000278,-0.45687453628700003
ACH-000279,-1.21018245017
ACH-000280,-0.550155403506
ACH-000281,-0.845181002895
ACH-000288,-0.43559363304
ACH-000291,-0.29461308988699997
ACH-000293,-0.6752190657230001
ACH-000294,-0.736793707298
ACH-000295,-1.0158866101000001
ACH-000296,-0.42952332374799995
ACH-000302,-0.19499542438900003
ACH-000304,-0.60771310117
ACH-000307,-1.01579230516
ACH-000308,-0.42719294543700004
ACH-000310,-0.272773375288
ACH-000311,-0.669630756208
ACH-000312,-0.43729499382200004
ACH-000315,-1.0465954085299998
ACH-000316,-0.627282327591
ACH-000317,-0.8142095079289999
ACH-000318,-0.472918426422
ACH-000319,-0.592824223248
ACH-000320,-0.6866424680359999
ACH-000322,-0.720674398554
ACH-000323,-0.399343770666
ACH-000324,-0.6254292030699999
ACH-000329,-0.615078506568
ACH-000330,-0.754068268594
ACH-000331,-0.26678354679099997
ACH-000332,-0.22735585197099997
ACH-000334,-0.7720030028229999
ACH-000335,-0.561168728649
ACH-000336,-0.108481791759
ACH-000337,-1.17735303325
ACH-000339,-1.47238043752
ACH-000341,-0.387757855516
ACH-000348,-0.596451492367
ACH-000350,-0.689394879275
ACH-000352,-0.561438901143
ACH-000356,-0.777703053151
ACH-000361,-0.477240545828
ACH-000362,-0.82948946841
ACH-000363,-1.11251369269
ACH-000364,-0.201238792881
ACH-000365,-0.912578427096
ACH-000366,-1.12895162763
