,PHKG1 (5260)
ACH-000004,-0.075152173236
ACH-000007,-0.423402167795
ACH-000009,-0.469142838452
ACH-000011,-0.48080219230099996
ACH-000012,-0.422618943684
ACH-000013,-0.338231080651
ACH-000014,-0.328062331004
ACH-000015,-0.35247102909199995
ACH-000017,-0.281836745434
ACH-000018,-0.42203292120999997
ACH-000019,-0.420197877343
ACH-000021,-0.418468878599
ACH-000022,-0.293595275478
ACH-000025,-0.521099451199
ACH-000028,-0.258818186545
ACH-000030,-0.374101914305
ACH-000035,-0.44437155627700003
ACH-000036,-0.428605529801
ACH-000037,-0.132421955849
ACH-000039,-0.103126225317
ACH-000040,-0.31242080919799997
ACH-000041,-0.386588829383
ACH-000042,-0.370222237374
ACH-000045,-0.37513302671099996
ACH-000047,-0.37822317873899997
ACH-000052,-0.162765438721
ACH-000053,-0.347131299897
ACH-000054,-0.5036702917329999
ACH-000055,-0.25299172206
ACH-000060,-0.528946261434
ACH-000067,-0.438083302257
ACH-000070,-0.246507694126
ACH-000075,-0.6367515661500001
ACH-000078,-0.506168236425
ACH-000082,-0.5073332781059999
ACH-000085,-0.413757956536
ACH-000086,-0.177590149144
ACH-000087,-0.24860230121500002
ACH-000092,-0.345620571898
ACH-000095,-0.426398290004
ACH-000097,-0.433142977121
ACH-000098,-0.43941715962
ACH-000099,-0.216169017262
ACH-000108,-0.20368538127
ACH-000113,-0.236125346529
ACH-000115,-0.483591168609
ACH-000116,-0.375069558895
ACH-000118,-0.21409941366799998
ACH-000120,-0.171724292637
ACH-000123,-0.334441184113
ACH-000127,-0.267529925489
ACH-000128,-0.500294321235
ACH-000132,-0.294851342796
ACH-000133,-0.622361742884
ACH-000137,-0.441125241633
ACH-000138,-0.20488259916700002
ACH-000142,-0.388345273875
ACH-000143,-0.42290738544600004
ACH-000146,-0.36592120584
ACH-000148,-0.269115248056
ACH-000150,-0.296598946454
ACH-000152,-0.35321449346999995
ACH-000153,-0.588241415317
ACH-000159,-0.49639460557099996
ACH-000160,-0.37005021151
ACH-000163,-0.18856628192000002
ACH-000167,-0.42748704362400003
ACH-000168,-0.22881524263
ACH-000169,-0.476188861956
ACH-000178,-0.342661796324
ACH-000182,-0.42951886135399997
ACH-000183,-0.221340955502
ACH-000188,-0.381773855304
ACH-000189,-0.298278370423
ACH-000190,-0.274676942525
ACH-000198,-0.326312302105
ACH-000204,0.014684645331899998
ACH-000206,-0.17866120076900002
ACH-000207,-0.44035911966799995
ACH-000211,-0.369868770574
ACH-000215,-0.310853617733
ACH-000221,-0.626519590524
ACH-000222,-0.239426557227
ACH-000223,-0.43129844715899995
ACH-000226,-0.394853147122
ACH-000227,-0.44401966181999997
ACH-000228,-0.332816581535
ACH-000231,-0.299700874494
ACH-000232,-0.456378359546
ACH-000233,-0.058008371510000004
ACH-000234,-0.236779753461
ACH-000235,-0.36801398647600003
ACH-000237,-0.432958251818
ACH-000238,-0.41465449405999993
ACH-000243,-0.357715896212
ACH-000244,-0.546481201414
ACH-000246,-0.24363302977200002
ACH-000248,-0.330548023909
ACH-000250,-0.281387140612
ACH-000251,-0.111954632323
ACH-000253,-0.302819865917
ACH-000255,-0.506622151738
ACH-000256,-0.307073531072
ACH-000257,-0.17086552496
ACH-000258,-0.428584756078
ACH-000259,-0.288723345025
ACH-000260,-0.22283785430300002
ACH-000261,-0.312648657791
ACH-000262,-0.667047910224
ACH-000263,0.0500948685205
ACH-000264,-0.434838193699
ACH-000265,-0.31465483148
ACH-000266,-0.49624425610100004
ACH-000272,-0.33869501792199996
ACH-000273,-0.446933042918
ACH-000274,0.31898757311000003
ACH-000277,-0.365348958905
ACH-000278,-0.268413098691
ACH-000279,-0.35540893073
ACH-000280,-0.338805362763
ACH-000281,-0.220393210168
ACH-000288,-0.387786789947
ACH-000291,-0.411822262095
ACH-000293,-0.326428908842
ACH-000294,-0.354821543724
ACH-000295,-0.18647992732299998
ACH-000296,-0.332759900192
ACH-000302,-0.443869423671
ACH-000304,-0.52774384728
ACH-000307,-0.42449145301700003
ACH-000308,-0.41687790945000003
ACH-000310,-0.47639718929499997
ACH-000311,-0.234730443487
ACH-000312,-0.2639551618
ACH-000315,-0.40903906146700003
ACH-000316,-0.358174737442
ACH-000317,0.246146753738
ACH-000318,-0.359850071153
ACH-000319,-0.42488530296899996
ACH-000320,-0.543257241951
ACH-000322,-0.238397494333
ACH-000323,-0.277039737085
ACH-000324,-0.402702682998
ACH-000329,-0.41313819342299996
ACH-000330,-0.25940415431200003
ACH-000331,-0.373531122037
ACH-000332,-0.40577486290299997
ACH-000334,-0.14892055457599998
ACH-000335,0.0436172374371
ACH-000336,-0.333758523293
ACH-000337,-0.624038059963
ACH-000339,-0.505942656659
ACH-000341,-0.610595273574
ACH-000348,-0.264525028318
ACH-000350,-0.302573779301
ACH-000352,-0.242958613403
ACH-000356,-0.632911193407
ACH-000361,-0.329337359487
ACH-000362,-0.327928436201
ACH-000363,-0.40993602297700005
ACH-000364,-0.430628463887
ACH-000365,-0.326092957947
ACH-000366,-0.393570893266
ACH-000368,-0.118945709512
ACH-000374,-0.486150820286
ACH-000375,-0.492551574801
ACH-000376,-0.404392939136
ACH-000381,-0.342883824987
ACH-000383,-0.436061754896
ACH-000387,-0.233031356985
ACH-000389,-0.384743771326
ACH-000390,-0.6547660992450001
ACH-000393,-0.416657460385
ACH-000395,-0.6808699566349999
ACH-000397,-0.35752203149800005
ACH-000401,-0.359696673126
ACH-000402,-0.43517952539300003
ACH-000403,-0.511427582159
ACH-000404,-0.170861147587
ACH-000406,-0.3078201487
ACH-000407,-0.438288714419
ACH-000408,-0.617013914923
ACH-000410,-0.246590764379
ACH-000411,-0.43051719532099997
ACH-000414,-0.45400689897200003
ACH-000415,-0.398472544
ACH-000416,-0.494105037509
ACH-000420,-0.587752658522
ACH-000421,-0.353135119954
ACH-000424,-0.297829539663
ACH-000425,-0.44404813968400003
ACH-000426,-0.523195234379
ACH-000427,-0.6375192329730001
ACH-000433,-0.369561901382
ACH-000436,-0.279268262624
