,GABRR2 (2570)
ACH-000004,-0.319205258253
ACH-000007,-0.08028693473939999
ACH-000009,-0.09879811023360001
ACH-000011,-0.135594945341
ACH-000012,-0.161519546835
ACH-000013,-0.0768312854542
ACH-000014,-0.135578075465
ACH-000015,0.05034335224619999
ACH-000017,-0.013503277142299997
ACH-000018,-0.0801013527717
ACH-000019,-0.0830303765742
ACH-000021,-0.27450488198199996
ACH-000022,-0.108113606022
ACH-000025,-0.125610510154
ACH-000028,-0.07838628922999999
ACH-000030,-0.00875362616191
ACH-000035,-0.0746692892158
ACH-000036,0.0386726754215
ACH-000037,0.159951942918
ACH-000039,-0.360086809608
ACH-000040,-0.276531910616
ACH-000041,-0.113942330511
ACH-000042,-0.114480280672
ACH-000045,-0.0615127730846
ACH-000047,0.00501023350511
ACH-000052,0.116667929817
ACH-000053,-0.212115454877
ACH-000054,-0.15436751894099998
ACH-000055,-0.18305184528299998
ACH-000060,-0.21344221121100002
ACH-000067,-0.08589800491119999
ACH-000070,0.0172209968905
ACH-000075,-0.25645065501200004
ACH-000078,0.0286009043642
ACH-000082,-0.03790294163
ACH-000085,0.208700141697
ACH-000086,-0.0058284376558
ACH-000087,-0.0579713102738
ACH-000092,0.0806357739486
ACH-000095,-0.176035894276
ACH-000097,-0.03716414852
ACH-000098,-0.22066881667899998
ACH-000099,-0.218016731574
ACH-000108,-0.05023335867869999
ACH-000113,-0.136365713843
ACH-000115,0.077546162978
ACH-000116,-0.100607106846
ACH-000118,-0.0452264475577
ACH-000120,-0.144244761536
ACH-000123,-0.197232982119
ACH-000127,-0.08693572262610001
ACH-000128,-0.145045695631
ACH-000132,-0.162593169544
ACH-000133,-0.08764529682160001
ACH-000137,-0.425851954581
ACH-000138,-0.170915747742
ACH-000142,0.022483011485599995
ACH-000143,-0.156452529019
ACH-000146,-0.312597764052
ACH-000148,-0.11146084508300001
ACH-000150,-0.142439117607
ACH-000152,-0.112184219768
ACH-000153,-0.110569615
ACH-000159,-0.045529732967400004
ACH-000160,-0.20170726895399999
ACH-000163,-0.06978739197350001
ACH-000167,-0.387167256338
ACH-000168,0.24551039904599997
ACH-000169,-0.155732001066
ACH-000178,-0.189415966933
ACH-000182,0.0508246489494
ACH-000183,-0.0573631356698
ACH-000188,0.027544967731
ACH-000189,-0.322651628913
ACH-000190,-0.135687092591
ACH-000198,-0.177163770497
ACH-000204,0.22666695287500002
ACH-000206,-0.0811716638765
ACH-000207,-0.136261039013
ACH-000211,-0.141161434506
ACH-000215,-0.0349872702405
ACH-000221,-0.130500695974
ACH-000222,-0.0123255914759
ACH-000223,-0.0666633392241
ACH-000226,-0.251324963792
ACH-000227,-0.22890959403299999
ACH-000228,0.000515047091505
ACH-000231,-0.21180743795499998
ACH-000232,-0.0385554962506
ACH-000233,0.010768236176100001
ACH-000234,0.101458792636
ACH-000235,-0.074317302153
ACH-000237,0.011206101952799998
ACH-000238,0.015131559169700002
ACH-000243,-0.153532815663
ACH-000244,-0.142588702755
ACH-000246,-0.127277986506
ACH-000248,-0.09364950393200001
ACH-000250,-0.07163642305380001
ACH-000251,-0.22781872071400003
ACH-000253,-0.0626674654243
ACH-000255,-0.11237850368100001
ACH-000256,-0.150288480391
ACH-000257,-0.335074079018
ACH-000258,0.114724228025
ACH-000259,-0.0695302404646
ACH-000260,-0.24798674821699998
ACH-000261,-0.06389644222730001
ACH-000262,-0.187300439314
ACH-000263,0.143999513689
ACH-000264,0.130904878586
ACH-000265,-0.167626990763
ACH-000266,-0.0658060786588
ACH-000272,-0.104078695088
ACH-000273,-0.228731488604
ACH-000274,-0.175967005945
ACH-000277,-0.175205489837
ACH-000278,-0.267822680051
ACH-000279,-0.12566111397500002
ACH-000280,0.11022016890799999
ACH-000281,-0.0608865871619
ACH-000288,-0.016841299755
ACH-000291,-0.0766646831123
ACH-000293,0.15937016260700002
ACH-000294,0.22379278006099998
ACH-000295,-0.119502717147
ACH-000296,-0.220881028434
ACH-000302,-0.105899152325
ACH-000304,-0.178655089298
ACH-000307,-0.149917790428
ACH-000308,-0.048285126219300006
ACH-000310,-0.169053104559
ACH-000311,-0.127685530948
ACH-000312,-0.0960409956194
ACH-000315,0.051853344813900006
ACH-000316,0.0888975969568
ACH-000317,-0.410262288623
ACH-000318,0.06283941880919999
