,SPRY4 (81848)
ACH-000004,-0.0459401255862
ACH-000007,-0.0423126572255
ACH-000009,-0.0237487404385
ACH-000011,-0.0148017406942
ACH-000012,0.011313672795500001
ACH-000013,0.0403424685447
ACH-000014,0.07701411013369999
ACH-000015,0.143701095735
ACH-000017,-0.0991714953668
ACH-000018,0.250408698466
ACH-000019,0.242316039154
ACH-000021,0.0386898909246
ACH-000022,-0.169915473467
ACH-000025,0.127270583434
ACH-000028,-0.10393091699200001
ACH-000030,-0.022150818415599995
ACH-000035,0.10780274769
ACH-000036,0.162785628417
ACH-000037,-0.082195668772
ACH-000039,0.49002884965300003
ACH-000040,-0.0470417603602
ACH-000041,0.0785885638456
ACH-000042,-0.0703823712697
ACH-000045,-0.233120522711
ACH-000047,0.09853732850239999
ACH-000052,-0.310107976774
ACH-000053,-0.0844899129712
ACH-000054,-0.045342780295199996
ACH-000055,-0.08971583809139999
ACH-000060,-0.13909754371400002
ACH-000067,0.591247836079
ACH-000070,-0.04703442788269999
ACH-000075,-0.115574711614
ACH-000078,0.192107741877
ACH-000082,-0.0109347361574
ACH-000085,-0.199410510713
ACH-000086,0.168084122081
ACH-000087,-0.014207036585600002
ACH-000092,0.132919366061
ACH-000095,-0.00118812335674
ACH-000097,-0.0309800495549
ACH-000098,0.013874331190500001
ACH-000099,0.0573983512146
ACH-000108,0.0342537800257
ACH-000113,-0.0487841136462
ACH-000115,0.0732504014764
ACH-000116,0.0396257466199
ACH-000118,-0.0177175375138
ACH-000120,0.0526961754782
ACH-000123,-0.315306818709
ACH-000127,-0.344447357803
ACH-000128,0.121177134464
ACH-000132,0.00832626055366
ACH-000133,0.029069649534200003
ACH-000137,0.00520819391557
ACH-000138,0.00709816171109
ACH-000142,-0.038483620366599997
ACH-000143,-0.107186857986
ACH-000146,-0.102646351131
ACH-000148,0.170146756917
ACH-000150,-0.0956318122911
ACH-000152,0.0545834791108
ACH-000153,0.0271818241852
ACH-000159,-0.186922665885
ACH-000160,0.245043385239
ACH-000163,0.316532222953
ACH-000167,-0.08813492736980001
ACH-000168,0.11942990588199999
ACH-000169,-0.119898290714
ACH-000178,0.109794397411
ACH-000182,-0.113846435385
ACH-000183,-0.209169385552
ACH-000188,0.0555786043346
ACH-000189,-0.021898835913900003
ACH-000190,-0.037490207157699997
ACH-000198,-0.122675936549
ACH-000204,-0.0750701302998
ACH-000206,0.204008300752
ACH-000207,0.00403536892855
ACH-000211,-0.072976664211
ACH-000215,0.027335837117099998
ACH-000221,0.029049296657199998
ACH-000222,-0.160030699359
ACH-000223,-0.0921009022168
ACH-000226,0.17846542171799998
ACH-000227,-0.1522994123
ACH-000228,0.225670277561
ACH-000231,-0.025952784261599998
ACH-000232,-0.0229236712678
ACH-000233,0.057788359695
ACH-000234,-0.10790156388399999
ACH-000235,0.0141633901272
ACH-000237,-0.011716458930799999
ACH-000238,-0.120441584175
ACH-000243,0.0772018307917
ACH-000244,0.0916317679438
ACH-000246,0.0199677142241
ACH-000248,-0.196199498856
ACH-000250,0.131441988523
ACH-000251,0.068700138257
ACH-000253,0.135465332573
ACH-000255,0.09289912635
ACH-000256,-0.119550442845
ACH-000257,0.05476145736119999
ACH-000258,-0.252115305758
ACH-000259,0.00103094464226
ACH-000260,-0.0527548305441
ACH-000261,-0.0959536797284
ACH-000262,0.159424208955
ACH-000263,-0.172578177841
ACH-000264,0.029840435112
ACH-000265,-0.0127196591542
ACH-000266,-0.011916685921799999
ACH-000272,-0.047782396604300004
ACH-000273,0.061815192055
ACH-000274,0.037327924506999996
ACH-000277,-0.18431409567200002
ACH-000278,-0.00652288367294
ACH-000279,-0.032739354707
ACH-000280,0.28843402224
ACH-000281,-0.186452468601
ACH-000288,0.0978043956006
ACH-000291,-0.0026572220851700003
ACH-000293,0.18464446656800002
ACH-000294,-0.0842079978964
ACH-000295,-0.201655466835
ACH-000296,0.13947239220000002
ACH-000302,0.11569017149599999
ACH-000304,-0.269893217131
ACH-000307,-0.00446317122209
ACH-000308,0.00833810036876
ACH-000310,0.0411306289833
ACH-000311,0.155800922209
ACH-000312,0.049026757236900004
ACH-000315,-0.0221241254349
ACH-000316,0.09378227475199999
ACH-000317,-0.012852167099999999
ACH-000318,0.11744254944499999
ACH-000319,0.0781207981941
ACH-000320,0.0296430553149
ACH-000322,-0.0665562359497
ACH-000323,0.022523530704299997
ACH-000324,-0.026952221847099996
ACH-000329,-0.0593037545753
ACH-000330,-0.0654578563896
ACH-000331,0.318613718095
