,SPG21 (51324)
ACH-000004,-0.401842715763
ACH-000007,-0.492548042468
ACH-000009,-0.465821227135
ACH-000011,-0.0393513232229
ACH-000012,-0.310803138794
ACH-000013,-0.4893727911
ACH-000014,-0.37635760427500003
ACH-000015,-0.373575749194
ACH-000017,-0.33849776797200004
ACH-000018,-0.49766044268700005
ACH-000019,-0.197031768874
ACH-000021,-0.26152925363400004
ACH-000022,-0.254582896312
ACH-000025,-0.212275758947
ACH-000028,-0.160403115867
ACH-000030,-0.387021346725
ACH-000035,-0.29340306162700003
ACH-000036,-0.637483161686
ACH-000037,-0.45888103467200003
ACH-000039,-0.0998114707836
ACH-000040,-0.220221211002
ACH-000041,-0.486720559528
ACH-000042,-0.208411454227
ACH-000045,-0.24403514344000002
ACH-000047,-0.299707444496
ACH-000052,-0.170460318774
ACH-000053,-0.29903808358899997
ACH-000054,-0.5716654861399999
ACH-000055,-0.194318954127
ACH-000060,-0.345531518662
ACH-000067,-0.46694669559600005
ACH-000070,-0.302968486872
ACH-000075,-0.031072207403500002
ACH-000078,-0.359065006659
ACH-000082,-0.361286594877
ACH-000085,-0.33623001370399996
ACH-000086,-0.145392435359
ACH-000087,-0.14315497421499998
ACH-000092,-0.435446369863
ACH-000095,-0.347500591945
ACH-000097,-0.27784239933800003
ACH-000098,0.300604440944
ACH-000099,-0.30381022371800004
ACH-000108,-0.18760681526999998
ACH-000113,-0.319537738493
ACH-000115,-0.232232021689
ACH-000116,-0.329972802103
ACH-000118,-0.215896584916
ACH-000120,-0.27088532477
ACH-000123,-0.279442265942
ACH-000127,-0.328894094204
ACH-000128,-0.32057216239799996
ACH-000132,-0.336084690367
ACH-000133,-0.266862796096
ACH-000137,-0.267290084639
ACH-000138,-0.45675770278399996
ACH-000142,-0.24470084352
ACH-000143,-0.275486110237
ACH-000146,-0.167032600775
ACH-000148,-0.378632540993
ACH-000150,-0.09008284822999998
ACH-000152,-0.178565212368
ACH-000153,-0.465512189393
ACH-000159,-0.369414826127
ACH-000160,-0.409175631526
ACH-000163,-0.21099719354000002
ACH-000167,-0.199557641675
ACH-000168,-0.328167312468
ACH-000169,-0.270534328327
ACH-000178,-0.567799810616
ACH-000182,-0.34011827210900003
ACH-000183,-0.401303251072
ACH-000188,-0.34388516778000006
ACH-000189,-0.184483129016
ACH-000190,-0.134299271665
ACH-000198,-0.130400802928
ACH-000204,-0.236263238331
ACH-000206,-0.15248950409700002
ACH-000207,-0.471986519641
ACH-000211,-0.31304323552200003
ACH-000215,-0.111327464016
ACH-000221,-0.193463132247
ACH-000222,-0.185228573379
ACH-000223,-0.358544393063
ACH-000226,-0.290191409503
ACH-000227,-0.46858425826800004
ACH-000228,-0.448817136123
ACH-000231,-0.208523254667
ACH-000232,-0.412966355266
ACH-000233,-0.228509070984
ACH-000234,-0.343468347551
ACH-000235,-0.346469053038
ACH-000237,-0.537026391851
ACH-000238,-0.205492097674
ACH-000243,-0.414707231348
ACH-000244,-0.360992474243
ACH-000246,0.00273566908746
ACH-000248,-0.236270511282
ACH-000250,-0.25149474203899996
ACH-000251,-0.246747327692
ACH-000253,-0.33516941687
ACH-000255,-0.216113622948
ACH-000256,-0.167372696841
ACH-000257,-0.44623750599600004
ACH-000258,-0.23032666198399998
ACH-000259,-0.413399021416
ACH-000260,-0.552568753631
ACH-000261,-0.340908549287
ACH-000262,-0.516380929814
ACH-000263,-0.593744847052
ACH-000264,-0.293070323549
ACH-000265,-0.590950207687
ACH-000266,-0.46005864932400004
ACH-000272,-0.313177243827
ACH-000273,-0.528766710093
ACH-000274,-0.120517423419
ACH-000277,-0.26652426871199997
ACH-000278,-0.185108507085
ACH-000279,-0.426408150984
ACH-000280,-0.41945720968500005
ACH-000281,-0.511001350978
ACH-000288,-0.361163150533
ACH-000291,-0.390530333535
ACH-000293,-0.46618944250699995
ACH-000294,-0.274403774045
ACH-000295,-0.5830830600779999
ACH-000296,-0.6230235209699999
ACH-000302,-0.347966321496
ACH-000304,-0.26885204013700004
ACH-000307,-0.507567380703
ACH-000308,-0.39982388207599995
ACH-000310,-0.464729374087
ACH-000311,-0.318636681067
ACH-000312,-0.401741131847
ACH-000315,-0.128420311578
ACH-000316,-0.0931056125258
ACH-000317,-0.16904237095600003
ACH-000318,-0.278375530481
ACH-000319,-0.313276210697
ACH-000320,-0.45010965106000006
ACH-000322,-0.443771402253
ACH-000323,-0.485564479211
ACH-000324,-0.23058783518399997
ACH-000329,-0.218387261388
ACH-000330,-0.303517743081
ACH-000331,-0.350601501826
ACH-000332,-0.359984172093
ACH-000334,-0.30730999879500004
ACH-000335,-0.271170958583
ACH-000336,-0.303850823193
ACH-000337,0.0258875988473
ACH-000339,-0.256100615704
ACH-000341,-0.283013448508
ACH-000348,-0.306721765686
ACH-000350,-0.28674582000599996
ACH-000352,-0.3423997161
ACH-000356,-0.295516529536
ACH-000361,-0.643769535498
