,SC5D (6309)
ACH-000004,-0.03196399482
ACH-000007,0.0358157582193
ACH-000009,-0.427597215678
ACH-000011,-0.033572967055200006
ACH-000012,-0.021574009529599997
ACH-000013,0.10807822792999999
ACH-000014,0.0654754828415
ACH-000015,0.129316292917
ACH-000017,0.23206464359499998
ACH-000018,0.185868463653
ACH-000019,0.27306104948800003
ACH-000021,0.0636280813785
ACH-000022,0.12177632399499999
ACH-000025,0.144503378146
ACH-000028,0.146898229991
ACH-000030,0.136051760325
ACH-000035,0.21077969667399998
ACH-000036,0.11225384765799999
ACH-000037,0.037650460897699994
ACH-000039,0.136879056094
ACH-000040,0.108979529096
ACH-000041,0.0670494150574
ACH-000042,0.0335690833197
ACH-000045,0.179502187627
ACH-000047,0.0701310037562
ACH-000052,0.0716342967622
ACH-000053,0.019869436076
ACH-000054,0.0866284273913
ACH-000055,-0.087798819753
ACH-000060,0.22173303567699998
ACH-000067,0.235675792458
ACH-000070,0.028502192771799998
ACH-000075,0.248205144047
ACH-000078,-0.0992701026824
ACH-000082,0.18775256210000002
ACH-000085,-0.071011191926
ACH-000086,0.08317164556139998
ACH-000087,0.04863880791019999
ACH-000092,0.128352304592
ACH-000095,0.07751972237219999
ACH-000097,-0.026327477842700002
ACH-000098,0.176166294097
ACH-000099,0.0316644172511
ACH-000108,-0.060313574442699996
ACH-000113,0.132763609127
ACH-000115,0.0974362681394
ACH-000116,0.0322664728922
ACH-000118,-0.0155450099743
ACH-000120,-0.011667490287600002
ACH-000123,0.0641816412685
ACH-000127,0.147739806346
ACH-000128,0.22601572788600002
ACH-000132,0.0494002586233
ACH-000133,0.077549623212
ACH-000137,0.0388703552006
ACH-000138,-0.12872834007099998
ACH-000142,0.0760510568298
ACH-000143,0.00584022703481
ACH-000146,-0.0319958200001
ACH-000148,-0.013587701615799998
ACH-000150,0.042010908376500004
ACH-000152,0.193730197104
ACH-000153,-0.012632656671
ACH-000159,0.158098151333
ACH-000160,-0.0359165044499
ACH-000163,0.12921593271600001
ACH-000167,0.145214087812
ACH-000168,0.312552415603
ACH-000169,-0.0244354122858
ACH-000178,0.0294671452019
ACH-000182,0.0967944214051
ACH-000183,-0.0539806221624
ACH-000188,0.07211944238239999
ACH-000189,0.148378634829
ACH-000190,0.0991088627571
ACH-000198,0.0478562239219
ACH-000204,0.230246427654
ACH-000206,0.23122825765799998
ACH-000207,0.130577291472
ACH-000211,0.130774627034
ACH-000215,0.154872546618
ACH-000221,0.18665236747000002
ACH-000222,0.023167421118999998
ACH-000223,-0.0374489117249
ACH-000226,0.09350498091769999
ACH-000227,-0.311636680639
ACH-000228,0.218922344087
ACH-000231,0.0894356224729
ACH-000232,0.134338153774
ACH-000233,0.24066684691999998
ACH-000234,0.161339010541
ACH-000235,0.059241378145399995
ACH-000237,0.179950787884
ACH-000238,0.0491345255486
ACH-000243,-0.19404954446699998
ACH-000244,0.10288755959200001
ACH-000246,-0.0362044351513
ACH-000248,0.16871689076699997
ACH-000250,0.0920624901571
ACH-000251,0.0798020680561
ACH-000253,0.0038445329421700003
ACH-000255,0.149718321948
ACH-000256,0.0481885659245
ACH-000257,-0.0328207844581
ACH-000258,-0.0196794723369
ACH-000259,-0.008664621105509999
ACH-000260,0.079054384698
ACH-000261,0.108566718158
ACH-000262,-0.0850534902434
ACH-000263,0.059407203357999996
ACH-000264,-0.15128624318199999
ACH-000265,0.14935334232699998
ACH-000266,0.054175411855899996
ACH-000272,0.0366701092985
ACH-000273,0.0364491337784
ACH-000274,0.124262301818
ACH-000277,-0.0263643622572
ACH-000278,0.00649833804869
ACH-000279,-0.0417212158907
ACH-000280,0.138564336321
ACH-000281,-0.116053001681
ACH-000288,0.0074448898833
ACH-000291,0.19748679458
ACH-000293,0.222714285836
ACH-000294,0.034969975766699996
ACH-000295,0.313819191243
ACH-000296,0.379244378352
ACH-000302,0.257303454855
ACH-000304,0.47228820275399996
ACH-000307,0.0154064594703
ACH-000308,0.0703064132113
ACH-000310,-0.17743147363899997
ACH-000311,0.0509665896937
ACH-000312,-0.029401633037200003
ACH-000315,0.286671121338
ACH-000316,-0.19087824304
ACH-000317,0.087284384714
ACH-000318,0.107131471153
ACH-000319,0.163599080659
ACH-000320,-0.179717563027
ACH-000322,-0.105560389048
ACH-000323,0.226734988177
ACH-000324,-0.029740073420899998
ACH-000329,0.07225444596649999
ACH-000330,0.0988919848891
ACH-000331,0.163529501717
ACH-000332,-0.0159029873011
ACH-000334,0.289744618404
ACH-000335,0.153340262642
ACH-000336,0.34718496612300004
ACH-000337,0.00677148060632
ACH-000339,0.0607597665919
ACH-000341,-0.103555864112
ACH-000348,0.0200570114452
ACH-000350,0.0140185691152
ACH-000352,0.153152035485
ACH-000356,0.0932967441769
ACH-000361,0.0651968523908
ACH-000362,0.037263921385199995
ACH-000363,0.186859422513
ACH-000364,-0.105293117971
ACH-000365,-0.0829485567217
ACH-000366,-0.18004057703499998
ACH-000368,0.143877128969
ACH-000374,-0.164768191323
ACH-000375,0.08511021374649999
ACH-000376,0.10210310955900001
ACH-000381,0.145617741312
ACH-000383,0.12122547362700001
ACH-000387,-0.193400982463
ACH-000389,0.0621674898196
ACH-000390,0.0515887549444
ACH-000393,0.013118864757700001
ACH-000395,0.09812080080360001
ACH-000397,0.08351188961910001
ACH-000401,0.145363914899
ACH-000402,0.0267186643888
ACH-000403,-0.0025485415443899997
ACH-000404,0.119484596826
ACH-000406,0.0269910978985
ACH-000407,0.0984541517285
ACH-000408,0.11596795386900001
ACH-000410,-0.0144527466402
ACH-000411,0.104920873433
ACH-000414,0.010830919611500001
ACH-000415,0.093431145765
ACH-000416,0.137307502681
ACH-000420,0.19693019231699999
ACH-000421,0.0768393097782
ACH-000424,0.0742138534609
ACH-000425,0.0193227559279
ACH-000426,0.15254309456100001
ACH-000427,0.127770511909
ACH-000433,0.017129292780000003
ACH-000436,-0.00046599189340900006
ACH-000444,0.163752160402
ACH-000445,0.0450494360025
ACH-000448,0.217443892007
ACH-000450,-0.160872056302
ACH-000452,0.0583151533185
ACH-000454,0.102166843225
ACH-000458,0.261681434845
ACH-000459,0.0015282669606099999
ACH-000460,-0.141528722646
ACH-000461,0.054883272743
ACH-000463,0.07018325214030001
ACH-000464,0.112922378477
ACH-000466,0.18714898660100002
ACH-000467,0.11926710672900001
ACH-000468,0.156389146249
ACH-000469,0.164130696712
ACH-000470,0.0950754308613
ACH-000471,0.0576482912617
ACH-000472,0.067219575054
ACH-000473,0.051896641597
ACH-000475,0.0658870540033
ACH-000476,0.0831456155684
ACH-000477,0.13680639668199998
ACH-000480,0.0578996439193
ACH-000481,0.008496405468040001
ACH-000483,0.0670634459789
ACH-000484,0.177678086377
ACH-000485,0.0772090911445
ACH-000486,0.08522814707630001
ACH-000487,-0.0013640245752299998
ACH-000488,0.0828124368165
ACH-000490,0.0866087133478
ACH-000491,0.07970800765160001
ACH-000495,-0.0543829052924
ACH-000496,-0.0998782276788
ACH-000499,0.194478012281
ACH-000500,0.250414396119
ACH-000502,0.0906556018018
ACH-000503,0.132361505775
ACH-000505,0.048437247475899996
ACH-000507,0.177438225521
ACH-000510,0.163923349759
ACH-000511,0.040348089108500004
ACH-000512,0.147172364114
ACH-000516,0.0961473242275
ACH-000517,0.049178381561199996
ACH-000518,0.0728998775792
ACH-000520,0.20562338769900002
ACH-000521,0.010785314441799998
