,SGOL1 (151648)
ACH-000004,-0.828832074326
ACH-000007,-0.854661671158
ACH-000009,-1.1095716926899999
ACH-000011,-1.26820467765
ACH-000012,-1.12349062111
ACH-000013,-0.914109137646
ACH-000014,-0.46450609054799996
ACH-000015,-0.981648382298
ACH-000017,-0.539130328795
ACH-000018,-0.7728714700139999
ACH-000019,-0.7447985270990001
ACH-000021,-0.632603673433
ACH-000022,-1.04793188471
ACH-000025,-0.7105468749789999
ACH-000028,-0.5244189765680001
ACH-000030,-1.11041348455
ACH-000035,-0.844648227762
ACH-000036,-0.8824255807089999
ACH-000037,-1.31694945183
ACH-000039,-0.734856230161
ACH-000040,-1.02190004423
ACH-000041,-1.10038604236
ACH-000042,-1.2379857848
ACH-000045,-1.0341311674
ACH-000047,-1.20132360332
ACH-000052,-1.0379868181799998
ACH-000053,-0.567192059027
ACH-000054,-1.24371117568
ACH-000055,-0.928292106188
ACH-000060,-1.25299799952
ACH-000067,-1.39819446231
ACH-000070,-0.830320542422
ACH-000075,-0.924307635335
ACH-000078,-0.86369779556
ACH-000082,-0.889728518883
ACH-000085,-1.22641505123
ACH-000086,-1.20589869327
ACH-000087,-1.05044029414
ACH-000092,-1.19440204461
ACH-000095,-0.72600577207
ACH-000097,-0.9191994109010001
ACH-000098,-1.11876961122
ACH-000099,-0.6799150013549999
ACH-000108,-1.0669619503299999
ACH-000113,-1.03584377452
ACH-000115,-0.824918089129
ACH-000116,-0.860058591258
ACH-000118,-0.983714882247
ACH-000120,-0.698618617187
ACH-000123,-1.15019820126
ACH-000127,-1.15654870381
ACH-000128,-1.1775941110600001
ACH-000132,-0.437349921609
ACH-000133,-0.869063905342
ACH-000137,-0.6336078539100001
ACH-000138,-1.01945427511
ACH-000142,-1.1014798260299998
ACH-000143,-1.01154113849
ACH-000146,-1.20823641986
ACH-000148,-1.05668249778
ACH-000150,-0.855757811056
ACH-000152,-1.09737018313
ACH-000153,-0.959712860878
ACH-000159,-1.14494262682
ACH-000160,-1.14779224836
ACH-000163,-0.7339006562270001
ACH-000167,-1.0009923089200001
ACH-000168,-0.995638591553
ACH-000169,-0.9803970204979999
ACH-000178,-0.911004974668
ACH-000182,-1.23809433601
ACH-000183,-0.742983949491
ACH-000188,-1.03185214927
ACH-000189,-0.8379178891429999
ACH-000190,-1.2978427883700001
ACH-000198,-0.8356113610060001
ACH-000204,-1.28296630081
ACH-000206,-1.15832763278
ACH-000207,-1.50423171391
ACH-000211,-1.10467016657
ACH-000215,-1.00355148514
ACH-000221,-1.0305403524799999
ACH-000222,-0.983282059618
ACH-000223,-0.744706294955
ACH-000226,-0.9555737036799998
ACH-000227,-1.0682545028200001
ACH-000228,-1.32900980077
ACH-000231,-1.2639012127299998
ACH-000232,-1.14127734704
ACH-000233,-1.10548353628
ACH-000234,-1.4353526411700002
ACH-000235,-1.01337190874
ACH-000237,-1.19947645702
ACH-000238,-1.6086017821399998
ACH-000243,-0.8197269141
ACH-000244,-0.801817749031
ACH-000246,-1.0907523661399998
ACH-000248,-0.623092207868
ACH-000250,-1.5218710388499999
ACH-000251,-0.9134111193269999
ACH-000253,-0.903356822101
ACH-000255,-0.978147529804
ACH-000256,-1.200884689
ACH-000257,-0.940758721832
