,TRIM49D1 (399939)
ACH-000004,0.283685903728
ACH-000007,-0.0059087097160499995
ACH-000009,0.17618075818700002
ACH-000011,0.192610652095
ACH-000012,0.055754728658600004
ACH-000013,0.249164224037
ACH-000014,0.15800675083
ACH-000015,0.457545334793
ACH-000017,-0.022149856499200003
ACH-000018,0.0654962123666
ACH-000019,0.103424921581
ACH-000021,0.0249963362552
ACH-000022,0.08595709432050001
ACH-000025,0.144598887105
ACH-000028,0.20717893312600003
ACH-000030,0.22972412329999997
ACH-000035,0.26287105556699997
ACH-000036,0.0183608351245
ACH-000037,-0.145017249442
ACH-000039,-0.24866136284
ACH-000040,-0.0630107260404
ACH-000041,0.287065024558
ACH-000042,0.0741317163703
ACH-000045,-0.0060817212036099995
ACH-000047,0.153497967369
ACH-000052,0.30117750474
ACH-000053,-0.065416872815
ACH-000054,0.17258251428100002
ACH-000055,0.301834104602
ACH-000060,0.243128223198
ACH-000067,0.251872009174
ACH-000070,0.049955874110699995
ACH-000075,0.095875620265
ACH-000078,-0.0837125128054
ACH-000082,0.0914170499199
ACH-000085,0.147453618214
ACH-000086,-0.265642924385
ACH-000087,0.32967809844
ACH-000092,0.15199875019300002
ACH-000095,0.0776080484748
ACH-000097,0.0749898059525
ACH-000098,0.253940890121
ACH-000099,0.189997964314
ACH-000108,-0.00791491731235
ACH-000113,0.08585813355589998
ACH-000115,0.39954689869099996
ACH-000116,-0.045361181747599996
ACH-000118,0.0837346421539
ACH-000120,0.0658743173824
ACH-000123,0.0981711196188
ACH-000127,0.21046291436200001
ACH-000128,0.0966834378882
ACH-000132,0.152584657245
ACH-000133,0.158981612843
ACH-000137,0.15864924439
ACH-000138,-0.0444681516206
ACH-000142,0.0944077981143
ACH-000143,0.08668318325999999
ACH-000146,-0.0746838938615
ACH-000148,0.180695672911
ACH-000150,0.039770993432900005
ACH-000152,0.0411441299811
ACH-000153,0.19822621636399998
ACH-000159,0.237809189221
ACH-000160,0.318945918911
ACH-000163,0.18942329717300002
ACH-000167,-0.252431646763
ACH-000168,-0.0564096443578
ACH-000169,0.10307825461799999
ACH-000178,-0.012357062093200002
ACH-000182,0.10007244240900001
ACH-000183,-0.114167870728
ACH-000188,-0.13521785157
ACH-000189,-0.12457794088199999
ACH-000190,-0.014785843396799999
ACH-000198,0.0638354934357
ACH-000204,-0.16280916095999998
ACH-000206,0.21673561926999999
ACH-000207,0.00517043869141
ACH-000211,0.174302223505
ACH-000215,0.165315571756
ACH-000221,0.143980221801
ACH-000222,-0.10384958137599999
ACH-000223,0.06184013371119999
ACH-000226,0.0826683332503
ACH-000227,0.26055828012800003
ACH-000228,-0.0781468575101
ACH-000231,0.016551440220099998
ACH-000232,0.10333275213700001
ACH-000233,0.159402019185
ACH-000234,0.24434430619800002
ACH-000235,0.12086648884500001
ACH-000237,-0.0312163939414
ACH-000238,0.0910386941298
ACH-000243,0.10627026108899999
ACH-000244,0.142187422862
ACH-000246,0.09051375560910001
ACH-000248,0.15753255690600002
ACH-000250,0.176093983379
ACH-000251,0.0192743974805
ACH-000253,-0.048375797940499995
ACH-000255,0.05655063582309999
ACH-000256,0.127061995556
ACH-000257,0.39558499443499995
ACH-000258,0.24955909155699998
ACH-000259,0.148819058947
ACH-000260,0.0694537029483
ACH-000261,0.120628627003
ACH-000262,0.151727984594
ACH-000263,0.0403801468337
ACH-000264,-0.0151414185057
