,ISOC2 (79763)
ACH-000004,-0.30469844063499996
ACH-000007,-0.322996898988
ACH-000009,-0.152889038355
ACH-000011,-0.0486259536025
ACH-000012,-0.00620675832375
ACH-000013,-0.274602536104
ACH-000014,-0.25390690288
ACH-000015,-0.28470027435199996
ACH-000017,-0.12736655009700001
ACH-000018,-0.109446524629
ACH-000019,-0.23231058064399998
ACH-000021,-0.29748596194000004
ACH-000022,-0.46618070082900004
ACH-000025,-0.290392474248
ACH-000028,-0.06421814660759999
ACH-000030,-0.436451689431
ACH-000035,-0.145635754922
ACH-000036,-0.348482741475
ACH-000037,0.007391224784560001
ACH-000039,0.064183318021
ACH-000040,-0.123526092397
ACH-000041,-0.186312340954
ACH-000042,-0.044553053055800006
ACH-000045,-0.151344483517
ACH-000047,-0.20649968903299998
ACH-000052,-0.47505385233400005
ACH-000053,-0.157876184921
ACH-000054,-0.337587427689
ACH-000055,0.024291940119400002
ACH-000060,-0.055132000855700004
ACH-000067,-0.29876991985199997
ACH-000070,-0.012035179735999999
ACH-000075,-0.425136254678
ACH-000078,0.00497073801407
ACH-000082,-0.0773413490962
ACH-000085,-0.319151599637
ACH-000086,-0.286706788706
ACH-000087,-0.262120984858
ACH-000092,-0.27568778344300005
ACH-000095,-0.15985643326500001
ACH-000097,-0.0156122057893
ACH-000098,-0.168816646272
ACH-000099,-0.232334514232
ACH-000108,-0.185762626657
ACH-000113,-0.111968532336
ACH-000115,-0.04201760400309999
ACH-000116,-0.18250908259399998
ACH-000118,0.000928158293347
ACH-000120,-0.11975201312599999
ACH-000123,-0.258788166576
ACH-000127,-0.19670892148299998
ACH-000128,-0.061763654247000005
ACH-000132,-0.181793707979
ACH-000133,-0.265624031885
ACH-000137,-0.281150086655
ACH-000138,-0.26934259413600004
ACH-000142,-0.240441700123
ACH-000143,-0.180413017654
ACH-000146,0.0040987282624
ACH-000148,-0.209901829437
ACH-000150,-0.0199845234002
ACH-000152,-0.169737304365
ACH-000153,-0.42520251289000005
ACH-000159,-0.261232006871
ACH-000160,-0.08121196598210001
ACH-000163,-0.351349694409
ACH-000167,-0.00993642048356
ACH-000168,0.012353207421600001
ACH-000169,-0.0248456299155
ACH-000178,-0.214630872643
ACH-000182,-0.21578277990699998
ACH-000183,0.0272407136674
ACH-000188,-0.219392472328
ACH-000189,-0.21737360547899998
ACH-000190,-0.207089807169
ACH-000198,-0.23516743765999998
