,NBPF11 (200030)
ACH-000004,-0.931042207482
ACH-000007,-0.538119427925
ACH-000009,-0.936536377909
ACH-000011,-0.8390395514650001
ACH-000012,-0.499648541908
ACH-000013,-0.703283293542
ACH-000014,-0.6801415527529999
ACH-000015,-0.856544767016
ACH-000017,-0.936905691936
ACH-000018,-0.379980357689
ACH-000019,-0.634390999713
ACH-000021,-0.560864160313
ACH-000022,-0.622193077452
ACH-000025,-0.652788947968
ACH-000028,-0.446136699683
ACH-000030,-0.780438414852
ACH-000035,-0.328574049065
ACH-000036,-0.5189400796270001
ACH-000037,-0.787626455309
ACH-000039,-0.803214321445
ACH-000040,-0.9032732060259999
ACH-000041,-0.8126116473010001
ACH-000042,-0.574738642547
ACH-000045,-0.842712458697
ACH-000047,-0.743553104695
ACH-000052,-0.328447538288
ACH-000053,-0.609153992064
ACH-000054,-0.602410716712
ACH-000055,-0.679494827396
ACH-000060,-0.761984302174
ACH-000067,-0.475550332141
ACH-000070,-0.696901594717
ACH-000075,-0.249940866222
ACH-000078,-0.348950856749
ACH-000082,-0.300877861815
ACH-000085,-0.633505561379
ACH-000086,-0.560424536812
ACH-000087,-0.590083852152
ACH-000092,-0.5964443410670001
ACH-000095,-0.517940601752
ACH-000097,-0.6725438462219999
ACH-000098,-0.54127428105
ACH-000099,-0.44833602403899997
ACH-000108,-0.657589247645
ACH-000113,-0.7064129302619999
ACH-000115,-0.940535284782
ACH-000116,-0.39305987255900005
ACH-000118,-0.6498925349970001
ACH-000120,-0.38282780755199997
ACH-000123,-0.5223742248
ACH-000127,-0.661810786457
ACH-000128,-0.623919106116
ACH-000132,-0.37773805164700003
ACH-000133,-0.6779311079000001
ACH-000137,-0.371609054911
ACH-000138,-0.77711424761
ACH-000142,-0.6982178432439999
ACH-000143,-0.5922968495009999
ACH-000146,-0.986750640511
ACH-000148,-1.02027971471
ACH-000150,-0.7410389908849999
ACH-000152,-0.582620408525
ACH-000153,-1.3908027177899998
ACH-000159,-0.697714241465
ACH-000160,-0.6760288924079999
ACH-000163,-0.757137865818
ACH-000167,-1.4273856138499998
ACH-000168,-0.545553090535
ACH-000169,-0.327063170823
ACH-000178,-0.6037243273749999
ACH-000182,-0.590085183219
ACH-000183,-0.254370243697
ACH-000188,-0.860876625945
ACH-000189,-0.531522753575
ACH-000190,-0.181321737767
ACH-000198,-0.689201831992
ACH-000204,-0.613164140339
ACH-000206,-0.963949437729
ACH-000207,-0.20754010916299998
ACH-000211,-0.6103706231589999
ACH-000215,-0.764392413466
ACH-000221,-0.972527407954
ACH-000222,-0.812211676663
ACH-000223,-0.84530761845
ACH-000226,-0.63565632019
ACH-000227,-0.35375701450999997
ACH-000228,-0.533997559687
ACH-000231,-0.45355098395800003
ACH-000232,-0.53893301087
ACH-000233,-0.830430873945
ACH-000234,-0.768247108041
ACH-000235,-0.733432241076
ACH-000237,-0.812081095494
ACH-000238,-0.5739000770139999
ACH-000243,-0.734509057112
ACH-000244,-0.7344981440430001
ACH-000246,-0.512016334454
ACH-000248,-0.650229825287
ACH-000250,-0.537175404316
ACH-000251,-1.2678936644
ACH-000253,-0.652686280747
ACH-000255,-0.636804771174
ACH-000256,-0.455523920669
ACH-000257,-0.613779605453
ACH-000258,-0.546527979424
ACH-000259,-0.66089374553
ACH-000260,-0.45810036337800003
ACH-000261,-0.39581760444700004
