,CRACR2B (283229)
ACH-000458,-0.039123448019
ACH-000459,-0.125741130283
ACH-000460,-0.0857048599237
ACH-000461,-0.10190374226700001
ACH-000463,-0.118482098282
ACH-000464,-0.33685232809199994
ACH-000466,-0.16958854356800002
ACH-000467,-0.0128865792998
ACH-000468,-0.0158687599384
ACH-000469,-0.045621598587
ACH-000470,-0.28821261395500003
ACH-000471,-0.08421391271789999
ACH-000472,-0.155115765174
ACH-000473,-0.102101503824
ACH-000475,-0.16236804848
ACH-000476,-0.32234235987599996
ACH-000477,-0.0620121442569
ACH-000480,-0.274936065736
ACH-000481,-0.179575987254
ACH-000483,-0.016401517225799998
ACH-000484,-0.22374979725900002
ACH-000485,-0.00759544669676
ACH-000486,-0.23915751268100002
ACH-000487,-0.11940570961899999
ACH-000488,0.00319383064236
ACH-000490,0.0315559310436
ACH-000491,-0.104501929979
ACH-000495,-0.258950160974
ACH-000496,-0.0286623663551
ACH-000499,0.2345297043
ACH-000500,-0.302269527025
ACH-000502,-0.0195703790157
ACH-000503,-0.188403398556
ACH-000505,0.0676754081598
ACH-000507,0.07419612921360001
ACH-000510,-0.105752197564
ACH-000511,-0.20200136590999998
ACH-000512,-0.101075941984
ACH-000516,0.0481833318273
ACH-000517,-0.09149534985060001
ACH-000518,-0.06431906163290001
ACH-000520,-0.0951040515902
ACH-000521,-0.0774600948002
ACH-000522,-0.0663765965223
ACH-000524,-0.18178701848700002
ACH-000527,-0.104133914801
ACH-000528,-0.0166602275243
ACH-000537,-0.309702579529
ACH-000541,-0.185219648251
ACH-000542,-0.18497270855999998
ACH-000544,-0.26660285352699997
ACH-000545,-0.221391077007
ACH-000547,-0.100715233972
ACH-000548,-0.137331768794
ACH-000549,0.0666135937713
ACH-000550,-0.202434009865
ACH-000552,-0.206843788378
ACH-000556,-0.205533157027
ACH-000557,-0.162851322995
ACH-000570,-0.179601048678
ACH-000571,-0.08176744155089999
ACH-000573,-0.136266308473
ACH-000576,-0.237403484758
ACH-000580,-0.0490819570601
ACH-000584,-0.046259553558900005
ACH-000585,-0.0548156138722
ACH-000588,0.09636891515039998
ACH-000589,-0.0318113898907
ACH-000591,0.0327503156794
ACH-000593,-0.124255155051
ACH-000600,-0.141965534298
ACH-000601,-0.0868257135732
ACH-000604,-0.0668277993258
ACH-000605,0.0649589672676
ACH-000606,-0.019782525553599998
ACH-000608,-0.207017960723
ACH-000614,-0.366537113922
ACH-000616,-0.0234913060099
ACH-000618,-0.0033583387928600005
ACH-000619,-0.140714335495
ACH-000620,-0.13793366912799998
ACH-000621,-0.125463898158
ACH-000622,0.0537361525158
ACH-000623,-0.054843341654000004
ACH-000624,-0.18926049420899999
ACH-000627,-0.0280815372762
ACH-000630,0.011073383847900001
ACH-000632,-0.09732530384289999
ACH-000633,-0.155017825947
ACH-000637,-0.0101695566874
ACH-000638,0.04911041695019999
ACH-000646,-0.0820350737008
ACH-000647,-0.221295232233
ACH-000648,-0.125345157164
ACH-000649,-0.145742030729
ACH-000651,-0.0388386570956
ACH-000652,0.115533376365
ACH-000653,-0.0133790232121
ACH-000657,-0.12176825792099999
ACH-000658,-0.0521884853897
ACH-000661,-0.21496129218600002
ACH-000662,-0.0332583547885
ACH-000663,0.0403206068277
ACH-000665,-0.162347148379
ACH-000671,-0.11213703342499999
ACH-000673,-0.145910753277
ACH-000676,-0.0817680735624
ACH-000677,-0.0628065753332
ACH-000681,-0.058353910167800005
ACH-000682,-0.169436556499
ACH-000683,-0.0808997042885
ACH-000684,-0.329566974721
ACH-000688,-0.155579671184
ACH-000693,-0.19838091825399998
ACH-000694,0.0927532149461
ACH-000695,-0.263260045525
ACH-000696,-0.049656315324099996
ACH-000697,0.0537339349876
ACH-000699,0.084516308373
ACH-000701,-0.0382525481607
ACH-000706,-0.131382732221
ACH-000711,-0.0858269975898
ACH-000713,-0.0850197867717
ACH-000714,-0.0862746824886
ACH-000718,-0.0224419677228
ACH-000720,-0.26816711535300003
ACH-000721,-0.0297843685201
ACH-000724,-0.1216872653
ACH-000725,-0.0771443089433
ACH-000732,-0.0219201028218
ACH-000734,-0.217041659219
ACH-000735,-0.11820386487
ACH-000736,-0.09772637634610001
ACH-000738,-0.184591803102
ACH-000746,-0.161255808306
ACH-000747,-0.179233020795
ACH-000748,-0.294464240873
ACH-000753,-0.127040990231
ACH-000756,-0.0331737528236
ACH-000757,0.160392261579
ACH-000758,-0.143208009677
ACH-000760,-0.0850308873049
ACH-000763,0.000860250044927
ACH-000764,-0.0155050653692
ACH-000765,-0.0274462102717
ACH-000766,-0.10660087883700001
ACH-000767,-0.0697606423726
ACH-000768,0.0371073051982
ACH-000769,0.00399090357021
ACH-000770,-0.017711812236799997
ACH-000771,-0.131177152341
ACH-000773,-0.206197147227
ACH-000776,-7.90662906855e-05
ACH-000777,-0.22081907230599998
ACH-000778,-0.18611884513000002
ACH-000781,-0.076724895315
ACH-000782,-0.114461901172
ACH-000783,-0.218181640891
ACH-000784,-0.093562162663
ACH-000785,-0.08086157339760001
ACH-000787,-0.0448159555498
ACH-000788,-0.183279236805
ACH-000791,0.0649844305408
ACH-000792,-0.307642770202
ACH-000794,-0.18146150080899998
ACH-000796,-0.191793457331
ACH-000799,-0.113015744219
ACH-000800,0.109211615594
ACH-000802,-0.122229263851
ACH-000804,0.190076752905
ACH-000805,-0.05230786909440001
ACH-000809,-0.127252127886
ACH-000810,-0.242248723173
ACH-000811,-0.0390807596098
ACH-000817,-0.0529625372777
ACH-000819,-0.00625236142419
ACH-000820,-0.20515813137299999
ACH-000821,-0.0386015509808
ACH-000822,-0.280355864511
ACH-000823,-0.007035255237839999
ACH-000824,-0.210071149681
ACH-000827,-0.111970309258
ACH-000829,-0.0413871604924
ACH-000831,-0.17941829899599998
ACH-000832,0.10196416048599999
ACH-000833,-0.035838653807699995
ACH-000834,0.0639229475985
ACH-000835,-0.075568018476
ACH-000836,-0.0405437336719
ACH-000837,0.031507956148099994
ACH-000838,0.21542504821199998
ACH-000839,-0.212679316242
ACH-000840,0.0527644013476
ACH-000841,0.00241999165619
ACH-000843,-0.0777588053522
ACH-000846,0.183342974904
ACH-000847,-0.114291465222
ACH-000848,-0.14662331912
ACH-000849,-0.0145812551809
ACH-000851,0.167798900281
ACH-000855,0.0299964289958
ACH-000856,-0.202502268999
ACH-000858,-0.119400443104
ACH-000859,0.00261872418772
ACH-000861,-0.0152108750461
ACH-000862,-0.050371688629599995
ACH-000865,-0.028805103999200003
ACH-000866,-0.0167876266059
ACH-000867,-0.104213247312
ACH-000869,0.114058480418
ACH-000872,-0.060216604267800004
ACH-000873,0.130118295648
ACH-000876,-0.005157452045060001
ACH-000878,-0.281546714598
ACH-000880,-0.37544119146399996
ACH-000881,-0.15046433215500002
ACH-000882,0.0280152571796
ACH-000884,-0.033328808732599996
ACH-000885,-0.19557641925500002
ACH-000887,-0.120688791625
ACH-000888,-0.116178388169
ACH-000889,0.0278429516474
ACH-000890,-0.020514752666400002
ACH-000896,-0.10304154244
ACH-000898,-0.163348729222
ACH-000900,-0.265618842395
ACH-000901,0.00223983270525
ACH-000905,-0.015635301437999998
ACH-000906,-0.0542059174854
ACH-000907,-0.16690650078299998
ACH-000910,-0.108138691076
ACH-000911,-0.114903088878
ACH-000912,-0.024945571353
ACH-000913,-0.0682941337938
ACH-000915,-0.08209189273419999
ACH-000916,0.576539476534
ACH-000917,-0.0499757156103
ACH-000921,-0.09147946465260001
ACH-000924,0.00624504369121
ACH-000926,-0.106204725706
ACH-000928,-0.197427271271
ACH-000929,-0.322043942152
ACH-000932,-0.19756602653000002
ACH-000935,-7.436209252560001e-06
ACH-000936,-0.010008076460299999
ACH-000937,0.022930285619799998
ACH-000938,-0.139913986523
ACH-000939,-0.116266855541
ACH-000941,-0.10458052055299999
ACH-000943,-0.0630873380065
ACH-000946,0.0900285320372
ACH-000947,0.07102585390869999
ACH-000948,-0.010836788095499999
ACH-000950,0.0306163537594
ACH-000953,-0.237396790755
ACH-000957,-0.356486550462
ACH-000958,-0.0051831326776499995
ACH-000960,-0.099208080136
ACH-000963,0.106368609615
ACH-000968,-0.242219964807
ACH-000969,-0.0209725162645
ACH-000973,-0.0551331022768
ACH-000974,-0.11545871221699999
ACH-000975,-8.11245996766e-05
ACH-000976,0.0199288821072
ACH-000978,-0.41314859285800004
ACH-000980,-0.118963339003
ACH-000984,-0.188831683576
ACH-000986,0.09089910434580001
ACH-000988,0.0507794088242
ACH-000993,-0.459096906586
ACH-000994,0.0422460348687
ACH-000996,-0.363604213799
ACH-001001,-0.0879124474971
ACH-001020,0.22610955956099998
ACH-001028,-0.125055812039
ACH-001031,-0.011847391370000002
ACH-001038,-0.116097879584
ACH-001048,-0.121872233093
ACH-001050,-0.0826203023372
ACH-001053,-0.334171922524
ACH-001054,-0.0869088181676
ACH-001061,-0.10806930025999999
ACH-001067,-0.161143434848
ACH-001075,-0.022155738532599997
ACH-001096,-0.0864404606062
ACH-001128,-0.185991265753
ACH-001134,-0.316689177898
ACH-001151,-0.189920073312
ACH-001163,0.00167575335025
ACH-001164,-0.263367647762
ACH-001173,0.07603489672510001
ACH-001183,-0.028563054265000002
ACH-001184,-0.298324401306
ACH-001190,-0.147815895976
ACH-001192,-0.0322175677933
ACH-001193,-0.582740216979
ACH-001196,-0.311729073119
ACH-001197,-0.054677715781500005
ACH-001205,-0.21822536183000002
ACH-001211,0.205110725362
ACH-001212,-0.34111601911399997
ACH-001228,-0.396097939861
ACH-001232,-0.0253370957629
ACH-001239,-0.116356504526
ACH-001274,-0.204300942984
ACH-001275,-0.293020956682
ACH-001277,-0.132934896333
ACH-001278,-0.0399283024559
ACH-001280,-0.0963740462483
ACH-001283,-0.11730923708100001
ACH-001289,-0.197549322841
ACH-001295,-0.117396050525
ACH-001300,-0.0741209802326
ACH-001301,-0.0770247707064
ACH-001302,-0.008657686788280002
ACH-001303,0.052983584614599996
ACH-001306,-0.09146181754720001
ACH-001318,0.00619545792889
ACH-001322,-0.104964266634
ACH-001328,-0.32092350314199997
ACH-001332,-0.0100407725413
ACH-001333,-0.0517394042458
ACH-001336,-0.10149551428300001
ACH-001340,-0.0760738614945
ACH-001346,-0.129791598797
ACH-001353,-0.0640796822099
ACH-001354,0.0324743615281
ACH-001367,-0.29832495501999995
ACH-001368,-0.10276399965399999
ACH-001374,-0.76512892868
ACH-001375,-0.258890908367
ACH-001377,-0.220739388087
ACH-001380,0.06168120480790001
ACH-001391,-0.223453048526
ACH-001407,-0.0191094356703
ACH-001408,-0.121016794612
ACH-001413,-0.115662503261
ACH-001430,-0.305311833307
ACH-001431,-0.173042160612
ACH-001450,-0.46187484396000006
ACH-001496,-0.17957633607299997
ACH-001500,-0.0080999556081
ACH-001521,-0.231401463163
ACH-001523,0.0531402392024
ACH-001532,-0.0210349088058
ACH-001536,-0.118477614004
ACH-001550,0.0593577583756
ACH-001552,0.184677606666
ACH-001554,-0.00627741632865
ACH-001645,-0.00198831647873
ACH-001654,-0.0968782870832
ACH-001715,0.144617544539
ACH-001735,-0.142949581278
ACH-001736,-0.235713617667
ACH-001737,-0.399127192235
ACH-001740,-0.10261447284499998
ACH-001745,0.0591439987374
ACH-001750,-0.09259341497819999
ACH-001765,-0.120601199584
ACH-001956,-0.0837739072042
ACH-001957,-0.0496802381035
