,BNIP1 (662)
ACH-000004,-0.30646997958
ACH-000007,-0.20134820717799998
ACH-000009,-0.843812730825
ACH-000011,-0.42513909933899996
ACH-000012,-0.474075838115
ACH-000013,-0.749559637806
ACH-000014,-0.466150504274
ACH-000015,-0.6993536869760001
ACH-000017,-0.68401885664
ACH-000018,-0.550745104977
ACH-000019,-0.575498197012
ACH-000021,-0.512798358766
ACH-000022,-0.34880355217
ACH-000025,-0.49411588273699997
ACH-000028,-0.505260590794
ACH-000030,-0.35052237049699997
ACH-000035,-0.616185739625
ACH-000036,-0.8232749211929999
ACH-000037,-0.331172155348
ACH-000039,-0.597507080825
ACH-000040,-0.804242970381
ACH-000041,-0.34464477447400005
ACH-000042,-0.325153401576
ACH-000045,-0.4554576662
ACH-000047,-0.24786488309000002
ACH-000052,-0.881257764059
ACH-000053,-0.37468232730800005
ACH-000054,-0.6329099717610001
ACH-000055,-0.7130397971950001
ACH-000060,-0.468897241038
ACH-000067,-0.665606974719
ACH-000070,-0.787947513642
ACH-000075,-0.31189147388300004
ACH-000078,-0.43698381130400005
ACH-000082,-0.633864554791
ACH-000085,-0.5133402043649999
ACH-000086,-0.769189073802
ACH-000087,-0.69501790443
ACH-000092,-0.5440854874750001
ACH-000095,-0.36802114901199995
ACH-000097,-0.546173435627
ACH-000098,-0.597569418141
ACH-000099,-0.662160667691
ACH-000108,-0.555905296036
ACH-000113,-0.329233730529
ACH-000115,-0.547570024685
ACH-000116,-0.762972857269
ACH-000118,-0.6385325769219999
ACH-000120,-0.445140257638
ACH-000123,-0.579593586943
ACH-000127,-0.738563234337
ACH-000128,-0.682260159865
ACH-000132,-0.764230998698
ACH-000133,-0.54599018611
ACH-000137,-0.717178259618
ACH-000138,-0.47079370245200003
ACH-000142,-0.799510239551
ACH-000143,-0.720819840913
ACH-000146,-0.314666783888
ACH-000148,-0.45192158416100003
ACH-000150,-0.868378295268
ACH-000152,-0.5536728540429999
ACH-000153,-0.624876604146
ACH-000159,-0.5998439269020001
ACH-000160,-0.291846157227
ACH-000163,-0.750095700166
ACH-000167,-0.529642340922
ACH-000168,-0.494712655261
ACH-000169,-0.7149269359880001
ACH-000178,-0.662809902002
ACH-000182,-0.32958178710499997
ACH-000183,-0.61961633506
ACH-000188,-0.490231330058
ACH-000189,-0.5064229427520001
ACH-000190,-0.7252377669
ACH-000198,-0.575744602707
ACH-000204,-0.730296405008
ACH-000206,-0.775412136245
ACH-000207,-0.7034467910100001
ACH-000211,-0.29851454702799995
ACH-000215,-0.8067812278219999
ACH-000221,-0.508505703631
ACH-000222,-0.362724063477
ACH-000223,-0.537735043963
ACH-000226,-0.49556894040700006
ACH-000227,-0.49619901152199997
ACH-000228,-0.405087867716
ACH-000231,-0.663500419551
ACH-000232,-0.6722275050220001
ACH-000233,-0.485256885317
ACH-000234,-0.8410023127290001
ACH-000235,-0.36344118545599996
ACH-000237,-0.612690608985
ACH-000238,-0.332710302406
ACH-000243,-0.537223458099
ACH-000244,-0.510793878931
ACH-000246,-0.609456951511
ACH-000248,-0.693111606831
ACH-000250,-0.633166162297
ACH-000251,-0.526641243886
ACH-000253,-0.72559462753
ACH-000255,-0.578767959847
ACH-000256,-0.7183509935500001
ACH-000257,-0.7540724738760001
ACH-000258,-0.38294416873099996
ACH-000259,-0.44839623178599997
ACH-000260,-0.502294648637
ACH-000261,-0.478371543106
ACH-000262,-0.620740116314
ACH-000263,-0.558220801377
ACH-000264,-0.565535792223
ACH-000265,-0.223191709565
ACH-000266,-0.435730032459
ACH-000272,-0.8857292669169999
ACH-000273,-0.7992153244210001
ACH-000274,-0.55312680678
ACH-000277,-0.573796049452
ACH-000278,-0.24451966939800002
ACH-000279,-0.231343050067
ACH-000280,-0.581482236373
ACH-000281,-0.341215671321
ACH-000288,-0.839048054709
ACH-000291,-0.47976821071500003
ACH-000293,-0.56219878797
ACH-000294,-0.33838922209600003
ACH-000295,-0.245895762909
ACH-000296,-0.8337831975810001
ACH-000302,-0.772101963777
ACH-000304,-0.613074837522
ACH-000307,-0.38339628018
ACH-000308,-0.626999008182
ACH-000310,-0.50441636555
ACH-000311,-0.507945510382
ACH-000312,-0.536411217565
