,NSMAF (8439)
ACH-000004,-0.108919369211
ACH-000007,-0.346636899742
ACH-000009,-0.0793717696071
ACH-000011,0.0894128457553
ACH-000012,-0.20781005177499998
ACH-000013,-0.029485190105900002
ACH-000014,-0.17210398694499998
ACH-000015,-0.054562911049
ACH-000017,-0.18200808577999997
ACH-000018,-0.0292352257222
ACH-000019,0.0343425158208
ACH-000021,-0.06352747158750001
ACH-000022,-0.0009013939341210001
ACH-000025,-0.0966433092096
ACH-000028,-0.0366434156846
ACH-000030,-0.16493630918299998
ACH-000035,-0.07043589982699999
ACH-000036,-0.08180765247880001
ACH-000037,-0.027112941967599998
ACH-000039,-0.20167075558400002
ACH-000040,-0.08506541459200001
ACH-000041,-0.0196612377548
ACH-000042,-0.140223067574
ACH-000045,-0.122981773614
ACH-000047,-0.07710302001130001
ACH-000052,0.100646583695
ACH-000053,-0.186215323021
ACH-000054,-0.127609304384
ACH-000055,-0.202051210569
ACH-000060,-0.150788250283
ACH-000067,-0.0161552641775
ACH-000070,-0.14427298934399999
ACH-000075,0.0691066878127
ACH-000078,-0.20325853498799998
ACH-000082,0.014384685110599999
ACH-000085,-0.11105437781500001
ACH-000086,0.061243386214500005
ACH-000087,0.15363852115
ACH-000092,-0.164124707158
ACH-000095,0.067105275085
ACH-000097,-0.19081224124499999
ACH-000098,-0.130761626835
ACH-000099,-0.143285862885
ACH-000108,-0.259629729382
ACH-000113,-0.12936113785999998
ACH-000115,-0.316725085616
ACH-000116,0.00347677557116
ACH-000118,-0.10369690708599999
ACH-000120,-0.209296471383
ACH-000123,-0.20472224082
ACH-000127,0.020391387085099997
ACH-000128,-0.110029644627
ACH-000132,0.06312163590719999
ACH-000133,-0.134632702699
ACH-000137,-0.11666205814899999
ACH-000138,-0.168739820132
ACH-000142,0.118648913917
ACH-000143,-0.050617451749300005
ACH-000146,-0.276018282189
ACH-000148,-0.17175019473499997
ACH-000150,-0.149705833131
ACH-000152,-0.13448053443299998
ACH-000153,-0.19048775040600002
ACH-000159,-0.12646437744300001
ACH-000160,-0.266250396216
ACH-000163,-0.218393077277
ACH-000167,-0.429274855569
ACH-000168,-0.20027992142499998
ACH-000169,-0.052190872039000004
ACH-000178,-0.0912513691048
ACH-000182,-0.127418356072
ACH-000183,-0.189096744786
ACH-000188,0.0894165045503
ACH-000189,-0.0020223998366300003
ACH-000190,-0.188529939141
ACH-000198,-0.05124561297
ACH-000204,-0.132515063583
ACH-000206,-0.118399999663
ACH-000207,0.326216591088
ACH-000211,-0.0707993207757
ACH-000215,0.021329973796799996
ACH-000221,-0.08010781524050001
ACH-000222,-0.23702944866200001
ACH-000223,-0.183867520204
ACH-000226,-0.253004076244
