,C2CD4D (100191040)
ACH-000004,0.15026768493200002
ACH-000007,0.032246833588200005
ACH-000009,-0.134183472424
ACH-000011,-0.147445477629
ACH-000012,-0.125359050838
ACH-000013,-0.207554302341
ACH-000014,-0.0334747423065
ACH-000015,0.0633234060105
ACH-000017,0.13397474977499998
ACH-000018,0.013234258063100001
ACH-000019,-0.0720364097528
ACH-000021,-0.04778334951280001
ACH-000022,0.0037788301933600003
ACH-000025,-0.207624611665
ACH-000028,-0.0577902731869
ACH-000030,-0.0100364313805
ACH-000035,-0.145963561155
ACH-000036,-0.0785535501042
ACH-000037,-0.0195057471371
ACH-000039,-0.381013892658
ACH-000040,0.08700190879450001
ACH-000041,-0.07554891434569999
ACH-000042,0.025711978472799997
ACH-000045,0.12277148355699999
ACH-000047,-0.242200618155
ACH-000052,-0.254797561962
ACH-000053,-0.100081322113
ACH-000054,0.014447964247099999
ACH-000055,-0.295010609511
ACH-000060,-0.06309007071690001
ACH-000067,-0.156043492236
ACH-000070,-0.402161240679
ACH-000075,-0.263954562761
ACH-000078,-0.08981170647730001
ACH-000082,0.028440592373599995
ACH-000085,-0.236658705407
ACH-000086,-0.290971644868
ACH-000087,-0.247405750803
ACH-000092,-0.0901501422422
ACH-000095,-0.0600119350296
ACH-000097,-0.0855987196224
ACH-000098,-0.05633553375749999
ACH-000099,-0.141431145746
ACH-000108,-0.290530924589
ACH-000113,-0.0121007714404
ACH-000115,-0.275453884875
ACH-000116,0.00519077884447
ACH-000118,-0.0661387742736
ACH-000120,-0.325981381946
ACH-000123,0.10451706785
ACH-000127,-0.012563386799000001
ACH-000128,-0.340235684489
ACH-000132,-0.0792656124935
ACH-000133,-0.0816947215487
ACH-000137,-0.195070179495
ACH-000138,0.0187445707102
ACH-000142,-0.19258315979899998
ACH-000143,-0.13500719539
ACH-000146,-0.0425308721141
ACH-000148,-0.247894159403
ACH-000150,0.0429523230676
ACH-000152,-0.0291532908539
ACH-000153,-0.27475982127799997
ACH-000159,-0.185962370523
ACH-000160,0.0732231920034
ACH-000163,-0.0503471212654
ACH-000167,0.335329674639
ACH-000168,-0.128192213262
ACH-000169,-0.0039544036138
ACH-000178,-0.108198796723
ACH-000182,-0.0535429209568
ACH-000183,-0.199175062097
ACH-000188,-0.129078993063
ACH-000189,-0.361702572945
ACH-000190,0.0159571195952
ACH-000198,0.04343321670530001
ACH-000204,-0.333182235291
ACH-000206,-0.18509070972600003
ACH-000207,-0.39325219035400005
ACH-000211,-0.0014309788755699998
ACH-000215,-0.07128004594069999
ACH-000221,-0.186558490079
ACH-000222,0.128190262352
ACH-000223,0.0503530188645
ACH-000226,-0.23217488906199998
ACH-000227,0.29526311418900003
ACH-000228,-0.136934670408
ACH-000231,-0.29095479725900003
ACH-000232,-0.077836228981
ACH-000233,0.077294027333
ACH-000234,0.206663144331
ACH-000235,-0.0101652470575
ACH-000237,0.0443154161849
ACH-000238,0.0693786867637
ACH-000243,-0.06433547610569999
ACH-000244,0.18940392155299998
ACH-000246,-0.270832514832
ACH-000248,-0.19412317302700002
ACH-000250,-0.16629898303500001
ACH-000251,-0.260850977179
ACH-000253,-0.262578558678
ACH-000255,-0.310105286591
ACH-000256,-0.263737907606
ACH-000257,-0.243066892227
ACH-000258,0.232616760733
ACH-000259,-0.0254442395542
ACH-000260,-0.23110552712
ACH-000261,0.115923247267
ACH-000262,0.0198037788995
ACH-000263,-0.0634800716375
ACH-000264,-0.165799960903
ACH-000265,-0.0803899079078
ACH-000266,-0.0536952963164
ACH-000272,-0.0787763515287
ACH-000273,-0.037426618399900004
ACH-000274,0.08877227910140001
ACH-000277,-0.06136897973130001
ACH-000278,0.105242204726
ACH-000279,0.0603471800885
ACH-000280,-0.0815639401755
ACH-000281,-0.15478988274900002
ACH-000288,-0.0940468210808
ACH-000291,-0.022628187311
ACH-000293,-0.121715761934
ACH-000294,-0.295830503512
ACH-000295,-0.112088007098
ACH-000296,0.119155555799
ACH-000302,-0.0492901385893
