,HIST1H2AG (8969)
ACH-000524,-0.559450579493
ACH-000527,-0.0475251976866
ACH-000528,-0.200779973941
ACH-000537,-0.306432816601
ACH-000541,-0.201658721347
ACH-000542,-0.0725481121398
ACH-000544,-0.207093721534
ACH-000545,-0.38782081740999996
ACH-000547,-0.184727275726
ACH-000548,-0.347765415374
ACH-000549,-0.244350943275
ACH-000550,-0.033755783658099996
ACH-000552,-0.174030204829
ACH-000556,-0.262231431408
ACH-000557,-0.00470273312054
ACH-000570,-0.28868103074499996
ACH-000571,-0.391697274513
ACH-000573,-0.194287857706
ACH-000576,-0.12018022375199999
ACH-000580,-0.534658354079
ACH-000584,-0.29360273055799996
ACH-000585,-0.26409643558400003
ACH-000588,0.0118098436341
ACH-000589,-0.315670005674
ACH-000591,-0.316584022933
ACH-000593,-0.18765776094099998
ACH-000600,-0.26391193581300004
ACH-000601,-0.207715550267
ACH-000604,-0.028100644558099998
ACH-000605,-0.263992208215
ACH-000606,-0.12859253066600002
ACH-000608,-0.327918749027
ACH-000614,-0.0107673832013
ACH-000616,-0.177599213573
ACH-000618,-0.211734838561
ACH-000619,-0.301224687677
ACH-000620,-0.23796448460499997
ACH-000621,-0.255060075527
ACH-000622,-0.48679938209299994
ACH-000623,-0.293744924721
ACH-000624,-0.244255668165
ACH-000627,-0.23808563313099998
ACH-000630,-0.185204254905
ACH-000632,-0.38823115873899994
ACH-000633,-0.0052022414987899996
ACH-000637,-0.49262870504699996
ACH-000638,-0.214891508152
ACH-000646,-0.103281901322
ACH-000647,-0.247772569454
ACH-000648,-0.0093373214016
ACH-000649,-0.23084937010200002
ACH-000651,-0.0584139772541
ACH-000652,-0.263195790209
ACH-000653,-0.331182253589
ACH-000657,-0.260532767786
ACH-000658,-0.27050352593800003
ACH-000661,-0.27983099056999994
ACH-000662,-0.238491720805
ACH-000663,-0.18735847139800002
ACH-000665,-0.357617933306
ACH-000671,-0.17966186517000002
ACH-000673,-0.142324409411
ACH-000676,-0.173461401637
ACH-000677,-0.219840849325
ACH-000681,-0.0747695826625
ACH-000682,-0.191638814932
ACH-000683,-0.188276222811
ACH-000684,-0.251104105993
ACH-000688,-0.16338340276
ACH-000693,-0.259189851191
ACH-000694,-0.0708633803499
ACH-000695,-0.13875729898
ACH-000696,-0.164750943769
ACH-000697,-0.33459115940699996
ACH-000699,-0.0955138185145
ACH-000701,-0.306236735601
ACH-000706,-0.398671233018
ACH-000711,-0.234686479508
ACH-000713,-0.411433322306
ACH-000714,-0.330488102953
ACH-000718,-0.197577455337
ACH-000720,-0.22286263980700002
ACH-000721,-0.162441625608
ACH-000724,-0.316649020617
ACH-000725,-0.111644105073
ACH-000732,-0.324387805154
ACH-000734,-0.247134258853
ACH-000735,-0.0834227618877
ACH-000736,-0.515498336918
ACH-000738,-0.267525514512
ACH-000746,-0.38398458067599994
ACH-000747,-0.037093945668099995
ACH-000748,-0.199758649863
ACH-000753,-0.208393171897
ACH-000756,-0.21556179148600002
ACH-000757,-0.234024391121
ACH-000758,-0.20127145188
ACH-000760,-0.11255696106799999
ACH-000763,-0.307779328844
ACH-000764,-0.2919190177
ACH-000765,-0.17953382101799997
ACH-000766,-0.2602415752
ACH-000767,-0.464617754154
ACH-000768,-0.269595895539
ACH-000769,-0.14356949180700002
ACH-000770,-0.18627579428899999
ACH-000771,-0.242528155103
ACH-000773,-0.397855720157
ACH-000776,-0.287249550606
ACH-000777,-0.23767496814800002
ACH-000778,-0.42797600242899997
ACH-000781,-0.197765979401
ACH-000782,-0.233316224973
ACH-000783,-0.342808908492
ACH-000784,-0.21552153087200002
ACH-000785,-0.284309627029
ACH-000787,-0.255931014962
ACH-000788,-0.151682378714
ACH-000791,-0.130380811025
ACH-000792,-0.21707278497299998
ACH-000794,-0.135035105105
ACH-000796,-0.159566430127
ACH-000799,-0.34122563979500004
ACH-000800,-0.39613773315300005
ACH-000802,-0.166148022908
ACH-000804,-0.0909511783231
ACH-000805,-0.0783962978965
ACH-000809,-0.212162293206
ACH-000810,-0.16620899035199999
ACH-000811,-0.18096003182300002
ACH-000817,-0.38955699890699996
ACH-000819,-0.175845370108
ACH-000820,-0.08665845996480001
ACH-000821,-0.17057459796500002
ACH-000822,-0.11498822900599999
ACH-000823,-0.290530058423
ACH-000824,-0.217709771399
ACH-000827,-0.160578722645
ACH-000829,-0.255007075698
ACH-000831,-0.0466882416089
ACH-000832,-0.056784697414199996
ACH-000833,-0.290991949647
ACH-000834,-0.291618655328
ACH-000835,-0.037785106706
ACH-000836,-0.0714467024725
ACH-000837,-0.167652369143
ACH-000838,-0.6043162298820001
ACH-000839,-0.334971132096
ACH-000840,-0.289276121781
ACH-000841,-0.39143567391
ACH-000843,-0.17549065937199998
ACH-000846,-0.48081750188199995
ACH-000847,-0.310163974095
ACH-000848,-0.00535096958948
ACH-000849,-0.22516424287200001
ACH-000851,-0.139721048151
ACH-000855,-0.22326160503400003
ACH-000856,0.000982182606094
ACH-000858,-0.305262349817
ACH-000859,-0.200933816028
ACH-000861,-0.244799130188
ACH-000862,-0.321461879373
ACH-000865,-0.24231977209199998
ACH-000866,-0.323467625031
ACH-000867,-0.237986625299
ACH-000869,-0.0556773186005
ACH-000872,-0.11604976388699999
ACH-000873,-0.304371078324
ACH-000876,-0.360139580565
ACH-000878,-0.0564616485138
ACH-000880,-0.387045437771
ACH-000881,-0.146028770041
ACH-000882,-0.259854797049
ACH-000884,-0.202651776748
ACH-000885,-0.215941228913
ACH-000887,-0.269552649402
ACH-000888,-0.26548952968
ACH-000889,-0.57955451014
ACH-000890,-0.273537208335
ACH-000896,-0.14984640270400001
ACH-000898,-0.196167908039
ACH-000900,-0.161865972534
ACH-000901,-0.17879296580499998
ACH-000905,-0.20819642211599998
ACH-000906,-0.101369520701
ACH-000907,-0.130524270796
ACH-000910,-0.29515133685
ACH-000911,-0.17825748449999998
ACH-000912,-0.178284627905
ACH-000913,-0.196799866121
ACH-000915,-0.16470928731599999
ACH-000916,-0.281771069102
ACH-000917,-0.331609630308
ACH-000921,-0.16831304852
ACH-000924,-0.181332313513
ACH-000926,-0.22676361531199998
ACH-000928,-0.190230107555
ACH-000929,-0.106160371821
ACH-000932,-0.0413078353686
ACH-000935,-0.09939220171350001
ACH-000936,-0.0486533444235
ACH-000937,-0.184826090372
ACH-000938,-0.19103555179
ACH-000939,-0.253009489169
ACH-000941,0.0670973177888
ACH-000943,-0.153248931272
ACH-000946,-0.144849447872
ACH-000947,-0.289896375715
ACH-000948,-0.370799531047
ACH-000950,-0.155899409544
ACH-000953,-0.223634460899
ACH-000957,-0.20137508092099998
ACH-000958,-0.396979846593
ACH-000960,-0.45607233861599994
ACH-000963,0.100182464825
ACH-000968,-0.384730044657
ACH-000969,-0.0541847561519
ACH-000973,-0.138536817124
ACH-000974,-0.0577363928315
ACH-000975,-0.199629811009
ACH-000976,-0.360446432205
ACH-000978,0.0984304109939
ACH-000980,-0.143106247814
ACH-000984,-0.0158018997888
ACH-000986,-0.180490681593
ACH-000988,-0.221051743211
ACH-000993,-0.24125327237
ACH-000994,-0.4076512763699999
ACH-000996,-0.20072157769299998
ACH-001001,0.014913847115200001
ACH-001020,-0.25973232138
ACH-001028,-0.195014561771
ACH-001031,-0.112369341736
ACH-001038,-0.250283069348
ACH-001048,-0.204241427861
ACH-001050,-0.237481447285
ACH-001053,-0.278688314326
ACH-001054,-0.29029907769
ACH-001061,-0.22694931264600002
ACH-001067,-0.129032974491
ACH-001075,-0.359093228574
ACH-001096,-0.101597539275
ACH-001128,-0.633120724094
ACH-001134,-0.264148359687
ACH-001151,-0.461755462271
ACH-001163,-0.20807521079500002
ACH-001164,-0.406465897518
ACH-001173,-0.168150455455
ACH-001183,-0.259663981311
ACH-001184,-0.116518377383
ACH-001190,-0.31841270814
ACH-001192,-0.162501205265
ACH-001193,0.198664870318
ACH-001196,-0.105044109747
ACH-001197,-0.291711203025
ACH-001205,-0.16126402734200002
ACH-001211,-0.341837103959
ACH-001212,-0.5535132509089999
ACH-001228,-0.439130879414
ACH-001232,-0.471796830697
ACH-001239,-0.33455338348499997
ACH-001274,-0.30739729346
ACH-001275,-0.431506657593
ACH-001277,-0.14879981740999998
ACH-001278,-0.20356374968199997
ACH-001280,-0.201806057855
ACH-001283,-0.284542112119
ACH-001289,-0.206438918475
ACH-001295,-0.203058744677
ACH-001300,-0.144419181716
ACH-001301,-0.0524939287977
ACH-001302,-0.18097323345600003
ACH-001303,-0.25057764342300004
ACH-001306,-0.351212607918
ACH-001318,-0.124263121613
ACH-001322,-0.237544735249
ACH-001328,-0.328529778687
ACH-001332,-0.338599881412
ACH-001333,-0.153165970932
ACH-001336,-0.254506754028
ACH-001340,-0.199056030112
ACH-001346,-0.025255476888799998
ACH-001353,-0.195794587307
ACH-001354,-0.011111877994
ACH-001367,0.00791758754105
ACH-001368,-0.199263472161
ACH-001374,-0.438836041166
ACH-001375,-0.333559715968
ACH-001377,-0.142093779727
ACH-001380,-0.188879004322
ACH-001391,-0.187814096529
ACH-001407,-0.10679376954099999
ACH-001408,-0.22448601280799999
ACH-001413,-0.086245112862
ACH-001430,-0.332762981928
ACH-001431,-0.297139335224
ACH-001450,-0.0289009720505
ACH-001496,-0.16310866965999998
ACH-001500,-0.30962819780699996
ACH-001521,-0.270125284692
ACH-001523,-0.237853240319
ACH-001532,-0.35148447325599996
ACH-001536,-0.260503064853
ACH-001550,-0.173303796616
ACH-001552,-0.14587601328400002
ACH-001554,-0.193174033869
ACH-001645,-0.116243318828
ACH-001654,-0.168262874144
ACH-001715,-0.299920084208
ACH-001735,-0.265483310933
ACH-001736,-0.274607622372
ACH-001737,-0.21822732074200002
ACH-001740,-0.113751423791
ACH-001745,-0.199811132331
ACH-001750,-0.212422529268
ACH-001765,-0.260955697547
ACH-001956,-0.273331266135
ACH-001957,-0.244857138457
