,FCF1 (51077)
ACH-000376,-1.17072783033
ACH-000381,-1.4663793100600002
ACH-000383,-1.26366991555
ACH-000387,-1.2769669026100001
ACH-000389,-1.0370628702299998
ACH-000390,-1.15467948666
ACH-000393,-1.53319103921
ACH-000395,-1.4809231416600002
ACH-000397,-1.18917492109
ACH-000401,-1.3545924857700002
ACH-000402,-0.930784687842
ACH-000403,-1.3032023584
ACH-000404,-1.16019107321
ACH-000406,-1.16713440941
ACH-000407,-1.20290500979
ACH-000408,-1.0503749974799999
ACH-000410,-1.12499956557
ACH-000411,-1.10190228698
ACH-000414,-1.38534060442
ACH-000415,-0.926070825475
ACH-000416,-1.27894620071
ACH-000420,-1.04439663965
ACH-000421,-1.15604714756
ACH-000424,-1.13760498089
ACH-000425,-1.02952800006
ACH-000426,-1.02741699655
ACH-000427,-1.01394331845
ACH-000433,-1.3198704217100001
ACH-000436,-1.06360691546
ACH-000444,-1.05120851266
ACH-000445,-1.27992481533
ACH-000448,-1.3295043444399999
ACH-000450,-1.47335330084
ACH-000452,-1.12181895852
ACH-000454,-1.13086405999
ACH-000458,-1.10872146052
ACH-000459,-0.7531752841920001
ACH-000460,-1.32500087457
ACH-000461,-1.24472518361
ACH-000463,-1.14118205239
ACH-000464,-1.11545705528
ACH-000466,-1.2119943152200001
ACH-000467,-1.00160427441
ACH-000468,-1.35031441175
ACH-000469,-1.17606962458
ACH-000470,-1.0781872585899999
ACH-000471,-1.42575701807
ACH-000472,-1.36636609317
ACH-000473,-1.03213784066
ACH-000475,-1.3925367501600001
ACH-000476,-1.33373684017
ACH-000477,-1.47389981849
ACH-000480,-1.28245902575
ACH-000481,-1.13959895386
ACH-000483,-1.33202039954
ACH-000484,-0.790760866018
ACH-000485,-1.27123775412
ACH-000486,-1.0845609726799998
ACH-000487,-1.30183145869
ACH-000488,-1.05484257069
ACH-000490,-1.24755486514
ACH-000491,-1.2528935219600001
ACH-000495,-1.55835187234
ACH-000496,-1.22197451216
ACH-000499,-1.12950429982
ACH-000500,-1.11279953545
ACH-000502,-1.13059687275
ACH-000503,-1.2063658541700002
ACH-000505,-1.0254962187999999
ACH-000507,-1.06940955582
ACH-000510,-1.14455645842
ACH-000511,-1.3890896105000001
ACH-000512,-1.00430417286
ACH-000516,-1.01726006372
ACH-000517,-1.24391076335
ACH-000518,-1.21059921262
ACH-000520,-1.5777563571700002
ACH-000521,-1.1721279839399998
ACH-000522,-1.33520821236
ACH-000524,-1.4270471491799999
ACH-000527,-1.17518535088
ACH-000528,-1.0969042954200001
ACH-000537,-1.13592051862
ACH-000541,-1.56897244007
ACH-000542,-1.35103888063
ACH-000544,-1.20700687883
ACH-000545,-1.09777857761
ACH-000547,-1.42455994568
ACH-000548,-1.11173512924
ACH-000549,-1.10201196337
ACH-000550,-1.5157475485499998
ACH-000552,-1.11188259647
ACH-000556,-1.43093237201
ACH-000557,-1.24095618485
ACH-000570,-1.3726828014899999
ACH-000571,-1.61777221537
ACH-000573,-1.3478755404700002
ACH-000576,-1.08983624192
ACH-000580,-1.1890676369
ACH-000584,-1.25804014594
ACH-000585,-1.16372314328
ACH-000588,-1.2077464572799999
ACH-000589,-1.37364812258
ACH-000591,-1.34661890446
ACH-000593,-1.26624858435
ACH-000600,-1.06026340403
ACH-000601,-1.25095507484
ACH-000604,-1.41289516014
ACH-000605,-1.04753879531
ACH-000606,-1.0442793435700002
ACH-000608,-1.36967438319
ACH-000614,-1.4555271652200001
ACH-000616,-1.30500859759
ACH-000618,-1.14156338515
ACH-000619,-0.8742846306569999
ACH-000620,-1.17207546412
ACH-000621,-1.25944124813
ACH-000622,-1.26264704724
ACH-000623,-1.37367797979
ACH-000624,-1.33553886035
ACH-000627,-1.3682626973199998
ACH-000630,-1.03082372176
ACH-000632,-1.02760133817
ACH-000633,-1.02541067717
ACH-000637,-1.3138401969
ACH-000638,-1.11507271529
ACH-000646,-1.0983384632
ACH-000647,-1.10120656761
ACH-000648,-1.44901867796
ACH-000649,-1.31133939146
ACH-000651,-1.07983872406
ACH-000652,-1.32755880111
ACH-000653,-1.0490242975
ACH-000657,-1.27147318633
ACH-000658,-0.915239842925
ACH-000661,-1.31238917964
ACH-000662,-1.26202237054
ACH-000663,-1.3003750643
ACH-000665,-1.20052052183
ACH-000671,-1.0401910528799998
ACH-000673,-0.9917038474809999
ACH-000676,-1.1537142608600002
ACH-000677,-1.2734383600799999
ACH-000681,-1.2578277898399999
ACH-000682,-1.13851058563
ACH-000683,-1.09732546341
ACH-000684,-1.50909720727
ACH-000688,-1.16963674544
ACH-000693,-1.07660936586
ACH-000694,-1.1324379524700001
ACH-000695,-0.9742468749150001
ACH-000696,-1.34899839063
ACH-000697,-1.29710922967
ACH-000699,-1.23998646908
ACH-000701,-1.0499483682600002
ACH-000706,-1.0617898764899998
ACH-000711,-1.18649124749
ACH-000713,-1.1746742717299998
ACH-000714,-1.3434308800699999
ACH-000718,-1.36987681784
ACH-000720,-1.01370492206
ACH-000721,-1.5378452943399998
ACH-000724,-1.31084206312
ACH-000725,-1.25937692597
ACH-000732,-0.951944991684
ACH-000734,-1.18154473046
ACH-000735,-1.32037071061
ACH-000736,-0.90973167435
ACH-000738,-0.99621613062
ACH-000746,-1.1029655216299998
ACH-000747,-1.1893445303599999
ACH-000748,-1.31382013941
ACH-000753,-1.18265860934
ACH-000756,-1.53740058065
ACH-000757,-1.3053402068200002
ACH-000758,-1.24600846211
ACH-000760,-1.16951217125
ACH-000763,-1.3161273924099999
ACH-000764,-1.14207962483
ACH-000765,-1.36537422976
ACH-000766,-1.31037063297
ACH-000767,-1.12363400028
ACH-000768,-1.29374415276
ACH-000769,-0.9361800817120001
ACH-000770,-1.3150423443500001
ACH-000771,-1.30888188187
ACH-000773,-1.04011975349
ACH-000776,-1.29935919157
ACH-000777,-1.1408117067299999
ACH-000778,-1.00334503421
ACH-000781,-1.18364738481
ACH-000782,-1.0902813498200001
ACH-000783,-1.18961714765
ACH-000784,-1.0143319860700002
ACH-000785,-1.08925112423
ACH-000787,-1.17531108655
ACH-000788,-1.2630092152099999
ACH-000791,-1.44833143537
ACH-000792,-1.3893292908500001
ACH-000794,-1.2735421818500001
ACH-000796,-1.32343310192
ACH-000799,-1.3454675425
ACH-000800,-1.04396438762
ACH-000802,-1.1119752202
ACH-000804,-1.5828438224
ACH-000805,-1.28814416747
ACH-000809,-1.0083889058700002
ACH-000810,-1.559451975
ACH-000811,-1.1474155851899999
ACH-000817,-1.24824391595
ACH-000819,-0.926059243074
ACH-000820,-1.3557885059600001
ACH-000821,-1.02039691203
ACH-000822,-1.14254338028
ACH-000823,-0.9998001031470001
ACH-000824,-1.32843863065
ACH-000827,-1.2205552314399999
ACH-000829,-1.22863629395
ACH-000831,-1.0044810629799998
ACH-000832,-0.9636788595110001
ACH-000833,-0.859808007222
ACH-000834,-1.16362610187
ACH-000835,-0.934082930936
ACH-000836,-1.4172394839200002
ACH-000837,-1.1244150389799998
ACH-000838,-1.1090110814
ACH-000839,-1.27108249432
ACH-000840,-1.29375008953
ACH-000841,-1.40163810241
ACH-000843,-1.14593499208
ACH-000846,-1.23535036237
ACH-000847,-1.16402104045
ACH-000848,-1.1664417021
ACH-000849,-1.0331195179200001
ACH-000851,-1.4236376920299998
ACH-000855,-1.03199278138
ACH-000856,-1.22469339099
ACH-000858,-1.25973618915
ACH-000859,-1.05594450282
ACH-000861,-1.11788434537
ACH-000862,-0.920183209385
ACH-000865,-1.1925455952500001
ACH-000866,-1.18541060661
ACH-000867,-1.30029735344
ACH-000869,-0.864959241426
ACH-000872,-1.0831300336399998
ACH-000873,-1.11239721018
ACH-000876,-0.948683383727
ACH-000878,-1.2058527902399998
ACH-000880,-1.3510941997900001
ACH-000881,-1.18764322887
ACH-000882,-1.0008266671400001
ACH-000884,-1.13709731241
ACH-000885,-1.07913642442
ACH-000887,-1.3576246429700003
ACH-000888,-1.2694327087700001
ACH-000889,-1.09838818588
ACH-000890,-1.28814368741
ACH-000896,-1.10648614304
ACH-000898,-0.917436062887
ACH-000900,-1.2118366834
ACH-000901,-1.21635864513
ACH-000905,-1.2313851152600002
ACH-000906,-1.3934770650200001
ACH-000907,-1.6797888015200002
ACH-000910,-1.23609731331
ACH-000911,-0.9806727372
ACH-000912,-1.14816162506
ACH-000913,-1.1512176086700001
ACH-000915,-1.29365352384
ACH-000916,-1.8202399315900002
ACH-000917,-0.927538647781
ACH-000921,-1.29691604278
ACH-000924,-1.40898700544
ACH-000926,-1.14617200335
ACH-000928,-1.53697153873
ACH-000929,-1.15688986202
ACH-000932,-1.0803614019
ACH-000935,-1.32288993384
ACH-000936,-0.897284995643
ACH-000937,-1.27629180905
ACH-000938,-0.956365511324
ACH-000939,-1.11283156928
ACH-000941,-1.31764164721
ACH-000943,-1.12314258058
ACH-000946,-1.21685512773
ACH-000947,-0.935752803563
ACH-000948,-1.2303544371600001
ACH-000950,-1.02630217137
ACH-000953,-1.3488450444600002
ACH-000957,-1.51509065079
ACH-000958,-1.21893208217
ACH-000960,-1.17869553332
ACH-000963,-1.5665770496399998
ACH-000968,-1.5016286196000002
ACH-000969,-0.7474866471230001
ACH-000973,-1.32220347815
ACH-000974,-1.20669401656
ACH-000975,-1.05356942173
ACH-000976,-1.0304986471
ACH-000978,-1.32646641371
ACH-000980,-1.25395348261
ACH-000984,-1.14192547981
ACH-000986,-1.34735304581
ACH-000988,-1.31312059237
ACH-000993,-1.30437071685
ACH-000994,-1.2907424280500002
ACH-000996,-1.15968947574
ACH-001001,-1.2590866600900001
ACH-001020,-1.54209897294
ACH-001028,-1.31576234625
ACH-001031,-1.07737396433
ACH-001038,-1.11075010086
ACH-001048,-1.14817555168
ACH-001050,-1.04054362184
ACH-001053,-0.8933001716329999
ACH-001054,-1.1822249111299998
ACH-001061,-1.0068710541600001
ACH-001067,-1.26582960749
ACH-001075,-1.07741691293
ACH-001096,-1.03241898515
ACH-001128,-2.00771848955
ACH-001134,-1.35263496766
ACH-001151,-0.9802478264460001
ACH-001163,-1.28373596321
ACH-001164,-1.08553999954
ACH-001173,-1.21225660691
ACH-001183,-1.1199267151899999
ACH-001184,-1.12080791916
ACH-001190,-1.02247860736
ACH-001192,-1.13467725473
ACH-001193,-1.1805732038299999
ACH-001196,-1.41803308693
ACH-001197,-1.26851666357
ACH-001205,-1.3168911506799998
ACH-001211,-1.4283939733000002
ACH-001212,-0.932857817301
ACH-001228,-1.30560437684
ACH-001232,-1.38822011495
ACH-001239,-1.0458011667
ACH-001274,-1.2009665954000002
ACH-001275,-0.9358784829919999
ACH-001277,-0.9340649998999999
ACH-001278,-1.26258534041
ACH-001280,-1.45822032485
ACH-001283,-0.855208575682
ACH-001289,-1.32486312415
ACH-001295,-1.21497818903
ACH-001300,-1.17458605144
ACH-001301,-0.889910459299
ACH-001302,-1.61124987967
ACH-001303,-0.977726856073
ACH-001306,-1.0799007520200001
ACH-001318,-1.03830026771
ACH-001322,-0.89090915136
ACH-001328,-1.1804911518
ACH-001332,-1.27991036062
ACH-001333,-0.7909147284170001
ACH-001336,-1.28788018054
ACH-001340,-1.23125834931
ACH-001346,-1.0480025320200002
ACH-001353,-0.968229316523
ACH-001354,-1.3735763918200001
ACH-001367,-1.36822023233
ACH-001368,-1.35265102743
ACH-001374,-1.21869327858
ACH-001375,-1.13397062824
ACH-001377,-1.16549833116
ACH-001380,-1.13166421921
ACH-001391,-1.09385971814
ACH-001407,-1.00018291584
ACH-001408,-1.1820509924
ACH-001413,-1.31779968807
ACH-001430,-1.0119778243100002
ACH-001431,-1.20171896089
ACH-001450,-1.2318066323799999
ACH-001496,-1.124429578
ACH-001500,-1.2153726403799998
ACH-001521,-1.55277880842
ACH-001523,-1.1351301583700002
ACH-001532,-1.30697848676
ACH-001536,-1.20840119308
ACH-001550,-1.29109225407
ACH-001552,-1.1652694856899999
ACH-001554,-1.0660708347
ACH-001645,-1.45779074424
ACH-001654,-1.23314022372
ACH-001715,-1.0421725905600001
ACH-001735,-1.11991362666
ACH-001736,-1.01478775077
ACH-001737,-0.943627045415
ACH-001740,-1.00966160211
ACH-001745,-1.19534137517
ACH-001750,-1.0920218265700001
ACH-001765,-1.26031523075
ACH-001956,-1.08298952364
ACH-001957,-1.35169798965
