,ADCY9 (115)
ACH-000004,0.0454139804362
ACH-000007,0.111391563713
ACH-000009,0.14210886814
ACH-000011,-0.101141467865
ACH-000012,-0.0016533355579100002
ACH-000013,-0.09057322170269999
ACH-000014,0.08181472775210001
ACH-000015,-0.0888801003304
ACH-000017,0.09197967758989999
ACH-000018,0.24723891946499998
ACH-000019,0.135160439631
ACH-000021,-0.125812755718
ACH-000022,-0.0224948830218
ACH-000025,0.0550694216466
ACH-000028,0.106473754155
ACH-000030,0.139223904533
ACH-000035,0.0579678635427
ACH-000036,-0.053786351816099996
ACH-000037,-0.0210741803408
ACH-000039,0.022330634721499997
ACH-000040,-0.0706504088547
ACH-000041,0.24876854152800001
ACH-000042,-0.0157247666655
ACH-000045,0.0742357464893
ACH-000047,0.05633800589290001
ACH-000052,0.054280587550900004
ACH-000053,0.15354809380599999
ACH-000054,0.021102279991799998
ACH-000055,-0.24297889489799998
ACH-000060,0.07297267212169999
ACH-000067,0.00908378403055
ACH-000070,-0.0526924358756
ACH-000075,-0.0698187685547
ACH-000078,0.08560713791030002
ACH-000082,-0.07440748167439999
ACH-000085,-0.18538539083500002
ACH-000086,-0.0338089446586
ACH-000087,-0.0498256997045
ACH-000092,0.051277176059
ACH-000095,0.047978487679199995
ACH-000097,0.037326293309
ACH-000098,-0.0787112222602
ACH-000099,0.0884609804486
ACH-000108,-0.113967222099
ACH-000113,0.10334241919500001
ACH-000115,0.061375923790100005
ACH-000116,0.0584146098107
ACH-000118,0.028571603506099996
ACH-000120,-0.105307237981
ACH-000123,0.0343479717377
ACH-000127,-0.00726955068388
ACH-000128,0.253548438792
ACH-000132,-0.0034140395248600003
ACH-000133,0.0657672481341
ACH-000137,0.000886553959397
ACH-000138,-0.00762044288607
ACH-000142,-0.0816753077873
ACH-000143,0.19227119861699998
ACH-000146,-0.0263144225801
ACH-000148,0.06782000521909999
ACH-000150,0.09410859675689999
ACH-000152,0.07970708097580001
ACH-000153,-0.08637277677249999
ACH-000159,0.165176758665
ACH-000160,0.117813848011
ACH-000163,0.14675236631799998
ACH-000167,0.0240397102127
ACH-000168,-0.10157184062
ACH-000169,0.08067348128280001
ACH-000178,0.30128722548799997
ACH-000182,0.0536613944479
ACH-000183,0.067858031022
ACH-000188,0.152011869963
ACH-000189,-0.20782412594799998
ACH-000190,0.10861940674000001
ACH-000198,0.06469299775500001
ACH-000204,-0.153022898325
ACH-000206,-0.221288479585
ACH-000207,0.06467279433209999
ACH-000211,0.098218623632
ACH-000215,0.0674200701313
ACH-000221,0.10445881372000002
ACH-000222,0.116971951795
ACH-000223,0.244101201444
ACH-000226,0.026560595015099997
