,ACIN1 (22985)
ACH-000004,-1.0131837128799999
ACH-000007,-1.00918975337
ACH-000009,-0.953719577469
ACH-000011,-0.9315632100669999
ACH-000012,-0.7278379242219999
ACH-000013,-0.845481837069
ACH-000014,-1.1653811449299998
ACH-000015,-0.584632910808
ACH-000017,-1.0577272870399999
ACH-000018,-0.71536394214
ACH-000019,-0.692885626668
ACH-000021,-0.831467970544
ACH-000022,-0.6903455744149999
ACH-000025,-0.8159937850579999
ACH-000028,-0.585770164485
ACH-000030,-1.0766014102099999
ACH-000035,-1.31767956205
ACH-000036,-1.0920147712700001
ACH-000037,-0.844519723459
ACH-000039,-0.573145747598
ACH-000040,-0.992759215706
ACH-000041,-1.0641270028899998
ACH-000042,-0.73460666876
ACH-000045,-0.966732107849
ACH-000047,-1.14879965847
ACH-000052,-1.1249631431799998
ACH-000053,-0.704575004244
ACH-000054,-0.71432372352
ACH-000055,-0.935153714325
ACH-000060,-1.29539425162
ACH-000067,-0.855003349601
ACH-000070,-0.7869306541650001
ACH-000075,-0.874982215203
ACH-000078,-1.0227108250299999
ACH-000082,-0.709218921812
ACH-000085,-0.954596441525
ACH-000086,-1.00496822108
ACH-000087,-1.38670585658
ACH-000092,-0.821462368453
ACH-000095,-0.7316350715150001
ACH-000097,-0.707132432404
ACH-000098,-0.40021568132299995
ACH-000099,-0.9759862289460001
ACH-000108,-0.956752744916
ACH-000113,-1.02820227947
ACH-000115,-1.04134153505
ACH-000116,-0.382525886893
ACH-000118,-0.932374878463
ACH-000120,-1.0588576291399998
ACH-000123,-0.726704207046
ACH-000127,-0.45761594397
ACH-000128,-0.6591231182639999
ACH-000132,-0.5340924361280001
ACH-000133,-0.635691184309
ACH-000137,-0.661756786093
ACH-000138,-0.63028696787
ACH-000142,-0.658531345807
ACH-000143,-0.9570195190080001
ACH-000146,-0.67682306142
ACH-000148,-0.875761622382
ACH-000150,-0.448118463099
ACH-000152,-0.938413347298
ACH-000153,-0.808970403673
ACH-000159,-0.905379426195
ACH-000160,-0.677340375869
ACH-000163,-0.935439117201
ACH-000167,0.535306114731
ACH-000168,-0.623298645878
ACH-000169,-0.764495990116
ACH-000178,-0.9500244316869999
ACH-000182,-0.569516729002
ACH-000183,-0.804175652219
ACH-000188,-0.664635855992
ACH-000189,-1.08881403376
ACH-000190,-0.948650739835
ACH-000198,-1.04788065136
ACH-000204,-0.935132303714
ACH-000206,-0.431893715676
ACH-000207,-0.710553431989
ACH-000211,-0.853940035515
ACH-000215,-0.944024840412
ACH-000221,-0.8960609412809999
ACH-000222,-0.596050910389
ACH-000223,-0.617062776398
ACH-000226,-0.99014453545
ACH-000227,-0.635217932387
ACH-000228,-0.767633843245
ACH-000231,-0.9808350461750001
ACH-000232,-0.856338406306
ACH-000233,-0.7922139642199999
ACH-000234,-0.414283862424
ACH-000235,-0.73428974508
ACH-000237,-0.398638093721
ACH-000238,-1.02503853901
ACH-000243,-0.834084574499
ACH-000244,-1.19856941075
ACH-000246,-0.704254344517
ACH-000248,-0.861329941338
ACH-000250,-1.1702947178
ACH-000251,-0.246162335931
ACH-000253,-0.5257414321689999
ACH-000255,-0.368524501923
ACH-000256,-0.6646426231620001
ACH-000257,-0.577809447824
ACH-000258,-1.00326240874
ACH-000259,-0.900298891178
ACH-000260,-0.8874325289309999
ACH-000261,-0.9373141557529999
ACH-000262,-0.751881668688
ACH-000263,-0.7391404979170001
ACH-000264,-1.05096267286
ACH-000265,-0.664093978288
ACH-000266,-0.648755141546
ACH-000272,-0.635871933293
ACH-000273,-0.9111108248600001
ACH-000274,-0.839967653415
ACH-000277,-1.30304040361
ACH-000278,-0.937515104355
ACH-000279,-0.62804828143
ACH-000280,-0.692838842833
ACH-000281,-0.626329356824
ACH-000288,-0.924583898741
ACH-000291,-0.935029166618
ACH-000293,-0.58745546483
ACH-000294,-0.561435738457
ACH-000295,-1.20655604165
ACH-000296,-0.346508014629
ACH-000302,-0.650297847847
ACH-000304,-0.43990594702799996
ACH-000307,-0.940835799509
ACH-000308,-0.722361272642
ACH-000310,-0.640250638588
ACH-000311,-0.6845272531640001
ACH-000312,-0.8066890248049999
ACH-000315,-0.959962441178
ACH-000316,-1.09720640359
ACH-000317,-0.864139309534
ACH-000318,-0.710162019015
ACH-000319,-0.8981417969200001
ACH-000320,-0.90923251091
ACH-000322,-0.740808272955
ACH-000323,-0.757591395801
ACH-000324,-0.7415778448929999
ACH-000329,-0.7018348655399999
ACH-000330,-0.966652311594
ACH-000331,-1.00354823488
ACH-000332,-0.8032138022059999
ACH-000334,-1.41022630834
ACH-000335,-0.576782491328
ACH-000336,-0.658947070545
ACH-000337,-0.9227993766
ACH-000339,-0.5677373107729999
ACH-000341,-1.2489474642799998
ACH-000348,-0.971189714114
ACH-000350,-1.0175802008700001
ACH-000352,-0.8450577703509999
ACH-000356,-0.93357955304
ACH-000361,-1.0281325802299999
ACH-000362,-0.9532810306630001
ACH-000363,-1.11727910094
ACH-000364,-1.08812633637
ACH-000365,-1.04020858292
ACH-000366,-0.891208209455
ACH-000368,-1.04969852358
ACH-000374,-0.676752774379
ACH-000375,-1.1346703530600002
ACH-000376,-1.13028023045
ACH-000381,-0.841647804075
