,TUBA8 (51807)
ACH-000004,-0.22799732388500002
ACH-000007,-0.0935503550759
ACH-000009,-0.258680767416
ACH-000011,-0.10113282260399999
ACH-000012,-0.12225469015999998
ACH-000013,-0.0556347267459
ACH-000014,0.05705674206399999
ACH-000015,-0.185355392316
ACH-000017,0.115892793633
ACH-000018,0.235868674359
ACH-000019,-0.0927837048874
ACH-000021,-0.231089590673
ACH-000022,-0.124010256777
ACH-000025,-0.0967114358029
ACH-000028,-0.08977316159660001
ACH-000030,-0.09138941001039999
ACH-000035,-0.15598833215
ACH-000036,-0.058197507516599994
ACH-000037,0.0025118635068800002
ACH-000039,-0.0746639158412
ACH-000040,0.132262886863
ACH-000041,0.0642962721131
ACH-000042,-0.090569403863
ACH-000045,0.12294003334300001
ACH-000047,-0.131501275756
ACH-000052,-0.5784460707519999
ACH-000053,0.0248480198813
ACH-000054,-0.03871234109359999
ACH-000055,0.024488162583400003
ACH-000060,-0.0147441428557
ACH-000067,0.024032877696700004
ACH-000070,-0.370108743142
ACH-000075,0.07896675411389999
ACH-000078,0.092358181523
ACH-000082,-0.0183686632506
ACH-000085,-0.0013512883978000002
ACH-000086,0.253106309897
ACH-000087,-0.21047021257800003
ACH-000092,-0.273720876337
ACH-000095,-0.018999892925900003
ACH-000097,-0.023374988172400003
ACH-000098,-0.12515034091399999
ACH-000099,0.010671177952700001
ACH-000108,-0.125336360393
ACH-000113,0.0157659218671
ACH-000115,0.270947001593
ACH-000116,0.0684295762424
ACH-000118,-0.147215933201
ACH-000120,-0.0708857354637
ACH-000123,-0.23713967796100002
ACH-000127,0.042774158788
ACH-000128,-0.0429337605085
ACH-000132,0.11723052004699999
ACH-000133,-0.0219664955621
ACH-000137,-0.140998912325
ACH-000138,0.17892695402399997
ACH-000142,0.161053298453
ACH-000143,-0.0904515603123
ACH-000146,0.0214586065088
ACH-000148,0.06758219524299999
ACH-000150,0.15767180634000003
ACH-000152,0.0852577094529
ACH-000153,0.263352465579
ACH-000159,0.175119398662
ACH-000160,-0.10427058939200001
ACH-000163,-0.230857578138
ACH-000167,0.290310743032
ACH-000168,0.07130775307130001
ACH-000169,-0.0736123253611
ACH-000178,-0.11283058736500001
ACH-000182,0.026984783961400003
ACH-000183,-0.23440988409299998
ACH-000188,-0.0967765807038
ACH-000189,-0.531650053061
ACH-000190,-0.127308293786
ACH-000198,0.174927131402
ACH-000204,-0.0228602828852
ACH-000206,-0.0575639156372
ACH-000207,0.0938625517448
ACH-000211,-0.0182898822304
ACH-000215,-0.014931953956799998
ACH-000221,-0.0922254034375
ACH-000222,-0.17092553630100002
ACH-000223,-0.138376978255
ACH-000226,-0.151420630355
ACH-000227,-0.0380023830189
ACH-000228,0.06085261266750001
ACH-000231,-0.126523371542
ACH-000232,-0.19121124751200003
ACH-000233,-0.0228976222448
ACH-000234,-0.012861298642200002
ACH-000235,0.0488747590372
ACH-000237,-0.0713686171661
ACH-000238,-0.0507576769324
ACH-000243,-0.0704496344691
ACH-000244,-0.12289713549699999
ACH-000246,0.0205362025365
ACH-000248,-0.22935179245999998
ACH-000250,0.0534204484607
ACH-000251,0.199145089607
ACH-000253,0.09862204447760001
ACH-000255,-0.246581035916
ACH-000256,0.0250800451063
ACH-000257,-0.257604351319
ACH-000258,-0.297480948718
ACH-000259,0.05457809326330001
ACH-000260,0.039886780993800004
ACH-000261,-0.021265774885299998
ACH-000262,0.122992635364
ACH-000263,0.266377282255
ACH-000264,-0.0806715528415
ACH-000265,-0.22496312504500002
ACH-000266,0.0431599751099
ACH-000272,-0.0807600235786
ACH-000273,-0.032494320345
ACH-000274,-0.23201207315699998
ACH-000277,0.0209329119861
ACH-000278,-0.23098855758200001
ACH-000279,-0.0791361635693
ACH-000280,-0.209210520405
ACH-000281,-0.0559976750604
ACH-000288,-0.0434940595955
ACH-000291,-0.12031890137399999
ACH-000293,0.07518599034630001
ACH-000294,0.0309394277367
ACH-000295,0.180952385969
ACH-000296,-0.0880185956345
ACH-000302,-0.108778607627
ACH-000304,0.00920937853443
ACH-000307,-0.12789691572
ACH-000308,-0.054102831042400004
ACH-000310,-0.283460889958
ACH-000311,-0.0115629822016
ACH-000312,-0.11114855953
ACH-000315,-0.390786598707
ACH-000316,0.152761557039
ACH-000317,0.150225173322
ACH-000318,0.05996985578530001
ACH-000319,-0.0324085790799
ACH-000320,0.11582276048800001
ACH-000322,-0.107986515011
ACH-000323,-0.279497380586
ACH-000324,0.08764376307489999
ACH-000329,0.146538314247
ACH-000330,-0.10565211019500001
ACH-000331,0.0292652181091
ACH-000332,-0.04985200395600001
ACH-000334,-0.156205625465
ACH-000335,-0.0048595319855900005
ACH-000336,-0.122034742083
ACH-000337,-0.09682030847850001
ACH-000339,-0.302731729575
ACH-000341,-0.150486955146
ACH-000348,-0.0664562969428
ACH-000350,0.0996069018017
ACH-000352,0.083394797756
ACH-000356,-0.14308452833
ACH-000361,-0.0293984494987
ACH-000362,0.0280835060548
ACH-000363,0.0058506844460299995
ACH-000364,0.12994583181
ACH-000365,-0.19841141921100003
ACH-000366,-0.12595056174900002
ACH-000368,-0.14353343562
ACH-000374,0.0522976763654
ACH-000375,-0.180199002736
ACH-000376,0.000344789604303
ACH-000381,-0.0852039771614
ACH-000383,-0.00034399833783999994
ACH-000387,-0.0704017024509
ACH-000389,0.040050901296599994
ACH-000390,0.053139221453800005
ACH-000393,0.0426216499669
ACH-000395,-0.10098926753599999
ACH-000397,-0.246756368393
ACH-000401,-0.264360573077
ACH-000402,0.061291080275099996
ACH-000403,-0.018855771335
ACH-000404,0.10467575409
ACH-000406,-0.0402652239811
ACH-000407,-0.232364078596
ACH-000408,-0.0702948085289
ACH-000410,0.0690853740273
ACH-000411,0.020074063146099996
ACH-000414,0.022908405573
ACH-000415,-0.0817209068453
ACH-000416,-0.1261138154
ACH-000420,-0.0878765942225
ACH-000421,-0.143616158825
ACH-000424,-0.252303075858
ACH-000425,-0.23068978462099998
ACH-000426,0.11066157332999998
ACH-000427,-0.037042510285900006
ACH-000433,-0.247126405125
ACH-000436,0.0008927332788320001
ACH-000444,-0.100111470197
ACH-000445,-0.491186483702
ACH-000448,-0.09525122741869999
ACH-000450,0.059885381733300005
ACH-000452,0.049672099874300005
ACH-000454,-0.216851417895
ACH-000458,-0.024011046310600002
ACH-000459,-0.0631284803242
ACH-000460,-0.21450963270999998
ACH-000461,-0.353188248539
ACH-000463,0.09859979998739998
ACH-000464,-0.07020368004869999
ACH-000466,-0.0776916546799
ACH-000467,-0.18901285697700002
ACH-000468,-0.12225555673800001
ACH-000469,-0.00342675301363
ACH-000470,-0.08221852911260001
ACH-000471,-0.049805086455100005
ACH-000472,-0.163544466948
ACH-000473,-0.00361201699106
ACH-000475,-0.13452013298499998
ACH-000476,-0.11118091229299999
ACH-000477,0.0702834937008
ACH-000480,-0.0318443645236
ACH-000481,0.16389353322699998
ACH-000483,-0.741495901792
ACH-000484,-0.0781626338957
ACH-000485,0.0213599403973
ACH-000486,-0.131487162369
ACH-000487,0.09413653336529999
ACH-000488,-0.15620987157400001
ACH-000490,-0.16085315242599998
ACH-000491,-0.064211972174
ACH-000495,0.244452417925
ACH-000496,0.00720579000741
ACH-000499,-0.23012866730300002
ACH-000500,-0.009301601923260001
ACH-000502,-0.0623414229021
ACH-000503,-0.34141172269599995
ACH-000505,-0.0737511920487
ACH-000507,0.070001909321
ACH-000510,-0.10543877436799999
ACH-000511,-0.030618185684599997
ACH-000512,-0.039571899488900004
ACH-000516,-0.16777751456
ACH-000517,-0.106777439804
ACH-000518,-0.0488798477594
