,SEPSECS (51091)
ACH-000004,-0.5754229010399999
ACH-000007,-0.305704174377
ACH-000009,-0.301717354874
ACH-000011,-1.16491111158
ACH-000012,-0.934597062624
ACH-000013,-0.409608414375
ACH-000014,-0.746876923783
ACH-000015,-0.636127610724
ACH-000017,-0.239770899936
ACH-000018,-1.03368845487
ACH-000019,-0.34744462158399997
ACH-000021,-1.53048154498
ACH-000022,-0.287553543255
ACH-000025,-1.1327691853200001
ACH-000028,-0.481258116967
ACH-000030,-0.522944867481
ACH-000035,-0.8253545185160001
ACH-000036,-0.972456124722
ACH-000037,-0.8546906341220001
ACH-000039,-1.0933599569399999
ACH-000040,-0.780479627931
ACH-000041,-1.6922345305200002
ACH-000042,-0.366970458384
ACH-000045,-0.9398085617120001
ACH-000047,-0.649344645063
ACH-000052,-0.9198528002519999
ACH-000053,-0.970300835073
ACH-000054,-1.22327952366
ACH-000055,-1.0738215396
ACH-000060,-0.230606618277
ACH-000067,-1.0582420998100002
ACH-000070,-1.00537115652
ACH-000075,-0.541911761268
ACH-000078,-0.478174897016
ACH-000082,-0.834145573803
ACH-000085,-1.1916096104
ACH-000086,-0.931252587419
ACH-000087,-0.621640270701
ACH-000092,-0.293019977606
ACH-000095,-0.985542772822
ACH-000097,-0.195121665624
ACH-000098,-0.437690047488
ACH-000099,-0.778869371
ACH-000108,-0.145947015325
ACH-000113,-0.9849357913150001
ACH-000115,-0.39286712259400003
ACH-000116,-1.1385249235700001
ACH-000118,-0.32011438778499995
ACH-000120,-0.9186152507809999
ACH-000123,-0.623816211745
ACH-000127,-0.960977099851
ACH-000128,-0.9834659301209999
ACH-000132,-1.14731721543
ACH-000133,-1.2070265979700001
ACH-000137,-1.4095894988100002
ACH-000138,-0.44999380507700004
ACH-000142,-0.565113836176
ACH-000143,-0.7239120847930001
ACH-000146,-0.245433334957
ACH-000148,-1.019898224
ACH-000150,-1.3092281947600002
ACH-000152,-1.22372339314
ACH-000153,-0.748984198817
ACH-000159,-1.28162225346
ACH-000160,-0.28300145617600003
ACH-000163,-1.07480956183
ACH-000167,-0.895306590195
ACH-000168,-0.9501617950869999
ACH-000169,-0.23414129362599997
ACH-000178,-0.735944211838
ACH-000182,-0.254840414711
ACH-000183,-0.741515892803
ACH-000188,-0.928577150409
ACH-000189,-1.09189288919
ACH-000190,-0.611287451636
ACH-000198,-0.7505753900480001
ACH-000204,-0.863989516862
ACH-000206,-1.16757579797
ACH-000207,-0.581623059207
ACH-000211,-1.06098673949
ACH-000215,-1.07347615031
ACH-000221,-1.13389397131
ACH-000222,-0.0877368695399
ACH-000223,-0.909474294235
ACH-000226,-0.916008251601
ACH-000227,-0.67908187654
ACH-000228,-0.40270403365
ACH-000231,-0.955245164774
ACH-000232,-0.24532256914500003
ACH-000233,-0.714236101118
ACH-000234,-0.613323391014
ACH-000235,-0.397476477589
ACH-000237,-0.672496102112
ACH-000238,-0.633177875804
ACH-000243,-0.8880096059550001
ACH-000244,-0.8020940995170001
ACH-000246,-1.25921508315
ACH-000248,-0.636017864123
ACH-000250,-1.1645066410299998
ACH-000251,-1.4203412457100002
ACH-000253,-0.0500916904347
ACH-000255,-1.08670736364
ACH-000256,-1.02174349441
ACH-000257,-0.786416025168
ACH-000258,-0.7284763270479999
ACH-000259,-1.09675771485
ACH-000260,-0.9473677372399999
ACH-000261,-1.0253825009100002
ACH-000262,-0.996264155389
ACH-000263,-0.491198071358
ACH-000264,-0.523203426391
ACH-000265,-0.947335712776
ACH-000266,-0.758173859516
ACH-000272,-0.978130606759
ACH-000273,-1.00269981225
ACH-000274,-0.473306807926
ACH-000277,0.0322963496399
ACH-000278,-0.768690413597
ACH-000279,-1.18777117593
ACH-000280,-0.74280021076
ACH-000281,-1.6310413030000002
ACH-000288,-1.1484912371
ACH-000291,-0.6360024983829999
ACH-000293,-0.385303748891
ACH-000294,-1.25634930706
ACH-000295,-0.41119168534
ACH-000296,-0.273432689856
ACH-000302,-0.985980699269
ACH-000304,-0.512959319111
ACH-000307,-0.451151794023
ACH-000308,-0.7527959002310001
ACH-000310,-0.264272198105
ACH-000311,-0.18450906697299999
ACH-000312,-0.383730228825
ACH-000315,-1.32491214847
ACH-000316,-1.03484316734
