,CPA5 (93979)
ACH-000004,-0.22723016427499998
ACH-000007,0.0223641398196
ACH-000009,-0.139696451705
ACH-000011,0.08037267350319999
ACH-000012,-0.0685619307119
ACH-000013,-0.0327581993778
ACH-000014,-0.289925045316
ACH-000015,-0.0645752843009
ACH-000017,-0.0818762654324
ACH-000018,-0.24247881901700002
ACH-000019,0.136997407665
ACH-000021,-0.13629776172
ACH-000022,-0.259145734334
ACH-000025,0.0634640073007
ACH-000028,0.0417791281849
ACH-000030,-0.0937394584599
ACH-000035,-0.282295233636
ACH-000036,-0.09679217664719998
ACH-000037,-0.21355627347699999
ACH-000039,-0.110966810676
ACH-000040,-0.16308572242900002
ACH-000041,-0.11202392715600001
ACH-000042,-0.289066733306
ACH-000045,-0.06822204429409999
ACH-000047,-0.09433034159800001
ACH-000052,-0.38221592448299996
ACH-000053,-0.114975095944
ACH-000054,-0.230217668589
ACH-000055,-0.296677277626
ACH-000060,-0.146907763029
ACH-000067,0.008899707444280001
ACH-000070,-0.101301939219
ACH-000075,-0.14599045195399998
ACH-000078,-0.221362913739
ACH-000082,-0.0973684098176
ACH-000085,-0.351114237581
ACH-000086,-0.0232956932357
ACH-000087,0.0707091540329
ACH-000092,-0.0400975491701
ACH-000095,-0.19423730780999998
ACH-000097,-0.0107606854361
ACH-000098,-0.105044839185
ACH-000099,-0.134792451324
ACH-000108,0.0243481103119
ACH-000113,-0.23416928686900002
ACH-000115,-0.24257236461399997
ACH-000116,-0.105737979484
ACH-000118,-0.09827766207999998
ACH-000120,-0.127646856795
ACH-000123,0.026184153666
ACH-000127,-0.227307976192
ACH-000128,-0.135036840507
ACH-000132,-0.237294951
ACH-000133,-0.103006014366
ACH-000137,-0.138241818082
ACH-000138,-0.187951908128
ACH-000142,-0.29799686972399997
ACH-000143,0.0953311472384
ACH-000146,-0.0296487474303
ACH-000148,-0.051488425517100006
ACH-000150,0.110939024869
ACH-000152,-0.031898989205800005
ACH-000153,-0.176577760438
ACH-000159,-0.0588226981672
ACH-000160,0.049332593026199995
ACH-000163,-0.0573642678677
ACH-000167,0.262917386053
ACH-000168,-0.0756461310372
ACH-000169,-0.022600956705099998
ACH-000178,-0.229204116855
ACH-000182,-0.07376306771789999
ACH-000183,-0.335883286093
ACH-000188,-0.0671799606676
ACH-000189,0.0283750245489
ACH-000190,0.050097180102399996
