,FAR2 (55711)
ACH-000004,0.142233770356
ACH-000007,-0.0408870232046
ACH-000009,0.0031235218142800004
ACH-000011,-0.09865703847889999
ACH-000012,0.026470748805800002
ACH-000013,-0.0481385171421
ACH-000014,-0.253055458954
ACH-000015,-0.0584494911099
ACH-000017,0.015034535164000001
ACH-000018,0.26977572257599997
ACH-000019,-0.18083053329
ACH-000021,-0.219722335801
ACH-000022,-0.15976422330499998
ACH-000025,-0.029454537811500002
ACH-000028,-0.0816846959944
ACH-000030,-0.061469267406699994
ACH-000035,-0.06870832235
ACH-000036,-0.021125732305099995
ACH-000037,-0.042504547902800005
ACH-000039,0.335023072467
ACH-000040,-0.181119132064
ACH-000041,-0.09446671334489999
ACH-000042,-0.124218658028
ACH-000045,-0.11741905901699999
ACH-000047,-0.0171466141525
ACH-000052,-0.387839256779
ACH-000053,0.046978168171800005
ACH-000054,-0.217791002098
ACH-000055,-0.157467142123
ACH-000060,-0.197305733375
ACH-000067,-0.000838503719762
ACH-000070,0.0316072179219
ACH-000075,-0.399173181479
ACH-000078,-0.123474737742
ACH-000082,0.0576804810829
ACH-000085,0.0771439871743
ACH-000086,-0.08736744656789999
ACH-000087,0.0812701065233
ACH-000092,-0.00686501539929
ACH-000095,-0.0552783960511
ACH-000097,-0.101253902706
ACH-000098,-0.0420227158507
ACH-000099,-0.222202153705
ACH-000108,-0.00599510798434
ACH-000113,-0.158483521944
ACH-000115,0.128472366252
ACH-000116,-0.459171692526
ACH-000118,-0.0909945313955
ACH-000120,0.0440474978804
ACH-000123,-0.12082606898
ACH-000127,-0.0403097581118
ACH-000128,0.0184384033631
ACH-000132,-0.0397499301505
ACH-000133,-0.249244574622
ACH-000137,-0.0633100735407
ACH-000138,-0.152369266305
ACH-000142,-0.018894653554
ACH-000143,-0.208487835053
ACH-000146,-0.367815160606
ACH-000148,-0.0710826076574
ACH-000150,0.0126110663761
ACH-000152,-0.17383694206
ACH-000153,-0.372896771562
ACH-000159,-0.0643674298655
ACH-000160,-0.0235009034253
ACH-000163,0.07515391854119999
ACH-000167,-0.20375649686900002
ACH-000168,-0.234623556996
ACH-000169,-0.157642051318
ACH-000178,-0.0330027554826
ACH-000182,0.0165560338662
ACH-000183,-0.279884919151
ACH-000188,-0.0903713991192
ACH-000189,-0.28560977692699996
ACH-000190,-0.281920333394
ACH-000198,-0.144731337904
ACH-000204,-0.131291542016
ACH-000206,-0.0373318052178
ACH-000207,-0.08769400063660002
ACH-000211,0.0053992171578
ACH-000215,-0.124860637519
ACH-000221,-0.144826259453
ACH-000222,-0.252717281219
ACH-000223,-0.0923864551468
ACH-000226,-0.08411785343530001
ACH-000227,-0.0559509375528
ACH-000228,-0.0863640088679
ACH-000231,-0.0945217342142
ACH-000232,-0.25372552859700004
ACH-000233,-0.141100749032
ACH-000234,0.025667183923599998
ACH-000235,-0.122137222504
ACH-000237,-0.0032941906690899998
ACH-000238,-0.34352143451
ACH-000243,-0.23060727356199998
ACH-000244,-0.0379781010705
ACH-000246,-0.06638372332709999
ACH-000248,-0.0190527691181
ACH-000250,-0.060721074567
ACH-000251,-0.42307273462899997
ACH-000253,-0.018378450740200003
ACH-000255,-0.160840157069
ACH-000256,0.0403001699595
ACH-000257,-0.141761409088
ACH-000258,-0.240162548862
ACH-000259,-0.0579720452733
ACH-000260,0.068187050369
ACH-000261,-0.11389374299
ACH-000262,-0.238177830099
ACH-000263,-0.006921907470239999
ACH-000264,-0.314479569335
ACH-000265,-0.15790018697799998
ACH-000266,-0.145996476127
ACH-000272,-0.20561348389800002
ACH-000273,-0.0920917576193
ACH-000274,-0.010644546171600001
ACH-000277,-0.121389741825
ACH-000278,0.0636745724414
ACH-000279,-0.127341387415
ACH-000280,-0.273267716648
ACH-000281,-0.175197941896
ACH-000288,-0.0677016023941
ACH-000291,-0.09057551473139999
ACH-000293,-0.0070571636296599995
ACH-000294,-0.5464098941300001
ACH-000295,-0.04790220720430001
ACH-000296,-0.0359890648088
ACH-000302,-0.0820980206436
ACH-000304,-0.40267268160400005
ACH-000307,-0.21221553750500002
ACH-000308,-0.0490811313638
ACH-000310,-0.182871513121
ACH-000311,-0.061929974862699994
ACH-000312,-0.0237152845465
ACH-000315,0.0118905175722
ACH-000316,-0.142875689013
ACH-000317,-0.238011972995
ACH-000318,-0.07870760580319999
ACH-000319,-0.249426450882
ACH-000320,-0.210846972878
ACH-000322,0.04590804586180001
ACH-000323,-0.19327082831099998
ACH-000324,-0.252603358326
ACH-000329,-0.00895836809149
ACH-000330,-0.168955306738
ACH-000331,-0.159720023485
ACH-000332,-0.149956696813
ACH-000334,0.017606920406500002
ACH-000335,-0.323461997281
ACH-000336,-0.18218716269699997
ACH-000337,0.141870127567
ACH-000339,-0.51505615977
ACH-000341,0.33037191061
ACH-000348,-0.105084002636
ACH-000350,-0.0280363758737
ACH-000352,-0.0147945245168
ACH-000356,-0.0710760765909
ACH-000361,-0.09423297584569999
ACH-000362,-0.10153557890900002
ACH-000363,0.0561129620975
