,TPTE2 (93492)
ACH-000004,-0.381560916026
ACH-000007,-0.416899723602
ACH-000009,-0.315125844261
ACH-000011,-0.111613553841
ACH-000012,-0.45046600488899996
ACH-000013,-0.35812748158200003
ACH-000014,-0.240974600683
ACH-000015,-0.490661881343
ACH-000017,-0.201302834051
ACH-000018,-0.08673127395130001
ACH-000019,-0.0833298736284
ACH-000021,-0.42553844469
ACH-000022,-0.224510220116
ACH-000025,-0.40738821177100004
ACH-000028,-0.281414890548
ACH-000030,-0.40998672973300004
ACH-000035,-0.36407503446999995
ACH-000036,-0.377537781725
ACH-000037,-0.292782773482
ACH-000039,-0.407429207951
ACH-000040,-0.462178024173
ACH-000041,-0.25563579453699997
ACH-000042,-0.412650144019
ACH-000045,-0.207184124832
ACH-000047,-0.325398677361
ACH-000052,-0.401081879111
ACH-000053,-0.287187774367
ACH-000054,-0.308438615458
ACH-000055,-0.39507156112499997
ACH-000060,-0.339272050434
ACH-000067,-0.398217426686
ACH-000070,-0.399337437465
ACH-000075,-0.159313563321
ACH-000078,-0.40076213998099997
ACH-000082,-0.21582605552900003
ACH-000085,-0.105509102906
ACH-000086,-0.277703368189
ACH-000087,-0.454954056809
ACH-000092,-0.349981823762
ACH-000095,-0.422816680635
ACH-000097,-0.257907095037
ACH-000098,-0.159925102983
ACH-000099,-0.38673936498800005
ACH-000108,-0.38441509007700003
ACH-000113,-0.38610868863799996
ACH-000115,-0.130063548153
ACH-000116,-0.255835517241
ACH-000118,-0.34281090601400005
ACH-000120,-0.266422219067
ACH-000123,-0.283737972233
ACH-000127,-0.221956945968
ACH-000128,-0.182044849671
ACH-000132,-0.368422960653
ACH-000133,-0.296438531371
ACH-000137,-0.38405536761200004
ACH-000138,-0.179108945914
ACH-000142,-0.5029325904899999
ACH-000143,-0.231867512817
ACH-000146,-0.23911411187800002
ACH-000148,-0.246565775819
ACH-000150,-0.348652484283
ACH-000152,-0.549438495553
ACH-000153,-0.464746706107
ACH-000159,-0.39018271005599997
ACH-000160,-0.4599108091
ACH-000163,-0.282538223534
ACH-000167,-0.483979076917
ACH-000168,-0.38156336154799997
ACH-000169,-0.1771154782
ACH-000178,-0.36009798541500004
ACH-000182,-0.258032647791
ACH-000183,-0.314102263076
ACH-000188,-0.5500800879819999
ACH-000189,-0.553206716287
ACH-000190,-0.310444519058
ACH-000198,-0.299910028932
ACH-000204,-0.356556663367
ACH-000206,-0.360452421673
ACH-000207,-0.41481983013000007
ACH-000211,-0.351885211422
ACH-000215,-0.351516789239
ACH-000221,-0.259353275516
ACH-000222,-0.548655879672
ACH-000223,-0.310095029648
ACH-000226,-0.41994545210100004
ACH-000227,-0.278558980064
ACH-000228,-0.332971890418
ACH-000231,-0.450722080854
ACH-000232,-0.32414473944
ACH-000233,-0.202679776322
ACH-000234,-0.413375407614
ACH-000235,-0.25292554353700003
ACH-000237,-0.381866014121
ACH-000238,-0.31867475981
ACH-000243,-0.354712128446
ACH-000244,-0.350949832707
ACH-000246,-0.386200677301
ACH-000248,-0.189808725256
ACH-000250,-0.270362773586
ACH-000251,-0.568259362413
ACH-000253,-0.292219778044
ACH-000255,-0.454738490889
ACH-000256,-0.419676648595
ACH-000257,-0.594390751799
ACH-000258,-0.32639548693799997
ACH-000259,-0.354061763593
ACH-000260,-0.285380057367
ACH-000261,-0.35966559678800003
ACH-000262,-0.252522403471
ACH-000263,-0.06139902146890001
ACH-000264,-0.5065363268159999
ACH-000265,-0.422941983565
ACH-000266,-0.455296827588
ACH-000272,-0.504273322947
ACH-000273,-0.135232025622
ACH-000274,-0.265224060137
ACH-000277,-0.00963825955283
ACH-000278,-0.471049536976
ACH-000279,-0.31870686860999997
ACH-000280,-0.34408911737899994
ACH-000281,-0.276536473582
ACH-000288,-0.321938611119
ACH-000291,-0.25896288764000003
ACH-000293,-0.341696916418
ACH-000294,-0.364962555285
ACH-000295,-0.20900023548399999
ACH-000296,-0.37792955056199995
ACH-000302,-0.490845093466
ACH-000304,-0.019526445112700002
ACH-000307,-0.287191163992
ACH-000308,-0.291605890983
ACH-000310,-0.577916219533
ACH-000311,-0.39767941998000006
ACH-000312,-0.297696240213
ACH-000315,-0.364465783081
ACH-000316,-0.291063740763
ACH-000317,-0.449940547579
ACH-000318,-0.356558408977
ACH-000319,-0.235300400656
ACH-000320,-0.431171008885
ACH-000322,-0.15035850539999998
ACH-000323,-0.46198267889600003
ACH-000324,-0.228418888077
ACH-000329,-0.25473046436999996
ACH-000330,-0.38331855461900005
ACH-000331,-0.373256464372
ACH-000332,-0.294082903178
ACH-000334,-0.752877123398
ACH-000335,-0.46134116793499996
ACH-000336,-0.414830165555
ACH-000337,-0.0884602718945
ACH-000339,-0.30665478332699997
ACH-000341,-0.35318050297799997
ACH-000348,-0.27268977724
ACH-000350,-0.126298861036
ACH-000352,-0.260135466887
ACH-000356,-0.340814746324
ACH-000361,-0.431085927825
ACH-000362,-0.43242257948999996
ACH-000363,-0.353953853467
ACH-000364,-0.16992828900100002
ACH-000365,-0.48621104870399995
ACH-000366,-0.192619528235
ACH-000368,-0.20503712686500003
ACH-000374,-0.526912979636
ACH-000375,-0.31483419373000004
ACH-000376,-0.300932282269
ACH-000381,-0.37660167259800004
ACH-000383,-0.33925297983
ACH-000387,-0.29217973227899996
ACH-000389,-0.461861089079
ACH-000390,-0.39872879359499996
ACH-000393,-0.492010529415
ACH-000395,-0.38948884150799995
ACH-000397,-0.418279573976
ACH-000401,-0.242741926898
ACH-000402,-0.399800589711
ACH-000403,-0.20017652900400001
ACH-000404,-0.244065876367
ACH-000406,-0.412568465398
ACH-000407,-0.18915772381499998
ACH-000408,-0.469250611639
ACH-000410,-0.325508318907
ACH-000411,-0.421350492622
ACH-000414,-0.327656526143
ACH-000415,-0.425159268342
ACH-000416,-0.280481004413
ACH-000420,-0.20774680568599999
ACH-000421,-0.180455058587
ACH-000424,-0.475652381399
ACH-000425,-0.41586155581699996
ACH-000426,-0.157119901739
ACH-000427,-0.5829168182600001
ACH-000433,-0.34563931646300006
ACH-000436,-0.285053732218
ACH-000444,-0.302404892083
ACH-000445,-0.452576325254
ACH-000448,-0.437923803758
ACH-000450,-0.043498949948899995
ACH-000452,-0.39833829539300003
ACH-000454,-0.613770115397
ACH-000458,-0.339610987931
ACH-000459,-0.20049175381999998
ACH-000460,-0.357764575509
ACH-000461,-0.49905118412699995
ACH-000463,-0.412244568988
ACH-000464,0.038500196041599995
ACH-000466,-0.573242781216
ACH-000467,-0.412277683556
ACH-000468,-0.549832605561
ACH-000469,-0.20801737576200002
ACH-000470,-0.0404689505747
ACH-000471,-0.285463475561
ACH-000472,-0.400472234002
ACH-000473,-0.35015876113300004
ACH-000475,-0.421108372178
ACH-000476,-0.21860411032
ACH-000477,-0.136121944831
ACH-000480,-0.284648649817
ACH-000481,-0.100367159322
ACH-000483,-0.338261211618
ACH-000484,-0.384666557496
ACH-000485,-0.42125501802000004
ACH-000486,-0.403665007462
ACH-000487,-0.254053683943
ACH-000488,-0.304995145255
ACH-000490,-0.28986878403
ACH-000491,-0.32251715985199997
ACH-000495,-0.107514521754
ACH-000496,-0.42369909323
ACH-000499,-0.20000439643399998
ACH-000500,-0.6629152890869999
ACH-000502,-0.31355500477
ACH-000503,-0.40460197434699996
ACH-000505,-0.41138553779299997
ACH-000507,-0.322226018666
ACH-000510,-0.521000026616
ACH-000511,-0.360220730108
ACH-000512,-0.17851227649
ACH-000516,-0.405967131677
ACH-000517,-0.245941561007
ACH-000518,-0.412824622795
ACH-000520,-0.219693183181
ACH-000521,-0.434198280943
ACH-000522,-0.282301879283
ACH-000524,-0.309123393382
ACH-000527,-0.30083553267700003
ACH-000528,-0.349169852222
ACH-000537,-0.14547159617799998
ACH-000541,-0.29014291554
ACH-000542,-0.272730839748
ACH-000544,-0.20690149006900002
ACH-000545,-0.205996605684
ACH-000547,-0.367142101633
ACH-000548,-0.20849645215100002
ACH-000549,-0.37345825610399996
ACH-000550,-0.284235124633
ACH-000552,-0.31999234695900003
ACH-000556,-0.39212321088
ACH-000557,-0.500040334617
ACH-000570,-0.365934733193
ACH-000571,-0.136271294839
ACH-000573,-0.248541507952
ACH-000576,-0.25389443034000003
ACH-000580,-0.170514148942
ACH-000584,-0.49697884948999993
ACH-000585,-0.250699228703
ACH-000588,-0.351375183053
ACH-000589,-0.269433251455
ACH-000591,-0.317974298788
ACH-000593,-0.338109034701
ACH-000600,-0.312464499639
ACH-000601,-0.365856661274
ACH-000604,-0.379427804235
ACH-000605,-0.42223027931900003
ACH-000606,-0.44997824730700003
ACH-000608,-0.269268523659
ACH-000614,-0.139390626621
ACH-000616,-0.301536372087
ACH-000618,-0.45554569305
ACH-000619,-0.574926119313
ACH-000620,-0.37884063022299996
ACH-000621,-0.330318107388
ACH-000622,-0.282127825682
ACH-000623,-0.510350061647
ACH-000624,-0.197039326149
ACH-000627,-0.39984815739
ACH-000630,-0.19742890633299998
ACH-000632,-0.271799037682
ACH-000633,-0.295501394396
ACH-000637,-0.31195651374899996
ACH-000638,-0.312142691497
ACH-000646,-0.15627019560900002
ACH-000647,-0.439658088282
ACH-000648,-0.32514897973900003
ACH-000649,-0.342240677907
ACH-000651,-0.31868402829500003
ACH-000652,-0.299159024553
ACH-000653,-0.338792047521
ACH-000657,-0.29181475815499996
ACH-000658,-0.139329139876
ACH-000661,-0.36951091813500003
ACH-000662,-0.597772525698
ACH-000663,-0.17327869103399998
ACH-000665,-0.31515420828400004
ACH-000671,-0.258766763518
ACH-000673,-0.24136743469799998
ACH-000676,-0.139031473001
ACH-000677,-0.264446740854
ACH-000681,-0.268189839908
ACH-000682,-0.504094408522
ACH-000683,-0.246440615784
ACH-000684,-0.255222832899
ACH-000688,-0.315326448738
ACH-000693,-0.46164831143299995
ACH-000694,-0.215878754046
