,PIK3C3 (5289)
ACH-000178,-0.983709739901
ACH-000182,-0.9119084838889999
ACH-000183,-0.9826412189720001
ACH-000188,-1.32572872313
ACH-000189,-0.517068300387
ACH-000190,-1.28672544838
ACH-000198,-1.13710440264
ACH-000204,-0.773847284026
ACH-000206,-0.657126072284
ACH-000207,-0.7532398310940001
ACH-000211,-1.10865697622
ACH-000215,-1.17137303571
ACH-000221,-0.850184017031
ACH-000222,-0.993967393071
ACH-000223,-1.64368809503
ACH-000226,-0.928794505982
ACH-000227,-1.02298311263
ACH-000228,-0.989784545787
ACH-000231,-0.979994174459
ACH-000232,-1.0100443699200001
ACH-000233,-0.96391878019
ACH-000234,-1.33077212435
ACH-000235,-1.1464763476100002
ACH-000237,-1.14569000541
ACH-000238,-0.885204416081
ACH-000243,-0.859138070976
ACH-000244,-1.02146002615
ACH-000246,-0.7175526397149999
ACH-000248,-1.4543264490999999
ACH-000250,-1.1398920735
ACH-000251,-0.815607746071
ACH-000253,-0.937221363195
ACH-000255,-0.921053058504
ACH-000256,-1.15386092688
ACH-000257,-0.66220656108
ACH-000258,-0.998232432342
ACH-000259,-1.12619478874
ACH-000260,-1.18008872227
ACH-000261,-1.0419187496200002
ACH-000262,-1.01707684188
ACH-000263,-1.00210778338
ACH-000264,-0.8711690914749999
ACH-000265,-1.06394683949
ACH-000266,-1.3924906873700003
ACH-000272,-1.1451868893100001
ACH-000273,-1.15794743747
ACH-000274,-0.371260610678
ACH-000277,-1.55671568145
ACH-000278,-0.986575281875
ACH-000279,-0.870291496612
ACH-000280,-0.6640141858399999
ACH-000281,-1.3206644967899999
ACH-000288,-0.784545974734
ACH-000291,-1.11191712843
ACH-000293,-0.786986006478
ACH-000294,-1.00420908532
ACH-000295,-0.759526579822
ACH-000296,-1.54146858982
ACH-000302,-1.2424095877899999
ACH-000304,-0.853239716262
ACH-000307,-1.0463446515700001
ACH-000308,-1.4072141085499998
ACH-000310,-0.888927116569
ACH-000311,-1.15169788229
ACH-000312,-0.911320214219
ACH-000315,-0.445818467071
ACH-000316,-0.8901627771789999
ACH-000317,-0.62077385524
ACH-000318,-1.00211012932
ACH-000319,-0.915340355348
ACH-000320,-1.5711866299000001
ACH-000322,-1.16323565657
ACH-000323,-0.9592403173190001
ACH-000324,-1.12027948135
ACH-000329,-0.5217443005610001
ACH-000330,-1.1654391769799999
ACH-000331,-1.02439898926
ACH-000332,-1.3356007171200002
ACH-000334,-0.35744341247
ACH-000335,-0.8920091313249999
ACH-000336,-0.976612810712
ACH-000337,-1.0046671351
ACH-000339,-1.2214150161700001
ACH-000341,-0.8271255076010001
ACH-000348,-0.985645091899
ACH-000350,-0.6049816820189999
ACH-000352,-0.9886508962799999
ACH-000356,-1.02129047188
ACH-000361,-1.2353023488700001
ACH-000362,-0.934723901831
ACH-000363,-0.252803023071
ACH-000364,-0.9315892076819999
ACH-000365,-0.653748097925
ACH-000366,-0.8336408690680001
ACH-000368,-1.07153506404
ACH-000374,-0.885690363308
ACH-000375,-1.22095057748
ACH-000376,-0.8878073380179999
ACH-000381,-1.1825711614799999
ACH-000383,-1.04977279957
ACH-000387,-0.760334856719
ACH-000389,-0.914238958039
ACH-000390,-0.846923350424
ACH-000393,-1.01176934528
ACH-000395,-1.0263441257600001
ACH-000397,-1.17945725776
ACH-000401,-0.842164645088
ACH-000402,-0.612760536075
ACH-000403,-1.04562586945
ACH-000404,-0.866086332501
ACH-000406,-0.7957781224580001
ACH-000407,-1.2346112016
ACH-000408,-1.25086413185
ACH-000410,-0.714182466258
ACH-000411,-1.12019385464
ACH-000414,-1.1764070111
ACH-000415,-0.770834159369
ACH-000416,-1.01506962104
ACH-000420,-1.1056997283
ACH-000421,-1.1692411863299998
ACH-000424,-1.10605264363
ACH-000425,-1.35421122488
ACH-000426,-0.641259222122
ACH-000427,-1.00549401322
ACH-000433,-1.15558410281
ACH-000436,-0.703445921083
ACH-000444,-0.9849018714409999
ACH-000445,-0.913364306214
ACH-000448,-1.22062961673
ACH-000450,-1.17685891324
ACH-000452,-1.15273528938
ACH-000454,-1.19473944223
ACH-000458,-1.0008921160600002
ACH-000459,-0.28321754518000003
ACH-000460,-1.2989438814799998
ACH-000461,-0.910491489939
ACH-000463,-0.6809552412019999
ACH-000464,-0.803271364356
ACH-000466,-1.32246371678
ACH-000467,-1.03599297635
ACH-000468,-1.33736318664
ACH-000469,-0.913265110811
ACH-000470,-1.4897071704700002
ACH-000471,-0.9578259750470001
ACH-000472,-1.35793475935
ACH-000473,-1.16031573748
ACH-000475,-1.35502121428
ACH-000476,-1.16542416385
ACH-000477,-1.02539306845
ACH-000480,-1.05153337378
ACH-000481,-0.872398784209
ACH-000483,-0.769575063612
ACH-000484,-0.733496760844
ACH-000485,-0.911130300638
ACH-000486,-1.0476404959
ACH-000487,-0.9034885437639999
ACH-000488,-1.03913597089
ACH-000490,-1.09792402988
ACH-000491,-0.720809947801
ACH-000495,-1.04379475332
ACH-000496,-0.9764701269689999
ACH-000499,-0.847438220992
ACH-000500,-0.8386148947509999
ACH-000502,-1.1096350611599999
ACH-000503,-0.700288745945
ACH-000505,-0.818941665772
ACH-000507,-1.14645438667
ACH-000510,-0.870045490104
ACH-000511,-0.996685796918
ACH-000512,-0.886336577924
ACH-000516,-1.3378217196200002
ACH-000517,-1.02753128898
ACH-000518,-1.0408010013200002
ACH-000520,-0.990409368468
ACH-000521,-1.17644318034
ACH-000522,-1.1789973015700002
ACH-000524,-1.01835823225
ACH-000527,-1.11552249606
ACH-000528,-1.0853010724799999
ACH-000537,-1.28841875509
ACH-000541,-0.977093710637
ACH-000542,-1.1788015352799999
ACH-000544,-0.903214172009
ACH-000545,-1.04714900212
ACH-000547,-0.8813423723029999
ACH-000548,-1.3426548563999998
ACH-000549,-0.9491241043430001
ACH-000550,-0.6863082669889999
ACH-000552,-0.790398995697
ACH-000556,-1.22841949914
ACH-000557,0.12178889031500001
ACH-000570,-0.535775423422
ACH-000571,-1.60815375646
ACH-000573,-0.9300394282819999
ACH-000576,-0.73329917659
ACH-000580,-1.14078522191
ACH-000584,-1.09553016981
ACH-000585,-1.6296215488699999
ACH-000588,-0.526724606264
ACH-000589,-0.6998042656100001
ACH-000591,-1.12140605625
ACH-000593,-1.22515717767
ACH-000600,-1.3959416293
ACH-000601,-1.12430923879
ACH-000604,-0.922772067614
ACH-000605,-0.7092866184469999
ACH-000606,-1.07134724221
ACH-000608,-0.6840821964129999
ACH-000614,-0.9943333713879999
ACH-000616,-1.3520458676700002
ACH-000618,-1.12633419817
ACH-000619,-1.05497850596
ACH-000620,-1.16958977268
ACH-000621,-1.38744798573
ACH-000622,-0.6342522413930001
ACH-000623,-0.519258959307
ACH-000624,-0.7080295587700001
ACH-000627,-1.05594819661
ACH-000630,-1.10159085131
ACH-000632,-0.879618731072
ACH-000633,-1.0357636358700002
ACH-000637,-0.927805227956
ACH-000638,-1.06944787927
ACH-000646,-1.30302992858
ACH-000647,-0.8209689029880001
ACH-000648,-1.31097807346
ACH-000649,-1.10289365548
ACH-000651,-0.9850838230050001
ACH-000652,-1.1460279182100002
ACH-000653,-0.535737578541
ACH-000657,-0.9613516617640001
ACH-000658,-0.517777811125
ACH-000661,-0.962840204038
ACH-000662,-0.924869926574
ACH-000663,-1.0954121935299999
ACH-000665,-0.728932485089
ACH-000671,-0.905520387454
ACH-000673,-0.7730638242919999
ACH-000676,-0.806306167584
ACH-000677,-0.341956759398
ACH-000681,-1.17202666495
ACH-000682,-1.12158532406
ACH-000683,-1.46978043363
ACH-000684,-1.5659485994600002
ACH-000688,-0.998779617861
ACH-000693,-1.14754721001
ACH-000694,-1.0995903063299999
ACH-000695,-1.02298681015
ACH-000696,-1.1479366897399998
ACH-000697,-0.971910383602
ACH-000699,-0.8840570546909999
ACH-000701,-0.857938516962
ACH-000706,-0.8863819555060001
ACH-000711,-1.00011965066
ACH-000713,-1.19701993608
ACH-000714,-0.830631650678
ACH-000718,-1.5230843591299998
ACH-000720,-0.959503103697
ACH-000721,-0.9594271389110001
ACH-000724,-0.8782991316969999
ACH-000725,-1.6991408162600001
ACH-000732,-1.0951474780200001
ACH-000734,-1.03389085552
ACH-000735,-1.3039741722799998
ACH-000736,-0.8601362962770001
ACH-000738,-0.5108596823489999
ACH-000746,-0.579692771704
ACH-000747,-1.01704041018
ACH-000748,-0.546481471806
ACH-000753,-1.0459005897
ACH-000756,-0.915523748085
ACH-000757,-1.37720930243
ACH-000758,-1.25083225901
ACH-000760,-0.47937227761000006
ACH-000763,-0.53963998493
ACH-000764,-1.0324803629700001
ACH-000765,-1.15877995515
ACH-000766,-1.21584791354
ACH-000767,-0.9299463704909999
ACH-000768,-1.04598349565
ACH-000769,-1.1381243634799998
ACH-000770,-0.713281461939
ACH-000771,-0.996985254849
ACH-000773,-0.967197390477
ACH-000776,-1.02019558109
ACH-000777,-1.10319715905
ACH-000778,-1.39549591039
ACH-000781,-0.983867099481
ACH-000782,-0.8719608916920001
ACH-000783,-1.5577743530700001
ACH-000784,-1.2208883760100002
ACH-000785,-1.24341778085
ACH-000787,-1.0581182275
ACH-000788,-1.1348229412100002
ACH-000791,-1.24309400585
ACH-000792,-0.825368355042
ACH-000794,-1.1584815069299998
ACH-000796,-1.5764856138299999
ACH-000799,-0.871206583447
ACH-000800,-0.882862094621
ACH-000802,-0.8873747966850001
ACH-000804,-1.2720650735799999
ACH-000805,-1.22491425802
ACH-000809,-0.927939770708
ACH-000810,-1.3543608694299998
ACH-000811,-0.6339821422909999
ACH-000817,-0.494965238989
ACH-000819,-0.850514305122
ACH-000820,-1.00415012595
ACH-000821,-0.435939563598
ACH-000822,-1.71681658146
ACH-000823,-1.07382271616
ACH-000824,-1.5299465102599998
ACH-000827,-1.05201202306
ACH-000829,-0.909539718864
ACH-000831,-0.862693987677
ACH-000832,-1.0611056543200001
ACH-000833,-1.0150848193200002
ACH-000834,-0.8161635807790001
ACH-000835,-1.07583220744
ACH-000836,-1.28185079123
ACH-000837,-1.13905723043
ACH-000838,-0.778474715508
ACH-000839,-0.943180662116
ACH-000840,-1.19682064967
ACH-000841,-1.28683837171
ACH-000843,-0.675806091436
ACH-000846,-1.03335847973
ACH-000847,-1.39376195367
ACH-000848,-1.0166112272399999
ACH-000849,-0.7963504389030001
ACH-000851,-1.39064589796
ACH-000855,-0.7251473179260001
ACH-000856,-1.0501482659399999
ACH-000858,-1.24159259684
ACH-000859,-1.2616321123999998
ACH-000861,-1.0498109126000001
ACH-000862,-0.737322517181
ACH-000865,-1.1160238843
ACH-000866,-0.8779502061550001
ACH-000867,-0.482198423054
ACH-000869,-1.17700395
ACH-000872,-1.01785459959
ACH-000873,-1.09772980271
ACH-000876,-1.11330898867
ACH-000878,-1.4543650946200002
ACH-000880,-1.39817724419
ACH-000881,-1.00498569201
ACH-000882,-1.05202178869
ACH-000884,-0.577241934782
ACH-000885,-1.23191659097
ACH-000887,-1.21102107348
ACH-000888,-1.29520910172
ACH-000889,-0.537228502606
ACH-000890,-1.09888090243
ACH-000896,-1.17362033811
ACH-000898,-1.2813511383
ACH-000900,-0.914681780554
ACH-000901,-0.547867290987
ACH-000905,-0.928920395229
ACH-000906,-1.02882347059
ACH-000907,-1.24578413546
ACH-000910,-0.768391653256
ACH-000911,-0.8393924421500001
ACH-000912,-0.491257094499
ACH-000913,-0.932601474885
ACH-000915,-0.907150176553
ACH-000916,-1.6728939590600003
ACH-000917,-1.2076555629
ACH-000921,-1.23939810812
ACH-000924,-1.0459809711399999
ACH-000926,-1.31714089363
ACH-000928,-0.8737185733
ACH-000929,-1.0581801072299999
ACH-000932,-1.20792673418
ACH-000935,-1.14906604126
ACH-000936,-1.1712683168200002
ACH-000937,-0.916550076051
ACH-000938,-0.9460454885940001
ACH-000939,-0.594927438501
ACH-000941,-1.2695575664
ACH-000943,-1.1386499024299999
ACH-000946,-0.859249347766
ACH-000947,-1.04628726087
ACH-000948,-0.683997707926
ACH-000950,-1.15653035238
ACH-000953,-0.538625691818
ACH-000957,-1.07932073227
ACH-000958,-0.8776999835989999
ACH-000960,-0.7508135182629999
ACH-000963,-0.934154902356
ACH-000968,-0.7933874052240001
ACH-000969,-1.04223328187
ACH-000973,-1.12561365191
ACH-000974,-0.9604929037350001
ACH-000975,-0.980685219371
ACH-000976,-1.3051183386799998
ACH-000978,-0.6980942484720001
ACH-000980,-0.904330839593
ACH-000984,-0.9985066757050001
ACH-000986,-1.11288348454
ACH-000988,-0.870493923745
ACH-000993,-1.00602728811
ACH-000994,-0.887783095398
ACH-000996,-0.8930635884970001
ACH-001001,-1.02559499963
ACH-001020,-1.1335987601200002
ACH-001028,-0.8964977426809999
ACH-001031,-0.765021068354
ACH-001038,-0.718386447533
ACH-001048,-0.723391901744
ACH-001050,-0.8886386809129999
ACH-001053,-1.24226951839
ACH-001054,-0.820581598159
ACH-001061,-1.1220270586499999
ACH-001067,-1.00680455635
ACH-001075,-0.9251093230509999
ACH-001096,-1.01521310554
ACH-001128,-1.59483554254
ACH-001134,-0.6395164106369999
ACH-001151,-1.24529626395
ACH-001163,-1.09402996853
ACH-001164,-1.10495456967
ACH-001173,-1.09996855543
ACH-001183,-0.932646768363
ACH-001184,-1.16521086922
ACH-001190,-1.26799248752
ACH-001192,-1.03934908316
ACH-001193,-1.5055766291600001
ACH-001196,-0.776406296401
ACH-001197,-1.12433724925
ACH-001205,-1.27009229233
ACH-001211,-0.9994804962720001
ACH-001212,-1.08530442318
ACH-001228,-0.70090263735
ACH-001232,-1.05247613781
ACH-001239,-0.734045710095
ACH-001274,-1.10560067414
ACH-001275,-0.802021255326
ACH-001277,-0.629739659325
ACH-001278,-0.972285593416
ACH-001280,-0.611329482076
ACH-001283,-1.0365552430399998
ACH-001289,-0.939747668559
ACH-001295,-0.760752465757
ACH-001300,-0.9327199841399999
ACH-001301,-0.8148449095129999
ACH-001302,-0.599950299969
ACH-001303,-0.98884263944
ACH-001306,-1.10203782498
ACH-001318,-1.09489662982
ACH-001322,-1.1291622718799998
ACH-001328,-0.9962081084059999
ACH-001332,-0.866466437352
ACH-001333,-0.738952087809
ACH-001336,-1.30729064185
ACH-001340,-0.86883322611
ACH-001346,-0.9764432616390001
ACH-001353,-0.949825520088
ACH-001354,-1.59360748778
ACH-001367,-1.23208726326
ACH-001368,-0.901668892289
ACH-001374,-1.53467041848
ACH-001375,-0.967560251148
ACH-001377,-1.21049486286
ACH-001380,-1.18264025714
ACH-001391,-1.05081083477
ACH-001407,-1.3180925419
ACH-001408,-1.05024004272
ACH-001413,-0.827469793976
ACH-001430,-1.20396377304
ACH-001431,-0.9267748151
ACH-001450,-0.8706931389239999
ACH-001496,-1.1692463555
ACH-001500,-1.24466705714
ACH-001521,-1.25639437825
ACH-001523,-1.27205701635
ACH-001532,-0.8766974350710001
ACH-001536,-1.1445650917
ACH-001550,-1.20564724275
ACH-001552,-1.18972225788
ACH-001554,-1.1290677142299999
ACH-001645,-0.650798286145
ACH-001654,-1.1596550862200001
ACH-001715,-1.35401658121
ACH-001735,-0.948000818978
ACH-001736,-0.8762897015019999
ACH-001737,-0.777234836851
ACH-001740,-1.0372342647
ACH-001745,-1.18819153892
ACH-001750,-1.0574551928799998
ACH-001765,-1.02997126884
ACH-001956,-0.6653602932639999
ACH-001957,-0.587194174354
