,NACC1 (112939)
ACH-000004,0.0425762150545
ACH-000007,-0.391723257412
ACH-000009,-0.14279711597
ACH-000011,-0.0884788433636
ACH-000012,-0.19979348015099999
ACH-000013,-0.20878410966299998
ACH-000014,-0.32138966767
ACH-000015,-0.12125840357
ACH-000017,-0.134755490862
ACH-000018,-0.470959321535
ACH-000019,-0.332711637741
ACH-000021,-0.132643449994
ACH-000022,-0.287931748476
ACH-000025,-0.25678296284
ACH-000028,-0.244014536583
ACH-000030,-0.358654355276
ACH-000035,-0.522626893733
ACH-000036,-0.285982393564
ACH-000037,-0.138841461234
ACH-000039,-0.223044312525
ACH-000040,-0.363414217857
ACH-000041,-0.0907148662778
ACH-000042,-0.438516652464
ACH-000045,-0.0718939377311
ACH-000047,-0.354953726437
ACH-000052,-0.7346777364020001
ACH-000053,-0.0595686949647
ACH-000054,-0.173030031564
ACH-000055,-0.406428304502
ACH-000060,-0.702933191576
ACH-000067,-0.214491955214
ACH-000070,-0.356598877884
ACH-000075,-0.377755645898
ACH-000078,-0.215442564281
ACH-000082,-0.316821435679
ACH-000085,0.026306891263900005
ACH-000086,-0.122841870022
ACH-000087,0.112712686747
ACH-000092,-0.343766588633
ACH-000095,-0.23270804614399998
ACH-000097,-0.134704400275
ACH-000098,-0.33162153778000003
ACH-000099,-0.150885515212
ACH-000108,-0.345848734404
ACH-000113,-0.178864964544
ACH-000115,-0.257284051045
ACH-000116,-0.44756819862499997
ACH-000118,-0.34386251348200003
ACH-000120,-0.34930259655999996
ACH-000123,-0.320758597099
ACH-000127,-0.19647477245900002
ACH-000128,-0.6203367334969999
ACH-000132,-0.545166082135
ACH-000133,-0.337874546198
ACH-000137,-0.255584636644
ACH-000138,-0.26785824788199997
ACH-000142,-0.45395056563
ACH-000143,-0.242526969056
ACH-000146,-0.09557623619010001
ACH-000148,-0.139831166361
ACH-000150,0.064300622979
ACH-000152,-0.260918290458
ACH-000153,-0.029059554186
ACH-000159,-0.06260980374069999
ACH-000160,0.00988686762876
ACH-000163,-0.26371071355500003
ACH-000167,0.0989852897157
ACH-000168,-0.240632879859
ACH-000169,-0.33624553721999995
ACH-000178,-0.21643588664000002
ACH-000182,-0.0837321143994
ACH-000183,-0.32792509743299997
ACH-000188,-0.34150164575
ACH-000189,-0.41026469213399996
ACH-000190,-0.117522479391
ACH-000198,-0.17211835066300002
ACH-000204,-0.253488861353
ACH-000206,-0.0775476395352
ACH-000207,-0.000175996962558
ACH-000211,-0.471896958038
ACH-000215,-0.216128341129
ACH-000221,-0.23257551625700001
ACH-000222,-0.288988743405
ACH-000223,-0.36648999152199996
ACH-000226,-0.375589105368
ACH-000227,-0.221653176901
ACH-000228,-0.72117012229
ACH-000231,-0.0930192389543
ACH-000232,-0.22957816269499998
ACH-000233,-0.142501116547
ACH-000234,-0.0587368923931
ACH-000235,-0.299274713493
ACH-000237,-0.242552871237
ACH-000238,-0.000772077354892
ACH-000243,-0.270186926346
ACH-000244,-0.616776066902
ACH-000246,-0.208648807707
ACH-000248,-0.165708451669
ACH-000250,-0.19727197210499997
ACH-000251,-0.446632956619
ACH-000253,-0.331283061542
ACH-000255,-0.157753658152
ACH-000256,-0.530588925867
ACH-000257,-0.262436646725
ACH-000258,-0.10468730796299999
ACH-000259,-0.0489687093932
ACH-000260,-0.449358152274
ACH-000261,-0.15937622764599998
ACH-000262,-0.141802165833
ACH-000263,-0.13643365247000003
ACH-000264,-0.24273816104200002
ACH-000265,-0.317179048985
ACH-000266,-0.27206049118299996
ACH-000272,-0.0476297977327
ACH-000273,-0.160126318139
ACH-000274,-0.09644154203250001
ACH-000277,-0.436634491706
ACH-000278,-0.07851241215039999
ACH-000279,-0.271989218886
ACH-000280,-0.505966193913
ACH-000281,-0.310501442634
ACH-000288,-0.145191416646
ACH-000291,-0.0112432197482
ACH-000293,-0.619765757764
ACH-000294,-0.42831037412600004
ACH-000295,-0.40025595744900005
ACH-000296,-0.05670393911280001
ACH-000302,-0.326824876203
ACH-000304,-0.14527540824100002
ACH-000307,-0.364768659294
ACH-000308,-0.0940610074282
ACH-000310,-0.105801535599
ACH-000311,-0.323886017024
ACH-000312,-0.0138151972878
ACH-000315,-0.325446448281
ACH-000316,-0.027519324441299998
ACH-000317,-0.12159377253900001
ACH-000318,-0.12189287476600001
ACH-000319,-0.36937422808799997
ACH-000320,-0.0338438125195
ACH-000322,-0.0399782579089
ACH-000323,-0.12253782119699999
ACH-000324,-0.417205324491
ACH-000329,-0.220500853459
ACH-000330,0.18555394762000002
ACH-000331,-0.199877033207
ACH-000332,-0.240570833968
ACH-000334,-0.313688425157
ACH-000335,-0.20985714115600002
ACH-000336,-0.05043130965630001
ACH-000337,-0.236516986943
ACH-000339,-0.138774871583
ACH-000341,-0.326379253281
ACH-000348,-0.285477220606
ACH-000350,-0.22386973246999997
ACH-000352,-0.24812058134599999
ACH-000356,-0.390095455773
ACH-000361,0.071651075781
ACH-000362,-0.037128886176
ACH-000363,-0.129189302246
ACH-000364,-0.36273046589
ACH-000365,-0.11596134865
ACH-000366,-0.279240214292
ACH-000368,-0.30085639546799997
ACH-000374,-0.15938264945699998
ACH-000375,-0.0437742134542
ACH-000376,-0.16620816619200002
ACH-000381,-0.130410330648
ACH-000383,-0.129801042039
ACH-000387,-0.308307346054
ACH-000389,-0.074016148944
ACH-000390,-0.115180873909
ACH-000393,-0.277289449372
ACH-000395,-0.532432728187
ACH-000397,-0.304231375225
ACH-000401,-0.12482271831399999
ACH-000402,-0.24040074377700002
ACH-000403,-0.301174231776
ACH-000404,-0.0817271616219
ACH-000406,-0.25583010269
ACH-000407,-0.205838450963
ACH-000408,-0.526775788181
ACH-000410,-0.24086895786600002
ACH-000411,-0.164074049976
ACH-000414,-0.039904509222
ACH-000415,-0.379997624401
ACH-000416,-0.210435407619
ACH-000420,-0.306115497342
ACH-000421,-0.354548037921
ACH-000424,-0.143803101081
ACH-000425,-0.109863920959
ACH-000426,-0.259510161771
ACH-000427,-0.0769972921875
ACH-000433,-0.19384095555300002
ACH-000436,-0.0759752617704
ACH-000444,-0.24407796078299998
ACH-000445,-0.43930208584700003
ACH-000448,-0.030787664087200003
ACH-000450,-0.013198158770700002
ACH-000452,-0.039585015024800004
ACH-000454,-0.32802885537300003
ACH-000458,-0.246674408195
ACH-000459,-0.401384812836
ACH-000460,-0.385541132201
ACH-000461,-0.29100680129
ACH-000463,-0.33771965603799997
ACH-000464,-0.07661249427630001
ACH-000466,-0.325042922274
ACH-000467,-0.33981345375600003
ACH-000468,-0.14156352703199998
ACH-000469,-0.30344113215199997
ACH-000470,-0.0935669265776
ACH-000471,-0.33022968654199997
ACH-000472,-0.16346992625700002
ACH-000473,-0.266254074916
ACH-000475,-0.074424483004
ACH-000476,-0.341050226275
ACH-000477,-0.32891644820300003
ACH-000480,-0.020894945417200002
ACH-000481,-0.240659880902
ACH-000483,-0.27230707785999997
ACH-000484,-0.252510439919
ACH-000485,-0.427833355058
ACH-000486,-0.216583660601
ACH-000487,-0.46561398474699994
ACH-000488,-0.0327860057528
ACH-000490,-0.218741977005
ACH-000491,-0.390306229552
ACH-000495,-0.237751100197
ACH-000496,-0.224173897826
ACH-000499,-0.0988493163856
ACH-000500,0.115607943082
ACH-000502,-0.17997709900199999
ACH-000503,0.158170694539
ACH-000505,-0.32859914029599996
ACH-000507,-0.41845333076200003
ACH-000510,-0.15905636929000003
ACH-000511,-0.167105465363
ACH-000512,-0.429920894344
ACH-000516,-0.20117111586199998
ACH-000517,-0.145378423734
ACH-000518,-0.251374495015
ACH-000520,-0.625094530782
ACH-000521,-0.31122741234400003
ACH-000522,-0.188327405697
ACH-000524,-0.32083295908000004
ACH-000527,-0.211165248169
ACH-000528,-0.41274118297799994
ACH-000537,-0.221398894242
ACH-000541,-0.438320548099
ACH-000542,-0.194918115227
ACH-000544,0.030041220439299996
ACH-000545,-0.43350539514499997
ACH-000547,-0.189378187863
ACH-000548,-0.18479974409400002
ACH-000549,-0.191673871862
ACH-000550,-0.102488366388
ACH-000552,-0.40619215907799994
ACH-000556,-0.331209202978
ACH-000557,-0.006521971697130001
ACH-000570,-0.41657467565399997
ACH-000571,-0.17742505654100002
ACH-000573,-0.07048358370789999
ACH-000576,-0.00623900794398
ACH-000580,-0.125081641306
ACH-000584,-0.11400676969000001
ACH-000585,-0.146079705163
ACH-000588,-0.13008572785999997
ACH-000589,-0.339475632082
ACH-000591,-0.444496891236
ACH-000593,0.023519917621200002
ACH-000600,-0.42577727118500003
ACH-000601,-0.15956490999
ACH-000604,-0.43503099562200004
ACH-000605,-0.0652316524357
ACH-000606,-0.18331163219500002
ACH-000608,-0.33113666847
ACH-000614,0.37169435888700003
ACH-000616,-0.170941600744
ACH-000618,-0.29708615731800003
ACH-000619,-0.386413333573
ACH-000620,-0.359452293285
ACH-000621,-0.310584369405
