,MTURN (222166)
ACH-000856,0.0164041870322
ACH-000858,-0.0667445560118
ACH-000859,-0.00758312868162
ACH-000861,-0.105347237163
ACH-000862,-0.287140560361
ACH-000865,-0.16956931186000002
ACH-000866,-0.278590310286
ACH-000867,-0.205316288451
ACH-000869,-0.17429457583299998
ACH-000872,-0.12277817278200001
ACH-000873,-0.348956694442
ACH-000876,-0.236138210791
ACH-000878,-0.239422976695
ACH-000880,-0.230946653014
ACH-000881,-0.21121965622299999
ACH-000882,-0.231298207132
ACH-000884,-0.240653428737
ACH-000885,-0.07121020528210001
ACH-000887,-0.320963410794
ACH-000888,-0.332440078957
ACH-000889,-0.22295879044199998
ACH-000890,-0.0785367068135
ACH-000896,-0.395049514638
ACH-000898,-0.211228601383
ACH-000900,-0.554244778797
ACH-000901,-0.251543532518
ACH-000905,-0.189608664752
ACH-000906,-0.156056172181
ACH-000907,-0.075370955743
ACH-000910,-0.17054221670800002
ACH-000911,-0.245877525493
ACH-000912,-0.192995914837
ACH-000913,-0.214948603838
ACH-000915,-0.126958345359
ACH-000916,0.358897000992
ACH-000917,-0.33646117563
ACH-000921,-0.22210963334399997
ACH-000924,-0.162236142985
ACH-000926,-0.12520267618699998
ACH-000928,-0.28991875219200003
ACH-000929,-0.26051299653099996
ACH-000932,-0.114328093885
ACH-000935,-0.267859392154
ACH-000936,-0.31065665165999995
ACH-000937,-0.21103342602400002
ACH-000938,-0.269225286565
ACH-000939,-0.291009079438
ACH-000941,-0.210864329069
ACH-000943,-0.260460984146
ACH-000946,-0.169147415913
ACH-000947,-0.29431836234000003
ACH-000948,-0.173238124669
ACH-000950,-0.44174521759999996
ACH-000953,-0.005893728924079999
ACH-000957,-0.271566670308
ACH-000958,-0.615153223144
ACH-000960,-0.216537665865
ACH-000963,-0.0600580005033
ACH-000968,-0.229576396958
ACH-000969,-0.195221842209
ACH-000973,-0.290840599334
ACH-000974,-0.213929076699
ACH-000975,-0.168464260259
ACH-000976,-0.237085631172
ACH-000978,0.0730531764314
ACH-000980,-0.268274019207
ACH-000984,-0.22473365806200002
ACH-000986,-0.12259579345999999
ACH-000988,-0.258592960611
ACH-000993,-0.200346798045
ACH-000994,-0.158029344892
ACH-000996,-0.142270819584
ACH-001001,-0.21421500228300003
ACH-001020,-0.172476438521
ACH-001028,-0.289504210592
ACH-001031,-0.26417560969500004
ACH-001038,-0.190836362177
ACH-001048,-0.140915835133
ACH-001050,-0.0999049419686
ACH-001053,-0.101617365662
ACH-001054,-0.0427296295173
ACH-001061,-0.17659381310699998
ACH-001067,-0.013606470537
ACH-001075,-0.18623937785300002
ACH-001096,-0.0950922924195
ACH-001128,-0.212438500343
ACH-001134,-0.22495984543000003
ACH-001151,-0.25285771996
ACH-001163,-0.16355724658600002
ACH-001164,-0.0938271415669
ACH-001173,-0.20800269660700002
ACH-001183,-0.214699217526
ACH-001184,-0.176364821631
ACH-001190,-0.204126348173
ACH-001192,-0.06940889101730001
ACH-001193,-0.628246773215
ACH-001196,-0.531887257233
ACH-001197,-0.05162614378000001
ACH-001205,-0.17439559172000002
ACH-001211,-0.263626146429
ACH-001212,-0.12599847345
ACH-001228,-0.15007360622500002
ACH-001232,-0.21007693186700002
ACH-001239,-0.317168948655
ACH-001274,-0.127400382919
ACH-001275,-0.128028701326
ACH-001277,-0.144337421224
ACH-001278,-0.162104447347
ACH-001280,-0.161843155309
ACH-001283,-0.107665141757
ACH-001289,-0.060851293935199995
ACH-001295,-0.22037236815900002
ACH-001300,-0.311467881506
ACH-001301,-0.18715989493700003
ACH-001302,-0.0729821088931
ACH-001303,-0.156444605098
ACH-001306,-0.22425587205400002
ACH-001318,-0.194865895619
ACH-001322,-0.188914228915
ACH-001328,-0.20669537935899998
ACH-001332,-0.289238649565
ACH-001333,-0.14657853946399999
ACH-001336,-0.10980942132799999
ACH-001340,-0.24761577923
ACH-001346,-0.28391676372499997
ACH-001353,-0.252563521899
ACH-001354,-0.170166737879
ACH-001367,-0.0665947896572
ACH-001368,-0.160591751989
ACH-001374,-0.617056067382
ACH-001375,-0.145385097576
ACH-001377,-0.23845091806
ACH-001380,-0.219594190386
ACH-001391,-0.0040423554312800005
ACH-001407,-0.15649141057
ACH-001408,-0.219742566054
ACH-001413,-0.162868608906
ACH-001430,-0.337722501887
ACH-001431,-0.369946468705
ACH-001450,-0.018481803972400002
ACH-001496,-0.247573017233
ACH-001500,-0.0459621281464
ACH-001521,-0.250414653441
ACH-001523,-0.219738809716
ACH-001532,-0.19725473601500002
ACH-001536,-0.14108542328600002
ACH-001550,-0.256993763398
ACH-001552,-0.0565536567753
ACH-001554,-0.205125645258
ACH-001645,-0.149258100855
ACH-001654,-0.256208180127
ACH-001715,-0.35931992913099997
ACH-001735,-0.168301309954
ACH-001736,-0.04959184360280001
ACH-001737,-0.5506498756
ACH-001740,0.015251733470299999
ACH-001745,-0.0176734498092
ACH-001750,-0.12805931593
ACH-001765,-0.134800192998
ACH-001956,-0.177909214863
ACH-001957,-0.37867722947
