,UBALD1 (124402)
ACH-000004,-0.0708225358522
ACH-000007,-0.203256388473
ACH-000009,-0.00809996220205
ACH-000011,-0.60748316104
ACH-000012,-0.07121434398660001
ACH-000013,-0.228775596644
ACH-000014,-0.258825683497
ACH-000015,-0.427650300216
ACH-000017,-0.31910586881700004
ACH-000018,-0.53065630249
ACH-000019,-0.562277496949
ACH-000021,-0.228855759
ACH-000022,-0.12864337588
ACH-000025,-0.37607664858400003
ACH-000028,-0.359178817016
ACH-000030,-0.153722197759
ACH-000035,-0.303455145559
ACH-000036,-0.9079741504950001
ACH-000037,-0.529921280905
ACH-000039,-0.39493503513800005
ACH-000040,-0.8681075816399999
ACH-000041,-0.417067882608
ACH-000042,-0.198405280631
ACH-000045,-0.427475227557
ACH-000047,-0.315748050238
ACH-000052,-0.573788384817
ACH-000053,-0.538794948305
ACH-000054,-0.398865035752
ACH-000055,-0.17244881893800001
ACH-000060,-0.340911390065
ACH-000067,-0.782115652657
ACH-000070,-0.383395535027
ACH-000075,-0.560282056689
ACH-000078,-0.51638222914
ACH-000082,-0.614995730374
ACH-000085,-0.246293312909
ACH-000086,-0.41741069496699995
ACH-000087,-0.17499590473
ACH-000092,-0.372811286024
ACH-000095,-0.336304483975
ACH-000097,-0.620594495395
ACH-000098,-0.441670049511
ACH-000099,-0.36002037168799994
ACH-000108,-0.16073578935900001
ACH-000113,-0.442935571095
ACH-000115,-0.36108304791699997
ACH-000116,-0.285605434111
ACH-000118,-0.193521788346
ACH-000120,-0.19860121600000002
ACH-000123,-0.391759833105
ACH-000127,-0.313017956131
ACH-000128,-0.271575026679
ACH-000132,-0.21220263757599997
ACH-000133,-0.5808630385419999
ACH-000137,-0.310855574673
ACH-000138,-0.5489852786399999
ACH-000142,-0.41813812659
ACH-000143,-0.34562414170100003
ACH-000146,-0.33771010294299997
ACH-000148,-0.673721408433
ACH-000150,-0.432498146304
ACH-000152,-0.620299258854
ACH-000153,-0.29628167273600003
ACH-000159,-0.954087682253
ACH-000160,-0.11560371289
ACH-000163,-0.34341774647699996
ACH-000167,-0.8299129138060001
ACH-000168,-0.563294262529
ACH-000169,-0.418532011662
ACH-000178,-0.491031746096
ACH-000182,-0.17083884982
ACH-000183,-0.297392264651
ACH-000188,-0.28837631940200004
ACH-000189,-0.473760783169
ACH-000190,-0.405691111618
ACH-000198,-0.328038185057
ACH-000204,-0.634431637404
ACH-000206,-0.298849453421
ACH-000207,-0.316396777856
ACH-000211,-0.210733299592
ACH-000215,-0.7943683150190001
ACH-000221,-0.17012409538400003
ACH-000222,-0.28819861096099997
ACH-000223,-0.21140625380199998
ACH-000226,-0.329239292414
ACH-000227,-0.35810102946500005
ACH-000228,-0.21827598343899998
ACH-000231,-0.5503007612799999
ACH-000232,-0.45461783363200003
ACH-000233,-0.31061055222600004
ACH-000234,-0.451921102801
ACH-000235,-0.343794658904
ACH-000237,-0.534336726012
ACH-000238,-0.269845236248
ACH-000243,-0.261850306781
ACH-000244,-0.490011350304
