,CD1D (912)
ACH-000004,-0.602167874894
ACH-000007,-0.412786621144
ACH-000009,-0.534235032809
ACH-000011,-0.246505235079
ACH-000012,-0.440175965797
ACH-000013,-0.15738038275900001
ACH-000014,-0.396216715642
ACH-000015,-0.276766269091
ACH-000017,-0.24147377378899998
ACH-000018,-0.245249648062
ACH-000019,-0.252606733526
ACH-000021,-0.44656035331
ACH-000022,-0.347313693727
ACH-000025,-0.412786350007
ACH-000028,-0.415816369528
ACH-000030,-0.234584139531
ACH-000035,-0.459194361495
ACH-000036,-0.385544074715
ACH-000037,-0.29700242738000004
ACH-000039,-0.288795526028
ACH-000040,-0.219237478959
ACH-000041,-0.257599356083
ACH-000042,-0.400008778658
ACH-000045,-0.390702214918
ACH-000047,-0.334501179461
ACH-000052,-0.689415863572
ACH-000053,-0.41473118090899996
ACH-000054,-0.375414946148
ACH-000055,-0.466713428877
ACH-000060,-0.29397620484700004
ACH-000067,-0.0346111356174
ACH-000070,-0.354967184865
ACH-000075,-0.680102230644
ACH-000078,-0.5835197259329999
ACH-000082,-0.239783979909
ACH-000085,-0.305411987583
ACH-000086,-0.5432879800379999
ACH-000087,-0.21165426397700002
ACH-000092,-0.175252451994
ACH-000095,-0.34422725522200004
ACH-000097,-0.378567699006
ACH-000098,-0.320735475522
ACH-000099,-0.419132360687
ACH-000108,-0.558988165418
ACH-000113,-0.331117322097
ACH-000115,-0.0841069813343
ACH-000116,-0.32152814554000003
ACH-000118,-0.304616493867
ACH-000120,-0.487113811254
ACH-000123,-0.176860920116
ACH-000127,-0.25461993884399997
ACH-000128,-0.5990620756
ACH-000132,-0.303696131861
ACH-000133,-0.18507060952100002
ACH-000137,-0.166733560864
ACH-000138,-0.37603904346
ACH-000142,-0.401895495163
ACH-000143,-0.255379381453
ACH-000146,-0.407129143927
ACH-000148,-0.291795524796
ACH-000150,-0.0752672673266
ACH-000152,-0.284924500475
ACH-000153,-0.402323529972
ACH-000159,-0.515601565482
ACH-000160,0.301373837298
ACH-000163,-0.57571995276
ACH-000167,0.620280001513
ACH-000168,-0.23430067342799998
ACH-000169,-0.37617734631599997
ACH-000178,-0.311713883387
ACH-000182,-0.35425974971900004
ACH-000183,-0.415442638534
ACH-000188,-0.265265166318
ACH-000189,-0.69651786752
ACH-000190,0.127774738053
ACH-000198,-0.283039491747
ACH-000204,-1.2088344229999999
ACH-000206,-0.160888499269
ACH-000207,0.045311354428
ACH-000211,-0.19101342398499999
ACH-000215,-0.228754372907
ACH-000221,-0.38780604140299996
ACH-000222,-0.352397987503
ACH-000223,-0.390474914688
ACH-000226,-0.48496784130599996
ACH-000227,-0.0993299025989
ACH-000228,-0.41223107808700005
ACH-000231,-0.151562351663
