,VPS33B (26276)
ACH-000004,-0.00948724350904
ACH-000007,0.0151000530911
ACH-000009,0.106237853408
ACH-000011,0.139817178482
ACH-000012,0.131321741225
ACH-000013,0.0548390965412
ACH-000014,0.19428036548799998
ACH-000015,0.184696499223
ACH-000017,0.129473951127
ACH-000018,0.150934964168
ACH-000019,0.362967249467
ACH-000021,0.219973129043
ACH-000022,-0.0545776102259
ACH-000025,0.08682493264630001
ACH-000028,0.199265036813
ACH-000030,0.0398646874737
ACH-000035,0.0687667127538
ACH-000036,0.067198155339
ACH-000037,0.0243913036016
ACH-000039,0.157734081882
ACH-000040,0.277703992182
ACH-000041,-0.0712762021926
ACH-000042,0.133405558841
ACH-000045,0.302954004835
ACH-000047,0.0512682791787
ACH-000052,0.056459518093
ACH-000053,0.06959742228999999
ACH-000054,0.027794625153799997
ACH-000055,0.123144173573
ACH-000060,0.0108127734146
ACH-000067,0.22095760679999998
ACH-000070,0.06449539976869999
ACH-000075,0.0896899323371
ACH-000078,0.050948476852000005
ACH-000082,-0.167917056088
ACH-000085,0.107743568315
ACH-000086,0.019748321911900003
ACH-000087,0.0657950668983
ACH-000092,0.0938314335503
ACH-000095,0.040965784955899996
ACH-000097,0.22695778936900002
ACH-000098,0.19782086706399998
ACH-000099,0.2066651366
ACH-000108,0.155007153457
ACH-000113,0.23640430918699998
ACH-000115,0.14572693183
ACH-000116,0.10372788904300001
ACH-000118,0.24848253027800002
ACH-000120,0.238958743174
ACH-000123,0.185208557942
ACH-000127,-0.012549057284399999
ACH-000128,0.24589924181899997
ACH-000132,0.20232551681299998
ACH-000133,-0.0145082741536
ACH-000137,0.19013132961399998
ACH-000138,0.18190801091800002
ACH-000142,0.029223876654400002
ACH-000143,-0.219616803455
ACH-000146,-0.05677499583409999
ACH-000148,-0.044992526931400004
ACH-000150,0.14011085397
ACH-000152,0.10086742070100001
ACH-000153,0.372173267764
ACH-000159,0.15973713400599998
ACH-000160,0.213746192802
ACH-000163,-0.0220678616211
ACH-000167,-0.213811700818
ACH-000168,-0.0136538579047
ACH-000169,0.0410071143822
ACH-000178,0.0986332939478
ACH-000182,0.11036399339700001
ACH-000183,-0.09000324868960001
ACH-000188,0.060550004784900004
ACH-000189,0.23408482968199998
ACH-000190,0.260804868467
ACH-000198,0.00038238639508099995
ACH-000204,0.0833901124272
ACH-000206,-0.053981925801599995
ACH-000207,-0.208013136108
ACH-000211,0.022936881951700003
ACH-000215,0.09144242417469998
ACH-000221,-0.0019056081581099997
ACH-000222,-0.304225455779
ACH-000223,0.110551949265
ACH-000226,0.117350902359
ACH-000227,-0.00665147457592
ACH-000228,0.100163678037
ACH-000231,0.012023914077999999
ACH-000232,0.218595601385
ACH-000233,0.011988187875700001
ACH-000234,-0.08909340395839999
ACH-000235,0.0357039798338
ACH-000237,-0.125026275797
ACH-000238,-0.07469826887619999
ACH-000243,0.112660341406
ACH-000244,0.20814070230099999
ACH-000246,0.10461225554300001
ACH-000248,0.163966888287
ACH-000250,-0.04077473332380001
ACH-000251,0.150634930538
ACH-000253,0.06848399420830001
ACH-000255,-0.00438185286041
ACH-000256,0.11295677339000001
ACH-000257,0.027674704412700004
ACH-000258,0.44020220649999997
ACH-000259,0.19777682065299998
ACH-000260,0.0751268444536
ACH-000261,0.0430403310754
ACH-000262,0.200895415488
ACH-000263,-0.189120916473
ACH-000264,0.09894106624730001
ACH-000265,0.12217682063200001
ACH-000266,0.0955443470939
ACH-000272,-0.141639913381
ACH-000273,0.08451548760949999
ACH-000274,-0.006334214028970001
ACH-000277,-0.107156302753
ACH-000278,-0.0823481836178
ACH-000279,-0.027485514940299997
ACH-000280,0.161043269662
ACH-000281,0.252195554026
ACH-000288,0.029665181614799998
ACH-000291,0.129497626066
ACH-000293,0.0541236781883
ACH-000294,-0.0207316094164
ACH-000295,0.16198833210799998
ACH-000296,-0.176688633721
ACH-000302,-0.0937586207643
ACH-000304,-0.122357688825
ACH-000307,-0.09817297035229999
ACH-000308,0.00791245006428
ACH-000310,0.0421407074565
ACH-000311,0.0103364753616
ACH-000312,0.330004261875
ACH-000315,0.0466157200478
ACH-000316,-0.010684362266
ACH-000317,-0.13016110880100001
ACH-000318,-0.157356304003
ACH-000319,0.21273871805199998
ACH-000320,0.156334354195
ACH-000322,0.132684794794
ACH-000323,0.0573203678624
ACH-000324,0.031987870604400004
ACH-000329,0.0218153367444
ACH-000330,0.271507220207
