,ATP6V1F (9296)
ACH-000004,-1.96281584191
ACH-000007,-1.4047491524200002
ACH-000009,-1.61157120669
ACH-000011,-1.3912114161000002
ACH-000012,-1.68236552954
ACH-000013,-1.36602745698
ACH-000014,-1.74993530795
ACH-000015,-1.57783308027
ACH-000017,-1.27602419234
ACH-000018,-1.59972001653
ACH-000019,-1.63867625032
ACH-000021,-1.7701230481299999
ACH-000022,-1.5287410780500001
ACH-000025,-1.7094814348700003
ACH-000028,-1.67002333757
ACH-000030,-1.76429768663
ACH-000035,-1.5972318714700002
ACH-000036,-1.6611175246399998
ACH-000037,-1.06013906499
ACH-000039,-1.58088563217
ACH-000040,-1.81012778177
ACH-000041,-1.5493203340200001
ACH-000042,-1.34621855813
ACH-000045,-1.7155348540000002
ACH-000047,-1.4282550568799999
ACH-000052,-1.7242570816799998
ACH-000053,-1.74529041475
ACH-000054,-1.70583884115
ACH-000055,-1.79066505906
ACH-000060,-1.57223347581
ACH-000067,-1.57903628283
ACH-000070,-1.89118196648
ACH-000075,-1.8203984804799997
ACH-000078,-1.94398441556
ACH-000082,-1.20354653237
ACH-000085,-1.1419214998799998
ACH-000086,-1.5337594288499998
ACH-000087,-1.7519106420900001
ACH-000092,-1.89321300059
ACH-000095,-1.73101030437
ACH-000097,-1.60560353697
ACH-000098,-1.4190055835100002
ACH-000099,-1.8391126820200001
ACH-000108,-1.67143129148
ACH-000113,-1.77790802992
ACH-000115,-1.0518917022799998
ACH-000116,-1.5843431176499998
ACH-000118,-1.50266577023
ACH-000120,-1.43728190534
ACH-000123,-1.62167798426
ACH-000127,-1.7306682270500002
ACH-000128,-2.0953933045400004
ACH-000132,-1.5905511881099998
ACH-000133,-1.68905730004
ACH-000137,-1.0539976559100002
ACH-000138,-1.6549915800600001
ACH-000142,-1.5404538162399999
ACH-000143,-1.83484776213
ACH-000146,-2.07920250893
ACH-000148,-1.59002814831
ACH-000150,-1.50866298805
ACH-000152,-1.28026605381
ACH-000153,-2.13204451517
ACH-000159,-1.7239841369599997
ACH-000160,-1.34724510415
ACH-000163,-1.24322101941
ACH-000167,-1.97594787536
ACH-000168,-2.2128240645400004
ACH-000169,-1.59126997769
ACH-000178,-1.7276298064400002
ACH-000182,-1.69010847076
ACH-000183,-1.7712885001099998
ACH-000188,-1.66917732512
ACH-000189,-1.9102692302000002
ACH-000190,-1.58277211796
ACH-000198,-1.8580841910599997
ACH-000204,-1.79729031854
ACH-000206,-1.74474577726
ACH-000207,-1.6245029386899998
ACH-000211,-1.6786956583000001
ACH-000215,-1.7120374373500002
ACH-000221,-1.50078575823
ACH-000222,-1.55838123266
ACH-000223,-1.89461060587
ACH-000226,-1.65306998708
ACH-000227,-1.56863062359
ACH-000228,-1.6220317617200002
ACH-000231,-1.7503471522799998
ACH-000232,-1.7977464829400003
ACH-000233,-1.7136389636200002
ACH-000234,-2.10182005406
ACH-000235,-1.5886324837999999
ACH-000237,-1.51457202145
ACH-000238,-1.59744299185
ACH-000243,-1.46963164995
ACH-000244,-2.15287944528
ACH-000246,-1.6996969760799998
ACH-000248,-1.4006086269799998
ACH-000250,-1.53638616859
ACH-000251,-1.50369566486
ACH-000253,-1.74695735778
ACH-000255,-1.64698227359
ACH-000256,-1.9398562555599999
ACH-000257,-1.7434209423299998
ACH-000258,-1.58963626909
ACH-000259,-1.8119997018400003
ACH-000260,-1.6215272692899998
ACH-000261,-1.6691245817200002
ACH-000262,-1.86445601824
ACH-000263,-1.53051492591
ACH-000264,-1.8390543206799999
ACH-000265,-1.40529392329
ACH-000266,-1.7595951652700001
ACH-000272,-1.59081924353
ACH-000273,-1.56950433019
ACH-000274,-1.33450255939
ACH-000277,-1.9820755892700002
ACH-000278,-1.7987015048800001
ACH-000279,-2.0723862306
ACH-000280,-1.98570648778
ACH-000281,-1.97099452061
ACH-000288,-1.7777719288099998
ACH-000291,-1.39754416257
ACH-000293,-1.7322441351
ACH-000294,-2.01866813822
ACH-000295,-1.7667783506299999
ACH-000296,-1.7346153029700002
ACH-000302,-1.3638204793200002
ACH-000304,-1.40630663222
ACH-000307,-1.7647698643799998
ACH-000308,-1.7545997511400002
ACH-000310,-1.48788880799
ACH-000311,-1.5001153290399998
ACH-000312,-1.69870786726
ACH-000315,-1.5338333141
ACH-000316,-1.7295120183500001
ACH-000317,-1.70093469484
ACH-000318,-1.7501960039900002
ACH-000319,-1.68430874224
ACH-000320,-1.8179532277500001
ACH-000322,-1.5434014727599998
ACH-000323,-0.317136454294
ACH-000324,-1.59095094435
ACH-000329,-1.5208085961500002
ACH-000330,-1.8400845585799999
ACH-000331,-1.40186943921
ACH-000332,-1.6212479213100002
ACH-000334,-1.29714711187
ACH-000335,-1.7102545866699999
ACH-000336,-1.7771303704299999
ACH-000337,-1.70732408283
ACH-000339,-1.90116479175
ACH-000341,-1.29754861175
ACH-000348,-2.03852105165
ACH-000350,-1.7593827018000001
ACH-000352,-1.55837745389
ACH-000356,-1.74293483663
ACH-000361,-1.5865266674399998
ACH-000362,-1.8346901656299999
ACH-000363,-1.8565357046900002
ACH-000364,-1.5995588881799998
ACH-000365,-1.6458718777399999
ACH-000366,-1.71952511312
ACH-000368,-1.81179519759
ACH-000374,-1.77732278083
ACH-000375,-1.64954676943
ACH-000376,-1.3505054478799998
ACH-000381,-1.6787270367299998
ACH-000383,-2.0704696080400002
ACH-000387,-1.48654604338
ACH-000389,-1.8787734411500001
ACH-000390,-1.7781918448599998
ACH-000393,-1.69300025956
ACH-000395,-1.8621727715799998
ACH-000397,-1.7231819665700001
ACH-000401,-1.3807747872299998
ACH-000402,-2.24740267938
ACH-000403,-2.00391575551
ACH-000404,-1.24580154624
ACH-000406,-1.85153460903
ACH-000407,-1.7926829334
ACH-000408,-2.1966162233
ACH-000410,-1.4036232671200002
ACH-000411,-1.6523139380200003
ACH-000414,-1.5731460751299997
ACH-000415,-1.8915491656
ACH-000416,-1.5128602752200002
ACH-000420,-1.6313155823700003
ACH-000421,-1.5579912407700003
ACH-000424,-1.81693260815
ACH-000425,-1.70461432963
ACH-000426,-2.67449493387
ACH-000427,-2.0111677379599997
ACH-000433,-1.31405938143
ACH-000436,-1.6966313144
ACH-000444,-1.5627186314300001
ACH-000445,-1.71733135095
ACH-000448,-1.73076958824
ACH-000450,-1.9936083063799999
ACH-000452,-1.91411093463
ACH-000454,-1.5296707368
ACH-000458,-1.52079056236
ACH-000459,-1.73860623854
ACH-000460,-1.51283506162
ACH-000461,-1.66956385768
ACH-000463,-1.09267272349
ACH-000464,-1.47596974412
ACH-000466,-1.81853660995
ACH-000467,-1.63523673474
ACH-000468,-1.91508370717
ACH-000469,-1.92592720272
ACH-000470,-2.04671058505
ACH-000471,-1.7952606827000002
ACH-000472,-2.23031453652
ACH-000473,-1.54327480098
ACH-000475,-1.7826610780400003
ACH-000476,-2.0510775737999998
ACH-000477,-2.25903226845
ACH-000480,-1.60133681479
ACH-000481,-1.46317726155
ACH-000483,-1.7377493525099998
ACH-000484,-1.78658225338
ACH-000485,-2.04198187572
ACH-000486,-1.52997693715
ACH-000487,-1.6449579030099999
ACH-000488,-1.54226966086
ACH-000490,-1.61799758721
ACH-000491,-1.68750476427
ACH-000495,-1.63193661229
ACH-000496,-1.5011388936899999
ACH-000499,-1.79478085935
ACH-000500,-1.5068929934
ACH-000502,-1.65924458727
ACH-000503,-1.8472109058900001
ACH-000505,-1.5360170473800001
ACH-000507,-1.6906344084799998
ACH-000510,-1.71426405752
ACH-000511,-1.54694875188
ACH-000512,-1.45926657477
ACH-000516,-1.77818576164
ACH-000517,-1.61478858455
ACH-000518,-1.816048614
ACH-000520,-1.63235776226
ACH-000521,-1.6392825906200001
ACH-000522,-1.76393578015
ACH-000524,-1.73752206152
ACH-000527,-1.65557836622
ACH-000528,-1.5870227424799999
ACH-000537,-1.8769986266799998
ACH-000541,-1.4225492849
ACH-000542,-1.9647244238400001
ACH-000544,-1.63289192211
ACH-000545,-1.55026588447
ACH-000547,-1.58105392925
ACH-000548,-1.47289913504
ACH-000549,-1.33851428424
ACH-000550,-1.54201158805
ACH-000552,-1.43047340537
ACH-000556,-1.78856627153
ACH-000557,-2.4936278966799996
ACH-000570,-1.71448464087
ACH-000571,-2.65304190134
ACH-000573,-2.02966423034
ACH-000576,-1.6530991725
ACH-000580,-1.26084232281
ACH-000584,-2.01698406882
ACH-000585,-1.9403641865799999
ACH-000588,-1.44454401627
ACH-000589,-1.50183955696
ACH-000591,-1.52597659993
ACH-000593,-1.9494301770700002
ACH-000600,-1.73461631301
ACH-000601,-1.5979921279299998
ACH-000604,-1.75549849945
ACH-000605,-1.79460050727
ACH-000606,-1.5581119038999998
ACH-000608,-2.4743378405
ACH-000614,-1.8168638736200002
ACH-000616,-1.86100773732
ACH-000618,-1.9035733120599998
ACH-000619,-1.62375359273
ACH-000620,-1.5787844548199998
ACH-000621,-2.06121943004
ACH-000622,-1.7589732664099997
ACH-000623,-1.70078226659
ACH-000624,-1.64702699722
ACH-000627,-1.57764955428
ACH-000630,-1.7736179344599998
ACH-000632,-1.69759135907
ACH-000633,-1.9202166978200002
ACH-000637,-1.03580201443
ACH-000638,-1.19970417451
ACH-000646,-2.06524150183
ACH-000647,-1.6739651666600002
ACH-000648,-1.87240112246
ACH-000649,-1.74238869555
ACH-000651,-1.6109246377700002
ACH-000652,-1.8338069120599998
ACH-000653,-2.12715100158
ACH-000657,-1.80550138616
ACH-000658,-2.26105566867
ACH-000661,-1.8011513651900002
ACH-000662,-1.31780254665
ACH-000663,-1.8124376373900002
ACH-000665,-1.6249023092100001
ACH-000671,-1.8194813006000001
ACH-000673,-1.74306727559
ACH-000676,-1.64602614849
ACH-000677,-0.815844704779
ACH-000681,-1.6869214077899999
ACH-000682,-1.83189653711
ACH-000683,-1.8902306038299999
ACH-000684,-1.83345941801
ACH-000688,-2.1393536018400003
ACH-000693,-1.6657542770299998
ACH-000694,-1.51985678009
ACH-000695,-1.57982604472
ACH-000696,-1.63745957741
ACH-000697,-1.55229788846
ACH-000699,-2.00890051102
ACH-000701,-1.08579066325
ACH-000706,-1.79321707518
ACH-000711,-1.75665350306
ACH-000713,-1.8078799620800001
ACH-000714,-1.36834830904
ACH-000718,-1.7684027205400001
ACH-000720,-1.6382217934799999
ACH-000721,-1.5130273005000001
ACH-000724,-2.45245411079
ACH-000725,-1.20796325505
ACH-000732,-1.71626316252
ACH-000734,-1.37727494583
ACH-000735,-1.88797117405
ACH-000736,-1.6433278394
ACH-000738,-1.24016091609
ACH-000746,-2.0081884785099997
ACH-000747,-1.5872799539500002
ACH-000748,-0.9792654238709999
ACH-000753,-1.7447971629900003
ACH-000756,-1.1858724626100001
ACH-000757,-1.28139962045
ACH-000758,-1.50555194863
ACH-000760,-1.8004891028099999
ACH-000763,-1.60156091676
ACH-000764,-1.5939909264200003
ACH-000765,-1.59406789139
ACH-000766,-1.85388468855
ACH-000767,-1.3614338879899999
ACH-000768,-1.66785357007
ACH-000769,-1.6793668316600001
ACH-000770,-1.56113813468
ACH-000771,-1.37999035701
ACH-000773,-1.7235019527400002
ACH-000776,-1.79694658712
ACH-000777,-1.56074696727
ACH-000778,-1.5889603153999998
ACH-000781,-1.6698452006600002
ACH-000782,-1.6205252161
ACH-000783,-1.68695649918
ACH-000784,-1.81579934096
ACH-000785,-1.7646692553299999
ACH-000787,-1.77579334148
ACH-000788,-1.7353645018200001
ACH-000791,-1.6458548878400001
ACH-000792,-1.59623184965
ACH-000794,-1.61447140935
ACH-000796,-1.95428191405
ACH-000799,-1.40301799593
ACH-000800,-1.67565025682
ACH-000802,-1.4672206363100002
ACH-000804,-1.78779917805
ACH-000805,-1.4589727296000001
ACH-000809,-1.815549754
ACH-000810,-1.9381949577000002
ACH-000811,-1.27790257584
ACH-000817,-1.50220187225
ACH-000819,-1.37550599134
ACH-000820,-1.65612360246
ACH-000821,-2.10762692126
ACH-000822,-1.86158737336
ACH-000823,-1.6396052296799999
ACH-000824,-1.9528565152200001
ACH-000827,-1.42559485741
ACH-000829,-2.00755188662
ACH-000831,-1.56431199154
ACH-000832,-1.4637710642700001
ACH-000833,-1.70212042519
ACH-000834,-1.6081444566299998
ACH-000835,-1.82001634479
ACH-000836,-1.7257697618799999
ACH-000837,-1.64592622111
ACH-000838,-2.16743570102
ACH-000839,-1.56114901619
ACH-000840,-1.57440737917
ACH-000841,-1.79324226345
ACH-000843,-1.7223824016599998
ACH-000846,-1.4864564074000002
ACH-000847,-1.8442354916099999
ACH-000848,-1.5031267993000001
ACH-000849,-1.71430114056
ACH-000851,-1.5980773304700002
ACH-000855,-1.37556925105
ACH-000856,-1.6967369314899998
ACH-000858,-1.72837058162
ACH-000859,-1.55995539206
ACH-000861,-1.5103281430700002
ACH-000862,-1.13737698307
ACH-000865,-1.3919571298700002
ACH-000866,-1.7671577336000002
ACH-000867,-1.6455014615099999
ACH-000869,-1.72871221073
ACH-000872,-1.4244529778100001
ACH-000873,-1.64723141718
ACH-000876,-1.0069059755299998
ACH-000878,-1.8546392536200003
ACH-000880,-1.50324675473
ACH-000881,-1.7161439791100002
ACH-000882,-1.4364917917299997
ACH-000884,-1.51933834312
ACH-000885,-1.49659946152
ACH-000887,-1.6448997198500002
ACH-000888,-1.7679236469
ACH-000889,-2.0606089146
ACH-000890,-1.5715904766100002
ACH-000896,-1.8067396648400003
ACH-000898,-1.7669387267400003
ACH-000900,-1.4044125616499998
ACH-000901,-1.24286433275
ACH-000905,-1.5711951115600002
ACH-000906,-1.7266196879599998
ACH-000907,-1.6677214262
ACH-000910,-1.6794989949599999
ACH-000911,-1.67520293269
ACH-000912,-1.5642270885499998
ACH-000913,-1.71107080655
ACH-000915,-1.53685415917
ACH-000916,-1.71225950558
ACH-000917,-1.6321857803100002
ACH-000921,-1.66865562906
ACH-000924,-1.52177643896
ACH-000926,-1.6463888091299999
ACH-000928,-1.28878543463
ACH-000929,-1.70659670632
ACH-000932,-1.65314761666
ACH-000935,-1.51731615541
ACH-000936,-1.7149091143000001
ACH-000937,-1.9949584440900001
ACH-000938,-1.56407840715
ACH-000939,-1.51038523537
ACH-000941,-2.05245958354
ACH-000943,-1.5828039011700001
ACH-000946,-1.6916995397799999
ACH-000947,-1.7606340367400002
ACH-000948,-1.63350243965
ACH-000950,-2.07346818709
ACH-000953,-1.8301926729700002
ACH-000957,-1.8466685092900001
ACH-000958,-1.57219702628
ACH-000960,-1.77307278458
ACH-000963,-0.984472898024
ACH-000968,-1.5579682379100002
ACH-000969,-1.46344056808
ACH-000973,-1.79823418333
ACH-000974,-1.84663223336
ACH-000975,-1.8704797659599999
ACH-000976,-1.7380231531099999
ACH-000978,-1.7563978373599998
ACH-000980,-1.4568070579499999
ACH-000984,-1.6049671504799998
ACH-000986,-1.5325421072
ACH-000988,-1.98639985039
ACH-000993,-1.4774983096799998
ACH-000994,-2.10978404328
ACH-000996,-1.60883102686
ACH-001001,-1.78754394123
ACH-001020,-1.75935543588
ACH-001028,-1.61901828403
ACH-001031,-1.7271790708
ACH-001038,-1.65406424775
ACH-001048,-1.73959875935
ACH-001050,-1.95398272655
ACH-001053,-1.7359879074900002
ACH-001054,-1.77588914143
ACH-001061,-1.7108361730500001
ACH-001067,-1.64931679731
ACH-001075,-1.7168852117500002
ACH-001096,-1.72382862543
ACH-001128,-1.74332589474
ACH-001134,-1.6223286672200001
ACH-001151,-1.76580276366
ACH-001163,-1.9427597455400003
ACH-001164,-1.71506659473
ACH-001173,-1.49817608942
ACH-001183,-1.8272570576700002
ACH-001184,-2.04029714143
ACH-001190,-1.77372032415
ACH-001192,-1.73962579748
ACH-001193,-1.87126806089
ACH-001196,-1.8755876303099999
ACH-001197,-1.86997774648
ACH-001205,-1.7418826492
ACH-001211,-1.276449498
ACH-001212,-1.42979741002
ACH-001228,-1.00673777332
ACH-001232,-1.4418155339200003
ACH-001239,-1.62755893666
ACH-001274,-1.7166388635799998
ACH-001275,-1.5356933334099998
ACH-001277,-1.72524187945
ACH-001278,-1.53197680467
ACH-001280,-0.9401984964710001
ACH-001283,-1.50810143937
ACH-001289,-1.7586412822599997
ACH-001295,-1.71174632837
ACH-001300,-1.84976552552
ACH-001301,-1.54380948239
ACH-001302,-1.70906993785
ACH-001303,-1.57304704188
ACH-001306,-1.7457651637
ACH-001318,-1.39686303396
ACH-001322,-1.4815320461100001
ACH-001328,-1.31308911351
ACH-001332,-1.74604711993
ACH-001333,-1.28903104983
ACH-001336,-1.60300258041
ACH-001340,-1.6157856858300002
ACH-001346,-1.48997864986
ACH-001353,-1.69118385555
ACH-001354,-1.51629313836
ACH-001367,-1.7117780811399999
ACH-001368,-1.7015528731799998
ACH-001374,-1.7363780116
ACH-001375,-1.7688430307299998
ACH-001377,-1.83108857841
ACH-001380,-1.54805012366
ACH-001391,-1.8547375409400002
ACH-001407,-1.6644445596200002
ACH-001408,-1.6709855372600002
ACH-001413,-1.5040118015900001
ACH-001430,-2.01407382027
ACH-001431,-1.6691149369799998
ACH-001450,-1.67238378009
ACH-001496,-1.61937743372
ACH-001500,-1.50200422416
ACH-001521,-1.8164825619599998
ACH-001523,-1.8075652310299999
ACH-001532,-1.66462722709
ACH-001536,-1.5790811841999999
ACH-001550,-1.4801968422299998
ACH-001552,-1.4134932126299997
ACH-001554,-1.6817259024200002
ACH-001645,-1.5493715367899998
ACH-001654,-1.6764802575600002
ACH-001715,-0.680043796873
ACH-001735,-1.8012137276400002
ACH-001736,-1.71841332412
ACH-001737,-1.55601885894
ACH-001740,-2.18435530096
ACH-001745,-1.8469581148099998
ACH-001750,-1.06332349869
ACH-001765,-1.66133380702
ACH-001956,-1.70906457602
ACH-001957,-1.8698941879900002
