,ADCYAP1 (116)
ACH-000004,0.12260387442199999
ACH-000007,0.427976025456
ACH-000009,0.25101016487399996
ACH-000011,0.317013540195
ACH-000012,0.321066639081
ACH-000013,0.292894436138
ACH-000014,0.182997281842
ACH-000015,0.386350982688
ACH-000017,0.07891298232510001
ACH-000018,0.363130102597
ACH-000019,0.297051995919
ACH-000021,0.221102852285
ACH-000022,0.356683325749
ACH-000025,0.35643852120999997
ACH-000028,0.18555911767
ACH-000030,0.266744786259
ACH-000035,0.161298186317
ACH-000036,0.243177079768
ACH-000037,0.24766920676999998
ACH-000039,0.268387458753
ACH-000040,0.218180011858
ACH-000041,0.151439766255
ACH-000042,0.101208173623
ACH-000045,0.206500469725
ACH-000047,0.217334619349
ACH-000052,0.18602756065099998
ACH-000053,0.19796858432999997
ACH-000054,0.188756282403
ACH-000055,0.397962271228
ACH-000060,0.206382610724
ACH-000067,0.304770594997
ACH-000070,0.2560118204
ACH-000075,0.464593755072
ACH-000078,0.168781518667
ACH-000082,0.35194100791500005
ACH-000085,0.417042918727
ACH-000086,0.282496952488
ACH-000087,0.0217747061179
ACH-000092,0.24888649145999997
ACH-000095,0.345285256394
ACH-000097,0.197234201242
ACH-000098,0.366306792025
ACH-000099,0.08589212410080001
ACH-000108,0.0654263318685
ACH-000113,0.23230183491099998
ACH-000115,0.26923967612599997
ACH-000116,0.400201204996
ACH-000118,0.17553507609700003
ACH-000120,0.265009473869
ACH-000123,0.272590994084
ACH-000127,0.27235612535
ACH-000128,0.22695294894600002
ACH-000132,0.0512888512028
ACH-000133,0.33446070540899997
ACH-000137,0.25689308726300003
ACH-000138,0.0272108317306
ACH-000142,0.08138769912100001
ACH-000143,-0.007257612216060001
ACH-000146,0.0645187648659
ACH-000148,0.17490552673
ACH-000150,0.0589855864317
ACH-000152,0.339737588121
ACH-000153,0.07938191209499999
ACH-000159,0.12202280136299999
ACH-000160,-0.00233696273825
ACH-000163,0.319051521361
ACH-000167,0.238363590301
ACH-000168,0.527859380372
ACH-000169,0.357890808889
ACH-000178,0.18741706222600002
ACH-000182,0.18149175667
ACH-000183,0.332394004082
ACH-000188,0.320624382786
ACH-000189,-0.0416851567741
ACH-000190,0.08241872317769999
ACH-000198,0.232898105457
ACH-000204,0.016236709531700002
ACH-000206,-0.033232290115
ACH-000207,0.227187359751
ACH-000211,0.237868439072
ACH-000215,0.116963227421
ACH-000221,0.144055741922
ACH-000222,-0.09780828754560002
ACH-000223,0.29382956003800004
ACH-000226,0.20505084380199998
ACH-000227,0.357287014943
ACH-000228,0.09557578000089999
ACH-000231,0.31813700042599996
ACH-000232,0.194154267949
ACH-000233,0.300600680906
ACH-000234,0.459663621777
ACH-000235,0.16397064859000002
ACH-000237,0.0796143705778
ACH-000238,0.323545457978
ACH-000243,0.166176755975
ACH-000244,0.307541946283
ACH-000246,-0.00708892426812
ACH-000248,0.058896039588
ACH-000250,0.156219467588
ACH-000251,-0.19812020100900002
ACH-000253,0.251112487742
ACH-000255,0.298472341119
ACH-000256,0.32754981671300004
ACH-000257,0.35865933352300006
ACH-000258,0.357317489238
ACH-000259,0.223322444046
ACH-000260,0.248855998679
ACH-000261,0.35619638631899997
ACH-000262,0.323279081801
ACH-000263,0.09447619355319999
ACH-000264,0.169662179696
ACH-000265,0.298510021874
ACH-000266,0.140260278335
ACH-000272,0.246409982676
ACH-000273,0.049252500207000005
ACH-000274,0.213042452205
ACH-000277,0.398096192653
ACH-000278,0.300015019346
ACH-000279,0.375319425713
ACH-000280,0.204074313552
ACH-000281,0.0801667823473
ACH-000288,0.25310430853
ACH-000291,0.340624144559
ACH-000293,0.41098717998499995
ACH-000294,0.30350592343000005
ACH-000295,0.0573269079449
ACH-000296,0.618334355228
ACH-000302,0.29872178920000003
ACH-000304,0.5218441427699999
ACH-000307,0.17722820234499997
ACH-000308,0.17011539978300003
ACH-000310,-0.354452293061
ACH-000311,0.11483598581700001
ACH-000312,0.198454045637
ACH-000315,0.187169441443
ACH-000316,0.214696697139
ACH-000317,0.50784884244
ACH-000318,0.270919859787
