,TRAK2 (66008)
ACH-000004,-0.132173335095
ACH-000007,-0.034276672571099995
ACH-000009,-0.34176444011699997
ACH-000011,-0.019976202385799998
ACH-000012,-0.125135108427
ACH-000013,0.034410914095300005
ACH-000014,0.0493508112649
ACH-000015,0.0193703119031
ACH-000017,-0.0341329519623
ACH-000018,-0.186830102084
ACH-000019,0.151045662494
ACH-000021,0.0180251675647
ACH-000022,-0.0804964387132
ACH-000025,0.0195212330448
ACH-000028,-0.0320044461068
ACH-000030,-0.0879813939181
ACH-000035,0.058623568071800004
ACH-000036,-0.00836687792018
ACH-000037,-0.0736117462656
ACH-000039,-0.49411086374799995
ACH-000040,0.018699519123
ACH-000041,-0.044035770345
ACH-000042,-0.215762830786
ACH-000045,0.120859281416
ACH-000047,0.103014648671
ACH-000052,0.0538699422076
ACH-000053,-0.129436890327
ACH-000054,0.009749466377379999
ACH-000055,-0.159862427262
ACH-000060,0.05023400303640001
ACH-000067,-0.1860362984
ACH-000070,-0.029992400219900003
ACH-000075,0.34093314670100006
ACH-000078,-0.0776566061739
ACH-000082,-0.0725085029668
ACH-000085,-0.247800579863
ACH-000086,0.054549550818300006
ACH-000087,0.056238820288199994
ACH-000092,-0.173271031678
ACH-000095,-0.08524491402550001
ACH-000097,0.0194449832987
ACH-000098,-0.0977062729074
ACH-000099,-0.000550244754088
ACH-000108,-0.10983588389599999
ACH-000113,0.0628640865715
ACH-000115,-0.0512745120418
ACH-000116,-0.0331940654166
ACH-000118,-0.048371193062199995
ACH-000120,0.0062963969398
ACH-000123,0.000509044694412
ACH-000127,-0.00152052375429
ACH-000128,-0.0760337001873
ACH-000132,0.010988917881499999
ACH-000133,-0.0227518893487
ACH-000137,0.0009244114956619999
ACH-000138,-0.139130834199
ACH-000142,0.08573249009950001
ACH-000143,-0.057868581663
ACH-000146,-0.042607884663899996
ACH-000148,0.0417266262411
ACH-000150,-0.0472039537397
ACH-000152,0.0756128517171
ACH-000153,-0.152682962271
ACH-000159,0.107851721988
ACH-000160,0.0994294049388
ACH-000163,-0.14264399324000002
ACH-000167,-0.35767461511
ACH-000168,-0.129036748188
ACH-000169,0.052239816411
ACH-000178,0.14290691818600001
ACH-000182,0.0260269344937
ACH-000183,0.0470058773013
ACH-000188,0.0994057736864
ACH-000189,-0.20613398895799998
ACH-000190,-0.345476814693
ACH-000198,-0.0631328808143
ACH-000204,-0.0966945903905
ACH-000206,-0.021396908659200003
ACH-000207,0.430951197348
ACH-000211,0.058708401581699994
ACH-000215,0.0609773141197
ACH-000221,0.0460966165831
ACH-000222,-0.09623065514830001
ACH-000223,-0.07650203874910001
ACH-000226,-0.118957910592
ACH-000227,-0.0121523901292
ACH-000228,0.0733992245296
ACH-000231,-0.04214431448
ACH-000232,-0.000695014260798
ACH-000233,-0.12261918878900001
ACH-000234,-0.359938744837
ACH-000235,-0.05008311360019999
ACH-000237,-0.0355893877154
ACH-000238,0.0762304481146
ACH-000243,-0.019389388089400002
ACH-000244,0.12293271649800001
ACH-000246,0.132980405977
ACH-000248,0.0700919499662
ACH-000250,-0.0343592106732
ACH-000251,0.0648008492355
ACH-000253,-0.0431179741231
ACH-000255,-0.00170609738076
ACH-000256,-0.035200603153800004
ACH-000257,-0.0624725209672
ACH-000258,0.0014603832920000001
ACH-000259,0.034934675347599996
ACH-000260,-0.09398987895670001
ACH-000261,0.012540263374299998
ACH-000262,-0.0271876967887
ACH-000263,0.13470502529
ACH-000264,-0.0484841773948
ACH-000265,-0.047433981936800006
ACH-000266,-0.05147274258830001
ACH-000272,-0.0548110909545
ACH-000273,0.0848728699752
ACH-000274,-0.00460041927438
ACH-000277,-0.121998494581
ACH-000278,-0.0143427962929
ACH-000279,-0.0588978826069
ACH-000280,0.155191374069
ACH-000281,-0.114187517904
ACH-000288,-0.0698977068978
ACH-000291,0.0585519631182
ACH-000293,0.134780076926
ACH-000294,-0.17256841449299998
ACH-000295,0.0315575837893
ACH-000296,0.040965544539999996
ACH-000302,0.0586023257752
