,TNS3 (64759)
ACH-000004,-0.23962275319899998
ACH-000007,-0.105591481557
ACH-000009,-0.535086102467
ACH-000011,-1.0352011397799998
ACH-000012,-0.43967786731799996
ACH-000013,-0.258896779154
ACH-000014,-0.330437641943
ACH-000015,-0.445513370044
ACH-000017,-0.11193919707399999
ACH-000018,-0.557278712288
ACH-000019,-0.36026806661899996
ACH-000021,-0.445040167594
ACH-000022,-0.24395215951699997
ACH-000025,-0.401742387534
ACH-000028,-0.34034291491499996
ACH-000030,-0.619971081566
ACH-000035,-0.582011016208
ACH-000036,-0.424314473987
ACH-000037,-0.12087635447999999
ACH-000039,-0.261678992349
ACH-000040,-0.386796511828
ACH-000041,-0.51493339455
ACH-000042,-0.483619556797
ACH-000045,-0.26180197354400003
ACH-000047,-0.617759913009
ACH-000052,-0.27649774014899997
ACH-000053,-0.288072615914
ACH-000054,-0.666064645903
ACH-000055,-0.215421548617
ACH-000060,-0.738335679618
ACH-000067,-0.41555493271
ACH-000070,-0.277162502375
ACH-000075,-0.128342237798
ACH-000078,-0.0688156880646
ACH-000082,-0.24398522262800001
ACH-000085,-0.34389579563100003
ACH-000086,-0.302492064528
ACH-000087,-0.1067409143
ACH-000092,-0.124553989376
ACH-000095,-0.39077864722499994
ACH-000097,-0.327643280672
ACH-000098,-0.926082955813
ACH-000099,-0.249481157762
ACH-000108,-0.555213882478
ACH-000113,-0.34329850112099997
ACH-000115,-0.44591983861999995
ACH-000116,-0.236240162867
ACH-000118,-0.557333929388
ACH-000120,-0.444954423834
ACH-000123,-0.352546564307
ACH-000127,-0.319938525486
ACH-000128,-0.36494690787399997
ACH-000132,-0.0878210657781
ACH-000133,-0.29274858405299997
ACH-000137,-0.252037932416
ACH-000138,-0.470199450485
ACH-000142,-0.581910059056
ACH-000143,-0.0859664527
ACH-000146,-0.170500885354
ACH-000148,-0.40115888408100003
ACH-000150,-0.23216131988699998
ACH-000152,-0.11940477740800001
ACH-000153,-0.32785241619399996
ACH-000159,-0.318486877682
ACH-000160,-0.266466219914
ACH-000163,-0.355382651497
ACH-000167,-0.287178908626
ACH-000168,-0.553429769978
ACH-000169,-0.387279982399
ACH-000178,-0.25313097991300004
ACH-000182,-0.359527961343
ACH-000183,-0.226066061952
ACH-000188,-0.104209572753
ACH-000189,-0.6326738306949999
ACH-000190,-0.310442638792
ACH-000198,-0.431279883693
ACH-000204,-0.30933746189800004
ACH-000206,-0.283277559387
ACH-000207,-0.539387234175
ACH-000211,-0.149086406747
ACH-000215,-0.40400008728
ACH-000221,-0.407615090232
ACH-000222,-0.5057916949260001
ACH-000223,-0.221571719377
ACH-000226,-0.211919519829
ACH-000227,-0.415296647387
ACH-000228,-0.469137654231
ACH-000231,-0.328635254358
ACH-000232,-0.19121886233
ACH-000233,-0.228021827731
ACH-000234,-0.6257122889469999
ACH-000235,-0.39555831845
ACH-000237,-0.26988606621399996
ACH-000238,-0.26946679397100004
ACH-000243,-0.429179003143
ACH-000244,-0.43814163173
ACH-000246,-0.824535010881
ACH-000248,-0.17658999020799998
ACH-000250,-0.26961215313000003
ACH-000251,-0.462704332859
ACH-000253,-0.186905463992
ACH-000255,-0.258120344253
ACH-000256,-0.477291843133
ACH-000257,-0.41966367526299997
ACH-000258,-0.046271376810499996
ACH-000259,-0.429686504116
ACH-000260,-0.319272560268
ACH-000261,-0.36553024896799996
ACH-000262,-0.460573759229
ACH-000263,-0.310460956445
ACH-000264,-0.518770557659
ACH-000265,-0.324843499483
ACH-000266,-0.842182324294
ACH-000272,-0.38647493906999997
ACH-000273,-0.453921304397
ACH-000274,0.0905881570734
ACH-000277,-0.244091454764
ACH-000278,-0.55481125538
ACH-000279,-0.206126041704
ACH-000280,-0.155521661058
ACH-000281,-1.08796570164
ACH-000288,-0.671813055949
ACH-000291,-0.41722569479800004
ACH-000293,-0.26628817188299997
ACH-000294,-0.236497381483
ACH-000295,-0.45201494234800005
ACH-000296,-0.163392531691
ACH-000302,-0.6273193821999999
ACH-000304,-0.619421913348
ACH-000307,-0.5114546973740001
ACH-000308,-0.355577387013
ACH-000310,-0.270158063779
ACH-000311,-0.427077747508
ACH-000312,-0.191471767428
ACH-000315,-0.350612848582
ACH-000316,-0.285129470484
ACH-000317,-0.032791111505400004
ACH-000318,-0.599209618783
ACH-000319,-0.402724534811
ACH-000320,-0.187759500346
ACH-000322,-0.442450832299
ACH-000323,-0.117161401337
ACH-000324,-0.583803321933
ACH-000329,-0.38346547165899997
ACH-000330,-0.207133707163
ACH-000331,-0.42978023416100003
ACH-000332,-0.740069439753
ACH-000334,-0.32513620871800003
ACH-000335,0.309764702472
ACH-000336,-0.205050693934
ACH-000337,-0.510449681814
ACH-000339,-0.544337304232
ACH-000341,-0.183305349373
ACH-000348,-0.268247507011
ACH-000350,-0.275861869507
ACH-000352,-0.153924974783
ACH-000356,-0.530338449019
ACH-000361,-0.220569306967
ACH-000362,-0.269880281684
ACH-000363,-0.19150605840399998
ACH-000364,-0.326134713893
ACH-000365,-0.383978618317
ACH-000366,-0.229526606884
ACH-000368,-0.382558216406
ACH-000374,-0.284897591415
ACH-000375,-0.35208423957400004
ACH-000376,-0.516887476456
ACH-000381,-0.513470878932
ACH-000383,-0.484317013218
ACH-000387,-0.334991895481
ACH-000389,-0.664263401247
ACH-000390,-0.348882973644
ACH-000393,-0.264139246055
ACH-000395,-0.6553253838090001
ACH-000397,-0.543492521025
ACH-000401,-0.869808975028
ACH-000402,-0.369588227017
ACH-000403,-0.131673066875
