,PDYN (5173)
ACH-000004,0.0754155479665
ACH-000007,0.05784470694069999
ACH-000009,0.177180777968
ACH-000011,0.1601363357
ACH-000012,0.26693992874899997
ACH-000013,0.12437665787999999
ACH-000014,0.148693401045
ACH-000015,0.152720925073
ACH-000017,-0.12319056435999999
ACH-000018,-0.119056667679
ACH-000019,0.19972984939599997
ACH-000021,0.22847312187899999
ACH-000022,-0.014742844072399999
ACH-000025,0.156914079364
ACH-000028,0.0777595359177
ACH-000030,0.0209488024963
ACH-000035,0.157594019896
ACH-000036,0.10350425814
ACH-000037,0.06990576659360001
ACH-000039,0.17837605424400002
ACH-000040,0.013512539587399999
ACH-000041,-0.0491324197621
ACH-000042,-0.0276172885879
ACH-000045,-0.118258244211
ACH-000047,0.177189951118
ACH-000052,0.11617103065199999
ACH-000053,0.0389950788892
ACH-000054,-0.0687035737709
ACH-000055,0.05759967348069999
ACH-000060,0.108311042951
ACH-000067,0.14715473751900002
ACH-000070,0.100233377933
ACH-000075,0.39224697232199995
ACH-000078,-0.0041206554602900005
ACH-000082,0.041516325644800005
ACH-000085,0.012912340248
ACH-000086,-0.0507520501528
ACH-000087,-0.0433943647374
ACH-000092,0.156511097626
ACH-000095,0.144610515625
ACH-000097,0.0176012053506
ACH-000098,0.151471666488
ACH-000099,0.046911112679099996
ACH-000108,0.17122420222800003
ACH-000113,0.008206713242970001
ACH-000115,0.15933814982
ACH-000116,0.160369511268
ACH-000118,0.0215312488216
ACH-000120,0.207581202474
ACH-000123,0.140122314946
ACH-000127,0.011250216043799999
ACH-000128,0.0646617287404
ACH-000132,0.238589933127
ACH-000133,-0.0109877800911
ACH-000137,0.292276471734
ACH-000138,0.0237959895406
ACH-000142,0.164898617607
ACH-000143,-0.027112105543299996
ACH-000146,-0.00583773351178
ACH-000148,-0.081920941788
ACH-000150,-0.188611889647
ACH-000152,0.07123443732260001
ACH-000153,0.177254331044
ACH-000159,-0.0136717556241
ACH-000160,0.0979389793533
ACH-000163,0.104550754211
ACH-000167,0.10861503886499999
ACH-000168,0.241009827257
ACH-000169,-0.0822170889302
ACH-000178,0.11185617576099999
ACH-000182,-0.00427208523802
ACH-000183,-0.0181148877354
ACH-000188,0.123697462362
ACH-000189,0.13495534971200002
ACH-000190,-0.034282306186099995
ACH-000198,0.0147385987321
ACH-000204,0.27181408387600003
ACH-000206,-0.08592750564349999
ACH-000207,0.12971245099099998
ACH-000211,0.10606313549
ACH-000215,0.136127684718
ACH-000221,0.232507061518
ACH-000222,0.125887754959
ACH-000223,0.11723647331499999
ACH-000226,0.277765851932
ACH-000227,-0.00639377051338
ACH-000228,0.104316718675
ACH-000231,0.016890965034
ACH-000232,-0.000589599635899
ACH-000233,-0.143626053593
ACH-000234,-0.0135687476667
ACH-000235,0.00881974436143
ACH-000237,0.040351390973
ACH-000238,0.07498185047780001
