,SSH2 (85464)
ACH-000004,-0.164041588849
ACH-000007,-0.389044219833
ACH-000009,-0.59158165904
ACH-000011,-0.22642251377099998
ACH-000012,-0.35847835541199996
ACH-000013,-0.251081650605
ACH-000014,-0.29801170391
ACH-000015,-0.169653863156
ACH-000017,-0.802960825039
ACH-000018,0.122305668146
ACH-000019,-0.43501864251
ACH-000021,-0.42859711877400003
ACH-000022,-0.349266012537
ACH-000025,-0.13427346453400002
ACH-000028,-0.27662142253600003
ACH-000030,-0.455467869226
ACH-000035,-0.5030635050469999
ACH-000036,-0.27347905039799997
ACH-000037,-0.137174306315
ACH-000039,-0.331182289741
ACH-000040,-0.105430318345
ACH-000041,-0.24388098121399998
ACH-000042,-0.31441529281999997
ACH-000045,0.0427651287861
ACH-000047,-0.100422249798
ACH-000052,-0.0258702211116
ACH-000053,-0.234929700938
ACH-000054,-0.155791400253
ACH-000055,-0.42450759666599996
ACH-000060,-0.29744027076499996
ACH-000067,-0.17255209271400002
ACH-000070,-0.4599083522199999
ACH-000075,-0.190676308956
ACH-000078,-0.212989360246
ACH-000082,-0.34856383879
ACH-000085,-0.10386139335000001
ACH-000086,-0.188924038832
ACH-000087,-0.27512989565900003
ACH-000092,-0.123902172292
ACH-000095,-0.51311600724
ACH-000097,-0.336120169185
ACH-000098,-0.208417886216
ACH-000099,-0.37960874971600006
ACH-000108,-0.120934536928
ACH-000113,-0.151951161538
ACH-000115,-0.730518944064
ACH-000116,-0.292487022158
ACH-000118,-0.129153455379
ACH-000120,-0.232094808217
ACH-000123,-0.389713846076
ACH-000127,-0.215875591286
ACH-000128,-0.281185106629
ACH-000132,-0.441781208325
ACH-000133,-0.161532377883
ACH-000137,-0.155922950261
ACH-000138,-0.299899450875
ACH-000142,-0.323867369626
ACH-000143,-0.492377305612
ACH-000146,-0.282169209742
ACH-000148,-0.23034308326900002
ACH-000150,-0.035806350318
ACH-000152,-0.264358362384
ACH-000153,-0.18668084964
ACH-000159,-0.135179836195
ACH-000160,-0.343237522422
ACH-000163,0.00447006810326
ACH-000167,-0.056916313101900005
ACH-000168,-0.41107406622599996
ACH-000169,-0.0022137128967500003
ACH-000178,-0.301710620407
ACH-000182,-0.118861119013
