,VPS4A (27183)
ACH-000004,-0.544177413447
ACH-000007,-0.154712150728
ACH-000009,-0.465466669954
ACH-000011,-0.201266192288
ACH-000012,-0.463228547331
ACH-000013,-0.34060982538
ACH-000014,-0.122348400164
ACH-000015,-0.270745274651
ACH-000017,0.149247663516
ACH-000018,-0.443199652843
ACH-000019,-0.26139515584199996
ACH-000021,-0.24417283800099998
ACH-000022,-0.358871894894
ACH-000025,-0.992579797034
ACH-000028,-0.258274774993
ACH-000030,-0.221532665968
ACH-000035,-0.657387012376
ACH-000036,-0.812104077006
ACH-000037,-0.250845747588
ACH-000039,-0.5244292225330001
ACH-000040,-0.187525880184
ACH-000041,-0.265748579512
ACH-000042,-0.323561029935
ACH-000045,-0.162262606711
ACH-000047,-0.155724601107
ACH-000052,-0.390470501012
ACH-000053,-0.255909814336
ACH-000054,-0.202141714991
ACH-000055,-0.368003241574
ACH-000060,-0.27053761509700003
ACH-000067,-0.0709368928865
ACH-000070,-0.145486991237
ACH-000075,-0.253005605827
ACH-000078,-0.49259228103
ACH-000082,-0.231028472507
ACH-000085,-0.370735983627
ACH-000086,-0.291205014653
ACH-000087,-0.41034789097400004
ACH-000092,-0.24169752693799998
ACH-000095,-0.238975769701
ACH-000097,-0.257847955557
ACH-000098,-0.844131241053
ACH-000099,-0.316700608783
ACH-000108,-0.389663982368
ACH-000113,-0.43476818214699997
ACH-000115,-0.14605596190700001
ACH-000116,-0.253835665861
ACH-000118,-0.251178673155
ACH-000120,-0.36054277054899997
ACH-000123,-0.277462543051
ACH-000127,-0.416360685029
ACH-000128,-0.239118925146
ACH-000132,-1.14813686697
ACH-000133,-0.531364163246
ACH-000137,-0.148959920734
ACH-000138,-1.27976499979
ACH-000142,-1.39029516438
ACH-000143,-0.101503437677
ACH-000146,-0.251453143743
ACH-000148,-0.446754832437
ACH-000150,-0.594348736139
ACH-000152,-0.30469862765
ACH-000153,-0.463326906457
ACH-000159,-0.6792459072220001
ACH-000160,-0.0237971512048
ACH-000163,-0.09951775306050001
ACH-000167,-0.473455033558
ACH-000168,-0.0683275129384
ACH-000169,-0.320747422698
ACH-000178,-0.639573198272
ACH-000182,-0.45675615011500004
ACH-000183,-0.251889375039
ACH-000188,-0.44891290381800003
ACH-000189,-0.241414033989
ACH-000190,-1.38047488271
ACH-000198,-0.231297688132
ACH-000204,-0.347128203628
ACH-000206,-0.219558860223
ACH-000207,-0.09116202589649999
ACH-000211,-0.17548234475000002
ACH-000215,-0.49152796299999996
ACH-000221,-0.429958434929
ACH-000222,-1.1366530071799998
ACH-000223,-1.29978970317
ACH-000226,-0.403545249964
ACH-000227,-0.35450809719400006
ACH-000228,-0.178354743716
ACH-000231,-0.136094652513
ACH-000232,-0.42174906151600006
ACH-000233,-0.499586826063
ACH-000234,-0.089575702709
ACH-000235,-0.548131423708
ACH-000237,-0.7005384906409999
ACH-000238,-0.121768576788
ACH-000243,-0.6658251028450001
ACH-000244,-0.24877825810899998
ACH-000246,-0.18363434960799999
ACH-000248,-0.258345073902
ACH-000250,-0.493328829321
ACH-000251,-0.781107786059
ACH-000253,-0.858086110252
ACH-000255,-0.360367402963
ACH-000256,-0.403311289511
ACH-000257,-0.281811946441
ACH-000258,-0.37793645228399997
ACH-000259,-0.24940823954500002
ACH-000260,-0.42013451806999996
ACH-000261,-0.46381327128300004
ACH-000262,-0.394086743918
ACH-000263,-0.17665474364300002
ACH-000264,-0.262041631305
ACH-000265,-0.36235961162
ACH-000266,-1.4753510941999999
ACH-000272,-0.09548736424660001
ACH-000273,-0.766952048358
ACH-000274,-0.188822983919
ACH-000277,-0.278014529795
ACH-000278,-1.1254796308700001
ACH-000279,-0.579648247478
ACH-000280,-0.402640441278
ACH-000281,-1.54439035057
ACH-000288,-0.541323462302
ACH-000291,-0.326215773235
ACH-000293,-0.08317039331460001
ACH-000294,-0.647774908133
ACH-000295,-0.167622041315
ACH-000296,-0.060626759018299996
ACH-000302,-0.09235609104939999
ACH-000304,-0.121941128951
ACH-000307,-1.1037005644600002
ACH-000308,-0.142287708399
ACH-000310,-0.51355904917
ACH-000311,-0.442796899552
ACH-000312,-0.397178265656
ACH-000315,-0.123135280821
ACH-000316,-0.44806823326300005
ACH-000317,-0.19004637362399998
ACH-000318,-0.049202055922600005
ACH-000319,-0.32113584969799996
ACH-000320,-1.03469091935
ACH-000322,-0.47214856287199997
ACH-000323,-0.162560415501
ACH-000324,-0.398243534326
ACH-000329,-0.09018123512399999
ACH-000330,-0.451181185079
ACH-000331,-0.193748528046
ACH-000332,-0.206647832109
ACH-000334,-0.44956861551700006
ACH-000335,-0.382609927388
ACH-000336,-0.10827752429700001
ACH-000337,-0.442014615057
ACH-000339,-0.792093917245
ACH-000341,-0.431132006492
ACH-000348,-0.396144522524
ACH-000350,-0.488029276774
ACH-000352,-0.362477606057
ACH-000356,-0.548510419001
ACH-000361,-0.445741932613
ACH-000362,-0.301846183342
ACH-000363,-0.106421033281
ACH-000364,-0.280232828006
ACH-000365,-0.269048301624
ACH-000366,-0.5273926057580001
ACH-000368,-0.293392055831
ACH-000374,-0.0674316566734
ACH-000375,-0.9464088893070001
ACH-000376,-0.478048384567
ACH-000381,-0.201454623075
ACH-000383,-1.15131591957
ACH-000387,-0.209343832414
ACH-000389,-0.187964043391
ACH-000390,-0.22574515955200003
ACH-000393,-0.469255763012
ACH-000395,-0.36798568690899996
ACH-000397,-0.7526891945980001
ACH-000401,-0.43372455068300003
ACH-000402,-0.640774576621
ACH-000403,-1.4034437750600002
ACH-000404,0.0060330178230900006
ACH-000406,-0.24468355626999996
ACH-000407,-1.07686978985
ACH-000408,-0.478472330109
ACH-000410,-0.390415918649
ACH-000411,-0.10561620768999999
ACH-000414,-0.345716847227
ACH-000415,-0.318900135514
ACH-000416,-1.14140462242
ACH-000420,-0.50664716154
ACH-000421,-0.48301753207099996
ACH-000424,-0.143867041302
ACH-000425,-0.326465443262
ACH-000426,0.0247999847622
ACH-000427,-0.264567127708
ACH-000433,-0.718611949629
ACH-000436,-0.21188993266199999
ACH-000444,0.00817856586524
ACH-000445,-0.9810582760619999
ACH-000448,-0.21703002656800002
ACH-000450,-0.36578620585999994
ACH-000452,-0.329468230775
ACH-000454,-0.368042612901
ACH-000458,-0.384428355194
ACH-000459,-0.09986445038149999
ACH-000460,-0.5741854635620001
ACH-000461,-0.331168550257
ACH-000463,-0.532068958034
ACH-000464,-0.13962222627499998
ACH-000466,-0.622465622839
ACH-000467,-0.47131912196099995
ACH-000468,-0.8705257723559999
ACH-000469,-0.501748302035
ACH-000470,-0.48791291744599996
ACH-000471,-0.149293180301
ACH-000472,-0.513659186013
ACH-000473,-0.277368539813
ACH-000475,-0.482895011026
