,GOLGA7B (401647)
ACH-000004,0.0840163461833
ACH-000007,0.0284860408275
ACH-000009,-0.200155468026
ACH-000011,-0.23252021250500002
ACH-000012,-0.18344524588
ACH-000013,0.0197347300992
ACH-000014,-0.170673954056
ACH-000015,-0.19224855661600002
ACH-000017,0.041096273823000004
ACH-000018,-0.217325694551
ACH-000019,-0.12685727158500001
ACH-000021,0.021856560855299998
ACH-000022,-0.10548922304
ACH-000025,-0.131990072818
ACH-000028,0.0097004947385
ACH-000030,-0.117140158672
ACH-000035,-0.126649474915
ACH-000036,-0.0543503002221
ACH-000037,-0.428840682503
ACH-000039,-0.121902181338
ACH-000040,0.023595282615
ACH-000041,-0.38263542608499995
ACH-000042,-0.0225461862385
ACH-000045,0.031241790191000002
ACH-000047,-0.142428594061
ACH-000052,-0.280414708285
ACH-000053,-0.00990949384942
ACH-000054,-0.021952964649099998
ACH-000055,-0.317018617931
ACH-000060,-0.19276517711
ACH-000067,0.150549336326
ACH-000070,0.0368042460853
ACH-000075,-0.276813028909
ACH-000078,-0.105357720328
ACH-000082,-0.051105154142300005
ACH-000085,-0.348880286124
ACH-000086,-0.0866074970569
ACH-000087,-0.50588006977
ACH-000092,-0.103885557065
ACH-000095,-0.172248000319
ACH-000097,-0.0433323271752
ACH-000098,-0.32216143619000004
ACH-000099,0.056096000074300004
ACH-000108,-0.019170342703299998
ACH-000113,-0.113092868785
ACH-000115,-0.174563454388
ACH-000116,-0.049455807180000005
ACH-000118,-0.10764600304199999
ACH-000120,-0.16841678565499998
ACH-000123,-0.156796251114
ACH-000127,0.0660668765098
ACH-000128,-0.0536443834385
ACH-000132,-0.222052104373
ACH-000133,-0.14552358636600002
ACH-000137,0.0102687660285
ACH-000138,-0.0332155747144
ACH-000142,-0.10013061601199999
ACH-000143,-0.065882637031
ACH-000146,0.025490820432899998
ACH-000148,-0.25623582613
ACH-000150,0.122204593444
ACH-000152,-0.125315219891
ACH-000153,-0.20956713116999998
ACH-000159,-0.11877187968800001
ACH-000160,-0.0357488028199
ACH-000163,-0.13470919716
ACH-000167,0.674565030157
ACH-000168,-0.361209538024
ACH-000169,-0.365833825118
ACH-000178,-0.12962117920299998
ACH-000182,-0.340158405284
ACH-000183,-0.0610012600529
ACH-000188,-0.26511353651299996
ACH-000189,-0.182124574175
ACH-000190,-0.20812094915999999
ACH-000198,-0.0297391202025
ACH-000204,-0.23784290391399998
ACH-000206,-0.330175523466
ACH-000207,-0.20572501914799998
ACH-000211,-0.109863713167
ACH-000215,-0.0539912208989
ACH-000221,-0.132739965131
ACH-000222,0.230385474508
ACH-000223,-0.19775747213300002
ACH-000226,-0.0263825737508
ACH-000227,-0.303891010294
ACH-000228,-0.17769420081700002
ACH-000231,-0.10816662350400001
ACH-000232,-0.0017488630178099998
ACH-000233,-0.048882377665
ACH-000234,0.013896792592499999
ACH-000235,-0.044407753981
ACH-000237,-0.243836429051
ACH-000238,-0.08623764303880001
ACH-000243,-0.00821124167397
ACH-000244,-0.10113329640100001
ACH-000246,-0.19317738974800003
ACH-000248,-0.017488880911
ACH-000250,-0.125989748384
ACH-000251,0.393472753089
ACH-000253,-0.0719756981764
ACH-000255,-0.0806338145333
ACH-000256,-0.07096027099939999
ACH-000257,-0.200143107563
