,PSD (5662)
ACH-000004,0.0300286766536
ACH-000007,-0.174181308587
ACH-000009,-0.167700518645
ACH-000011,-0.00248639044438
ACH-000012,-0.12392759214099999
ACH-000013,-0.213852347883
ACH-000014,-0.12127354717
ACH-000015,-0.23688069601700001
ACH-000017,-0.12660340518899998
ACH-000018,-0.204522890845
ACH-000019,0.17339328894900002
ACH-000021,0.0782160693828
ACH-000022,-0.12092678899499999
ACH-000025,-0.063812892785
ACH-000028,-0.0149851297896
ACH-000030,-0.213017240162
ACH-000035,-0.18336356972800003
ACH-000036,-0.17047473792399997
ACH-000037,-0.20257565
ACH-000039,0.19742527866999998
ACH-000040,0.0190357283606
ACH-000041,-0.0265553332572
ACH-000042,-0.223315522491
ACH-000045,-0.031509613712299996
ACH-000047,-0.006377565566350001
ACH-000052,-0.118813228234
ACH-000053,-0.0229905355375
ACH-000054,-0.0116681011702
ACH-000055,-0.08905908860589999
ACH-000060,-0.173861639498
ACH-000067,-0.13211276146
ACH-000070,-0.0122351533183
ACH-000075,-0.203689339888
ACH-000078,0.00300007671317
ACH-000082,-0.236555741149
ACH-000085,-0.0436298495187
ACH-000086,-0.0806968125674
ACH-000087,0.0359462102677
ACH-000092,-0.0687302038904
ACH-000095,-0.0991293968802
ACH-000097,-0.207929045857
ACH-000098,-0.252987989425
ACH-000099,-0.11638537839299999
ACH-000108,-0.166904200038
ACH-000113,-0.106289935896
ACH-000115,-0.00048611742290800006
ACH-000116,-0.15897014695599998
ACH-000118,-0.0684468519028
ACH-000120,-0.00316013726273
ACH-000123,-0.127294254822
ACH-000127,-0.12451637385
ACH-000128,-0.15819059773
ACH-000132,-0.44195510084600004
ACH-000133,-0.12529146330399998
ACH-000137,-0.254718047583
ACH-000138,-0.0517070988381
ACH-000142,-0.165397159779
ACH-000143,-0.375549532659
ACH-000146,0.03851538928459999
ACH-000148,-0.293404883966
ACH-000150,-0.15890452699000002
ACH-000152,-0.16030349225999999
ACH-000153,-0.282468977704
ACH-000159,-0.078379274937
ACH-000160,-0.250932569504
ACH-000163,-0.122805148381
ACH-000167,-0.15711619931
ACH-000168,-0.205857797958
ACH-000169,-0.15149261481100001
ACH-000178,-0.112602943359
ACH-000182,-0.214521436748
ACH-000183,-0.138156892546
ACH-000188,-0.07320163250680001
ACH-000189,-0.251002318001
ACH-000190,-0.246147840983
ACH-000198,-0.0682310679706
ACH-000204,-0.184128023112
ACH-000206,-0.230106660207
ACH-000207,0.31635466403
ACH-000211,-0.204916125861
ACH-000215,-0.10250345044600001
ACH-000221,-0.009411927974690001
ACH-000222,-0.0703516475784
ACH-000223,-0.160140810225
ACH-000226,0.004599632272100001
ACH-000227,-0.420772404546
ACH-000228,-0.37433045638400003
ACH-000231,-0.275569575982
ACH-000232,0.015265900628899999
ACH-000233,-0.298061692483
ACH-000234,-0.222328555666
ACH-000235,-0.09191627253010001
ACH-000237,-0.137036214338
ACH-000238,-0.11172868167000001
ACH-000243,-0.143386553386
ACH-000244,-0.0262782761942
ACH-000246,-0.182062922251
ACH-000248,-0.108818223586
ACH-000250,-0.158914382086
ACH-000251,-0.44655412347400003
ACH-000253,-0.11544000544399999
ACH-000255,-0.21518987025
ACH-000256,-0.15790649252299999
ACH-000257,0.06477633944630001
ACH-000258,0.00900950424781
ACH-000259,-0.0917113209674
ACH-000260,-0.199454522876
ACH-000261,-0.10851953058700001
ACH-000262,-0.127896186653
ACH-000263,-0.188134796299
ACH-000264,-0.294297596881
ACH-000265,-0.057238916683999996
ACH-000266,-0.116469411007
ACH-000272,-0.18174860079500002
ACH-000273,-0.0794211314205
ACH-000274,-0.13716408193399998
ACH-000277,-0.0913063089917
ACH-000278,-0.00163417576231
ACH-000279,-0.287455552291
ACH-000280,-0.157259059924
ACH-000281,-0.45890908413000003
ACH-000288,-0.19095923014400001
ACH-000291,-0.12210905032
ACH-000293,-0.033482080754299995
ACH-000294,-0.16010647144600001
ACH-000295,-0.38257360549
ACH-000296,0.112812225009
ACH-000302,-0.08855650960230001
ACH-000304,-0.0635878255461
ACH-000307,-0.215547167903
ACH-000308,-0.38877379955799996
ACH-000310,-0.0760966181706
ACH-000311,-0.0158919518536
ACH-000312,-0.10292380005200001
ACH-000315,0.107102961487
ACH-000316,-0.227527915711
ACH-000317,-0.237985096235
ACH-000318,-0.14166499817199998
ACH-000319,-0.0367275618657
ACH-000320,-0.20905138830699999
ACH-000322,-0.173988845275
ACH-000323,-0.09208817290660001
ACH-000324,-0.11714821894300001
ACH-000329,-0.247655507013
ACH-000330,-0.10557090749800001
ACH-000331,-0.08568414501430001
ACH-000332,-0.144651555165
ACH-000334,0.039085005407500005
ACH-000335,0.0908164138091
ACH-000336,-0.299963089174
ACH-000337,-0.290277090695
ACH-000339,0.026821403248200003
ACH-000341,-0.16141126720899998
ACH-000348,-0.0870227962195
ACH-000350,-0.22516091188499998
ACH-000352,0.0353214039062
ACH-000356,-0.139833532678
ACH-000361,-0.0749202989045
ACH-000362,-0.121411956748
ACH-000363,0.0444078977984
ACH-000364,-0.09906104918289999
ACH-000365,-0.08400739048839999
ACH-000366,-0.171737797725
ACH-000368,-0.37900610709
ACH-000374,-0.029606463216499998
ACH-000375,-0.103934504486
ACH-000376,-0.0907316791046
ACH-000381,-0.0502196320859
ACH-000383,-0.07005356867330001
ACH-000387,-0.022990944149000003
ACH-000389,-0.171587739454
ACH-000390,-0.0834768786085
ACH-000393,-0.193079393317
ACH-000395,-0.059454879418000005
ACH-000397,-0.0838205728175
ACH-000401,0.0851862336938
ACH-000402,-0.22305186377500003
ACH-000403,-0.09629625967080001
ACH-000404,-0.0652182637294
ACH-000406,-0.296320587927
ACH-000407,-0.267432009863
ACH-000408,-0.0974176905516
ACH-000410,-0.181928797742
ACH-000411,-0.16668924147199998
ACH-000414,-0.0062265612549
ACH-000415,-0.14309981822
ACH-000416,-0.142953551469
ACH-000420,-0.20661868840599998
ACH-000421,-0.147079412212
ACH-000424,-0.299793808226
ACH-000425,-0.18051624096500002
ACH-000426,-0.22483289840100001
ACH-000427,-0.146455716062
ACH-000433,-0.180332160861
ACH-000436,-0.18898717548799998
ACH-000444,-0.20151807012000003
ACH-000445,-0.274842643879
ACH-000448,-0.073434562943
ACH-000450,-0.23635339657200002
ACH-000452,-0.311034716276
ACH-000454,-0.0656035333954
ACH-000458,-0.17958868591200003
ACH-000459,-0.255319633796
ACH-000460,-0.17704278034499998
ACH-000461,-0.0993158210998
ACH-000463,-0.102770856427
ACH-000464,-0.041829418866300004
ACH-000466,-0.06014750880480001
ACH-000467,-0.0626721920922
ACH-000468,-0.40941930516099995
ACH-000469,-0.151454659815
ACH-000470,0.055860940305
ACH-000471,-0.048923537741
ACH-000472,-0.078670426675
ACH-000473,-0.26781684731100003
ACH-000475,-0.0227579353838
ACH-000476,-0.107669243667
ACH-000477,-0.16653822344
ACH-000480,-0.158064623816
ACH-000481,-0.08086590479689999
ACH-000483,-0.223176736486
ACH-000484,-0.007639350622899999
ACH-000485,-0.22063333432100002
ACH-000486,-0.0927274821016
ACH-000487,-0.136038739338
ACH-000488,-0.10213612819199999
ACH-000490,-0.246193959822
ACH-000491,-0.0900253743778
ACH-000495,-0.476418384766
ACH-000496,-0.0667578205357
ACH-000499,-0.0740503490272
ACH-000500,0.625725223321
ACH-000502,-0.11710042963600001
ACH-000503,0.126466794767
ACH-000505,-0.207902152331
ACH-000507,-0.12504515508300001
ACH-000510,-0.146449911629
ACH-000511,-0.116075762874
ACH-000512,0.0183760260898
ACH-000516,-0.025846503482499998
ACH-000517,0.00967415208294
ACH-000518,-0.055278044444900004
ACH-000520,-0.29379981984700004
ACH-000521,-0.0279978393019
ACH-000522,-0.0178893005475
ACH-000524,-0.09494769529120001
ACH-000527,-0.129066154928
ACH-000528,-0.296401760192
ACH-000537,-0.05517586407930001
ACH-000541,0.138282696121
ACH-000542,-0.14208823364700002
ACH-000544,-0.10402369744699999
ACH-000545,-0.0504252189696
ACH-000547,-0.30068489839
ACH-000548,-0.0169815570091
ACH-000549,-0.36393645770000005
ACH-000550,-0.184704763833
ACH-000552,-0.0866352550902
ACH-000556,-0.09020398354119999
ACH-000557,-0.213349034514
ACH-000570,-0.18146960300099998
ACH-000571,0.0034376075925300004
ACH-000573,-0.15929358433000002
ACH-000576,-0.220673120781
ACH-000580,-0.326720038441
ACH-000584,-0.13949561060000001
ACH-000585,-0.268776137455
ACH-000588,0.0645487221214
ACH-000589,-0.0687371457879
ACH-000591,-0.178556744951
ACH-000593,-0.272032960772
ACH-000600,-0.35855710312
ACH-000601,-0.10281549405
ACH-000604,-0.284192225993
ACH-000605,-0.233560427162
ACH-000606,-0.11736034472000001
ACH-000608,-0.12470438057399999
ACH-000614,-0.167085707217
ACH-000616,-0.37846145695600003
ACH-000618,-0.147917754674
ACH-000619,-0.157057991898
ACH-000620,-0.0659422038024
ACH-000621,-0.11397209956599999
ACH-000622,-0.09560863067610001
ACH-000623,-0.20887879835200002
ACH-000624,-0.10487080644999999
ACH-000627,-0.0594292431967
ACH-000630,-0.12873455493
ACH-000632,-0.0854001588137
ACH-000633,-0.0823687598249
ACH-000637,-0.07134972260360001
ACH-000638,0.0188102508049
ACH-000646,0.112167831198
ACH-000647,-0.229723814502
ACH-000648,-0.227838466144
ACH-000649,-0.135603514461
ACH-000651,-0.232982840795
ACH-000652,-0.137750482534
ACH-000653,-0.308896550618
ACH-000657,-0.113015205178
ACH-000658,-0.0182563136813
ACH-000661,0.043903841178199995
ACH-000662,-0.0710476749322
ACH-000663,-0.045992614346699996
ACH-000665,-0.14236738855
ACH-000671,-0.146131915393
ACH-000673,-0.180829532029
ACH-000676,-0.38041874748000004
ACH-000677,-0.544169361291
ACH-000681,-0.06504126707499999
ACH-000682,-0.163005910875
ACH-000683,-0.1189751913
ACH-000684,-0.167707893488
ACH-000688,-0.271387222354
ACH-000693,-0.126194719003
ACH-000694,-0.11774383678
ACH-000695,0.07130594234910001
ACH-000696,-0.0970759092765
ACH-000697,-0.16645001871600001
ACH-000699,0.00614189300389
ACH-000701,-0.18895452722
ACH-000706,-0.0825597049328
ACH-000711,-0.236872340304
ACH-000713,0.159183985437
ACH-000714,-0.227972177752
ACH-000718,-0.0237334609563
